PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,Pollutant,Releases
2025/12/15,Ireland,2017,4,Chemical industry,Mercury and compounds (as Hg),29.1
2025/12/15,Finland,2016,4,Chemical industry,Fluorides (as total F),38000
2025/12/15,Sweden,2015,2,Production and processing of metals,Phenols (as total C),99
2025/12/15,Romania,2020,5,Waste and wastewater management,Copper and compounds (as Cu),4303
2025/12/15,Italy,2022,4,Chemical industry,Toluene,207.8
2025/12/15,United Kingdom,2014,8,Animal and vegetable products from the food and beverage sector,Cadmium and compounds (as Cd),10.61
2025/12/15,Spain,2014,5,Waste and wastewater management,Organotin compounds (as total Sn),66.5
2025/12/15,Germany,2021,5,Waste and wastewater management,Naphthalene,19
2025/12/15,Slovakia,2010,4,Chemical industry,Total nitrogen,843500
2025/12/15,Austria,2007,4,Chemical industry,Cyanides (as total CN),186
2025/12/15,Italy,2017,4,Chemical industry,Tetrachloromethane (TCM),15
2025/12/15,Finland,2023,2,Production and processing of metals,Copper and compounds (as Cu),1250.8000000000002
2025/12/15,France,2018,2,Production and processing of metals,Cadmium and compounds (as Cd),70.58
2025/12/15,France,2018,4,Chemical industry,Lead and compounds (as Pb),192.5
2025/12/15,Belgium,2010,9,Other activities,Zinc and compounds (as Zn),127
2025/12/15,Slovakia,2021,1,Energy sector,Mercury and compounds (as Hg),6.8
2025/12/15,Greece,2009,5,Waste and wastewater management,Total nitrogen,2316700
2025/12/15,United Kingdom,2013,1,Energy sector,Diuron,1.45
2025/12/15,Sweden,2010,4,Chemical industry,Nonylphenol and Nonylphenol ethoxylates,3
2025/12/15,Spain,2010,4,Chemical industry,Naphthalene,10.1
2025/12/15,France,2021,1,Energy sector,Benzene,220
2025/12/15,Romania,2022,1,Energy sector,Total organic carbon(as total C or COD/3) (TOC),401800
2025/12/15,Hungary,2012,6,Paper and wood production and processing,Total phosphorus,30700
2025/12/15,Lithuania,2008,4,Chemical industry,Nickel and compounds (as Ni),50
2025/12/15,United Kingdom,2015,1,Energy sector,PCDD + PCDF (dioxins + furans) (as Teq),0.00023
2025/12/15,Italy,2012,2,Production and processing of metals,Anthracene,1.5
2025/12/15,Ireland,2010,5,Waste and wastewater management,Polycyclic aromatic hydrocarbons (PAHs),186.49
2025/12/15,Austria,2019,8,Animal and vegetable products from the food and beverage sector,Total nitrogen,176000
2025/12/15,Poland,2016,8,Animal and vegetable products from the food and beverage sector,Phenols (as total C),22.6
2025/12/15,Italy,2022,8,Animal and vegetable products from the food and beverage sector,Total phosphorus,5970.8551
2025/12/15,Finland,2016,2,Production and processing of metals,Cyanides (as total CN),2552.1
2025/12/15,Romania,2009,7,Intensive livestock production and aquaculture,Phenols (as total C),380
2025/12/15,Bulgaria,2015,2,Production and processing of metals,Nickel and compounds (as Ni),49.4
2025/12/15,Italy,2017,5,Waste and wastewater management,"Chloro-alkanes, C10-C13",10.58
2025/12/15,France,2011,1,Energy sector,Cyanides (as total CN),275.1
2025/12/15,France,2016,1,Energy sector,Nonylphenol and Nonylphenol ethoxylates,5
2025/12/15,Finland,2017,6,Paper and wood production and processing,Mercury and compounds (as Hg),7.069999999999999
2025/12/15,Czechia,2016,1,Energy sector,Mercury and compounds (as Hg),1.97
2025/12/15,Bulgaria,2016,4,Chemical industry,Arsenic and compounds (as As),59
2025/12/15,Serbia,2012,7,Intensive livestock production and aquaculture,Total nitrogen,50300
2025/12/15,Austria,2018,6,Paper and wood production and processing,Nickel and compounds (as Ni),139
2025/12/15,France,2007,1,Energy sector,Fluoranthene,1.04
2025/12/15,Portugal,2012,5,Waste and wastewater management,Chlorides (as total Cl),154530000
2025/12/15,Belgium,2023,4,Chemical industry,Naphthalene,30.6
2025/12/15,Netherlands,2012,,,Total nitrogen,50800
2025/12/15,Spain,2023,5,Waste and wastewater management,Tetrachloroethylene,10.8
2025/12/15,Netherlands,2008,6,Paper and wood production and processing,Copper and compounds (as Cu),92
2025/12/15,Italy,2007,4,Chemical industry,Toluene,280
2025/12/15,Spain,2011,2,Production and processing of metals,Total organic carbon(as total C or COD/3) (TOC),140000
2025/12/15,Bulgaria,2011,9,Other activities,Nickel and compounds (as Ni),91.8
2025/12/15,Poland,2019,5,Waste and wastewater management,Tetrachloroethylene,13.9
2025/12/15,Denmark,2020,6,Paper and wood production and processing,Total nitrogen,0
2025/12/15,Poland,2023,8,Animal and vegetable products from the food and beverage sector,Total organic carbon(as total C or COD/3) (TOC),81500
2025/12/15,Italy,2014,1,Energy sector,"Benzo(g,h,i)perylene",5.62
2025/12/15,Belgium,2013,6,Paper and wood production and processing,Lead and compounds (as Pb),24.3
2025/12/15,Poland,2019,5,Waste and wastewater management,Tetrachloromethane (TCM),20.9
2025/12/15,Latvia,2018,5,Waste and wastewater management,Lead and compounds (as Pb),133.2
2025/12/15,Malta,2020,5,Waste and wastewater management,Chlorides (as total Cl),61500000
2025/12/15,Belgium,2011,,,Total phosphorus,19700
2025/12/15,Romania,2024,1,Energy sector,Total nitrogen,50600
2025/12/15,Netherlands,2009,1,Energy sector,Xylenes,97.4
2025/12/15,Poland,2007,6,Paper and wood production and processing,Zinc and compounds (as Zn),1960
2025/12/15,Spain,2022,4,Chemical industry,Arsenic and compounds (as As),203.60000000000002
2025/12/15,Poland,2011,8,Animal and vegetable products from the food and beverage sector,Arsenic and compounds (as As),30.9
2025/12/15,United Kingdom,2018,3,Mineral industry,Phenols (as total C),161
2025/12/15,Switzerland,2007,5,Waste and wastewater management,Copper and compounds (as Cu),976
2025/12/15,France,2012,2,Production and processing of metals,Ethyl benzene,25.7
2025/12/15,Netherlands,2016,2,Production and processing of metals,Total organic carbon(as total C or COD/3) (TOC),206000
2025/12/15,Czechia,2014,5,Waste and wastewater management,Lead and compounds (as Pb),983.8000000000001
2025/12/15,United Kingdom,2015,5,Waste and wastewater management,Diuron,273.91
2025/12/15,Germany,2013,1,Energy sector,Total organic carbon(as total C or COD/3) (TOC),3020900
2025/12/15,Finland,2012,5,Waste and wastewater management,Arsenic and compounds (as As),312
2025/12/15,Poland,2013,5,Waste and wastewater management,Total organic carbon(as total C or COD/3) (TOC),11724000
2025/12/15,Spain,2017,5,Waste and wastewater management,Polycyclic aromatic hydrocarbons (PAHs),248.96
2025/12/15,Finland,2021,6,Paper and wood production and processing,Total nitrogen,1425300
2025/12/15,Spain,2012,6,Paper and wood production and processing,Lead and compounds (as Pb),230
2025/12/15,Poland,2022,5,Waste and wastewater management,Total organic carbon(as total C or COD/3) (TOC),9217600
2025/12/15,United Kingdom,2017,1,Energy sector,Nickel and compounds (as Ni),2381.2
2025/12/15,Germany,2007,4,Chemical industry,Total phosphorus,176690
2025/12/15,Italy,2013,5,Waste and wastewater management,Cyanides (as total CN),7537.8
2025/12/15,United Kingdom,2011,5,Waste and wastewater management,Phenols (as total C),2848.999999999999
2025/12/15,United Kingdom,2010,4,Chemical industry,Total phosphorus,99100
2025/12/15,Sweden,2010,9,Other activities,Copper and compounds (as Cu),168
2025/12/15,Austria,2015,2,Production and processing of metals,Zinc and compounds (as Zn),4710
2025/12/15,Italy,2018,5,Waste and wastewater management,Cadmium and compounds (as Cd),3253.1126999999997
2025/12/15,Ireland,2009,3,Mineral industry,Arsenic and compounds (as As),690.3
2025/12/15,Portugal,2020,3,Mineral industry,Arsenic and compounds (as As),102.2
2025/12/15,Czechia,2008,1,Energy sector,Phenols (as total C),74.1
2025/12/15,Germany,2008,1,Energy sector,Polycyclic aromatic hydrocarbons (PAHs),14
2025/12/15,Poland,2012,5,Waste and wastewater management,Cyanides (as total CN),2556.8
2025/12/15,Czechia,2018,1,Energy sector,Lead and compounds (as Pb),21.54
2025/12/15,Poland,2009,3,Mineral industry,Arsenic and compounds (as As),2008.5
2025/12/15,Italy,2022,1,Energy sector,Total organic carbon(as total C or COD/3) (TOC),290386.4
2025/12/15,Norway,2011,2,Production and processing of metals,Zinc and compounds (as Zn),8865
2025/12/15,Italy,2008,5,Waste and wastewater management,Total organic carbon(as total C or COD/3) (TOC),26890400
2025/12/15,Portugal,2008,5,Waste and wastewater management,Chlorides (as total Cl),83060000
2025/12/15,Belgium,2008,2,Production and processing of metals,Phenols (as total C),3801
2025/12/15,United Kingdom,2013,7,Intensive livestock production and aquaculture,Total organic carbon(as total C or COD/3) (TOC),25928600
2025/12/15,Belgium,2012,1,Energy sector,Phenols (as total C),621
2025/12/15,United Kingdom,2019,5,Waste and wastewater management,Asbestos,362.07000000000005
2025/12/15,Belgium,2014,5,Waste and wastewater management,Lead and compounds (as Pb),403.1
2025/12/15,United Kingdom,2008,4,Chemical industry,Lead and compounds (as Pb),1638.4
2025/12/15,Norway,2014,4,Chemical industry,Vinyl chloride,121
2025/12/15,Romania,2015,5,Waste and wastewater management,Copper and compounds (as Cu),5059
2025/12/15,Germany,2011,1,Energy sector,Cyanides (as total CN),9869
2025/12/15,Lithuania,2010,5,Waste and wastewater management,Zinc and compounds (as Zn),6131
2025/12/15,Sweden,2017,5,Waste and wastewater management,Polycyclic aromatic hydrocarbons (PAHs),87
2025/12/15,France,2012,5,Waste and wastewater management,Arsenic and compounds (as As),2314.79
2025/12/15,United Kingdom,2015,8,Animal and vegetable products from the food and beverage sector,Nickel and compounds (as Ni),298.90000000000003
2025/12/15,Malta,2012,7,Intensive livestock production and aquaculture,Total phosphorus,48300
2025/12/15,Portugal,2016,1,Energy sector,Pentachlorobenzene,14.5
2025/12/15,Denmark,2018,,,Chromium and compounds (as Cr),1
2025/12/15,Malta,2011,1,Energy sector,Cadmium and compounds (as Cd),9.1
2025/12/15,Sweden,2024,5,Waste and wastewater management,Nonylphenol and Nonylphenol ethoxylates,3.2
2025/12/15,Spain,2023,6,Paper and wood production and processing,Total nitrogen,100000
2025/12/15,Germany,2019,,,Nickel and compounds (as Ni),93.4
2025/12/15,France,2016,2,Production and processing of metals,Arsenic and compounds (as As),735.99
2025/12/15,Italy,2010,,,Lead and compounds (as Pb),25.6
2025/12/15,Czechia,2021,1,Energy sector,Copper and compounds (as Cu),622.49457
2025/12/15,Spain,2017,6,Paper and wood production and processing,Halogenated organic compounds (as AOX),29680
2025/12/15,Italy,2017,4,Chemical industry,Nickel and compounds (as Ni),4664.200000000001
2025/12/15,Germany,2017,1,Energy sector,Lead and compounds (as Pb),201.8
2025/12/15,Austria,2009,5,Waste and wastewater management,Cyanides (as total CN),1590
2025/12/15,Belgium,2020,2,Production and processing of metals,Copper and compounds (as Cu),546.1
2025/12/15,Slovenia,2024,5,Waste and wastewater management,Nickel and compounds (as Ni),440
2025/12/15,Ireland,2021,5,Waste and wastewater management,Arsenic and compounds (as As),581.4202799999999
2025/12/15,Poland,2007,3,Mineral industry,Total phosphorus,212470
2025/12/15,United Kingdom,2016,8,Animal and vegetable products from the food and beverage sector,Total phosphorus,311810
2025/12/15,Italy,2016,5,Waste and wastewater management,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",9.47
2025/12/15,Switzerland,2022,5,Waste and wastewater management,Cadmium and compounds (as Cd),19.75
2025/12/15,Italy,2017,5,Waste and wastewater management,Xylenes,1040
2025/12/15,Hungary,2018,5,Waste and wastewater management,Mercury and compounds (as Hg),15.290000000000001
2025/12/15,Hungary,2008,5,Waste and wastewater management,Total organic carbon(as total C or COD/3) (TOC),4089800
2025/12/15,United Kingdom,2012,1,Energy sector,Chromium and compounds (as Cr),2246.4
2025/12/15,Portugal,2024,6,Paper and wood production and processing,Octylphenols and Octylphenol ethoxylates,7.36
2025/12/15,Germany,2017,,,Total nitrogen,211800
2025/12/15,Italy,2017,4,Chemical industry,Nonylphenol and Nonylphenol ethoxylates,4.99
2025/12/15,Spain,2022,4,Chemical industry,Tetrachloromethane (TCM),2.07
2025/12/15,Germany,2020,9,Other activities,Chromium and compounds (as Cr),55
2025/12/15,Italy,2016,5,Waste and wastewater management,Tetrachloroethylene,1213.1
2025/12/15,Poland,2022,3,Mineral industry,Total phosphorus,10000
2025/12/15,Norway,2014,6,Paper and wood production and processing,Arsenic and compounds (as As),58.2
2025/12/15,Latvia,2008,5,Waste and wastewater management,Total nitrogen,2400000
2025/12/15,United Kingdom,2019,1,Energy sector,Cadmium and compounds (as Cd),208.36000000000004
2025/12/15,Italy,2023,9,Other activities,Total organic carbon(as total C or COD/3) (TOC),185734
2025/12/15,Spain,2007,6,Paper and wood production and processing,Zinc and compounds (as Zn),683
2025/12/15,Norway,2007,5,Waste and wastewater management,Phenols (as total C),44.5
2025/12/15,Austria,2021,5,Waste and wastewater management,Arsenic and compounds (as As),18
2025/12/15,Belgium,2018,6,Paper and wood production and processing,Arsenic and compounds (as As),31.8
2025/12/15,Poland,2008,3,Mineral industry,Lead and compounds (as Pb),25841.300000000003
2025/12/15,Latvia,2017,5,Waste and wastewater management,Mercury and compounds (as Hg),5.7
2025/12/15,France,2011,5,Waste and wastewater management,DDT (DDT),2.4
2025/12/15,Spain,2015,,,Nickel and compounds (as Ni),25.3
2025/12/15,France,2021,4,Chemical industry,Cyanides (as total CN),5586.1000030000005
2025/12/15,Czechia,2020,5,Waste and wastewater management,Fluoranthene,1.6
2025/12/15,Romania,2007,1,Energy sector,Mercury and compounds (as Hg),6
2025/12/15,Italy,2008,2,Production and processing of metals,Nonylphenol and Nonylphenol ethoxylates,744
2025/12/15,Finland,2009,2,Production and processing of metals,Lead and compounds (as Pb),314.1
2025/12/15,Italy,2021,1,Energy sector,Dichloromethane (DCM),29.7
2025/12/15,Norway,2008,2,Production and processing of metals,Chromium and compounds (as Cr),85
2025/12/15,Slovenia,2016,5,Waste and wastewater management,Nonylphenol and Nonylphenol ethoxylates,5.1
2025/12/15,Spain,2013,4,Chemical industry,Tetrachloromethane (TCM),4.17
2025/12/15,Croatia,2022,1,Energy sector,Zinc and compounds (as Zn),333
2025/12/15,Greece,2007,2,Production and processing of metals,Arsenic and compounds (as As),500
2025/12/15,Belgium,2017,5,Waste and wastewater management,"Chloro-alkanes, C10-C13",4.24
2025/12/15,France,2023,1,Energy sector,Total organic carbon(as total C or COD/3) (TOC),86200
2025/12/15,Greece,2016,5,Waste and wastewater management,Lead and compounds (as Pb),132
2025/12/15,Germany,2007,3,Mineral industry,Total organic carbon(as total C or COD/3) (TOC),60300
2025/12/15,Sweden,2019,1,Energy sector,Zinc and compounds (as Zn),233
2025/12/15,Portugal,2007,6,Paper and wood production and processing,Cadmium and compounds (as Cd),6.4
2025/12/15,Romania,2008,4,Chemical industry,Nickel and compounds (as Ni),267
2025/12/15,Belgium,2011,2,Production and processing of metals,Cadmium and compounds (as Cd),26.479999999999997
2025/12/15,Malta,2021,5,Waste and wastewater management,Chlorides (as total Cl),49200000
2025/12/15,Sweden,2021,5,Waste and wastewater management,Dichloromethane (DCM),14
2025/12/15,France,2012,5,Waste and wastewater management,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",4.9
2025/12/15,Lithuania,2007,5,Waste and wastewater management,Nickel and compounds (as Ni),2011.6
2025/12/15,Spain,2023,5,Waste and wastewater management,Organotin compounds (as total Sn),64.3
2025/12/15,Belgium,2019,5,Waste and wastewater management,Chlorides (as total Cl),80190000
2025/12/15,Norway,2008,4,Chemical industry,Arsenic and compounds (as As),23
2025/12/15,United Kingdom,2016,5,Waste and wastewater management,Halogenated organic compounds (as AOX),517010
2025/12/15,Finland,2016,6,Paper and wood production and processing,Arsenic and compounds (as As),509.36
2025/12/15,United Kingdom,2018,5,Waste and wastewater management,Mercury and compounds (as Hg),71.39000000000001
2025/12/15,Norway,2008,7,Intensive livestock production and aquaculture,Total nitrogen,25640400
2025/12/15,France,2016,,,Chromium and compounds (as Cr),210.9
2025/12/15,Norway,2008,1,Energy sector,Total phosphorus,12300
2025/12/15,Sweden,2013,5,Waste and wastewater management,Naphthalene,47
2025/12/15,France,2010,8,Animal and vegetable products from the food and beverage sector,Lead and compounds (as Pb),36
2025/12/15,Germany,2013,6,Paper and wood production and processing,Halogenated organic compounds (as AOX),30970
2025/12/15,Italy,2010,5,Waste and wastewater management,Aldrin,217.75
2025/12/15,Spain,2024,6,Paper and wood production and processing,Total nitrogen,158600
2025/12/15,Belgium,2019,5,Waste and wastewater management,Halogenated organic compounds (as AOX),6380
2025/12/15,United Kingdom,2007,6,Paper and wood production and processing,Pentachlorophenol (PCP),3.4
2025/12/15,France,2008,5,Waste and wastewater management,Cadmium and compounds (as Cd),313.46000000000004
2025/12/15,Spain,2019,2,Production and processing of metals,Cyanides (as total CN),1527.3
2025/12/15,Romania,2017,2,Production and processing of metals,Total nitrogen,373000
2025/12/15,Spain,2015,5,Waste and wastewater management,Cadmium and compounds (as Cd),51.230000000000004
2025/12/15,Finland,2021,6,Paper and wood production and processing,Cadmium and compounds (as Cd),153.2
2025/12/15,United Kingdom,2008,6,Paper and wood production and processing,Nickel and compounds (as Ni),23.5
2025/12/15,France,2024,5,Waste and wastewater management,Arsenic and compounds (as As),382.61
2025/12/15,Portugal,2008,1,Energy sector,Phenols (as total C),39
2025/12/15,Italy,2007,5,Waste and wastewater management,Aldrin,120.3
2025/12/15,Czechia,2018,1,Energy sector,Zinc and compounds (as Zn),3668.2309600000003
2025/12/15,Czechia,2018,4,Chemical industry,Fluorides (as total F),8785
2025/12/15,Portugal,2014,5,Waste and wastewater management,Fluorides (as total F),51300
2025/12/15,Czechia,2013,1,Energy sector,Zinc and compounds (as Zn),2287
2025/12/15,France,2007,2,Production and processing of metals,Ethyl benzene,52
2025/12/15,Netherlands,2014,2,Production and processing of metals,Nickel and compounds (as Ni),132.6
2025/12/15,France,2008,5,Waste and wastewater management,Nonylphenol and Nonylphenol ethoxylates,614.14
2025/12/15,France,2011,4,Chemical industry,Total phosphorus,50300
2025/12/15,Portugal,2013,1,Energy sector,Nickel and compounds (as Ni),172.4
2025/12/15,Italy,2014,2,Production and processing of metals,Mercury and compounds (as Hg),7.619999999999999
2025/12/15,Italy,2017,1,Energy sector,Total nitrogen,186700
2025/12/15,Austria,2017,1,Energy sector,Phenols (as total C),456
2025/12/15,Norway,2011,4,Chemical industry,Lead and compounds (as Pb),672.7
2025/12/15,Sweden,2007,4,Chemical industry,Total organic carbon(as total C or COD/3) (TOC),1010000
2025/12/15,Netherlands,2013,4,Chemical industry,Fluorides (as total F),232000
2025/12/15,United Kingdom,2013,2,Production and processing of metals,Zinc and compounds (as Zn),51209
2025/12/15,Greece,2014,5,Waste and wastewater management,Total phosphorus,820200
2025/12/15,Serbia,2023,5,Waste and wastewater management,Arsenic and compounds (as As),550
2025/12/15,United Kingdom,2008,2,Production and processing of metals,Phenols (as total C),12222
2025/12/15,Greece,2023,5,Waste and wastewater management,Total organic carbon(as total C or COD/3) (TOC),2933700
2025/12/15,Spain,2015,5,Waste and wastewater management,Nonylphenol and Nonylphenol ethoxylates,432.48
2025/12/15,Italy,2016,4,Chemical industry,Chlorides (as total Cl),1956520000
2025/12/15,Spain,2017,4,Chemical industry,Tetrachloromethane (TCM),31.439999999999998
2025/12/15,Germany,2018,5,Waste and wastewater management,Pentachlorophenol (PCP),1.86
2025/12/15,Spain,2017,1,Energy sector,Lead and compounds (as Pb),212.5
2025/12/15,Netherlands,2011,5,Waste and wastewater management,Copper and compounds (as Cu),3677.3
2025/12/15,Belgium,2010,3,Mineral industry,Nickel and compounds (as Ni),110.2
2025/12/15,Ireland,2008,5,Waste and wastewater management,Dieldrin,48.84
2025/12/15,Spain,2023,4,Chemical industry,Fluorides (as total F),36000
2025/12/15,United Kingdom,2009,8,Animal and vegetable products from the food and beverage sector,Total organic carbon(as total C or COD/3) (TOC),7437500
2025/12/15,Portugal,2012,6,Paper and wood production and processing,Octylphenols and Octylphenol ethoxylates,6.4
2025/12/15,Czechia,2018,2,Production and processing of metals,Copper and compounds (as Cu),70
2025/12/15,Netherlands,2015,2,Production and processing of metals,Zinc and compounds (as Zn),997
2025/12/15,Poland,2012,2,Production and processing of metals,Phenols (as total C),108.3
2025/12/15,Cyprus,2022,5,Waste and wastewater management,Zinc and compounds (as Zn),2221
2025/12/15,United Kingdom,2010,1,Energy sector,"Benzo(g,h,i)perylene",14.84
2025/12/15,Germany,2022,6,Paper and wood production and processing,Nickel and compounds (as Ni),34.6
2025/12/15,Italy,2011,5,Waste and wastewater management,Chromium and compounds (as Cr),37072.700000000004
2025/12/15,Belgium,2021,4,Chemical industry,Tetrachloromethane (TCM),2.39
2025/12/15,United Kingdom,2010,1,Energy sector,Anthracene,157.67000000000002
2025/12/15,United Kingdom,2009,4,Chemical industry,Trichloromethane,549.2
2025/12/15,France,2017,8,Animal and vegetable products from the food and beverage sector,Total nitrogen,251000
2025/12/15,Hungary,2018,4,Chemical industry,Total organic carbon(as total C or COD/3) (TOC),328900
2025/12/15,Czechia,2014,2,Production and processing of metals,Fluoranthene,2.16
2025/12/15,Czechia,2009,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",119.7
2025/12/15,Poland,2007,4,Chemical industry,Trichloroethylene (TRI),74.1
2025/12/15,France,2019,5,Waste and wastewater management,Mercury and compounds (as Hg),36.279999999999994
2025/12/15,Portugal,2010,6,Paper and wood production and processing,Total nitrogen,255600
2025/12/15,Switzerland,2021,4,Chemical industry,Cyanides (as total CN),23.46
2025/12/15,Norway,2013,5,Waste and wastewater management,Chromium and compounds (as Cr),521
2025/12/15,Finland,2014,6,Paper and wood production and processing,Total organic carbon(as total C or COD/3) (TOC),28500800
2025/12/15,Germany,2017,3,Mineral industry,Arsenic and compounds (as As),113.9
2025/12/15,Spain,2012,6,Paper and wood production and processing,Arsenic and compounds (as As),6.1
2025/12/15,Belgium,2008,4,Chemical industry,Cyanides (as total CN),690.6
2025/12/15,Spain,2018,1,Energy sector,Total phosphorus,33440
2025/12/15,France,2021,5,Waste and wastewater management,Chromium and compounds (as Cr),990
2025/12/15,Estonia,2014,1,Energy sector,Arsenic and compounds (as As),6
2025/12/15,Austria,2021,5,Waste and wastewater management,Lead and compounds (as Pb),447.6
2025/12/15,Slovakia,2015,9,Other activities,Di-(2-ethyl hexyl) phthalate (DEHP),5.21
2025/12/15,Belgium,2014,4,Chemical industry,Lead and compounds (as Pb),396.4
2025/12/15,Austria,2012,4,Chemical industry,Total phosphorus,7050
2025/12/15,Romania,2007,1,Energy sector,Total organic carbon(as total C or COD/3) (TOC),346000
2025/12/15,Slovakia,2013,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",202
2025/12/15,France,2017,4,Chemical industry,Trichlorobenzenes (TCB),101.6
2025/12/15,Italy,2018,6,Paper and wood production and processing,Cyanides (as total CN),106.25
2025/12/15,Sweden,2010,4,Chemical industry,Total organic carbon(as total C or COD/3) (TOC),371300
2025/12/15,Finland,2015,3,Mineral industry,Arsenic and compounds (as As),268.8
2025/12/15,Denmark,2007,4,Chemical industry,Nickel and compounds (as Ni),67
2025/12/15,Serbia,2012,6,Paper and wood production and processing,Lead and compounds (as Pb),876
2025/12/15,Italy,2011,5,Waste and wastewater management,Organotin compounds (as total Sn),61.2
2025/12/15,Austria,2016,2,Production and processing of metals,Arsenic and compounds (as As),12.9
2025/12/15,Czechia,2019,6,Paper and wood production and processing,Copper and compounds (as Cu),197
2025/12/15,Belgium,2016,2,Production and processing of metals,Mercury and compounds (as Hg),8.44
2025/12/15,Slovenia,2016,5,Waste and wastewater management,Di-(2-ethyl hexyl) phthalate (DEHP),22.6
2025/12/15,Portugal,2014,1,Energy sector,Lead and compounds (as Pb),371
2025/12/15,Spain,2011,2,Production and processing of metals,Arsenic and compounds (as As),220.6
2025/12/15,Netherlands,2024,1,Energy sector,Phenols (as total C),462
2025/12/15,Portugal,2016,3,Mineral industry,Copper and compounds (as Cu),147
2025/12/15,Denmark,2021,5,Waste and wastewater management,Phenols (as total C),59.949056
2025/12/15,Netherlands,2007,1,Energy sector,Zinc and compounds (as Zn),549
2025/12/15,Portugal,2013,1,Energy sector,Chlorides (as total Cl),2340000
2025/12/15,Hungary,2015,1,Energy sector,Total organic carbon(as total C or COD/3) (TOC),72300
2025/12/15,Romania,2020,1,Energy sector,Cadmium and compounds (as Cd),11
2025/12/15,Serbia,2012,5,Waste and wastewater management,Phenols (as total C),65
2025/12/15,Portugal,2013,5,Waste and wastewater management,Fluoranthene,3.35
2025/12/15,Germany,2012,5,Waste and wastewater management,"1,2-dichloroethane (DCE-1,2)",21
2025/12/15,Belgium,2018,6,Paper and wood production and processing,Fluorides (as total F),7220
2025/12/15,Spain,2011,3,Mineral industry,Nickel and compounds (as Ni),116
2025/12/15,Slovakia,2010,2,Production and processing of metals,Total phosphorus,6780
2025/12/15,Finland,2007,6,Paper and wood production and processing,Total phosphorus,122530
2025/12/15,Ireland,2015,3,Mineral industry,Total nitrogen,51400
2025/12/15,Slovakia,2020,1,Energy sector,Lead and compounds (as Pb),63.6
2025/12/15,Estonia,2023,6,Paper and wood production and processing,Nickel and compounds (as Ni),24.5
2025/12/15,Sweden,2021,5,Waste and wastewater management,Phenols (as total C),1171
2025/12/15,Slovakia,2019,2,Production and processing of metals,Di-(2-ethyl hexyl) phthalate (DEHP),60.3
2025/12/15,Norway,2016,3,Mineral industry,Total phosphorus,8560
2025/12/15,Portugal,2011,5,Waste and wastewater management,Nickel and compounds (as Ni),9669.3
2025/12/15,Latvia,2023,5,Waste and wastewater management,Total organic carbon(as total C or COD/3) (TOC),863000
2025/12/15,Denmark,2010,1,Energy sector,Total organic carbon(as total C or COD/3) (TOC),54700
2025/12/15,France,2012,5,Waste and wastewater management,Tetrachloroethylene,38
2025/12/15,Poland,2023,4,Chemical industry,Hexachlorobenzene (HCB),4.19
2025/12/15,Sweden,2017,7,Intensive livestock production and aquaculture,Total nitrogen,122600
2025/12/15,Serbia,2014,1,Energy sector,Total nitrogen,4689000
2025/12/15,Netherlands,2020,2,Production and processing of metals,"Benzo(g,h,i)perylene",1.12
2025/12/15,United Kingdom,2017,1,Energy sector,Total organic carbon(as total C or COD/3) (TOC),769900
2025/12/15,Spain,2011,8,Animal and vegetable products from the food and beverage sector,Zinc and compounds (as Zn),1003
2025/12/15,Spain,2020,4,Chemical industry,Lead and compounds (as Pb),138
2025/12/15,Czechia,2011,8,Animal and vegetable products from the food and beverage sector,Total organic carbon(as total C or COD/3) (TOC),110000
2025/12/15,Germany,2013,1,Energy sector,Mercury and compounds (as Hg),4.5
2025/12/15,France,2007,8,Animal and vegetable products from the food and beverage sector,Total organic carbon(as total C or COD/3) (TOC),4848500
2025/12/15,Netherlands,2009,5,Waste and wastewater management,Chromium and compounds (as Cr),553.1999999999999
2025/12/15,United Kingdom,2015,5,Waste and wastewater management,Arsenic and compounds (as As),5404.02
2025/12/15,France,2007,4,Chemical industry,Hexachlorobutadiene (HCBD),35
2025/12/15,Iceland,2011,5,Waste and wastewater management,Chromium and compounds (as Cr),379
2025/12/15,Germany,2018,5,Waste and wastewater management,Nickel and compounds (as Ni),18757.5
2025/12/15,Portugal,2008,5,Waste and wastewater management,Pentachlorophenol (PCP),11.74
2025/12/15,France,2009,3,Mineral industry,Zinc and compounds (as Zn),900
2025/12/15,Italy,2013,5,Waste and wastewater management,Aldrin,122.14
2025/12/15,Poland,2022,5,Waste and wastewater management,Nickel and compounds (as Ni),5666.6
2025/12/15,Poland,2019,2,Production and processing of metals,Cadmium and compounds (as Cd),289.7
2025/12/15,Italy,2021,5,Waste and wastewater management,Total phosphorus,2580230.3129000003
2025/12/15,Belgium,2010,5,Waste and wastewater management,Copper and compounds (as Cu),2218.4
2025/12/15,Germany,2015,1,Energy sector,Fluorides (as total F),177750
2025/12/15,Spain,2007,5,Waste and wastewater management,Copper and compounds (as Cu),6158.8
2025/12/15,Latvia,2015,5,Waste and wastewater management,Arsenic and compounds (as As),22.4
2025/12/15,Italy,2022,1,Energy sector,Arsenic and compounds (as As),205.37480000000002
