PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,Pollutant,Releases
2025/12/15,Malta,2014,5,Waste and wastewater management,Total nitrogen,621000
2025/12/15,United Kingdom,2008,4,Chemical industry,Halogenated organic compounds (as AOX),3790
2025/12/15,Lithuania,2011,4,Chemical industry,Lead and compounds (as Pb),70
2025/12/15,Norway,2014,3,Mineral industry,Xylenes,157498.7
2025/12/15,Sweden,2021,7,Intensive livestock production and aquaculture,Total phosphorus,12610
2025/12/15,Italy,2016,4,Chemical industry,Dichloromethane (DCM),471.6
2025/12/15,Greece,2015,5,Waste and wastewater management,Zinc and compounds (as Zn),7290
2025/12/15,Poland,2016,5,Waste and wastewater management,Trichlorobenzenes (TCB),94.2
2025/12/15,Ireland,2016,3,Mineral industry,Zinc and compounds (as Zn),1630
2025/12/15,Czechia,2020,,,Cyanides (as total CN),52
2025/12/15,France,2023,6,Paper and wood production and processing,Cyanides (as total CN),247
2025/12/15,Denmark,2014,5,Waste and wastewater management,Chromium and compounds (as Cr),61
2025/12/15,Spain,2014,4,Chemical industry,Ethylene oxide,16.6
2025/12/15,Denmark,2020,6,Paper and wood production and processing,Total organic carbon(as total C or COD/3) (TOC),0
2025/12/15,Malta,2021,7,Intensive livestock production and aquaculture,Total phosphorus,54200
2025/12/15,Ireland,2022,5,Waste and wastewater management,Dichloromethane (DCM),240
2025/12/15,Norway,2012,3,Mineral industry,Total nitrogen,58000
2025/12/15,Germany,2018,1,Energy sector,Halogenated organic compounds (as AOX),19150
2025/12/15,France,2008,9,Other activities,Dichloromethane (DCM),40
2025/12/15,Slovakia,2013,2,Production and processing of metals,Chlorides (as total Cl),5070000
2025/12/15,Portugal,2007,4,Chemical industry,Chlorides (as total Cl),254930000
2025/12/15,Slovakia,2017,6,Paper and wood production and processing,Mercury and compounds (as Hg),5.6
2025/12/15,Finland,2007,5,Waste and wastewater management,Fluorides (as total F),59290
2025/12/15,Belgium,2018,2,Production and processing of metals,Fluorides (as total F),67220
2025/12/15,Belgium,2009,9,Other activities,Nickel and compounds (as Ni),79.4
2025/12/15,France,2011,2,Production and processing of metals,Total organic carbon(as total C or COD/3) (TOC),104000
2025/12/15,Germany,2015,2,Production and processing of metals,Total phosphorus,6180
2025/12/15,Portugal,2017,9,Other activities,Nickel and compounds (as Ni),117
2025/12/15,Slovakia,2012,2,Production and processing of metals,Tetrachloroethylene,12.4
2025/12/15,Slovakia,2018,1,Energy sector,Cyanides (as total CN),65.5
2025/12/15,Slovakia,2018,2,Production and processing of metals,Total phosphorus,6160
2025/12/15,Denmark,2023,2,Production and processing of metals,Zinc and compounds (as Zn),0
2025/12/15,Austria,2021,8,Animal and vegetable products from the food and beverage sector,Total organic carbon(as total C or COD/3) (TOC),352500
2025/12/15,United Kingdom,2010,2,Production and processing of metals,Phenols (as total C),12683
2025/12/15,Slovenia,2007,2,Production and processing of metals,Zinc and compounds (as Zn),417
2025/12/15,Netherlands,2019,6,Paper and wood production and processing,Arsenic and compounds (as As),19.8
2025/12/15,Poland,2007,4,Chemical industry,Cyanides (as total CN),89.4
2025/12/15,Italy,2014,9,Other activities,Nonylphenol and Nonylphenol ethoxylates,1180
2025/12/15,Belgium,2007,2,Production and processing of metals,Toluene,45.7
2025/12/15,Czechia,2009,4,Chemical industry,Arsenic and compounds (as As),344.1
2025/12/15,Poland,2007,4,Chemical industry,Benzene,321
2025/12/15,Netherlands,2014,4,Chemical industry,Phenols (as total C),193
2025/12/15,Serbia,2010,1,Energy sector,Copper and compounds (as Cu),32491
2025/12/15,Portugal,2022,5,Waste and wastewater management,Mercury and compounds (as Hg),48.81
2025/12/15,Switzerland,2009,2,Production and processing of metals,Zinc and compounds (as Zn),158
2025/12/15,Cyprus,2022,5,Waste and wastewater management,Chromium and compounds (as Cr),53.6
2025/12/15,Austria,2024,4,Chemical industry,Cyanides (as total CN),72
2025/12/15,Finland,2008,5,Waste and wastewater management,Total phosphorus,78420
2025/12/15,Spain,2019,5,Waste and wastewater management,Mercury and compounds (as Hg),221.07999999999998
2025/12/15,Spain,2010,5,Waste and wastewater management,Total phosphorus,3918820
2025/12/15,Sweden,2015,4,Chemical industry,Total nitrogen,191300
2025/12/15,Spain,2016,4,Chemical industry,Total nitrogen,1186700
2025/12/15,Italy,2017,4,Chemical industry,Arsenic and compounds (as As),4704.6
2025/12/15,Italy,2016,6,Paper and wood production and processing,Total organic carbon(as total C or COD/3) (TOC),1219100
2025/12/15,Portugal,2019,5,Waste and wastewater management,Arsenic and compounds (as As),713.9399999999998
2025/12/15,Germany,2023,2,Production and processing of metals,Nickel and compounds (as Ni),603.4
2025/12/15,Norway,2013,2,Production and processing of metals,Cyanides (as total CN),18810
2025/12/15,Germany,2016,6,Paper and wood production and processing,Cadmium and compounds (as Cd),7.87
2025/12/15,France,2013,1,Energy sector,Fluorides (as total F),70480
2025/12/15,France,2020,1,Energy sector,Phenols (as total C),3343.4000069999997
2025/12/15,Greece,2019,1,Energy sector,Phenols (as total C),1962
2025/12/15,Germany,2014,5,Waste and wastewater management,Copper and compounds (as Cu),27824.699999999997
2025/12/15,United Kingdom,2013,4,Chemical industry,Nickel and compounds (as Ni),3725.5
2025/12/15,Romania,2020,5,Waste and wastewater management,Zinc and compounds (as Zn),38624
2025/12/15,Slovakia,2007,2,Production and processing of metals,Total nitrogen,108000
2025/12/15,France,2013,5,Waste and wastewater management,Cyanides (as total CN),1641.5
2025/12/15,Germany,2007,5,Waste and wastewater management,Total nitrogen,39152000
2025/12/15,Spain,2012,2,Production and processing of metals,Cadmium and compounds (as Cd),162.1
2025/12/15,Germany,2024,5,Waste and wastewater management,Total organic carbon(as total C or COD/3) (TOC),35094100
2025/12/15,Spain,2016,1,Energy sector,Copper and compounds (as Cu),3025
2025/12/15,Italy,2012,5,Waste and wastewater management,Cadmium and compounds (as Cd),5051.09
2025/12/15,Portugal,2020,5,Waste and wastewater management,Chromium and compounds (as Cr),2615.3
2025/12/15,Italy,2016,1,Energy sector,Copper and compounds (as Cu),54.9
2025/12/15,Italy,2016,9,Other activities,Nonylphenol and Nonylphenol ethoxylates,18.56
2025/12/15,Sweden,2012,6,Paper and wood production and processing,Cadmium and compounds (as Cd),488.71
2025/12/15,United Kingdom,2016,5,Waste and wastewater management,Cyanides (as total CN),4673.1
2025/12/15,Poland,2010,1,Energy sector,Zinc and compounds (as Zn),2626
2025/12/15,Sweden,2021,5,Waste and wastewater management,Copper and compounds (as Cu),4989.200000000001
2025/12/15,Czechia,2013,5,Waste and wastewater management,Isoproturon,1.5
2025/12/15,Slovakia,2019,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",213
2025/12/15,Sweden,2023,5,Waste and wastewater management,Nickel and compounds (as Ni),3100.181
2025/12/15,Belgium,2017,5,Waste and wastewater management,Total nitrogen,2400400
2025/12/15,Finland,2013,6,Paper and wood production and processing,Total nitrogen,2043000
2025/12/15,Germany,2018,5,Waste and wastewater management,Total organic carbon(as total C or COD/3) (TOC),39725600
2025/12/15,Portugal,2022,5,Waste and wastewater management,Total nitrogen,13039700
2025/12/15,Finland,2008,6,Paper and wood production and processing,Mercury and compounds (as Hg),2.9
2025/12/15,Sweden,2023,5,Waste and wastewater management,Zinc and compounds (as Zn),10633.07
2025/12/15,Finland,2021,2,Production and processing of metals,Arsenic and compounds (as As),156.2
2025/12/15,Netherlands,2009,,,Total phosphorus,13900
2025/12/15,Poland,2008,5,Waste and wastewater management,Octylphenols and Octylphenol ethoxylates,128.97
2025/12/15,France,2022,1,Energy sector,Zinc and compounds (as Zn),2742
2025/12/15,Spain,2010,9,Other activities,Nickel and compounds (as Ni),83
2025/12/15,Netherlands,2009,4,Chemical industry,Zinc and compounds (as Zn),8589
2025/12/15,Denmark,2019,,,Total organic carbon(as total C or COD/3) (TOC),365300.56348
2025/12/15,Poland,2008,5,Waste and wastewater management,Benzene,2190
2025/12/15,France,2009,,,Total phosphorus,395610
2025/12/15,Spain,2011,1,Energy sector,Polycyclic aromatic hydrocarbons (PAHs),206.48000000000002
2025/12/15,Germany,2013,6,Paper and wood production and processing,Total organic carbon(as total C or COD/3) (TOC),11057200
2025/12/15,Germany,2011,4,Chemical industry,Total organic carbon(as total C or COD/3) (TOC),5757600
2025/12/15,Sweden,2023,2,Production and processing of metals,Copper and compounds (as Cu),1100
2025/12/15,France,2007,5,Waste and wastewater management,Nickel and compounds (as Ni),3092.8999999999996
2025/12/15,Poland,2010,1,Energy sector,Lead and compounds (as Pb),1149.7
2025/12/15,France,2008,1,Energy sector,Tetrachloroethylene,93.1
2025/12/15,United Kingdom,2008,4,Chemical industry,Dichloromethane (DCM),2881.8
2025/12/15,Norway,2014,2,Production and processing of metals,Lead and compounds (as Pb),358.9
2025/12/15,Germany,2016,2,Production and processing of metals,Nickel and compounds (as Ni),641.2
2025/12/15,Switzerland,2007,1,Energy sector,Phenols (as total C),197.1
2025/12/15,France,2010,4,Chemical industry,Nickel and compounds (as Ni),2504.7
2025/12/15,Spain,2014,4,Chemical industry,Fluorides (as total F),33960
2025/12/15,United Kingdom,2017,4,Chemical industry,Nonylphenol and Nonylphenol ethoxylates,357
2025/12/15,Belgium,2007,9,Other activities,Chromium and compounds (as Cr),217.7
2025/12/15,Denmark,2007,5,Waste and wastewater management,Zinc and compounds (as Zn),8390
2025/12/15,Poland,2020,5,Waste and wastewater management,Copper and compounds (as Cu),11949.8
2025/12/15,Bulgaria,2019,5,Waste and wastewater management,Total nitrogen,1445297
2025/12/15,Italy,2010,9,Other activities,Zinc and compounds (as Zn),1246
2025/12/15,Italy,2022,5,Waste and wastewater management,Tetrachloromethane (TCM),1355.9879999999998
2025/12/15,Finland,2009,6,Paper and wood production and processing,Copper and compounds (as Cu),4857.9
2025/12/15,Germany,2018,4,Chemical industry,Chromium and compounds (as Cr),6944.8
2025/12/15,Poland,2020,1,Energy sector,Halogenated organic compounds (as AOX),4300
2025/12/15,United Kingdom,2009,4,Chemical industry,Phenols (as total C),28433
2025/12/15,Sweden,2009,6,Paper and wood production and processing,Cadmium and compounds (as Cd),428.90000000000003
2025/12/15,Italy,2007,5,Waste and wastewater management,Polycyclic aromatic hydrocarbons (PAHs),173.95999999999998
2025/12/15,Austria,2022,5,Waste and wastewater management,Lead and compounds (as Pb),603.3
2025/12/15,Poland,2020,2,Production and processing of metals,Zinc and compounds (as Zn),7882
2025/12/15,Germany,2007,4,Chemical industry,Di-(2-ethyl hexyl) phthalate (DEHP),6.39
2025/12/15,Germany,2008,4,Chemical industry,Total phosphorus,164620
2025/12/15,Poland,2011,5,Waste and wastewater management,Copper and compounds (as Cu),11535.699999999999
2025/12/15,Spain,2020,5,Waste and wastewater management,Cadmium and compounds (as Cd),1089.62
2025/12/15,Hungary,2020,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",205
2025/12/15,Serbia,2014,3,Mineral industry,Nickel and compounds (as Ni),741
2025/12/15,Croatia,2019,1,Energy sector,Phenols (as total C),115.19999999999999
2025/12/15,France,2011,5,Waste and wastewater management,Tetrachloroethylene,845.3
2025/12/15,Serbia,2022,5,Waste and wastewater management,Lindane,3.11
2025/12/15,Netherlands,2015,6,Paper and wood production and processing,Cadmium and compounds (as Cd),6.63
2025/12/15,Hungary,2013,5,Waste and wastewater management,Mercury and compounds (as Hg),94.13000000000001
2025/12/15,Czechia,2019,4,Chemical industry,Total nitrogen,524933.8
2025/12/15,Poland,2022,1,Energy sector,Phenols (as total C),59
2025/12/15,Germany,2012,1,Energy sector,Halogenated organic compounds (as AOX),25180
2025/12/15,Norway,2011,1,Energy sector,Phenols (as total C),1403.9
2025/12/15,Belgium,2015,6,Paper and wood production and processing,Nickel and compounds (as Ni),322
2025/12/15,Serbia,2017,6,Paper and wood production and processing,Lead and compounds (as Pb),131
2025/12/15,Poland,2016,6,Paper and wood production and processing,Fluorides (as total F),11000
2025/12/15,Czechia,2010,4,Chemical industry,Zinc and compounds (as Zn),9555
2025/12/15,Ireland,2023,5,Waste and wastewater management,Fluorides (as total F),127936.73999999999
2025/12/15,United Kingdom,2009,2,Production and processing of metals,Copper and compounds (as Cu),394.2
2025/12/15,Sweden,2017,2,Production and processing of metals,Nickel and compounds (as Ni),1122
2025/12/15,Bulgaria,2023,2,Production and processing of metals,Arsenic and compounds (as As),114.1
2025/12/15,Italy,2018,5,Waste and wastewater management,Hexachlorobenzene (HCB),20.192
2025/12/15,Italy,2015,6,Paper and wood production and processing,Mercury and compounds (as Hg),2.05
2025/12/15,Italy,2013,6,Paper and wood production and processing,Nickel and compounds (as Ni),481.19999999999993
2025/12/15,Malta,2013,5,Waste and wastewater management,Total nitrogen,525000
2025/12/15,Ireland,2023,4,Chemical industry,Chromium and compounds (as Cr),71
2025/12/15,Hungary,2010,1,Energy sector,Cyanides (as total CN),98.8
2025/12/15,Lithuania,2011,8,Animal and vegetable products from the food and beverage sector,Total phosphorus,10700
2025/12/15,Luxembourg,2024,4,Chemical industry,Zinc and compounds (as Zn),415
2025/12/15,Belgium,2014,4,Chemical industry,Trichloromethane,57.2
2025/12/15,Italy,2022,5,Waste and wastewater management,Organotin compounds (as total Sn),879.4475
2025/12/15,Germany,2019,1,Energy sector,Chromium and compounds (as Cr),1204.1
2025/12/15,Poland,2021,4,Chemical industry,Phenols (as total C),50.8
2025/12/15,Denmark,2008,5,Waste and wastewater management,Phenols (as total C),716.5
2025/12/15,Sweden,2011,5,Waste and wastewater management,Fluorides (as total F),63560
2025/12/15,Spain,2015,5,Waste and wastewater management,Cyanides (as total CN),3969.5999999999995
2025/12/15,Italy,2019,8,Animal and vegetable products from the food and beverage sector,Zinc and compounds (as Zn),478.09
2025/12/15,Switzerland,2009,5,Waste and wastewater management,Arsenic and compounds (as As),9
2025/12/15,Belgium,2015,2,Production and processing of metals,Fluorides (as total F),75990
2025/12/15,Greece,2021,1,Energy sector,Mercury and compounds (as Hg),9.4
2025/12/15,Spain,2011,5,Waste and wastewater management,"Benzo(g,h,i)perylene",5
2025/12/15,Italy,2017,4,Chemical industry,Tetrachloroethylene,126.9
2025/12/15,Spain,2014,4,Chemical industry,Cadmium and compounds (as Cd),104.2
2025/12/15,Netherlands,2007,2,Production and processing of metals,Cadmium and compounds (as Cd),42.2
2025/12/15,Germany,2013,3,Mineral industry,Lead and compounds (as Pb),517.3
2025/12/15,Czechia,2020,5,Waste and wastewater management,Total phosphorus,181717.74
2025/12/15,Poland,2008,4,Chemical industry,Chlorides (as total Cl),612600000
2025/12/15,Ireland,2022,5,Waste and wastewater management,Nonylphenol and Nonylphenol ethoxylates,832.8
2025/12/15,Sweden,2011,6,Paper and wood production and processing,Copper and compounds (as Cu),3995.8
2025/12/15,Spain,2011,5,Waste and wastewater management,Anthracene,5
2025/12/15,Ireland,2007,5,Waste and wastewater management,Mercury and compounds (as Hg),13.49
2025/12/15,Switzerland,2020,4,Chemical industry,Total organic carbon(as total C or COD/3) (TOC),400500
2025/12/15,United Kingdom,2016,2,Production and processing of metals,Phenols (as total C),2521
2025/12/15,Italy,2007,4,Chemical industry,Total nitrogen,1568300
2025/12/15,Netherlands,2015,5,Waste and wastewater management,Total phosphorus,1199290
2025/12/15,Poland,2017,2,Production and processing of metals,Cadmium and compounds (as Cd),273.6
2025/12/15,Poland,2007,5,Waste and wastewater management,Organotin compounds (as total Sn),1400
2025/12/15,Ireland,2018,5,Waste and wastewater management,Fluorides (as total F),184421.97
2025/12/15,Sweden,2020,4,Chemical industry,Fluorides (as total F),10960
2025/12/15,United Kingdom,2008,2,Production and processing of metals,Polycyclic aromatic hydrocarbons (PAHs),44
2025/12/15,Poland,2014,5,Waste and wastewater management,Fluoranthene,6.13
2025/12/15,Bulgaria,2014,3,Mineral industry,Zinc and compounds (as Zn),114
2025/12/15,Hungary,2016,5,Waste and wastewater management,Total nitrogen,2265800
2025/12/15,Italy,2011,3,Mineral industry,Octylphenols and Octylphenol ethoxylates,3.8499999999999996
2025/12/15,Norway,2015,3,Mineral industry,Benzene,1021215.2
2025/12/15,Italy,2012,2,Production and processing of metals,Fluoranthene,8.170000000000002
2025/12/15,France,2010,5,Waste and wastewater management,Octylphenols and Octylphenol ethoxylates,9.120000000000001
2025/12/15,Italy,2022,9,Other activities,Fluorides (as total F),6501.9414
2025/12/15,Romania,2007,5,Waste and wastewater management,Mercury and compounds (as Hg),8.77
2025/12/15,Romania,2010,5,Waste and wastewater management,Phenols (as total C),2339
2025/12/15,Norway,2012,4,Chemical industry,Total phosphorus,97300
2025/12/15,Netherlands,2008,4,Chemical industry,Chromium and compounds (as Cr),2043
2025/12/15,France,2011,4,Chemical industry,Cadmium and compounds (as Cd),44.1
2025/12/15,Slovakia,2010,2,Production and processing of metals,Di-(2-ethyl hexyl) phthalate (DEHP),14.6
2025/12/15,Latvia,2021,5,Waste and wastewater management,Total phosphorus,31300
2025/12/15,Hungary,2019,4,Chemical industry,Total nitrogen,265500
2025/12/15,Spain,2021,2,Production and processing of metals,Halogenated organic compounds (as AOX),2060
2025/12/15,Norway,2008,3,Mineral industry,Anthracene,57.55
2025/12/15,France,2010,1,Energy sector,Cyanides (as total CN),437
2025/12/15,Belgium,2007,8,Animal and vegetable products from the food and beverage sector,Nickel and compounds (as Ni),44.9
2025/12/15,Italy,2013,5,Waste and wastewater management,Ethyl benzene,1110
2025/12/15,Spain,2007,5,Waste and wastewater management,Endosulphan,3.07
2025/12/15,Romania,2023,5,Waste and wastewater management,Trichloromethane,24.4
2025/12/15,Spain,2013,3,Mineral industry,Fluorides (as total F),3840
2025/12/15,Portugal,2012,5,Waste and wastewater management,Copper and compounds (as Cu),8023.000000000001
2025/12/15,Czechia,2010,5,Waste and wastewater management,Trichloromethane,11.6
2025/12/15,Serbia,2015,1,Energy sector,"Benzo(g,h,i)perylene",23
2025/12/15,Belgium,2008,5,Waste and wastewater management,Halogenated organic compounds (as AOX),4860
2025/12/15,France,2020,2,Production and processing of metals,Fluoranthene,2.3
2025/12/15,Portugal,2012,8,Animal and vegetable products from the food and beverage sector,Total nitrogen,62600
2025/12/15,Bulgaria,2017,6,Paper and wood production and processing,Zinc and compounds (as Zn),1170
2025/12/15,Switzerland,2017,3,Mineral industry,Chlorides (as total Cl),8840000
2025/12/15,Greece,2011,1,Energy sector,Total organic carbon(as total C or COD/3) (TOC),255700
2025/12/15,Portugal,2016,1,Energy sector,Chlorides (as total Cl),2470000
2025/12/15,France,2009,2,Production and processing of metals,Cyanides (as total CN),924
2025/12/15,Czechia,2021,,,Zinc and compounds (as Zn),1529.1894
2025/12/15,Croatia,2024,5,Waste and wastewater management,Di-(2-ethyl hexyl) phthalate (DEHP),496
2025/12/15,Bulgaria,2020,5,Waste and wastewater management,Cyanides (as total CN),132
2025/12/15,Spain,2019,6,Paper and wood production and processing,Nickel and compounds (as Ni),24
2025/12/15,Portugal,2022,1,Energy sector,Mercury and compounds (as Hg),3.26
2025/12/15,Belgium,2008,5,Waste and wastewater management,Total nitrogen,3659000
2025/12/15,Belgium,2009,1,Energy sector,Polycyclic aromatic hydrocarbons (PAHs),35
2025/12/15,Finland,2007,4,Chemical industry,Total organic carbon(as total C or COD/3) (TOC),248900
2025/12/15,Czechia,2015,2,Production and processing of metals,Zinc and compounds (as Zn),3964
2025/12/15,Belgium,2012,1,Energy sector,Copper and compounds (as Cu),54.4
2025/12/15,Austria,2011,5,Waste and wastewater management,Lead and compounds (as Pb),530
2025/12/15,Slovenia,2009,6,Paper and wood production and processing,Total organic carbon(as total C or COD/3) (TOC),274800
2025/12/15,Austria,2009,1,Energy sector,Zinc and compounds (as Zn),678
2025/12/15,Spain,2008,,,Chlorides (as total Cl),10500000
2025/12/15,United Kingdom,2015,2,Production and processing of metals,Lead and compounds (as Pb),2559
2025/12/15,Spain,2008,5,Waste and wastewater management,Naphthalene,40.900000000000006
2025/12/15,Italy,2013,9,Other activities,Di-(2-ethyl hexyl) phthalate (DEHP),2.24
2025/12/15,United Kingdom,2010,2,Production and processing of metals,Cyanides (as total CN),1826
2025/12/15,Italy,2019,5,Waste and wastewater management,Hexachlorobenzene (HCB),17.055
2025/12/15,Serbia,2010,1,Energy sector,Total nitrogen,1619000
2025/12/15,Spain,2015,1,Energy sector,Lead and compounds (as Pb),434
2025/12/15,Netherlands,2012,2,Production and processing of metals,Total organic carbon(as total C or COD/3) (TOC),131000
2025/12/15,Slovakia,2010,4,Chemical industry,Trichloromethane,275
2025/12/15,Italy,2017,4,Chemical industry,Aldrin,5.12
2025/12/15,Bulgaria,2021,4,Chemical industry,Chlorides (as total Cl),3488789
2025/12/15,Slovakia,2014,9,Other activities,Nickel and compounds (as Ni),22.6
2025/12/15,Austria,2020,5,Waste and wastewater management,Cadmium and compounds (as Cd),16.61
2025/12/15,Belgium,2012,,,Chromium and compounds (as Cr),131
2025/12/15,Ireland,2016,5,Waste and wastewater management,Simazine,2.12
2025/12/15,Poland,2009,5,Waste and wastewater management,Di-(2-ethyl hexyl) phthalate (DEHP),24.8
2025/12/15,Romania,2020,2,Production and processing of metals,Copper and compounds (as Cu),197
2025/12/15,Serbia,2013,1,Energy sector,Total organic carbon(as total C or COD/3) (TOC),163000
2025/12/15,Austria,2014,5,Waste and wastewater management,Mercury and compounds (as Hg),1
2025/12/15,Belgium,2018,2,Production and processing of metals,Mercury and compounds (as Hg),3.57
2025/12/15,France,2019,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",191.599998
2025/12/15,Italy,2020,6,Paper and wood production and processing,Fluoranthene,1.19
2025/12/15,Estonia,2008,1,Energy sector,Cadmium and compounds (as Cd),22
2025/12/15,Slovakia,2015,2,Production and processing of metals,Polycyclic aromatic hydrocarbons (PAHs),9.37
2025/12/15,Lithuania,2021,5,Waste and wastewater management,Nickel and compounds (as Ni),445.3
2025/12/15,Malta,2016,5,Waste and wastewater management,Total phosphorus,25700
2025/12/15,Bulgaria,2010,5,Waste and wastewater management,Lead and compounds (as Pb),5038
2025/12/15,Poland,2022,4,Chemical industry,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",1.78
2025/12/15,Finland,2015,1,Energy sector,Arsenic and compounds (as As),13
2025/12/15,Poland,2022,8,Animal and vegetable products from the food and beverage sector,Zinc and compounds (as Zn),105
2025/12/15,Switzerland,2019,5,Waste and wastewater management,Cadmium and compounds (as Cd),20.77
2025/12/15,Germany,2010,5,Waste and wastewater management,Tributyltin and compounds,2
2025/12/15,Bulgaria,2010,5,Waste and wastewater management,Zinc and compounds (as Zn),234639
2025/12/15,Czechia,2018,5,Waste and wastewater management,Arsenic and compounds (as As),115.8
2025/12/15,Iceland,2022,5,Waste and wastewater management,Total nitrogen,1390500
2025/12/15,Portugal,2014,8,Animal and vegetable products from the food and beverage sector,Total phosphorus,5100
2025/12/15,Italy,2020,2,Production and processing of metals,Polycyclic aromatic hydrocarbons (PAHs),8.4
2025/12/15,Spain,2010,5,Waste and wastewater management,Triphenyltin and compounds,8.77
2025/12/15,Italy,2020,4,Chemical industry,Naphthalene,40.19
2025/12/15,Spain,2015,1,Energy sector,Benzene,475
2025/12/15,Italy,2020,1,Energy sector,Total nitrogen,68160
2025/12/15,Belgium,2024,2,Production and processing of metals,Total nitrogen,173000
2025/12/15,Czechia,2011,5,Waste and wastewater management,Phenols (as total C),2520
2025/12/15,Belgium,2022,2,Production and processing of metals,Cyanides (as total CN),4020
2025/12/15,Portugal,2009,5,Waste and wastewater management,Copper and compounds (as Cu),5859.5
2025/12/15,Bulgaria,2011,6,Paper and wood production and processing,Total nitrogen,53300
2025/12/15,France,2009,6,Paper and wood production and processing,Isoproturon,1.46
2025/12/15,Hungary,2022,2,Production and processing of metals,Zinc and compounds (as Zn),151
2025/12/15,Lithuania,2008,4,Chemical industry,Fluorides (as total F),3280
2025/12/15,Hungary,2016,6,Paper and wood production and processing,Total organic carbon(as total C or COD/3) (TOC),237000
2025/12/15,Netherlands,2013,4,Chemical industry,Copper and compounds (as Cu),137.9
2025/12/15,Sweden,2017,2,Production and processing of metals,Chlorides (as total Cl),2020000
2025/12/15,Belgium,2016,1,Energy sector,Mercury and compounds (as Hg),1.16
2025/12/15,Hungary,2008,1,Energy sector,Phenols (as total C),82.2
2025/12/15,Germany,2024,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",31
2025/12/15,Germany,2018,6,Paper and wood production and processing,PCDD + PCDF (dioxins + furans) (as Teq),0.0003
2025/12/15,Slovenia,2008,2,Production and processing of metals,Lead and compounds (as Pb),25.3
2025/12/15,Germany,2014,3,Mineral industry,Halogenated organic compounds (as AOX),1040
2025/12/15,Belgium,2020,8,Animal and vegetable products from the food and beverage sector,Chlorides (as total Cl),17190000
2025/12/15,Portugal,2023,3,Mineral industry,Total organic carbon(as total C or COD/3) (TOC),60800
2025/12/15,Slovenia,2023,2,Production and processing of metals,Nickel and compounds (as Ni),70.8
2025/12/15,Latvia,2012,5,Waste and wastewater management,Phenols (as total C),117
2025/12/15,Ireland,2015,8,Animal and vegetable products from the food and beverage sector,Chlorides (as total Cl),2260000
2025/12/15,Estonia,2024,5,Waste and wastewater management,Zinc and compounds (as Zn),1842
2025/12/15,France,2016,1,Energy sector,Anthracene,20
2025/12/15,Ireland,2012,5,Waste and wastewater management,Simazine,2.33
2025/12/15,Greece,2008,1,Energy sector,Copper and compounds (as Cu),151
2025/12/15,Spain,2022,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",156
2025/12/15,Greece,2009,2,Production and processing of metals,Arsenic and compounds (as As),315
2025/12/15,France,2013,,,Total nitrogen,3082600
2025/12/15,Germany,2017,5,Waste and wastewater management,Arsenic and compounds (as As),1853.1000000000001
2025/12/15,France,2015,4,Chemical industry,Cyanides (as total CN),6950
2025/12/15,United Kingdom,2014,5,Waste and wastewater management,"Benzo(g,h,i)perylene",29.58
2025/12/15,Finland,2018,4,Chemical industry,Copper and compounds (as Cu),58.4
2025/12/15,Norway,2014,3,Mineral industry,Nickel and compounds (as Ni),3935.2
2025/12/15,Spain,2018,2,Production and processing of metals,Nickel and compounds (as Ni),850.6
2025/12/15,United Kingdom,2008,5,Waste and wastewater management,Total phosphorus,15218170
2025/12/15,Netherlands,2021,1,Energy sector,Total nitrogen,173000
2025/12/15,Denmark,2024,5,Waste and wastewater management,Polycyclic aromatic hydrocarbons (PAHs),6.287288
2025/12/15,Poland,2013,1,Energy sector,Phenols (as total C),30
2025/12/15,France,2014,6,Paper and wood production and processing,Phenols (as total C),17727.5
2025/12/15,Portugal,2024,5,Waste and wastewater management,Copper and compounds (as Cu),2612.2
2025/12/15,Spain,2020,4,Chemical industry,"Chloro-alkanes, C10-C13",1.44
2025/12/15,Spain,2018,4,Chemical industry,Nonylphenol and Nonylphenol ethoxylates,25.740000000000002
2025/12/15,Netherlands,2019,5,Waste and wastewater management,Cyanides (as total CN),542
2025/12/15,France,2010,,,Total organic carbon(as total C or COD/3) (TOC),7821500
2025/12/15,Finland,2020,6,Paper and wood production and processing,Total organic carbon(as total C or COD/3) (TOC),20177000
2025/12/15,Finland,2014,2,Production and processing of metals,Fluoranthene,1.1
2025/12/15,Italy,2010,5,Waste and wastewater management,Total phosphorus,4325000
2025/12/15,Poland,2022,8,Animal and vegetable products from the food and beverage sector,Lead and compounds (as Pb),129
2025/12/15,Spain,2019,4,Chemical industry,Trichlorobenzenes (TCB),28.26
2025/12/15,Spain,2007,5,Waste and wastewater management,Trichloroethylene (TRI),100.8
2025/12/15,Italy,2012,4,Chemical industry,Toluene,228
2025/12/15,Spain,2009,1,Energy sector,Arsenic and compounds (as As),194.35
2025/12/15,France,2015,,,Total organic carbon(as total C or COD/3) (TOC),4620700
2025/12/15,Italy,2012,1,Energy sector,Polycyclic aromatic hydrocarbons (PAHs),91
2025/12/15,Belgium,2012,6,Paper and wood production and processing,Cyanides (as total CN),3202
