PublicationDate,countryName,reportingYear,featureType,unit,featureValue
2025/12/15,Cyprus,2017,NaturalGas,TJ,0
2025/12/15,Poland,2016,Biomass,TJ,71940.93000000001
2025/12/15,Malta,2022,Installed capacity,MW,1367
2025/12/15,Cyprus,2022,SO2,tonnes,9643.17
2025/12/15,Lithuania,2016,Peat,TJ,0
2025/12/15,Poland,2020,NaturalGas,TJ,125636.51000000001
2025/12/15,Sweden,2019,Peat,TJ,2104.1
2025/12/15,Germany,2020,LiquidFuels,TJ,65630.967
2025/12/15,Hungary,2023,OtherGases,TJ,23201.704999999998
2025/12/15,Latvia,2017,NaturalGas,TJ,18097.680000000004
2025/12/15,Portugal,2024,Lignite,TJ,0
2025/12/15,Czechia,2020,Installed capacity,MW,42248.451
2025/12/15,Latvia,2020,Installed capacity,MW,4366.68
2025/12/15,Slovenia,2017,SO2,tonnes,1895.315
2025/12/15,Slovakia,2020,DUST,tonnes,235.09664800000002
2025/12/15,Lithuania,2018,LiquidFuels,TJ,2274
2025/12/15,Austria,2020,OtherSolidFuels,TJ,19245.43635
2025/12/15,Germany,2016,Biomass,TJ,48529.299999999996
2025/12/15,Ireland,2017,Peat,TJ,20141.92
2025/12/15,Bulgaria,2016,NaturalGas,TJ,29632
2025/12/15,Slovenia,2018,OtherGases,TJ,0
2025/12/15,Ireland,2022,OtherSolidFuels,TJ,0
2025/12/15,Austria,2022,Installed capacity,MW,21475.590000000004
2025/12/15,Germany,2022,SO2,tonnes,57708.077000000005
2025/12/15,Sweden,2022,SO2,tonnes,1887.3841200000002
2025/12/15,Latvia,2019,Installed capacity,MW,4366.68
2025/12/15,Belgium,2019,SO2,tonnes,2194.00382
2025/12/15,Ireland,2023,OtherSolidFuels,TJ,0
2025/12/15,Netherlands,2018,OtherGases,TJ,205949.941599
2025/12/15,Netherlands,2023,Lignite,TJ,0
2025/12/15,Slovakia,2019,Biomass,TJ,3995.56896989
2025/12/15,Latvia,2019,Peat,TJ,0
2025/12/15,Cyprus,2023,LiquidFuels,TJ,43766
2025/12/15,Finland,2016,SO2,tonnes,15142.880000000001
2025/12/15,Germany,2021,Biomass,TJ,44850.712
2025/12/15,Netherlands,2023,Coal,TJ,70645.00275099999
2025/12/15,Belgium,2019,Peat,TJ,0
2025/12/15,Greece,2019,Biomass,TJ,0
2025/12/15,Portugal,2020,Coal,TJ,22287.645
2025/12/15,Romania,2019,Peat,TJ,0
2025/12/15,Spain,2024,Installed capacity,MW,85959.01535507203
2025/12/15,United Kingdom,2016,Installed capacity,MW,143313.706
2025/12/15,Bulgaria,2018,DUST,tonnes,395
2025/12/15,Belgium,2024,SO2,tonnes,1050.94161
2025/12/15,Belgium,2019,NOX,tonnes,9214.555
2025/12/15,Greece,2024,Biomass,TJ,0
2025/12/15,Germany,2019,LiquidFuels,TJ,65966.272
2025/12/15,Germany,2020,NaturalGas,TJ,802294.8119999999
2025/12/15,Spain,2016,OtherSolidFuels,TJ,44756.2
2025/12/15,United Kingdom,2019,LiquidFuels,TJ,11061.307
2025/12/15,Poland,2019,OtherSolidFuels,TJ,2.23
2025/12/15,France,2018,LiquidFuels,TJ,68122.221257
2025/12/15,Cyprus,2020,NaturalGas,TJ,0
2025/12/15,Finland,2024,Biomass,TJ,61990.6
2025/12/15,Belgium,2019,OtherSolidFuels,TJ,2328.797885
2025/12/15,Romania,2023,OtherGases,TJ,1255.576
2025/12/15,Croatia,2016,LiquidFuels,TJ,3489.61
2025/12/15,Latvia,2023,OtherGases,TJ,0
2025/12/15,Estonia,2020,DUST,tonnes,436.869
2025/12/15,Lithuania,2018,SO2,tonnes,8926.1345
2025/12/15,Portugal,2018,DUST,tonnes,884.1036999999998
2025/12/15,Finland,2020,Coal,TJ,28445.23
2025/12/15,Lithuania,2017,OtherGases,TJ,14097
2025/12/15,Greece,2023,Peat,TJ,0
2025/12/15,Serbia,2022,Lignite,TJ,251029.87000000002
2025/12/15,Germany,2024,CONFIDENTIAL,tonnes,0
2025/12/15,Luxembourg,2020,SO2,tonnes,0.0001
2025/12/15,Estonia,2018,LiquidFuels,TJ,459.78700000000003
2025/12/15,Estonia,2019,Installed capacity,MW,9667.004
2025/12/15,Slovenia,2016,Lignite,TJ,39485.3
2025/12/15,Malta,2020,Biomass,TJ,0
2025/12/15,Malta,2020,Peat,TJ,0
2025/12/15,Latvia,2017,Peat,TJ,0
2025/12/15,Estonia,2021,OtherSolidFuels,TJ,38916
2025/12/15,Malta,2021,SO2,tonnes,18.6
2025/12/15,Malta,2016,NaturalGas,TJ,0
2025/12/15,Luxembourg,2022,NaturalGas,TJ,719
2025/12/15,Luxembourg,2023,Lignite,TJ,0
2025/12/15,Luxembourg,2024,Installed capacity,MW,89
2025/12/15,Luxembourg,2024,NaturalGas,TJ,619
2025/12/15,Luxembourg,2024,OtherGases,TJ,0
2025/12/15,Luxembourg,2016,Lignite,TJ,0
2025/12/15,Luxembourg,2022,OtherSolidFuels,TJ,0
2025/12/15,Spain,2019,Installed capacity,MW,98653.40710067749
2025/12/15,Denmark,2017,SO2,tonnes,2042.5839699999997
2025/12/15,Austria,2018,NOX,tonnes,6420.11633
2025/12/15,Spain,2018,LiquidFuels,TJ,100379.015685176
2025/12/15,Greece,2019,OtherGases,TJ,41737.340000000004
2025/12/15,Spain,2021,OtherSolidFuels,TJ,2282.7771000000002
2025/12/15,Finland,2016,LiquidFuels,TJ,6053.81
2025/12/15,Netherlands,2018,NaturalGas,TJ,417501.607435
2025/12/15,Sweden,2023,Coal,TJ,459
2025/12/15,Denmark,2018,OtherGases,TJ,13848.9625
2025/12/15,Estonia,2018,SO2,tonnes,23457.22397
2025/12/15,Bulgaria,2021,LiquidFuels,TJ,1263
2025/12/15,Latvia,2022,LiquidFuels,TJ,608.802
2025/12/15,Germany,2018,Installed capacity,MW,270249.11999999994
2025/12/15,Sweden,2024,Installed capacity,MW,37733.1
2025/12/15,Slovenia,2022,Installed capacity,MW,6096.6
2025/12/15,Belgium,2021,Peat,TJ,0
2025/12/15,Netherlands,2019,OtherGases,TJ,210685.83969399997
2025/12/15,Portugal,2019,Biomass,TJ,9409.762654
2025/12/15,Denmark,2017,Peat,TJ,0
2025/12/15,Portugal,2019,Peat,TJ,0
2025/12/15,Spain,2016,NOX,tonnes,88258.838
2025/12/15,Belgium,2020,NOX,tonnes,8487.471
2025/12/15,Poland,2020,LiquidFuels,TJ,34247.131100000006
2025/12/15,Denmark,2021,Lignite,TJ,0
2025/12/15,Hungary,2021,Coal,TJ,137.00699999999998
2025/12/15,Romania,2021,Lignite,TJ,112569.337
2025/12/15,Slovakia,2016,Lignite,TJ,24997.559999999998
2025/12/15,Malta,2019,Lignite,TJ,0
2025/12/15,Romania,2023,OtherSolidFuels,TJ,3559.103
2025/12/15,Italy,2021,Lignite,TJ,0
2025/12/15,Italy,2017,NaturalGas,TJ,946677.5299999998
2025/12/15,Austria,2020,DUST,tonnes,231.81087
2025/12/15,Italy,2020,LiquidFuels,TJ,21999.804308000002
2025/12/15,Romania,2016,Biomass,TJ,2944.46
2025/12/15,Greece,2020,OtherGases,TJ,42536.98
2025/12/15,Belgium,2016,Coal,TJ,4042.1899999999996
2025/12/15,Serbia,2023,Installed capacity,MW,19634.75
2025/12/15,Sweden,2017,DUST,tonnes,2132.25426483
2025/12/15,United Kingdom,2016,DUST,tonnes,2531.584846
2025/12/15,Sweden,2020,DUST,tonnes,1972.3910413000003
2025/12/15,Portugal,2018,NOX,tonnes,14350.32
2025/12/15,Slovakia,2022,SO2,tonnes,3777.03970582
2025/12/15,Spain,2021,OtherGases,TJ,142303.449
2025/12/15,Bulgaria,2018,SO2,tonnes,38404
2025/12/15,Serbia,2023,Peat,TJ,0
2025/12/15,Sweden,2019,Coal,TJ,3885.24
2025/12/15,Latvia,2021,Coal,TJ,0
2025/12/15,Spain,2018,NOX,tonnes,68732.617
2025/12/15,Cyprus,2017,DUST,tonnes,383.054
2025/12/15,Italy,2021,Coal,TJ,139843.750291
2025/12/15,Germany,2019,OtherGases,TJ,379499.25
2025/12/15,Estonia,2020,SO2,tonnes,4313.888000000001
2025/12/15,Estonia,2020,NOX,tonnes,3628.2982
2025/12/15,Bulgaria,2018,NOX,tonnes,17085.5
2025/12/15,Ireland,2019,DUST,tonnes,147.42034
2025/12/15,Sweden,2017,Peat,TJ,2907.08
2025/12/15,Ireland,2017,OtherSolidFuels,TJ,0
2025/12/15,Sweden,2023,OtherGases,TJ,42984.49
2025/12/15,Portugal,2023,OtherSolidFuels,TJ,19473.762455000004
2025/12/15,Latvia,2018,Biomass,TJ,1646
2025/12/15,Denmark,2017,Installed capacity,MW,18876.22
2025/12/15,Italy,2017,SO2,tonnes,18815.607660917
2025/12/15,Finland,2021,NOX,tonnes,11700.818
2025/12/15,Belgium,2017,SO2,tonnes,2127.45073
2025/12/15,Lithuania,2019,Installed capacity,MW,12063.4
2025/12/15,Slovenia,2019,Installed capacity,MW,5840.4
2025/12/15,Hungary,2024,Installed capacity,MW,11435.854
2025/12/15,Belgium,2019,DUST,tonnes,129.385937
2025/12/15,Lithuania,2020,SO2,tonnes,7784.794000000001
2025/12/15,Slovakia,2021,Biomass,TJ,4451.6637952
2025/12/15,France,2018,NaturalGas,TJ,289174.454707
2025/12/15,Germany,2019,Biomass,TJ,32343.895
2025/12/15,Croatia,2016,NOX,tonnes,5199.7306340000005
2025/12/15,Poland,2021,Peat,TJ,0
2025/12/15,Greece,2016,Peat,TJ,0
2025/12/15,Hungary,2021,Lignite,TJ,0
2025/12/15,Austria,2020,Peat,TJ,0
2025/12/15,Bulgaria,2016,DUST,tonnes,1299
2025/12/15,Greece,2021,NOX,tonnes,43297.246
2025/12/15,Poland,2022,SO2,tonnes,100081.6615329
2025/12/15,Netherlands,2022,DUST,tonnes,199.56992399999993
2025/12/15,Austria,2016,NOX,tonnes,6352.439999999999
2025/12/15,Netherlands,2019,NaturalGas,TJ,487617.409897
2025/12/15,France,2018,OtherGases,TJ,119172.75569999998
2025/12/15,Spain,2018,OtherSolidFuels,TJ,132982.274
2025/12/15,Netherlands,2016,Lignite,TJ,0
2025/12/15,Ireland,2023,LiquidFuels,TJ,2463.7899999999995
2025/12/15,Serbia,2019,OtherSolidFuels,TJ,0
2025/12/15,Cyprus,2019,Biomass,TJ,0
2025/12/15,Estonia,2020,OtherSolidFuels,TJ,25778
2025/12/15,Finland,2020,Installed capacity,MW,30055.899999999998
2025/12/15,Serbia,2019,NOX,tonnes,39210.590000000004
2025/12/15,Finland,2023,Peat,TJ,11754.6
2025/12/15,Netherlands,2018,LiquidFuels,TJ,5181.714250000001
2025/12/15,Ireland,2017,NOX,tonnes,8125.410000000002
2025/12/15,France,2022,Coal,TJ,52717.465099999994
2025/12/15,Romania,2022,LiquidFuels,TJ,685.014
2025/12/15,Austria,2021,OtherGases,TJ,49970.786244999996
2025/12/15,Austria,2017,Coal,TJ,0
2025/12/15,Czechia,2022,OtherSolidFuels,TJ,8554.557624000001
2025/12/15,Finland,2022,Biomass,TJ,60047.899999999994
2025/12/15,Netherlands,2021,OtherSolidFuels,TJ,4833.81246
2025/12/15,Czechia,2021,DUST,tonnes,1577.9429309999996
2025/12/15,Greece,2016,SO2,tonnes,35533.285832167996
2025/12/15,Croatia,2020,DUST,tonnes,102.172
2025/12/15,Italy,2017,LiquidFuels,TJ,34949.97
2025/12/15,Portugal,2021,OtherSolidFuels,TJ,19770.40284
2025/12/15,Cyprus,2017,Peat,TJ,0
2025/12/15,Serbia,2024,Biomass,TJ,0
2025/12/15,Ireland,2024,Coal,TJ,6724.01
2025/12/15,Slovakia,2018,Lignite,TJ,22355.096654
2025/12/15,Greece,2021,OtherSolidFuels,TJ,0
2025/12/15,Malta,2017,Biomass,TJ,0
2025/12/15,Slovenia,2023,OtherGases,TJ,0
2025/12/15,Germany,2022,DUST,tonnes,2339.7659999999996
2025/12/15,France,2021,NOX,tonnes,33124.206722999996
2025/12/15,Malta,2018,NOX,tonnes,281.82
2025/12/15,Luxembourg,2019,SO2,tonnes,1e-5
2025/12/15,Ireland,2023,SO2,tonnes,724.574606
2025/12/15,Belgium,2018,Biomass,TJ,32164.858892000004
2025/12/15,Lithuania,2021,OtherSolidFuels,TJ,816.27
2025/12/15,Germany,2023,CONFIDENTIAL,TJ,0
2025/12/15,Finland,2016,DUST,tonnes,867.62
2025/12/15,Greece,2021,SO2,tonnes,22278.896641
2025/12/15,Italy,2022,LiquidFuels,TJ,40299.885405
2025/12/15,Czechia,2016,OtherSolidFuels,TJ,12467.740000000002
2025/12/15,Denmark,2020,Peat,TJ,0
2025/12/15,Greece,2022,OtherGases,TJ,37154.39
2025/12/15,France,2024,Installed capacity,MW,68031
2025/12/15,Poland,2021,DUST,tonnes,6763.299209999999
2025/12/15,Ireland,2018,Installed capacity,MW,14528.84
2025/12/15,Hungary,2024,DUST,tonnes,38.38
2025/12/15,Finland,2024,Lignite,TJ,0
2025/12/15,Cyprus,2022,DUST,tonnes,273.124
2025/12/15,Belgium,2024,OtherSolidFuels,TJ,3335.2091960000002
2025/12/15,Romania,2024,Coal,TJ,1505.968
2025/12/15,Austria,2018,OtherSolidFuels,TJ,28502.188008
2025/12/15,Ireland,2018,Peat,TJ,19556.64
2025/12/15,Portugal,2017,Biomass,TJ,46604.1
2025/12/15,Spain,2020,Installed capacity,MW,97745.46707626343
2025/12/15,Germany,2020,OtherGases,TJ,370881.72500000003
2025/12/15,Belgium,2016,Lignite,TJ,0
2025/12/15,Finland,2018,NaturalGas,TJ,46054.53
2025/12/15,Serbia,2022,Biomass,TJ,0
2025/12/15,Finland,2024,Coal,TJ,11020.72
2025/12/15,Estonia,2022,Peat,TJ,160.32999999999998
2025/12/15,Luxembourg,2020,DUST,tonnes,0.0001
2025/12/15,Malta,2016,SO2,tonnes,1631.8
2025/12/15,Denmark,2020,Biomass,TJ,54533.696731
2025/12/15,Slovakia,2022,NaturalGas,TJ,18884.140590670002
2025/12/15,Finland,2021,LiquidFuels,TJ,5956.9580000000005
2025/12/15,France,2022,Lignite,TJ,0
2025/12/15,Austria,2019,Biomass,TJ,8087.415287000001
2025/12/15,Germany,2016,Installed capacity,MW,265237.115
2025/12/15,France,2023,DUST,tonnes,1661.229978
2025/12/15,Latvia,2020,SO2,tonnes,99.04499999999999
2025/12/15,Denmark,2019,Installed capacity,MW,19723.170000000002
2025/12/15,Romania,2023,NOX,tonnes,10826.125609
2025/12/15,Germany,2016,Peat,TJ,0
2025/12/15,Netherlands,2018,Coal,TJ,220366.209456
2025/12/15,Germany,2017,Coal,TJ,670142.6099999999
2025/12/15,Poland,2017,LiquidFuels,TJ,36966.630000000005
2025/12/15,Finland,2019,Peat,TJ,34832.89
2025/12/15,France,2021,OtherSolidFuels,TJ,2983.021484
2025/12/15,Portugal,2016,OtherSolidFuels,TJ,4720.51
2025/12/15,Cyprus,2021,Peat,TJ,0
2025/12/15,Estonia,2019,SO2,tonnes,11288.651
2025/12/15,Estonia,2021,Coal,TJ,0
2025/12/15,Estonia,2022,NaturalGas,TJ,1678.33
2025/12/15,Estonia,2017,SO2,tonnes,30393.018
2025/12/15,Latvia,2018,Coal,TJ,0
2025/12/15,Croatia,2024,Peat,TJ,0
2025/12/15,Slovenia,2020,DUST,tonnes,85.381
2025/12/15,Latvia,2016,Biomass,TJ,1747.51
2025/12/15,Croatia,2024,DUST,tonnes,72.4844
2025/12/15,Malta,2020,Coal,TJ,0
2025/12/15,Estonia,2023,Lignite,TJ,0
2025/12/15,Luxembourg,2022,DUST,tonnes,0
2025/12/15,Bulgaria,2016,OtherGases,TJ,1351
2025/12/15,Slovenia,2017,OtherSolidFuels,TJ,0
2025/12/15,Malta,2017,Coal,TJ,0
2025/12/15,Luxembourg,2020,Coal,TJ,0
2025/12/15,Malta,2020,DUST,tonnes,12.094999999999999
2025/12/15,Luxembourg,2019,NaturalGas,TJ,118
2025/12/15,Germany,2021,NOX,tonnes,103578.396
2025/12/15,Sweden,2017,LiquidFuels,TJ,5107.14
2025/12/15,Sweden,2024,Lignite,TJ,0
2025/12/15,Poland,2022,Lignite,TJ,442005
2025/12/15,Czechia,2022,Coal,TJ,33895.030736999994
2025/12/15,Greece,2023,NaturalGas,TJ,107240.48000000001
2025/12/15,Greece,2023,OtherSolidFuels,TJ,0
2025/12/15,Germany,2023,Coal,TJ,349006.5223
2025/12/15,Cyprus,2023,Installed capacity,MW,4884.5
2025/12/15,Hungary,2022,Installed capacity,MW,12092.734
2025/12/15,Portugal,2019,SO2,tonnes,5866.293029999999
2025/12/15,Romania,2021,DUST,tonnes,1201.414
2025/12/15,Ireland,2020,OtherGases,TJ,0.45
2025/12/15,Belgium,2021,OtherGases,TJ,67039.68040600001
2025/12/15,Slovenia,2024,NaturalGas,TJ,2949.453
2025/12/15,Portugal,2024,OtherSolidFuels,TJ,21880.644
2025/12/15,Luxembourg,2016,OtherGases,TJ,0
2025/12/15,Belgium,2020,Biomass,TJ,27784.98789
2025/12/15,Austria,2020,Lignite,TJ,0
2025/12/15,Belgium,2020,Peat,TJ,0
2025/12/15,United Kingdom,2016,LiquidFuels,TJ,20473.34
2025/12/15,Denmark,2024,OtherGases,TJ,12860.609424
2025/12/15,Croatia,2016,Installed capacity,MW,6255.2
2025/12/15,Bulgaria,2019,NaturalGas,TJ,29768
2025/12/15,Cyprus,2021,OtherGases,TJ,0
2025/12/15,Luxembourg,2019,Lignite,TJ,0
2025/12/15,United Kingdom,2019,NaturalGas,TJ,910396.741
2025/12/15,Poland,2019,Biomass,TJ,69041.99
2025/12/15,Finland,2020,OtherGases,TJ,7456.704
2025/12/15,Italy,2020,Installed capacity,MW,131139.731
2025/12/15,Estonia,2017,Biomass,TJ,8725.400000000001
2025/12/15,Slovakia,2018,OtherSolidFuels,TJ,0
2025/12/15,Bulgaria,2016,Lignite,TJ,173578
2025/12/15,France,2020,Coal,TJ,46081.919819
2025/12/15,Netherlands,2016,LiquidFuels,TJ,4639.0599999999995
2025/12/15,Lithuania,2016,LiquidFuels,TJ,3019.51
2025/12/15,Austria,2018,Biomass,TJ,8473.084008
2025/12/15,Estonia,2016,Installed capacity,MW,9580.004
2025/12/15,Bulgaria,2021,Installed capacity,MW,21804
2025/12/15,Malta,2018,Installed capacity,MW,1367
2025/12/15,Portugal,2023,Installed capacity,MW,11860.4
2025/12/15,Poland,2017,OtherSolidFuels,TJ,1.89
2025/12/15,Denmark,2019,Lignite,TJ,0
2025/12/15,Finland,2018,Coal,TJ,60577.638000000006
2025/12/15,Finland,2023,LiquidFuels,TJ,3004.0703
2025/12/15,Denmark,2016,Installed capacity,MW,18088.000000000004
2025/12/15,Latvia,2022,Installed capacity,MW,4285.28
2025/12/15,Greece,2020,Peat,TJ,0
2025/12/15,Greece,2022,Coal,TJ,0
2025/12/15,Croatia,2021,OtherGases,TJ,5268.87342
2025/12/15,Slovenia,2018,Peat,TJ,0
2025/12/15,Latvia,2016,Peat,TJ,0
2025/12/15,France,2020,LiquidFuels,TJ,56490.38040600001
2025/12/15,Spain,2022,NaturalGas,TJ,528413.3929133766
2025/12/15,Romania,2017,OtherGases,TJ,1290.67
2025/12/15,Belgium,2023,DUST,tonnes,91.76330000000002
2025/12/15,Greece,2020,DUST,tonnes,1420.2669999999998
2025/12/15,Ireland,2021,NOX,tonnes,6591.536000000001
2025/12/15,Latvia,2017,OtherGases,TJ,0
2025/12/15,Netherlands,2020,Lignite,TJ,0
2025/12/15,Latvia,2016,NOX,tonnes,1056.7363
2025/12/15,Slovakia,2018,LiquidFuels,TJ,9283.199982
2025/12/15,Croatia,2022,LiquidFuels,TJ,1949.8340500000002
2025/12/15,Austria,2021,Coal,TJ,1055.727
2025/12/15,Croatia,2024,OtherGases,TJ,5922
2025/12/15,Estonia,2023,Peat,TJ,34.7
2025/12/15,Belgium,2022,Biomass,TJ,19655.73746
2025/12/15,Belgium,2016,NOX,tonnes,9589.3675
2025/12/15,Finland,2017,OtherGases,TJ,5004.150000000001
2025/12/15,Slovakia,2021,OtherSolidFuels,TJ,0
2025/12/15,Estonia,2020,Coal,TJ,0
2025/12/15,Lithuania,2022,LiquidFuels,TJ,1722.7799999999995
2025/12/15,Finland,2024,DUST,tonnes,247.01425899999998
2025/12/15,Germany,2018,NaturalGas,TJ,674207.6339999998
2025/12/15,Finland,2021,Peat,TJ,21687.5
2025/12/15,France,2018,Installed capacity,MW,85605
2025/12/15,Sweden,2018,Installed capacity,MW,39565.8
2025/12/15,France,2019,Coal,TJ,57878.832022999995
2025/12/15,Romania,2021,OtherGases,TJ,1237.775
2025/12/15,Slovakia,2022,Lignite,TJ,13566.206041200001
2025/12/15,Estonia,2020,Biomass,TJ,14206.473
2025/12/15,Slovakia,2017,OtherSolidFuels,TJ,0
2025/12/15,Italy,2023,Coal,TJ,126893.18727499999
2025/12/15,Poland,2024,Coal,TJ,619280.2999999998
2025/12/15,Spain,2016,Installed capacity,MW,112229
2025/12/15,Finland,2021,DUST,tonnes,276.2185
2025/12/15,Spain,2024,OtherSolidFuels,TJ,2243.9129999999996
2025/12/15,Germany,2023,Biomass,TJ,41627.041999999994
2025/12/15,France,2017,Coal,TJ,141235
2025/12/15,Serbia,2024,OtherSolidFuels,TJ,48.44
2025/12/15,Czechia,2019,Coal,TJ,30192.364735
2025/12/15,Cyprus,2017,Biomass,TJ,0
2025/12/15,Ireland,2022,SO2,tonnes,3013.4927609999995
2025/12/15,Finland,2023,OtherGases,TJ,7149.56
2025/12/15,Lithuania,2016,NaturalGas,TJ,17723.690000000002
2025/12/15,Italy,2021,SO2,tonnes,9651.192566
2025/12/15,Luxembourg,2018,NaturalGas,TJ,115
2025/12/15,United Kingdom,2018,Coal,TJ,166374.74300000002
2025/12/15,Estonia,2023,Installed capacity,MW,8970.244
2025/12/15,Romania,2020,OtherGases,TJ,822.212
2025/12/15,Estonia,2017,Coal,TJ,0
2025/12/15,Ireland,2019,LiquidFuels,TJ,3426.3199999999997
2025/12/15,Lithuania,2022,NaturalGas,TJ,54305.63999999999
2025/12/15,Czechia,2018,OtherGases,TJ,36438.668482
2025/12/15,Italy,2022,NOX,tonnes,36184.226425999994
2025/12/15,France,2017,LiquidFuels,TJ,80114
2025/12/15,Hungary,2016,Peat,TJ,0
2025/12/15,Lithuania,2021,Biomass,TJ,16414
2025/12/15,Netherlands,2017,SO2,tonnes,7620.7887
2025/12/15,Spain,2023,Installed capacity,MW,86030.33535476685
2025/12/15,Cyprus,2018,SO2,tonnes,15378.45
2025/12/15,Netherlands,2019,Coal,TJ,143724.836298
2025/12/15,Belgium,2016,OtherSolidFuels,TJ,1898.1100000000001
2025/12/15,Austria,2018,Coal,TJ,9562.385893
2025/12/15,Hungary,2016,NOX,tonnes,8641.966999999999
2025/12/15,Czechia,2022,NaturalGas,TJ,54500.821217000004
2025/12/15,Portugal,2017,OtherSolidFuels,TJ,4491.36
2025/12/15,Sweden,2016,OtherSolidFuels,TJ,0
2025/12/15,Germany,2018,LiquidFuels,TJ,58053.83699999999
2025/12/15,Germany,2021,OtherSolidFuels,TJ,6756.947999999999
2025/12/15,Austria,2021,LiquidFuels,TJ,11593.235632
2025/12/15,Croatia,2018,SO2,tonnes,3623.299
2025/12/15,Sweden,2020,NOX,tonnes,13079.199599999998
2025/12/15,Netherlands,2023,SO2,tonnes,5580.322050000001
2025/12/15,Lithuania,2018,Lignite,TJ,3.83
2025/12/15,Cyprus,2016,SO2,tonnes,14595.046999999999
2025/12/15,Belgium,2019,Lignite,TJ,0
2025/12/15,Spain,2022,LiquidFuels,TJ,100136.78882384261
2025/12/15,Serbia,2022,OtherSolidFuels,TJ,0
2025/12/15,Germany,2017,NOX,tonnes,145528.37799999997
2025/12/15,Austria,2019,NOX,tonnes,6142.68885
2025/12/15,Croatia,2023,Installed capacity,MW,4955.192
2025/12/15,Hungary,2016,DUST,tonnes,214.6657
2025/12/15,Netherlands,2016,NaturalGas,TJ,392267.38999999996
2025/12/15,Austria,2022,OtherGases,TJ,43190.69354800001
2025/12/15,Serbia,2020,OtherGases,TJ,5156.54
2025/12/15,Estonia,2019,Lignite,TJ,0
2025/12/15,Finland,2017,DUST,tonnes,573.2871
2025/12/15,Netherlands,2017,NaturalGas,TJ,422540.01
2025/12/15,Italy,2019,OtherGases,TJ,292802.325553
2025/12/15,Poland,2023,OtherGases,TJ,31991.127349999995
2025/12/15,Germany,2016,OtherGases,TJ,432295.01999999996
2025/12/15,Finland,2024,NOX,tonnes,7131.509840000001
2025/12/15,Serbia,2022,SO2,tonnes,309496.71203
2025/12/15,Belgium,2023,NOX,tonnes,6778.264
2025/12/15,Romania,2023,NaturalGas,TJ,79300.17773400001
2025/12/15,Greece,2024,OtherSolidFuels,TJ,0
2025/12/15,Ireland,2021,DUST,tonnes,418.90287199999995
2025/12/15,Germany,2022,Lignite,TJ,566448.0679999999
2025/12/15,Slovakia,2018,NaturalGas,TJ,21666.088420999997
2025/12/15,Sweden,2021,Coal,TJ,246
2025/12/15,Sweden,2021,Biomass,TJ,243086.24000000002
2025/12/15,Serbia,2023,LiquidFuels,TJ,6835.609999999999
2025/12/15,Belgium,2023,Peat,TJ,0
2025/12/15,Belgium,2024,Coal,TJ,60.861
2025/12/15,Slovenia,2024,LiquidFuels,TJ,83.415
2025/12/15,Slovenia,2018,DUST,tonnes,79.256
2025/12/15,Portugal,2017,NOX,tonnes,15889.9028
2025/12/15,Latvia,2016,DUST,tonnes,5.8831940000000005
2025/12/15,Malta,2021,Coal,TJ,0
2025/12/15,Bulgaria,2020,NaturalGas,TJ,28934
2025/12/15,Slovenia,2022,OtherGases,TJ,0
2025/12/15,Bulgaria,2017,Coal,TJ,50497
2025/12/15,Luxembourg,2018,LiquidFuels,TJ,0.104
2025/12/15,Malta,2017,SO2,tonnes,573.6
2025/12/15,Malta,2018,Biomass,TJ,0
2025/12/15,Malta,2019,Installed capacity,MW,1367
2025/12/15,Luxembourg,2023,Installed capacity,MW,89
2025/12/15,Luxembourg,2023,Peat,TJ,0
2025/12/15,Luxembourg,2024,OtherSolidFuels,TJ,0
2025/12/15,France,2020,Installed capacity,MW,71198
2025/12/15,Finland,2020,SO2,tonnes,4974.6891
2025/12/15,Croatia,2017,DUST,tonnes,218.01723
2025/12/15,France,2022,OtherSolidFuels,TJ,4003.904785
2025/12/15,Slovenia,2019,SO2,tonnes,1402.818
2025/12/15,Finland,2020,Peat,TJ,24615.5
2025/12/15,Cyprus,2019,NaturalGas,TJ,0
2025/12/15,Belgium,2023,Coal,TJ,254.887
2025/12/15,Estonia,2024,Peat,TJ,0
2025/12/15,Portugal,2016,Installed capacity,MW,16895.7
2025/12/15,Romania,2017,SO2,tonnes,43657.77600000001
2025/12/15,Netherlands,2017,DUST,tonnes,351.69825375499994
2025/12/15,Sweden,2019,DUST,tonnes,2321.1577039999997
2025/12/15,Austria,2016,DUST,tonnes,340.19
2025/12/15,Italy,2020,Coal,TJ,132311.981928
2025/12/15,United Kingdom,2017,Lignite,TJ,0
2025/12/15,Netherlands,2024,Biomass,TJ,38532.111725
2025/12/15,France,2023,OtherGases,TJ,115699.48575999998
2025/12/15,Finland,2019,OtherSolidFuels,TJ,1331.6
2025/12/15,Finland,2022,LiquidFuels,TJ,9854.087
2025/12/15,Slovenia,2024,OtherSolidFuels,TJ,0
2025/12/15,Czechia,2022,Installed capacity,MW,39121.9
2025/12/15,Latvia,2020,NOX,tonnes,928.0020000000001
2025/12/15,Ireland,2018,DUST,tonnes,228.20228
2025/12/15,Poland,2017,Lignite,TJ,497275.22000000003
2025/12/15,Poland,2024,Peat,TJ,0
2025/12/15,Portugal,2022,Coal,TJ,0
2025/12/15,Denmark,2017,NaturalGas,TJ,11054.919999999998
2025/12/15,Estonia,2018,NaturalGas,TJ,4019.2493
