PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,EPRTRAnnexIMainActivity,Pollutant,Releases
2025/12/15,Czechia,2021,,,,Carbon monoxide (CO),167433.74409999998
2025/12/15,Germany,2011,4,Chemical industry,4(a)(viii),Mercury and compounds (as Hg),79.1
2025/12/15,Germany,2013,4,Chemical industry,4(b)(i),"1,2-dichloroethane (DCE-1,2)",2760
2025/12/15,Poland,2012,3,Mineral industry,3(e),Nitrogen oxides (NOX),8654000
2025/12/15,Poland,2012,4,Chemical industry,4(e),Hydrochlorofluorocarbons (HCFCs),15.3
2025/12/15,Switzerland,2014,4,Chemical industry,4(e),Chlorine and inorganic compounds (as HCl),11000
2025/12/15,Sweden,2014,2,Production and processing of metals,2(b),Sulphur oxides (SOX),1140000
2025/12/15,Portugal,2024,3,Mineral industry,3(e),Copper and compounds (as Cu),1284
2025/12/15,Poland,2018,8,Animal and vegetable products from the food and beverage sector,8(a),Hydrochlorofluorocarbons (HCFCs),198.2
2025/12/15,Netherlands,2014,2,Production and processing of metals,2(f),Non-methane volatile organic compounds (NMVOC),231000
2025/12/15,Spain,2013,2,Production and processing of metals,2(d),Polycyclic aromatic hydrocarbons (PAHs),247
2025/12/15,Poland,2010,5,Waste and wastewater management,5(e),Benzene,1620
2025/12/15,Germany,2016,3,Mineral industry,3(c)(i),Chlorine and inorganic compounds (as HCl),28700
2025/12/15,Netherlands,2011,2,Production and processing of metals,2(b),Lead and compounds (as Pb),17650
2025/12/15,United Kingdom,2019,2,Production and processing of metals,2(e),Hydro-fluorocarbons (HFCS),8510
2025/12/15,France,2020,4,Chemical industry,4(a)(vi),Carbon dioxide (CO2),566000000
2025/12/15,Slovakia,2018,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Nitrogen oxides (NOX),140000
2025/12/15,France,2022,4,Chemical industry,4(a)(vi),Nitrous oxide (N2O),14800
2025/12/15,France,2013,4,Chemical industry,4(a)(viii),Tetrachloromethane (TCM),18330
2025/12/15,Spain,2021,4,Chemical industry,4(a)(ii),Nitrogen oxides (NOX),1904000
2025/12/15,Ireland,2019,3,Mineral industry,3(c)(i),Nitrogen oxides (NOX),3322663.83211
2025/12/15,Italy,2008,3,Mineral industry,3(c)(i),Polychlorinated biphenyls (PCBs),5.256
2025/12/15,Netherlands,2016,5,Waste and wastewater management,5(d),Hydrochlorofluorocarbons (HCFCs),1813.8
2025/12/15,Ireland,2013,3,Mineral industry,3(c)(ii),Carbon dioxide (CO2),200000000
2025/12/15,United Kingdom,2013,4,Chemical industry,4(a)(i),Benzene,134800
2025/12/15,Poland,2011,8,Animal and vegetable products from the food and beverage sector,8(b),Chlorine and inorganic compounds (as HCl),149600
2025/12/15,Czechia,2019,3,Mineral industry,3(c)(i),Ammonia (NH3),141353
2025/12/15,United Kingdom,2011,2,Production and processing of metals,2(a),Non-methane volatile organic compounds (NMVOC),113000
2025/12/15,Romania,2020,2,Production and processing of metals,2(b),Chromium and compounds (as Cr),379
2025/12/15,Germany,2010,1,Energy sector,1(a),Hydrochlorofluorocarbons (HCFCs),227
2025/12/15,Portugal,2016,3,Mineral industry,3(e),Chlorine and inorganic compounds (as HCl),46600
2025/12/15,Lithuania,2019,7,Intensive livestock production and aquaculture,7(a)(i),Ammonia (NH3),1240000
2025/12/15,Greece,2007,2,Production and processing of metals,2(b),Nitrogen oxides (NOX),178000
2025/12/15,Poland,2011,2,Production and processing of metals,2(f),Chromium and compounds (as Cr),235
2025/12/15,Italy,2014,1,Energy sector,1(a),Ammonia (NH3),16000
2025/12/15,Poland,2016,6,Paper and wood production and processing,6(a),Particulate matter (PM10),169000
2025/12/15,United Kingdom,2009,3,Mineral industry,3(e),Chlorine and inorganic compounds (as HCl),53300
2025/12/15,Norway,2017,4,Chemical industry,4(b)(ii),Carbon dioxide (CO2) excluding biomass,312000000
2025/12/15,Switzerland,2018,2,Production and processing of metals,2(b),Lead and compounds (as Pb),1380
2025/12/15,France,2018,3,Mineral industry,3(f),Ammonia (NH3),373000
2025/12/15,Poland,2021,1,Energy sector,1(c),Methane (CH4),6566000
2025/12/15,France,2024,4,Chemical industry,4(a)(vi),Hydrochlorofluorocarbons (HCFCs),17400
2025/12/15,United Kingdom,2016,5,Waste and wastewater management,5(a),Carbon dioxide (CO2),288000000
2025/12/15,Spain,2009,1,Energy sector,1(d),Polycyclic aromatic hydrocarbons (PAHs),314
2025/12/15,Denmark,2016,1,Energy sector,1(a),Carbon dioxide (CO2),431000000
2025/12/15,Spain,2021,5,Waste and wastewater management,5(c),Zinc and compounds (as Zn),500
2025/12/15,Germany,2020,4,Chemical industry,4(e),Trichloromethane,722
2025/12/15,Poland,2024,2,Production and processing of metals,2(c),Nitrogen oxides (NOX),205000
2025/12/15,Czechia,2022,,,,Ammonia (NH3),2474813.2819999997
2025/12/15,United Kingdom,2013,2,Production and processing of metals,2(f),Cadmium and compounds (as Cd),11
2025/12/15,France,2008,1,Energy sector,1(d),Naphthalene,2650
2025/12/15,Netherlands,2012,4,Chemical industry,4(b),Copper and compounds (as Cu),341
2025/12/15,Belgium,2019,2,Production and processing of metals,2(b),Fluorine and inorganic compounds (as HF),6920
2025/12/15,Slovenia,2023,6,Paper and wood production and processing,6(b),Nitrogen oxides (NOX),437479
2025/12/15,Denmark,2020,6,Paper and wood production and processing,6(b),Nitrogen oxides (NOX),165362
2025/12/15,Luxembourg,2013,3,Mineral industry,3(c)(i),Carbon dioxide (CO2),600000000
2025/12/15,Poland,2019,8,Animal and vegetable products from the food and beverage sector,8(b),Carbon dioxide (CO2),139000000
2025/12/15,Romania,2019,4,Chemical industry,4(e),Non-methane volatile organic compounds (NMVOC),311000
2025/12/15,Romania,2019,3,Mineral industry,3(c)(iii),Carbon monoxide (CO),3830000
2025/12/15,Netherlands,2013,5,Waste and wastewater management,5(a),Chlorofluorocarbons (CFCs),2.43
2025/12/15,Germany,2016,3,Mineral industry,3(c)(iii),Sulphur oxides (SOX),870000
2025/12/15,France,2014,1,Energy sector,1(b),Methane (CH4),1351000
2025/12/15,Spain,2012,1,Energy sector,1(a),Polycyclic aromatic hydrocarbons (PAHs),1610
2025/12/15,France,2013,8,Animal and vegetable products from the food and beverage sector,8(a),Hydrochlorofluorocarbons (HCFCs),171.5
2025/12/15,Portugal,2022,6,Paper and wood production and processing,6(b),Chlorine and inorganic compounds (as HCl),51700
2025/12/15,Sweden,2013,2,Production and processing of metals,2(b),Particulate matter (PM10),146000
2025/12/15,Belgium,2012,7,Intensive livestock production and aquaculture,7(b),Nitrogen oxides (NOX),101000
2025/12/15,France,2018,4,Chemical industry,4(e),"1,2-dichloroethane (DCE-1,2)",3000
2025/12/15,Norway,2014,4,Chemical industry,4(b)(v),Copper and compounds (as Cu),251
2025/12/15,Spain,2013,4,Chemical industry,4(c),Nitrous oxide (N2O),375000
2025/12/15,France,2011,4,Chemical industry,4(a)(vi),Dichloromethane (DCM),36300
2025/12/15,Italy,2011,3,Mineral industry,3(e),Chlorine and inorganic compounds (as HCl),11000
2025/12/15,Finland,2013,5,Waste and wastewater management,5(d),Nitrogen oxides (NOX),507000
2025/12/15,Austria,2019,6,Paper and wood production and processing,6(b),Carbon dioxide (CO2),3563000000
2025/12/15,Denmark,2020,5,Waste and wastewater management,5(d),Zinc and compounds (as Zn),0
2025/12/15,Poland,2016,1,Energy sector,1(c),Hydrochlorofluorocarbons (HCFCs),26.99
2025/12/15,Slovenia,2021,2,Production and processing of metals,2(b),Carbon monoxide (CO),1035013
2025/12/15,Netherlands,2010,5,Waste and wastewater management,5(f),Particulate matter (PM10),51700
2025/12/15,Austria,2019,3,Mineral industry,3(c),Naphthalene,153
2025/12/15,Germany,2016,1,Energy sector,1(a),Carbon monoxide (CO),5970000
2025/12/15,United Kingdom,2008,2,Production and processing of metals,2(b),Anthracene,164
2025/12/15,Spain,2007,2,Production and processing of metals,2(e)(i),Perfluorocarbons (PFCs),18740
2025/12/15,Germany,2024,4,Chemical industry,4(b)(iv),Nitrogen oxides (NOX),606000
2025/12/15,Ireland,2007,4,Chemical industry,4(e),PCDD + PCDF (dioxins + furans) (as Teq),0.0007840000000000001
2025/12/15,Italy,2015,,,,Ammonia (NH3),17200
2025/12/15,Germany,2015,4,Chemical industry,4(a)(i),Carbon dioxide (CO2),4110000000
2025/12/15,France,2007,1,Energy sector,1(d),Methane (CH4),395000
2025/12/15,Ireland,2012,4,Chemical industry,4(b)(v),Nitrogen oxides (NOX),1450000
2025/12/15,Czechia,2008,4,Chemical industry,4(a)(i),Di-(2-ethyl hexyl) phthalate (DEHP),61
2025/12/15,Poland,2007,1,Energy sector,1(c),Hydrochlorofluorocarbons (HCFCs),215
2025/12/15,Spain,2016,4,Chemical industry,4(d),Hydro-fluorocarbons (HFCS),681
2025/12/15,Netherlands,2007,,,,Nitrogen oxides (NOX),1300000
2025/12/15,Italy,2019,5,Waste and wastewater management,5(c),Carbon dioxide (CO2),2552877000
2025/12/15,United Kingdom,2011,4,Chemical industry,4(b),Hydro-fluorocarbons (HFCS),1056
2025/12/15,Norway,2012,4,Chemical industry,4(b)(ii),Non-methane volatile organic compounds (NMVOC),118000
2025/12/15,Belgium,2023,5,Waste and wastewater management,5(a),Nitrogen oxides (NOX),113000
2025/12/15,Spain,2010,1,Energy sector,1(a),Copper and compounds (as Cu),464
2025/12/15,Poland,2020,3,Mineral industry,3(c),Hydrogen cyanide (HCN),15200
2025/12/15,Poland,2018,3,Mineral industry,3(e),Nitrogen oxides (NOX),5647000
2025/12/15,United Kingdom,2017,5,Waste and wastewater management,5(c),Nitrogen oxides (NOX),685000
2025/12/15,Germany,2018,6,Paper and wood production and processing,6(b),Non-methane volatile organic compounds (NMVOC),7463000
2025/12/15,Portugal,2017,3,Mineral industry,3(g),Nickel and compounds (as Ni),331.29999999999995
2025/12/15,France,2022,4,Chemical industry,4(a)(viii),Non-methane volatile organic compounds (NMVOC),3682000
2025/12/15,Poland,2009,1,Energy sector,1(c),Chromium and compounds (as Cr),5090
2025/12/15,Finland,2007,6,Paper and wood production and processing,6(a),Carbon dioxide (CO2),18095000000
2025/12/15,Poland,2019,1,Energy sector,1(d),Hydrogen cyanide (HCN),1712
2025/12/15,Germany,2008,3,Mineral industry,3(c)(i),Mercury and compounds (as Hg),527.3
2025/12/15,Romania,2017,7,Intensive livestock production and aquaculture,7(a)(ii),Nitrous oxide (N2O),14000
2025/12/15,Poland,2007,1,Energy sector,1(c),PCDD + PCDF (dioxins + furans) (as Teq),0.640497
2025/12/15,Belgium,2013,4,Chemical industry,4(a)(vi),Hydro-fluorocarbons (HFCS),2733
2025/12/15,Belgium,2011,3,Mineral industry,3(c)(i),"Benzo(g,h,i)perylene",0.2096
2025/12/15,Greece,2019,1,Energy sector,1(a),Cadmium and compounds (as Cd),111.2
2025/12/15,Spain,2018,4,Chemical industry,4(c),Nitrous oxide (N2O),265000
2025/12/15,France,2017,1,Energy sector,1(a),Benzene,85520
2025/12/15,Sweden,2018,9,Other activities,9(c),Non-methane volatile organic compounds (NMVOC),461000
2025/12/15,Sweden,2018,2,Production and processing of metals,2(e)(ii),Sulphur oxides (SOX),509000
2025/12/15,Germany,2011,1,Energy sector,1(a),Non-methane volatile organic compounds (NMVOC),4141000
2025/12/15,Germany,2011,1,Energy sector,1(c),Mercury and compounds (as Hg),4863.699999999999
2025/12/15,Italy,2023,3,Mineral industry,3(e),Arsenic and compounds (as As),70.74940000000001
2025/12/15,Czechia,2015,1,Energy sector,1(c),PCDD + PCDF (dioxins + furans) (as Teq),0.0014320000000000001
2025/12/15,Spain,2021,1,Energy sector,1(c),Ammonia (NH3),389700
2025/12/15,Sweden,2008,5,Waste and wastewater management,5(a),Carbon dioxide (CO2),153000000
2025/12/15,Belgium,2023,6,Paper and wood production and processing,6(a),Nickel and compounds (as Ni),149
2025/12/15,Spain,2021,1,Energy sector,1(c),Nickel and compounds (as Ni),16730.1
2025/12/15,Sweden,2017,2,Production and processing of metals,2(b),Carbon dioxide (CO2),3156000000
2025/12/15,Ireland,2011,4,Chemical industry,4(e),Hydrochlorofluorocarbons (HCFCs),16.8
2025/12/15,Germany,2011,5,Waste and wastewater management,5(a),Zinc and compounds (as Zn),874
2025/12/15,Spain,2014,2,Production and processing of metals,2(b),Cadmium and compounds (as Cd),310.3
2025/12/15,Romania,2009,4,Chemical industry,4(b)(iv),Carbon dioxide (CO2),273000000
2025/12/15,Belgium,2013,3,Mineral industry,3(c)(ii),Carbon dioxide (CO2),446000000
2025/12/15,Romania,2009,1,Energy sector,1(a),Carbon dioxide (CO2),3282000000
2025/12/15,Switzerland,2020,1,Energy sector,1(a),Benzene,1850
2025/12/15,Spain,2009,2,Production and processing of metals,2(e)(i),Nickel and compounds (as Ni),154
2025/12/15,Norway,2010,2,Production and processing of metals,2(e)(i),Arsenic and compounds (as As),260.7
2025/12/15,Norway,2016,6,Paper and wood production and processing,6(a),Non-methane volatile organic compounds (NMVOC),184000
2025/12/15,Ireland,2020,6,Paper and wood production and processing,6(b),Carbon monoxide (CO),893764
2025/12/15,Switzerland,2017,2,Production and processing of metals,2(b),Mercury and compounds (as Hg),33
2025/12/15,Germany,2014,1,Energy sector,1(e),Nickel and compounds (as Ni),56.3
2025/12/15,Bulgaria,2013,1,Energy sector,1(a),Nitrogen oxides (NOX),2370000
2025/12/15,Bulgaria,2020,2,Production and processing of metals,2(b),PCDD + PCDF (dioxins + furans) (as Teq),0.0318
2025/12/15,United Kingdom,2009,2,Production and processing of metals,2(a),Sulphur oxides (SOX),4380000
2025/12/15,Germany,2014,1,Energy sector,1(d),Particulate matter (PM10),114000
2025/12/15,Norway,2016,9,Other activities,9(d),Lead and compounds (as Pb),248
2025/12/15,Germany,2014,2,Production and processing of metals,2(d),Non-methane volatile organic compounds (NMVOC),553000
2025/12/15,Italy,2009,2,Production and processing of metals,2(c),Lead and compounds (as Pb),395
2025/12/15,Sweden,2014,2,Production and processing of metals,2(b),Nitrogen oxides (NOX),1521000
2025/12/15,Estonia,2007,3,Mineral industry,3(c)(i),Particulate matter (PM10),85000
2025/12/15,Germany,2017,4,Chemical industry,4(a)(ii),Nitrogen oxides (NOX),5972000
2025/12/15,Poland,2021,1,Energy sector,1(d),Nitrogen oxides (NOX),5122000
2025/12/15,United Kingdom,2011,5,Waste and wastewater management,5(d),PCDD + PCDF (dioxins + furans) (as Teq),0.00238
2025/12/15,Denmark,2023,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Non-methane volatile organic compounds (NMVOC),149000
2025/12/15,Luxembourg,2007,2,Production and processing of metals,2(b),Naphthalene,1829
2025/12/15,Belgium,2022,4,Chemical industry,4(b)(v),Nitrogen oxides (NOX),187000
2025/12/15,Serbia,2024,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Carbon monoxide (CO),2380000
2025/12/15,Czechia,2016,2,Production and processing of metals,2(e)(ii),Arsenic and compounds (as As),139
2025/12/15,Czechia,2008,4,Chemical industry,4(a)(x),Nitrous oxide (N2O),63600
2025/12/15,Spain,2021,4,Chemical industry,4(a)(ii),Carbon dioxide (CO2),331000000
2025/12/15,France,2019,5,Waste and wastewater management,5(b),Cadmium and compounds (as Cd),47.1
2025/12/15,Sweden,2023,4,Chemical industry,4(f),Non-methane volatile organic compounds (NMVOC),127000
2025/12/15,Ireland,2021,9,Other activities,9(c),Hydro-fluorocarbons (HFCS),754.71
2025/12/15,Poland,2018,9,Other activities,9(d),Methane (CH4),104000
2025/12/15,Germany,2007,4,Chemical industry,4(b)(i),Nickel and compounds (as Ni),56
2025/12/15,Lithuania,2020,4,Chemical industry,4(c),Nitrogen oxides (NOX),843000
2025/12/15,Germany,2010,5,Waste and wastewater management,5(b),Ammonia (NH3),41200
2025/12/15,France,2017,1,Energy sector,1(c),Perfluorocarbons (PFCs),8190
2025/12/15,Netherlands,2008,2,Production and processing of metals,2(c)(iii),Zinc and compounds (as Zn),1180
2025/12/15,Italy,2022,1,Energy sector,1(c),Sulphur hexafluoride (SF6),571.45
2025/12/15,United Kingdom,2011,2,Production and processing of metals,2(c)(i),Mercury and compounds (as Hg),182
2025/12/15,Ireland,2013,3,Mineral industry,3(c)(ii),Nitrogen oxides (NOX),2780000
2025/12/15,Portugal,2016,4,Chemical industry,4(a)(i),Chlorine and inorganic compounds (as HCl),12100
2025/12/15,Spain,2012,7,Intensive livestock production and aquaculture,7(a)(iii),Methane (CH4),3623000
2025/12/15,Norway,2017,1,Energy sector,1(a),Particulate matter (PM10),95600
2025/12/15,Poland,2015,1,Energy sector,1(c),Ammonia (NH3),150400
2025/12/15,Belgium,2009,2,Production and processing of metals,2(b),Hydrogen cyanide (HCN),19780
2025/12/15,Portugal,2013,3,Mineral industry,3(c)(i),Mercury and compounds (as Hg),16.9
2025/12/15,Hungary,2013,7,Intensive livestock production and aquaculture,7(a)(ii),Methane (CH4),104000
2025/12/15,Belgium,2012,2,Production and processing of metals,2(b),Anthracene,2250
2025/12/15,Denmark,2022,1,Energy sector,1(a),Carbon dioxide (CO2),928993000
2025/12/15,France,2018,5,Waste and wastewater management,5(a),Hydro-fluorocarbons (HFCS),495
2025/12/15,Netherlands,2010,6,Paper and wood production and processing,6(b),Carbon dioxide (CO2) excluding biomass,526000000
2025/12/15,Romania,2022,1,Energy sector,1(c),Nitrous oxide (N2O),43100
2025/12/15,Finland,2016,1,Energy sector,1(a),Carbon monoxide (CO),1570000
2025/12/15,United Kingdom,2016,1,Energy sector,1(c),Copper and compounds (as Cu),727
2025/12/15,Germany,2018,4,Chemical industry,4(b)(v),Copper and compounds (as Cu),103
2025/12/15,France,2021,9,Other activities,9(d),Nitrogen oxides (NOX),508000
2025/12/15,Luxembourg,2010,3,Mineral industry,3(e),Carbon dioxide (CO2),245000000
2025/12/15,France,2011,4,Chemical industry,4(a)(viii),Trichloromethane,3640
2025/12/15,United Kingdom,2013,4,Chemical industry,4(a),Naphthalene,147
2025/12/15,Netherlands,2021,5,Waste and wastewater management,5(b),Hydrochlorofluorocarbons (HCFCs),1.1
2025/12/15,Germany,2016,4,Chemical industry,4(b)(iv),Sulphur oxides (SOX),439000
2025/12/15,Sweden,2011,2,Production and processing of metals,2(e)(ii),Sulphur oxides (SOX),398000
2025/12/15,Spain,2020,2,Production and processing of metals,2(e)(ii),Sulphur oxides (SOX),682000
2025/12/15,Luxembourg,2013,3,Mineral industry,3(c)(i),Nitrogen oxides (NOX),527000
2025/12/15,Czechia,2017,4,Chemical industry,4(a)(ii),Arsenic and compounds (as As),83.5
2025/12/15,United Kingdom,2013,2,Production and processing of metals,2(e)(i),Fluorine and inorganic compounds (as HF),30000
2025/12/15,Netherlands,2013,2,Production and processing of metals,2(e)(ii),Nitrogen oxides (NOX),1413000
2025/12/15,Slovenia,2023,1,Energy sector,1(c),Chlorine and inorganic compounds (as HCl),26553
2025/12/15,Netherlands,2016,4,Chemical industry,4(a)(i),Ammonia (NH3),105000
