PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,EPRTRAnnexIMainActivity,Pollutant,Releases
2025/12/15,Finland,2007,2,Production and processing of metals,2(f),Hydro-fluorocarbons (HFCS),175
2025/12/15,Italy,2008,1,Energy sector,1(c),Zinc and compounds (as Zn),16463
2025/12/15,Austria,2015,2,Production and processing of metals,2(b),Carbon dioxide (CO2),11620000000
2025/12/15,France,2008,1,Energy sector,1(a),Ammonia (NH3),43500
2025/12/15,Germany,2010,1,Energy sector,1(a),Chromium and compounds (as Cr),235
2025/12/15,Germany,2019,1,Energy sector,1(c),Chromium and compounds (as Cr),1214
2025/12/15,Belgium,2018,4,Chemical industry,4(a)(ii),Hydro-fluorocarbons (HFCS),135940
2025/12/15,Poland,2018,1,Energy sector,1(d),Benzene,5990
2025/12/15,France,2009,6,Paper and wood production and processing,6(a),Cadmium and compounds (as Cd),25
2025/12/15,Netherlands,2013,4,Chemical industry,4(a)(viii),"1,2-dichloroethane (DCE-1,2)",34550
2025/12/15,Slovakia,2015,3,Mineral industry,3(e),Chromium and compounds (as Cr),108
2025/12/15,Austria,2015,2,Production and processing of metals,2(b),Cadmium and compounds (as Cd),27.9
2025/12/15,Belgium,2019,2,Production and processing of metals,2(f),Non-methane volatile organic compounds (NMVOC),445000
2025/12/15,Germany,2008,4,Chemical industry,4(a)(ii),Methane (CH4),307000
2025/12/15,United Kingdom,2018,2,Production and processing of metals,2(d),Zinc and compounds (as Zn),991
2025/12/15,Spain,2013,3,Mineral industry,3(g),Carbon dioxide (CO2),269000000
2025/12/15,Germany,2008,3,Mineral industry,3(c)(i),Naphthalene,1644
2025/12/15,Spain,2022,4,Chemical industry,4(b)(v),Carbon monoxide (CO),3624000
2025/12/15,Finland,2019,2,Production and processing of metals,2(b),Mercury and compounds (as Hg),129
2025/12/15,France,2018,5,Waste and wastewater management,5(b),Copper and compounds (as Cu),655
2025/12/15,Hungary,2021,7,Intensive livestock production and aquaculture,7(a)(ii),Ammonia (NH3),6155900
2025/12/15,Sweden,2007,2,Production and processing of metals,2(a),Arsenic and compounds (as As),68.9
2025/12/15,Belgium,2013,2,Production and processing of metals,2(e)(i),Cadmium and compounds (as Cd),44.2
2025/12/15,France,2018,2,Production and processing of metals,2(c)(i),Zinc and compounds (as Zn),2080
2025/12/15,France,2018,1,Energy sector,1(c),Non-methane volatile organic compounds (NMVOC),2613000
2025/12/15,Poland,2022,7,Intensive livestock production and aquaculture,7(a),Nitrous oxide (N2O),93600
2025/12/15,France,2008,1,Energy sector,1(a),Particulate matter (PM10),579700
2025/12/15,Bulgaria,2023,4,Chemical industry,4(a)(viii),Nitrogen oxides (NOX),595292
2025/12/15,Belgium,2008,2,Production and processing of metals,2(b),Mercury and compounds (as Hg),519.2
2025/12/15,Germany,2017,5,Waste and wastewater management,5(b),Cadmium and compounds (as Cd),22.9
2025/12/15,Germany,2014,1,Energy sector,1(c),Copper and compounds (as Cu),1759
2025/12/15,Greece,2016,3,Mineral industry,3(c)(i),Cadmium and compounds (as Cd),23.2
2025/12/15,Austria,2013,6,Paper and wood production and processing,6(b),Nitrogen oxides (NOX),3790000
2025/12/15,Czechia,2007,2,Production and processing of metals,2(c)(i),Carbon monoxide (CO),2300000
2025/12/15,Italy,2015,2,Production and processing of metals,2(e),Carbon dioxide (CO2),260000000
2025/12/15,Romania,2012,1,Energy sector,1(c),Carbon monoxide (CO),3068000
2025/12/15,France,2021,9,Other activities,9(d),Cadmium and compounds (as Cd),21.6
2025/12/15,Germany,2008,2,Production and processing of metals,2(b),Sulphur oxides (SOX),16405000
2025/12/15,Spain,2010,6,Paper and wood production and processing,6(b),Nickel and compounds (as Ni),3117
2025/12/15,Spain,2011,3,Mineral industry,3(c)(i),Non-methane volatile organic compounds (NMVOC),886000
2025/12/15,Sweden,2021,9,Other activities,9(c),Hydro-fluorocarbons (HFCS),208
2025/12/15,France,2009,3,Mineral industry,3(c)(ii),Polycyclic aromatic hydrocarbons (PAHs),83.9
2025/12/15,Portugal,2011,3,Mineral industry,3(c)(i),Particulate matter (PM10),79600
2025/12/15,Finland,2022,4,Chemical industry,4(c),Nitrogen oxides (NOX),928000
2025/12/15,Bulgaria,2020,6,Paper and wood production and processing,6(b),Carbon dioxide (CO2),601601736
2025/12/15,Romania,2024,4,Chemical industry,4(e),Non-methane volatile organic compounds (NMVOC),405000
2025/12/15,France,2012,4,Chemical industry,4(a)(viii),Dichloromethane (DCM),69960
2025/12/15,Finland,2017,2,Production and processing of metals,2(e)(i),Lead and compounds (as Pb),362
2025/12/15,Denmark,2021,5,Waste and wastewater management,5(f),Lead and compounds (as Pb),0
2025/12/15,Switzerland,2015,1,Energy sector,1(a),Benzene,3100
2025/12/15,Denmark,2021,1,Energy sector,1(a),Methane (CH4),2090000
2025/12/15,Romania,2019,2,Production and processing of metals,2(b),Copper and compounds (as Cu),204
2025/12/15,Cyprus,2013,3,Mineral industry,3(c)(i),Carbon dioxide (CO2),1190000000
2025/12/15,Portugal,2019,5,Waste and wastewater management,5(e),Copper and compounds (as Cu),273
2025/12/15,France,2023,2,Production and processing of metals,2(e)(ii),PCDD + PCDF (dioxins + furans) (as Teq),0.000114
2025/12/15,Romania,2023,3,Mineral industry,3(f),Ammonia (NH3),30700
2025/12/15,Belgium,2022,3,Mineral industry,3(g),Fluorine and inorganic compounds (as HF),7630
2025/12/15,Switzerland,2021,1,Energy sector,1(c),Carbon dioxide (CO2),210000000
2025/12/15,Portugal,2011,3,Mineral industry,3(g),Chromium and compounds (as Cr),108
2025/12/15,United Kingdom,2007,3,Mineral industry,3(c),Zinc and compounds (as Zn),1364
2025/12/15,Czechia,2021,6,Paper and wood production and processing,6(b),Carbon dioxide (CO2),310066010
2025/12/15,Italy,2012,9,Other activities,9(a),Tetrachloromethane (TCM),5530
2025/12/15,Netherlands,2012,,,,Carbon dioxide (CO2),1139000000
2025/12/15,Germany,2010,4,Chemical industry,4(b)(i),Hydro-fluorocarbons (HFCS),426
2025/12/15,United Kingdom,2012,3,Mineral industry,3(e),Nitrogen oxides (NOX),10227000
2025/12/15,Norway,2017,4,Chemical industry,4(b)(v),Particulate matter (PM10),100000
2025/12/15,United Kingdom,2010,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Chlorofluorocarbons (CFCs),30
2025/12/15,Lithuania,2019,4,Chemical industry,4(c),Ammonia (NH3),519400
2025/12/15,France,2007,2,Production and processing of metals,2(e)(ii),Perfluorocarbons (PFCs),55700
2025/12/15,Sweden,2021,8,Animal and vegetable products from the food and beverage sector,8(b),Hydro-fluorocarbons (HFCS),159
2025/12/15,Portugal,2016,5,Waste and wastewater management,5(b),Methane (CH4),1270000
2025/12/15,Poland,2021,3,Mineral industry,3(c),Chromium and compounds (as Cr),201
2025/12/15,Czechia,2013,2,Production and processing of metals,2(f),Non-methane volatile organic compounds (NMVOC),272000
2025/12/15,United Kingdom,2012,2,Production and processing of metals,2(a),Carbon monoxide (CO),101000000
2025/12/15,Germany,2021,1,Energy sector,1(c),Zinc and compounds (as Zn),1340
2025/12/15,Finland,2015,6,Paper and wood production and processing,6(b),Non-methane volatile organic compounds (NMVOC),164000
2025/12/15,United Kingdom,2012,2,Production and processing of metals,2(a),Copper and compounds (as Cu),414
2025/12/15,Belgium,2007,6,Paper and wood production and processing,6(b),Sulphur oxides (SOX),390000
2025/12/15,Poland,2015,7,Intensive livestock production and aquaculture,7(b),Carbon dioxide (CO2),4101000000
2025/12/15,Czechia,2013,2,Production and processing of metals,2(d),Sulphur oxides (SOX),516000
2025/12/15,Poland,2012,7,Intensive livestock production and aquaculture,7(a),Ammonia (NH3),1598300
2025/12/15,United Kingdom,2009,6,Paper and wood production and processing,6(b),Benzene,1840
2025/12/15,Poland,2016,7,Intensive livestock production and aquaculture,7(b),Carbon dioxide (CO2),3599000000
2025/12/15,Croatia,2015,3,Mineral industry,3(f),Sulphur oxides (SOX),315000
2025/12/15,France,2010,4,Chemical industry,4(a)(x),Dichloromethane (DCM),7780
2025/12/15,Poland,2024,5,Waste and wastewater management,5(b),Nitrogen oxides (NOX),663000
2025/12/15,Czechia,2012,1,Energy sector,1(c),Carbon monoxide (CO),3932000
2025/12/15,France,2021,9,Other activities,9(d),Carbon dioxide (CO2),185000000
2025/12/15,Greece,2023,1,Energy sector,1(a),Mercury and compounds (as Hg),120
2025/12/15,Belgium,2007,1,Energy sector,1(a),Nitrous oxide (N2O),138700
2025/12/15,Poland,2011,6,Paper and wood production and processing,6(a),Sulphur oxides (SOX),1550000
2025/12/15,Czechia,2022,3,Mineral industry,3(g),Carbon dioxide (CO2) excluding biomass,2666196
2025/12/15,Portugal,2008,6,Paper and wood production and processing,6(a),Hydrochlorofluorocarbons (HCFCs),232
2025/12/15,Belgium,2022,3,Mineral industry,3(e),Polychlorinated biphenyls (PCBs),8.092
2025/12/15,Portugal,2024,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Cadmium and compounds (as Cd),68.3
2025/12/15,Cyprus,2008,3,Mineral industry,3(c)(i),Nickel and compounds (as Ni),56.7
2025/12/15,United Kingdom,2013,2,Production and processing of metals,2(a),Ammonia (NH3),78200
2025/12/15,United Kingdom,2008,5,Waste and wastewater management,5(f),Dichloromethane (DCM),2300
2025/12/15,Switzerland,2008,4,Chemical industry,4(b)(ii),Mercury and compounds (as Hg),17
2025/12/15,Serbia,2019,3,Mineral industry,3(c)(i),Sulphur oxides (SOX),421000
2025/12/15,Slovakia,2011,2,Production and processing of metals,2(b),Arsenic and compounds (as As),119
2025/12/15,Denmark,2014,1,Energy sector,1(a),Sulphur oxides (SOX),956000
2025/12/15,Hungary,2010,3,Mineral industry,3(a),Carbon dioxide (CO2),110000000
2025/12/15,Belgium,2014,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Carbon dioxide (CO2),286000000
2025/12/15,Norway,2013,1,Energy sector,1(a),Sulphur oxides (SOX),1111000
2025/12/15,Portugal,2009,1,Energy sector,1(c),Copper and compounds (as Cu),1230
2025/12/15,Bulgaria,2008,2,Production and processing of metals,2(b),Nitrogen oxides (NOX),154000
2025/12/15,Greece,2010,2,Production and processing of metals,2(e),Carbon dioxide (CO2),1390000000
2025/12/15,Croatia,2023,3,Mineral industry,3(c)(i),Mercury and compounds (as Hg),44.3
2025/12/15,Ireland,2010,2,Production and processing of metals,2(f),Dichloromethane (DCM),3490
2025/12/15,Netherlands,2021,5,Waste and wastewater management,5(c),Non-methane volatile organic compounds (NMVOC),113000
2025/12/15,Czechia,2008,4,Chemical industry,4(a)(i),Particulate matter (PM10),215000
2025/12/15,Poland,2010,1,Energy sector,1(b),Particulate matter (PM10),143400
2025/12/15,France,2016,4,Chemical industry,4(b)(ii),Sulphur oxides (SOX),331000
2025/12/15,Ireland,2012,6,Paper and wood production and processing,6(b),Nitrogen oxides (NOX),346000
2025/12/15,Germany,2014,4,Chemical industry,4(a),Vinyl chloride,14700
2025/12/15,Finland,2009,1,Energy sector,1(a),Carbon dioxide (CO2) excluding biomass,3475000000
2025/12/15,Portugal,2018,2,Production and processing of metals,2(d),Arsenic and compounds (as As),69.5
2025/12/15,Greece,2014,3,Mineral industry,3(c)(i),Ammonia (NH3),185400
2025/12/15,Netherlands,2023,4,Chemical industry,4(a)(i),Methane (CH4),151000
2025/12/15,Netherlands,2009,3,Mineral industry,3(e),Arsenic and compounds (as As),115.9
2025/12/15,Germany,2013,4,Chemical industry,4(a)(ii),Nitrous oxide (N2O),1760000
2025/12/15,Austria,2015,3,Mineral industry,3(b),Particulate matter (PM10),424000
2025/12/15,Finland,2024,4,Chemical industry,4(a)(viii),Non-methane volatile organic compounds (NMVOC),1068000
2025/12/15,Germany,2012,2,Production and processing of metals,2(a),Carbon dioxide (CO2),5320000000
2025/12/15,Ireland,2022,9,Other activities,9(c),Perfluorocarbons (PFCs),6115.7
2025/12/15,Slovakia,2022,3,Mineral industry,3(e),Chromium and compounds (as Cr),148
2025/12/15,United Kingdom,2018,3,Mineral industry,3(c),Cadmium and compounds (as Cd),14
2025/12/15,Estonia,2011,3,Mineral industry,3(c)(i),Carbon dioxide (CO2) excluding biomass,827000000
2025/12/15,Netherlands,2017,1,Energy sector,1(a),Hydrochlorofluorocarbons (HCFCs),2.3
2025/12/15,Switzerland,2019,1,Energy sector,1(c),Methane (CH4),97100
2025/12/15,Germany,2015,3,Mineral industry,3(c),Nitrogen oxides (NOX),2633000
2025/12/15,France,2008,,,,Fluorine and inorganic compounds (as HF),73320
2025/12/15,France,2009,6,Paper and wood production and processing,6(a),Nitrogen oxides (NOX),2624000
2025/12/15,Netherlands,2022,5,Waste and wastewater management,5(a),Chlorofluorocarbons (CFCs),110.9
2025/12/15,United Kingdom,2017,1,Energy sector,1(a),Carbon monoxide (CO),4050000
2025/12/15,Sweden,2014,5,Waste and wastewater management,5(b),Carbon dioxide (CO2) excluding biomass,1308301000
2025/12/15,Denmark,2007,5,Waste and wastewater management,5(a),Polychlorinated biphenyls (PCBs),0.58
2025/12/15,Austria,2015,2,Production and processing of metals,2(b),Nitrogen oxides (NOX),3480000
2025/12/15,Denmark,2024,7,Intensive livestock production and aquaculture,7(a)(iii),Ammonia (NH3),346076.601
2025/12/15,United Kingdom,2008,4,Chemical industry,4(a),Lead and compounds (as Pb),3230
2025/12/15,Belgium,2021,2,Production and processing of metals,2(e)(i),Copper and compounds (as Cu),564
2025/12/15,Germany,2021,4,Chemical industry,4(c),Ammonia (NH3),321000
2025/12/15,Spain,2013,4,Chemical industry,4(e),Dichloromethane (DCM),481670
2025/12/15,Spain,2013,3,Mineral industry,3(g),Nitrogen oxides (NOX),2920000
2025/12/15,Portugal,2023,2,Production and processing of metals,2(e)(ii),Lead and compounds (as Pb),880
2025/12/15,Sweden,2013,7,Intensive livestock production and aquaculture,7(a)(ii),Ammonia (NH3),654300
2025/12/15,Germany,2015,4,Chemical industry,4(a)(viii),Hydro-fluorocarbons (HFCS),563
2025/12/15,United Kingdom,2018,3,Mineral industry,3(c),Nitrogen oxides (NOX),14299000
2025/12/15,Belgium,2013,2,Production and processing of metals,2(f),Non-methane volatile organic compounds (NMVOC),1669000
2025/12/15,Germany,2023,2,Production and processing of metals,2(b),Particulate matter (PM10),1734500
2025/12/15,Italy,2012,2,Production and processing of metals,2(b),Polychlorinated biphenyls (PCBs),9.976
2025/12/15,Poland,2007,2,Production and processing of metals,2(e),Sulphur oxides (SOX),5243000
2025/12/15,France,2017,2,Production and processing of metals,2(e)(i),Fluorine and inorganic compounds (as HF),210100
2025/12/15,Czechia,2015,4,Chemical industry,4(a)(ii),Sulphur oxides (SOX),815000
2025/12/15,France,2017,2,Production and processing of metals,2(b),Methane (CH4),501000
2025/12/15,Germany,2011,1,Energy sector,1(c),Sulphur oxides (SOX),135235000
2025/12/15,Germany,2011,2,Production and processing of metals,2(e)(i),Lead and compounds (as Pb),5067
2025/12/15,Germany,2020,4,Chemical industry,4(b)(i),Ammonia (NH3),184000
2025/12/15,Denmark,2015,1,Energy sector,1(a),Particulate matter (PM10),117000
2025/12/15,Austria,2013,6,Paper and wood production and processing,6(b),Carbon dioxide (CO2),3030000000
2025/12/15,Czechia,2019,5,Waste and wastewater management,5(b),Mercury and compounds (as Hg),2.26
2025/12/15,Spain,2014,2,Production and processing of metals,2(d),Zinc and compounds (as Zn),207
2025/12/15,Austria,2011,3,Mineral industry,3(c),Carbon monoxide (CO),14299000
2025/12/15,Poland,2017,1,Energy sector,1(a),Dichloromethane (DCM),1110
2025/12/15,Sweden,2016,1,Energy sector,1(c),Carbon dioxide (CO2),11845000000
2025/12/15,Sweden,2021,2,Production and processing of metals,2(e)(ii),Zinc and compounds (as Zn),863
2025/12/15,Spain,2024,1,Energy sector,1(c),Sulphur hexafluoride (SF6),290
2025/12/15,France,2020,4,Chemical industry,4(b)(ii),Particulate matter (PM10),199000
2025/12/15,Romania,2024,3,Mineral industry,3(c)(i),Ammonia (NH3),159100
2025/12/15,Poland,2008,6,Paper and wood production and processing,6(b),Nitrous oxide (N2O),13600
2025/12/15,Netherlands,2016,1,Energy sector,1(c),Fluorine and inorganic compounds (as HF),6980
2025/12/15,Germany,2010,4,Chemical industry,4(a)(ii),Non-methane volatile organic compounds (NMVOC),1039000
2025/12/15,Bulgaria,2020,6,Paper and wood production and processing,6(b),Nitrogen oxides (NOX),375217
2025/12/15,Czechia,2020,4,Chemical industry,4(a)(vii),Mercury and compounds (as Hg),17
2025/12/15,Germany,2018,1,Energy sector,1(c),Nickel and compounds (as Ni),2800.1000000000004
2025/12/15,Norway,2016,4,Chemical industry,4(b)(v),Sulphur oxides (SOX),757000
2025/12/15,Austria,2009,5,Waste and wastewater management,5(a),Carbon dioxide (CO2),276000000
2025/12/15,Romania,2013,7,Intensive livestock production and aquaculture,7(a)(i),Ammonia (NH3),8560300
2025/12/15,Sweden,2019,2,Production and processing of metals,2(d),Benzene,6890
2025/12/15,Latvia,2014,6,Paper and wood production and processing,6(b),Non-methane volatile organic compounds (NMVOC),472000
2025/12/15,Poland,2021,8,Animal and vegetable products from the food and beverage sector,8(a),Hydrochlorofluorocarbons (HCFCs),100
2025/12/15,France,2020,6,Paper and wood production and processing,6(a),Carbon monoxide (CO),7162000
2025/12/15,Poland,2007,3,Mineral industry,3(e),Ammonia (NH3),140000
2025/12/15,Germany,2018,3,Mineral industry,3(g),Nitrogen oxides (NOX),490000
2025/12/15,Slovakia,2018,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Sulphur oxides (SOX),191000
2025/12/15,France,2008,4,Chemical industry,4(b)(iv),Non-methane volatile organic compounds (NMVOC),108000
2025/12/15,Belgium,2009,4,Chemical industry,4(a)(i),Carbon dioxide (CO2),1065000000
2025/12/15,Germany,2017,4,Chemical industry,4(b)(v),Zinc and compounds (as Zn),7057
2025/12/15,Netherlands,2007,6,Paper and wood production and processing,6(b),Carbon dioxide (CO2),663000000
2025/12/15,France,2015,2,Production and processing of metals,2(c)(i),Naphthalene,2540
2025/12/15,France,2007,5,Waste and wastewater management,5(b),Ammonia (NH3),18900
2025/12/15,Italy,2015,3,Mineral industry,3(c),Benzene,1330
2025/12/15,Ireland,2007,7,Intensive livestock production and aquaculture,7(a)(iii),Ammonia (NH3),65300
2025/12/15,Lithuania,2022,3,Mineral industry,3(g),Particulate matter (PM10),0
2025/12/15,United Kingdom,2012,3,Mineral industry,3(e),Carbon dioxide (CO2),1101000000
2025/12/15,Italy,2022,1,Energy sector,1(c),Benzene,2200.374
2025/12/15,Greece,2024,1,Energy sector,1(c),Carbon monoxide (CO),1211000
2025/12/15,Belgium,2020,5,Waste and wastewater management,5(b),Chlorine and inorganic compounds (as HCl),10700
2025/12/15,Poland,2015,5,Waste and wastewater management,5(d),Sulphur oxides (SOX),406000
2025/12/15,Finland,2020,6,Paper and wood production and processing,6(a),Particulate matter (PM10),874200
2025/12/15,Czechia,2009,1,Energy sector,1(c),Sulphur oxides (SOX),106790000
2025/12/15,Netherlands,2016,4,Chemical industry,4(a)(viii),Dichloromethane (DCM),12800
2025/12/15,Romania,2023,4,Chemical industry,4(c),Ammonia (NH3),19700
2025/12/15,Sweden,2012,1,Energy sector,1(a),Non-methane volatile organic compounds (NMVOC),7920000
2025/12/15,United Kingdom,2016,5,Waste and wastewater management,5(a),Nitrogen oxides (NOX),1286000
2025/12/15,Slovenia,2016,2,Production and processing of metals,2(e)(i),Particulate matter (PM10),81900
2025/12/15,Poland,2023,1,Energy sector,1(a),Chromium and compounds (as Cr),2110
2025/12/15,Cyprus,2013,3,Mineral industry,3(c)(i),Nitrogen oxides (NOX),1760000
2025/12/15,Poland,2009,9,Other activities,9(d),Methane (CH4),114000
2025/12/15,Denmark,2020,5,Waste and wastewater management,5(b),Fluorine and inorganic compounds (as HF),538.923
2025/12/15,Spain,2008,3,Mineral industry,3(c)(iii),Polycyclic aromatic hydrocarbons (PAHs),303.9
2025/12/15,Latvia,2019,4,Chemical industry,4(e),Dichloromethane (DCM),1310
2025/12/15,Spain,2017,3,Mineral industry,3(c)(i),Hydrogen cyanide (HCN),624
2025/12/15,Poland,2017,1,Energy sector,1(d),Carbon monoxide (CO),6326000
2025/12/15,France,2015,3,Mineral industry,3(c)(i),Nitrous oxide (N2O),47400
2025/12/15,Luxembourg,2012,2,Production and processing of metals,2(b),Nitrogen oxides (NOX),824000
2025/12/15,United Kingdom,2010,4,Chemical industry,4(a),Perfluorocarbons (PFCs),5410
2025/12/15,Czechia,2020,3,Mineral industry,3(f),Ammonia (NH3),98076
2025/12/15,Portugal,2008,2,Production and processing of metals,2(e)(ii),Nickel and compounds (as Ni),66
2025/12/15,Italy,2013,1,Energy sector,1(a),Chromium and compounds (as Cr),360
2025/12/15,Finland,2008,1,Energy sector,1(c),Mercury and compounds (as Hg),56.00000000000001
2025/12/15,Poland,2017,2,Production and processing of metals,2(b),Zinc and compounds (as Zn),36746
2025/12/15,Spain,2012,5,Waste and wastewater management,5(a),Cadmium and compounds (as Cd),25.1
2025/12/15,Finland,2023,3,Mineral industry,3(c)(i),Nitrogen oxides (NOX),1151000
2025/12/15,Hungary,2010,3,Mineral industry,3(c),Ammonia (NH3),14300
2025/12/15,Netherlands,2012,2,Production and processing of metals,2(b),Mercury and compounds (as Hg),188
2025/12/15,Switzerland,2008,1,Energy sector,1(a),Non-methane volatile organic compounds (NMVOC),1582000
2025/12/15,Finland,2023,2,Production and processing of metals,2(b),Arsenic and compounds (as As),44.3
2025/12/15,Italy,2007,2,Production and processing of metals,2(b),Fluorine and inorganic compounds (as HF),23710
2025/12/15,Portugal,2020,7,Intensive livestock production and aquaculture,7(a)(i),Nitrous oxide (N2O),19100
2025/12/15,Sweden,2013,4,Chemical industry,4(a)(ii),Carbon dioxide (CO2),177000000
2025/12/15,Austria,2019,3,Mineral industry,3(b),Particulate matter (PM10),479000
2025/12/15,Italy,2008,3,Mineral industry,3(c),Zinc and compounds (as Zn),3910
2025/12/15,Switzerland,2016,4,Chemical industry,4(e),Carbon dioxide (CO2),368000000
2025/12/15,France,2010,4,Chemical industry,4(b)(iv),Arsenic and compounds (as As),81
2025/12/15,Denmark,2011,6,Paper and wood production and processing,6(b),Nitrogen oxides (NOX),101000
2025/12/15,Slovenia,2019,1,Energy sector,1(c),Copper and compounds (as Cu),110
2025/12/15,France,2015,,,,Lead and compounds (as Pb),519
2025/12/15,Slovenia,2018,2,Production and processing of metals,2(b),Chromium and compounds (as Cr),294.01
2025/12/15,Portugal,2008,6,Paper and wood production and processing,6(b),Cadmium and compounds (as Cd),11
2025/12/15,Hungary,2012,1,Energy sector,1(c),Chlorine and inorganic compounds (as HCl),10800
2025/12/15,United Kingdom,2017,1,Energy sector,1(c),Cadmium and compounds (as Cd),60.9
2025/12/15,Poland,2024,8,Animal and vegetable products from the food and beverage sector,8(c),Perfluorocarbons (PFCs),1400
2025/12/15,Finland,2011,6,Paper and wood production and processing,6(a),Chlorine and inorganic compounds (as HCl),65800
2025/12/15,Romania,2016,1,Energy sector,1(a),Carbon dioxide (CO2),2440000000
2025/12/15,Bulgaria,2008,2,Production and processing of metals,2(b),Cadmium and compounds (as Cd),41.8
2025/12/15,Netherlands,2013,2,Production and processing of metals,2(b),Naphthalene,1310
2025/12/15,Ireland,2019,9,Other activities,9(c),Perfluorocarbons (PFCs),7938
2025/12/15,Poland,2017,4,Chemical industry,4(c),Carbon dioxide (CO2),2948000000
2025/12/15,Germany,2012,2,Production and processing of metals,2(a),Nitrogen oxides (NOX),5760000
2025/12/15,France,2019,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Hydrochlorofluorocarbons (HCFCs),1.19
2025/12/15,Austria,2019,4,Chemical industry,4(c),Nitrous oxide (N2O),272000
2025/12/15,Spain,2012,5,Waste and wastewater management,5(a),Sulphur oxides (SOX),159000
2025/12/15,Germany,2019,2,Production and processing of metals,2(a),Nickel and compounds (as Ni),111
2025/12/15,Ireland,2008,4,Chemical industry,4(e),Hydrochlorofluorocarbons (HCFCs),2041.5
2025/12/15,Germany,2009,4,Chemical industry,4(e),Non-methane volatile organic compounds (NMVOC),1250000
2025/12/15,United Kingdom,2009,8,Animal and vegetable products from the food and beverage sector,8(c),Hydrochlorofluorocarbons (HCFCs),1873
2025/12/15,France,2008,5,Waste and wastewater management,5(b),Carbon dioxide (CO2),6313000000
2025/12/15,Norway,2014,2,Production and processing of metals,2(e)(i),Particulate matter (PM10),3134400
2025/12/15,Poland,2018,3,Mineral industry,3(e),Sulphur oxides (SOX),1002000
2025/12/15,Poland,2010,6,Paper and wood production and processing,6(a),Nitrogen oxides (NOX),1672000
2025/12/15,Belgium,2017,1,Energy sector,1(c),Methane (CH4),619000
2025/12/15,France,2009,6,Paper and wood production and processing,6(a),Sulphur oxides (SOX),745000
2025/12/15,United Kingdom,2008,4,Chemical industry,4(b),Carbon dioxide (CO2),3829000000
2025/12/15,United Kingdom,2017,5,Waste and wastewater management,5(c),Carbon dioxide (CO2),1863000000
2025/12/15,Italy,2014,1,Energy sector,1(a),Nickel and compounds (as Ni),1829.3
2025/12/15,France,2012,3,Mineral industry,3(c)(iii),Sulphur oxides (SOX),1400000
2025/12/15,France,2007,4,Chemical industry,4(a)(vi),Tetrachloromethane (TCM),7860
2025/12/15,Spain,2013,1,Energy sector,1(a),Carbon dioxide (CO2),14149000000
2025/12/15,France,2011,2,Production and processing of metals,2(e)(i),Hydrochlorofluorocarbons (HCFCs),33
2025/12/15,Italy,2014,1,Energy sector,1(a),Particulate matter (PM10),303000
2025/12/15,Spain,2018,2,Production and processing of metals,2(b),Mercury and compounds (as Hg),220.70000000000002
2025/12/15,Germany,2024,4,Chemical industry,4(b)(iii),Carbon dioxide (CO2),224000000
2025/12/15,Switzerland,2013,1,Energy sector,1(c),Ammonia (NH3),28800
2025/12/15,France,2019,5,Waste and wastewater management,5(a),Benzene,1320
2025/12/15,Belgium,2011,4,Chemical industry,4(b),Non-methane volatile organic compounds (NMVOC),175000
2025/12/15,Spain,2017,4,Chemical industry,4(a)(ii),Nitrogen oxides (NOX),2535000
2025/12/15,Belgium,2011,4,Chemical industry,4(b),Hydrochlorofluorocarbons (HCFCs),144
2025/12/15,Spain,2011,4,Chemical industry,4(a)(i),PCDD + PCDF (dioxins + furans) (as Teq),0.000358
2025/12/15,Netherlands,2009,4,Chemical industry,4(a)(i),Nitrogen oxides (NOX),4900000
2025/12/15,United Kingdom,2012,8,Animal and vegetable products from the food and beverage sector,8(c),Hydrochlorofluorocarbons (HCFCs),60
2025/12/15,France,2011,4,Chemical industry,4(a)(iii),Sulphur oxides (SOX),1580000
2025/12/15,Netherlands,2015,5,Waste and wastewater management,5(b),Nitrous oxide (N2O),265000
2025/12/15,France,2009,5,Waste and wastewater management,5(f),Mercury and compounds (as Hg),42.1
2025/12/15,France,2014,4,Chemical industry,4(b)(i),Mercury and compounds (as Hg),84
2025/12/15,Poland,2008,1,Energy sector,1(a),Nickel and compounds (as Ni),1580
2025/12/15,Sweden,2022,1,Energy sector,1(a),Carbon dioxide (CO2),2658000000
2025/12/15,Germany,2020,1,Energy sector,1(a),Sulphur oxides (SOX),23873000
2025/12/15,Czechia,2012,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Nitrogen oxides (NOX),126000
2025/12/15,Poland,2024,1,Energy sector,1(c),Mercury and compounds (as Hg),1324.2
2025/12/15,Sweden,2023,2,Production and processing of metals,2(d),Zinc and compounds (as Zn),373.47
2025/12/15,Slovenia,2009,7,Intensive livestock production and aquaculture,7(a)(ii),Ammonia (NH3),80000
2025/12/15,Bulgaria,2013,1,Energy sector,1(a),Carbon dioxide (CO2),1140000000
2025/12/15,Spain,2024,3,Mineral industry,3(g),Nitrogen oxides (NOX),2300000
