PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,EPRTRAnnexIMainActivity,Pollutant,Releases
2025/12/15,Portugal,2009,6,Paper and wood production and processing,6(a),Lead and compounds (as Pb),330.3
2025/12/15,Germany,2012,2,Production and processing of metals,2(b),Lead and compounds (as Pb),455.4
2025/12/15,Germany,2017,1,Energy sector,1(c),Fluorides (as total F),109590
2025/12/15,France,2009,5,Waste and wastewater management,5(f),Fluorides (as total F),160740
2025/12/15,Poland,2018,5,Waste and wastewater management,5(c),Cadmium and compounds (as Cd),108
2025/12/15,Poland,2008,2,Production and processing of metals,2(e),Phenols (as total C),80.7
2025/12/15,United Kingdom,2013,2,Production and processing of metals,2(e),Lead and compounds (as Pb),258
2025/12/15,Spain,2022,1,Energy sector,1(a),Chlorides (as total Cl),2860000
2025/12/15,Denmark,2015,5,Waste and wastewater management,5(f),Mercury and compounds (as Hg),22.4
2025/12/15,United Kingdom,2010,5,Waste and wastewater management,5(f),Lead and compounds (as Pb),5815.9
2025/12/15,Norway,2009,4,Chemical industry,4(b)(iv),Lead and compounds (as Pb),500
2025/12/15,Slovenia,2023,5,Waste and wastewater management,5(f),Nonylphenol and Nonylphenol ethoxylates,77.38000000000001
2025/12/15,Italy,2009,5,Waste and wastewater management,5(c),Arsenic and compounds (as As),1645.9999999999998
2025/12/15,Norway,2012,7,Intensive livestock production and aquaculture,7(b),Total nitrogen,42037500
2025/12/15,United Kingdom,2013,2,Production and processing of metals,2(d),Nickel and compounds (as Ni),775.3
2025/12/15,Spain,2020,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Arsenic and compounds (as As),9.3
2025/12/15,Switzerland,2015,1,Energy sector,1(a),Phenols (as total C),64.1
2025/12/15,Hungary,2019,4,Chemical industry,4(a)(iv),"1,2-dichloroethane (DCE-1,2)",234
2025/12/15,Norway,2008,5,Waste and wastewater management,5(d),Total nitrogen,775200
2025/12/15,Hungary,2022,2,Production and processing of metals,2(f),Zinc and compounds (as Zn),151
2025/12/15,Germany,2008,4,Chemical industry,4(a),Zinc and compounds (as Zn),4196
2025/12/15,France,2010,4,Chemical industry,4(e),Dichloromethane (DCM),820.2
2025/12/15,Italy,2018,1,Energy sector,1(c),Lead and compounds (as Pb),23.52
2025/12/15,Spain,2023,5,Waste and wastewater management,5(f),Total organic carbon(as total C or COD/3) (TOC),23798300
2025/12/15,Italy,2014,5,Waste and wastewater management,5(f),Endrin,22.15
2025/12/15,Spain,2015,4,Chemical industry,4(c),Zinc and compounds (as Zn),149
2025/12/15,Portugal,2023,5,Waste and wastewater management,5(f),Arsenic and compounds (as As),681.5899999999999
2025/12/15,France,2010,5,Waste and wastewater management,5(a),Zinc and compounds (as Zn),2173
2025/12/15,Ireland,2014,3,Mineral industry,3(a),Nickel and compounds (as Ni),990
2025/12/15,Portugal,2008,7,Intensive livestock production and aquaculture,7(a)(iii),Zinc and compounds (as Zn),842
2025/12/15,United Kingdom,2015,4,Chemical industry,4(a)(i),Copper and compounds (as Cu),66
2025/12/15,France,2011,2,Production and processing of metals,2(c)(i),Mercury and compounds (as Hg),2.2
2025/12/15,Finland,2023,6,Paper and wood production and processing,6(a),Copper and compounds (as Cu),3585.2
2025/12/15,France,2014,4,Chemical industry,4(a)(viii),Hexachlorobenzene (HCB),3.8
2025/12/15,Croatia,2018,5,Waste and wastewater management,5(f),Copper and compounds (as Cu),3250
2025/12/15,Netherlands,2012,5,Waste and wastewater management,5(f),Total phosphorus,802920
2025/12/15,Poland,2007,1,Energy sector,1(d),Chlorides (as total Cl),2410000
2025/12/15,Poland,2012,4,Chemical industry,4(c),"1,2-dichloroethane (DCE-1,2)",504
2025/12/15,Belgium,2015,6,Paper and wood production and processing,6(b),Arsenic and compounds (as As),18.6
2025/12/15,Sweden,2021,6,Paper and wood production and processing,6(b),Total nitrogen,63600
2025/12/15,Belgium,2007,5,Waste and wastewater management,5(c),Nickel and compounds (as Ni),102
2025/12/15,Serbia,2013,2,Production and processing of metals,2(a),Chromium and compounds (as Cr),104
2025/12/15,Serbia,2012,6,Paper and wood production and processing,6(b),Chromium and compounds (as Cr),109
2025/12/15,Belgium,2013,4,Chemical industry,4(a)(ii),Mercury and compounds (as Hg),1.63
2025/12/15,Spain,2011,5,Waste and wastewater management,5(f),Fluoranthene,5
2025/12/15,Germany,2024,5,Waste and wastewater management,5(a),Zinc and compounds (as Zn),1733
2025/12/15,France,2014,4,Chemical industry,4(a)(i),Copper and compounds (as Cu),226
2025/12/15,Finland,2020,5,Waste and wastewater management,5(d),Zinc and compounds (as Zn),1880
2025/12/15,Slovakia,2011,2,Production and processing of metals,2(b),Phenols (as total C),201
2025/12/15,Norway,2012,5,Waste and wastewater management,5(a),Zinc and compounds (as Zn),150
2025/12/15,Belgium,2012,1,Energy sector,1(a),Nickel and compounds (as Ni),137
2025/12/15,France,2021,4,Chemical industry,4(a)(viii),Nickel and compounds (as Ni),78
2025/12/15,Switzerland,2018,4,Chemical industry,4(e),Zinc and compounds (as Zn),739.1
2025/12/15,France,2014,5,Waste and wastewater management,5(a),Tetrachloroethylene,26.3
2025/12/15,Poland,2014,4,Chemical industry,4(b),Fluorides (as total F),720000
2025/12/15,Germany,2009,4,Chemical industry,4(a)(viii),PCDD + PCDF (dioxins + furans) (as Teq),0.000454
2025/12/15,Belgium,2015,2,Production and processing of metals,2(f),Zinc and compounds (as Zn),122
2025/12/15,Norway,2010,3,Mineral industry,3(a),Lead and compounds (as Pb),154.2
2025/12/15,France,2017,5,Waste and wastewater management,5(a),"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",2.8
2025/12/15,Czechia,2022,1,Energy sector,1(a),Arsenic and compounds (as As),10
2025/12/15,Netherlands,2020,4,Chemical industry,4(a)(viii),Arsenic and compounds (as As),8.9
2025/12/15,France,2017,4,Chemical industry,4(a)(viii),Total organic carbon(as total C or COD/3) (TOC),430500
2025/12/15,United Kingdom,2016,5,Waste and wastewater management,5(a),Fluorides (as total F),15280
2025/12/15,Czechia,2016,4,Chemical industry,4(a)(ix),Total nitrogen,61400
2025/12/15,Netherlands,2019,4,Chemical industry,4(a)(x),Total phosphorus,5300
2025/12/15,Finland,2020,2,Production and processing of metals,2(e)(ii),Copper and compounds (as Cu),617
2025/12/15,Belgium,2010,4,Chemical industry,4(a)(ii),Nickel and compounds (as Ni),394.59999999999997
2025/12/15,Netherlands,2007,4,Chemical industry,4(b)(v),Cadmium and compounds (as Cd),5.2
2025/12/15,Belgium,2024,6,Paper and wood production and processing,6(b),Cyanides (as total CN),139.6
2025/12/15,France,2023,2,Production and processing of metals,2(e)(ii),Copper and compounds (as Cu),123
2025/12/15,Romania,2012,5,Waste and wastewater management,5(d),Total nitrogen,587000
2025/12/15,Spain,2016,1,Energy sector,1(a),Arsenic and compounds (as As),111
2025/12/15,United Kingdom,2009,1,Energy sector,1(c),Total organic carbon(as total C or COD/3) (TOC),146100
2025/12/15,Denmark,2023,5,Waste and wastewater management,5(g),Nickel and compounds (as Ni),22
2025/12/15,United Kingdom,2009,2,Production and processing of metals,2(c),Phenols (as total C),451
2025/12/15,Italy,2012,4,Chemical industry,4(d),Lead and compounds (as Pb),31.8
2025/12/15,Czechia,2016,5,Waste and wastewater management,5(d),Zinc and compounds (as Zn),905
2025/12/15,Italy,2008,1,Energy sector,1(a),Chromium and compounds (as Cr),253.7
2025/12/15,Sweden,2024,7,Intensive livestock production and aquaculture,7(b),Total nitrogen,63001
2025/12/15,Spain,2009,4,Chemical industry,4(b)(i),Vinyl chloride,62
2025/12/15,Belgium,2011,5,Waste and wastewater management,5(f),Nonylphenol and Nonylphenol ethoxylates,45.5
2025/12/15,Slovakia,2008,2,Production and processing of metals,2(b),Mercury and compounds (as Hg),23.5
2025/12/15,France,2020,4,Chemical industry,4(a)(ii),Total nitrogen,453000
2025/12/15,Belgium,2016,4,Chemical industry,4(b)(ii),Arsenic and compounds (as As),6.7
2025/12/15,Poland,2023,5,Waste and wastewater management,5(g),Polycyclic aromatic hydrocarbons (PAHs),199
2025/12/15,France,2020,5,Waste and wastewater management,5(g),Total organic carbon(as total C or COD/3) (TOC),333700
2025/12/15,Lithuania,2008,5,Waste and wastewater management,5(f),Mercury and compounds (as Hg),12
2025/12/15,Czechia,2013,4,Chemical industry,4(a)(iv),Total nitrogen,91000
2025/12/15,France,2013,6,Paper and wood production and processing,6(a),Copper and compounds (as Cu),602
2025/12/15,Spain,2014,5,Waste and wastewater management,5(f),Lead and compounds (as Pb),1962.9
2025/12/15,Norway,2011,4,Chemical industry,4(c),Total phosphorus,43700
2025/12/15,Hungary,2008,4,Chemical industry,4(b)(ii),Fluorides (as total F),4190
2025/12/15,Italy,2014,5,Waste and wastewater management,5(c),Nickel and compounds (as Ni),5182.599999999999
2025/12/15,Poland,2018,5,Waste and wastewater management,5(c),Arsenic and compounds (as As),19.7
2025/12/15,Netherlands,2024,5,Waste and wastewater management,5(a),Total phosphorus,8800
2025/12/15,France,2020,6,Paper and wood production and processing,6(b),Zinc and compounds (as Zn),1654
2025/12/15,Belgium,2023,4,Chemical industry,4(a)(viii),Endosulphan,2.12
2025/12/15,Bulgaria,2010,5,Waste and wastewater management,5(f),Copper and compounds (as Cu),6771
2025/12/15,Netherlands,2014,5,Waste and wastewater management,5(f),Lead and compounds (as Pb),847.0999999999999
2025/12/15,United Kingdom,2008,4,Chemical industry,4(b),Zinc and compounds (as Zn),5569
2025/12/15,Romania,2015,4,Chemical industry,4(b)(iii),Nickel and compounds (as Ni),65.4
2025/12/15,Netherlands,2023,5,Waste and wastewater management,5(d),Copper and compounds (as Cu),78.7
2025/12/15,Italy,2019,5,Waste and wastewater management,5(c),Arsenic and compounds (as As),1897.1775
2025/12/15,Poland,2010,3,Mineral industry,3(b),Chlorides (as total Cl),13980000
2025/12/15,Germany,2010,1,Energy sector,1(c),Zinc and compounds (as Zn),11259
2025/12/15,France,2023,4,Chemical industry,4(b)(iv),Cadmium and compounds (as Cd),24.1
2025/12/15,Italy,2020,1,Energy sector,1(a),Fluorides (as total F),14852.884600000001
2025/12/15,Norway,2007,5,Waste and wastewater management,5(d),Cyanides (as total CN),0.40866
2025/12/15,Czechia,2010,2,Production and processing of metals,2(f),Phenols (as total C),94.6
2025/12/15,Germany,2011,3,Mineral industry,3(a),Fluorides (as total F),3860
2025/12/15,Germany,2018,4,Chemical industry,4(e),Zinc and compounds (as Zn),136
2025/12/15,Netherlands,2012,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Total organic carbon(as total C or COD/3) (TOC),130300
2025/12/15,United Kingdom,2014,4,Chemical industry,4(a),Xylenes,390
2025/12/15,Belgium,2024,4,Chemical industry,4(a)(viii),Zinc and compounds (as Zn),554
2025/12/15,Portugal,2012,5,Waste and wastewater management,5(f),Trichloromethane,97.2
2025/12/15,Italy,2015,4,Chemical industry,4(a),Nickel and compounds (as Ni),572.6
2025/12/15,Netherlands,2018,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Total organic carbon(as total C or COD/3) (TOC),962700
2025/12/15,France,2013,4,Chemical industry,4(f),Total nitrogen,135000
2025/12/15,France,2015,5,Waste and wastewater management,5(a),Zinc and compounds (as Zn),439
2025/12/15,Germany,2024,1,Energy sector,1(a),Zinc and compounds (as Zn),2871
2025/12/15,Spain,2022,5,Waste and wastewater management,5(f),Nickel and compounds (as Ni),11466.599999999999
2025/12/15,France,2014,3,Mineral industry,3(a),Fluorides (as total F),3280
2025/12/15,Belgium,2015,4,Chemical industry,4(b)(v),Chlorides (as total Cl),12700000
2025/12/15,Austria,2019,2,Production and processing of metals,2(f),Nickel and compounds (as Ni),101.9
2025/12/15,Italy,2017,4,Chemical industry,4(a),Xylenes,312
2025/12/15,Poland,2017,2,Production and processing of metals,2(b),Total nitrogen,73000
2025/12/15,United Kingdom,2013,6,Paper and wood production and processing,6(b),Zinc and compounds (as Zn),994
2025/12/15,Finland,2023,6,Paper and wood production and processing,6(a),Lead and compounds (as Pb),34
2025/12/15,Belgium,2018,5,Waste and wastewater management,5(c),Arsenic and compounds (as As),55.209999999999994
2025/12/15,Belgium,2015,8,Animal and vegetable products from the food and beverage sector,8(b)(i),Total organic carbon(as total C or COD/3) (TOC),101000
2025/12/15,Spain,2016,5,Waste and wastewater management,5(b),Zinc and compounds (as Zn),5910
2025/12/15,Italy,2012,5,Waste and wastewater management,5(c),Cyanides (as total CN),1315.6999999999998
2025/12/15,Sweden,2014,4,Chemical industry,4(a)(i),Total organic carbon(as total C or COD/3) (TOC),184000
2025/12/15,France,2017,2,Production and processing of metals,2(b),Arsenic and compounds (as As),35.6
2025/12/15,France,2012,9,Other activities,9(c),Nonylphenol and Nonylphenol ethoxylates,1.5
2025/12/15,France,2022,4,Chemical industry,4(a)(i),Arsenic and compounds (as As),7.69
2025/12/15,Belgium,2010,3,Mineral industry,3(c)(i),Arsenic and compounds (as As),5.26
2025/12/15,Germany,2012,4,Chemical industry,4(f),Copper and compounds (as Cu),67.3
2025/12/15,Germany,2021,4,Chemical industry,4(b)(iv),Chlorides (as total Cl),1312000000
2025/12/15,Switzerland,2011,5,Waste and wastewater management,5(f),Halogenated organic compounds (as AOX),6510
2025/12/15,Ireland,2015,3,Mineral industry,3(a),Cyanides (as total CN),222
2025/12/15,France,2020,2,Production and processing of metals,2(b),Copper and compounds (as Cu),158.599998
2025/12/15,Sweden,2010,5,Waste and wastewater management,5(f),Total phosphorus,89590
2025/12/15,Poland,2008,4,Chemical industry,4(a),Nickel and compounds (as Ni),212
2025/12/15,Italy,2013,9,Other activities,9(a),Toluene,3070
2025/12/15,Hungary,2012,5,Waste and wastewater management,5(f),Total organic carbon(as total C or COD/3) (TOC),2966700
2025/12/15,Austria,2012,5,Waste and wastewater management,5(g),Copper and compounds (as Cu),123
2025/12/15,Sweden,2015,5,Waste and wastewater management,5(a),Nickel and compounds (as Ni),62.3
2025/12/15,Italy,2017,3,Mineral industry,3(a),Arsenic and compounds (as As),17.59
2025/12/15,Lithuania,2018,5,Waste and wastewater management,5(f),Chromium and compounds (as Cr),471.2
2025/12/15,Belgium,2010,4,Chemical industry,4(b)(ii),Nickel and compounds (as Ni),64.3
2025/12/15,Italy,2008,5,Waste and wastewater management,5(b),Lead and compounds (as Pb),687.8
2025/12/15,France,2011,2,Production and processing of metals,2(e)(i),Copper and compounds (as Cu),5900
2025/12/15,France,2010,2,Production and processing of metals,2(f),Lead and compounds (as Pb),31
2025/12/15,Belgium,2022,1,Energy sector,1(a),Arsenic and compounds (as As),81.9
2025/12/15,France,2010,2,Production and processing of metals,2(c)(i),Fluorides (as total F),63100
2025/12/15,Germany,2021,4,Chemical industry,4(a),Total nitrogen,169000
2025/12/15,Poland,2012,5,Waste and wastewater management,5(d),Chromium and compounds (as Cr),105
2025/12/15,Finland,2016,2,Production and processing of metals,2(e)(i),Zinc and compounds (as Zn),1037
2025/12/15,Belgium,2007,6,Paper and wood production and processing,6(a),Halogenated organic compounds (as AOX),12300
2025/12/15,Norway,2012,3,Mineral industry,3(a),Anthracene,3
2025/12/15,France,2011,4,Chemical industry,4(a)(ii),Dichloromethane (DCM),73.3
2025/12/15,Ireland,2007,4,Chemical industry,4(e),Dichloromethane (DCM),20.1
2025/12/15,Finland,2007,3,Mineral industry,3(a),Arsenic and compounds (as As),104.50000000000001
2025/12/15,Switzerland,2018,5,Waste and wastewater management,5(a),Total nitrogen,116000
2025/12/15,France,2016,3,Mineral industry,3(e),Copper and compounds (as Cu),53.7
2025/12/15,Iceland,2019,2,Production and processing of metals,2(f),Total phosphorus,18516
2025/12/15,Luxembourg,2011,5,Waste and wastewater management,5(f),Total nitrogen,371000
2025/12/15,Netherlands,2018,1,Energy sector,1(a),Nickel and compounds (as Ni),375
2025/12/15,Finland,2012,2,Production and processing of metals,2(b),Lead and compounds (as Pb),139
2025/12/15,France,2007,5,Waste and wastewater management,5(a),Trichloroethylene (TRI),95.8
2025/12/15,Spain,2008,1,Energy sector,1(c),Chromium and compounds (as Cr),87.6
2025/12/15,Norway,2010,6,Paper and wood production and processing,6(a),Lead and compounds (as Pb),478.4
2025/12/15,Italy,2019,5,Waste and wastewater management,5(f),Tributyltin and compounds,8.870000000000001
2025/12/15,Finland,2016,2,Production and processing of metals,2(e)(ii),Zinc and compounds (as Zn),124
2025/12/15,Czechia,2016,6,Paper and wood production and processing,6(a),Zinc and compounds (as Zn),457
2025/12/15,Germany,2008,5,Waste and wastewater management,5(c),Total organic carbon(as total C or COD/3) (TOC),508000
2025/12/15,Luxembourg,2022,2,Production and processing of metals,2(b),Nickel and compounds (as Ni),23.1
2025/12/15,Poland,2009,1,Energy sector,1(d),Fluorides (as total F),12900
2025/12/15,Belgium,2008,4,Chemical industry,4(a)(viii),Tetrachloroethylene,82
2025/12/15,France,2022,5,Waste and wastewater management,5(b),Total organic carbon(as total C or COD/3) (TOC),280000
2025/12/15,Italy,2015,5,Waste and wastewater management,5(f),Endrin,6.02
2025/12/15,France,2015,4,Chemical industry,4(b)(iv),Zinc and compounds (as Zn),184
2025/12/15,Estonia,2017,6,Paper and wood production and processing,6(a),Total organic carbon(as total C or COD/3) (TOC),530000
2025/12/15,Switzerland,2022,4,Chemical industry,4(f),Total nitrogen,113000
2025/12/15,Czechia,2010,5,Waste and wastewater management,5(f),Hexabromobiphenyl,0.2
2025/12/15,France,2018,4,Chemical industry,4(b)(ii),Chlorides (as total Cl),4660000
2025/12/15,Czechia,2018,4,Chemical industry,4(d),Zinc and compounds (as Zn),188
2025/12/15,Romania,2012,1,Energy sector,1(a),Mercury and compounds (as Hg),1.6
2025/12/15,Germany,2009,2,Production and processing of metals,2(b),Chromium and compounds (as Cr),61
2025/12/15,Netherlands,2016,9,Other activities,9(c),Copper and compounds (as Cu),357
2025/12/15,Slovakia,2017,1,Energy sector,1(a),Mercury and compounds (as Hg),19.3
2025/12/15,Germany,2015,4,Chemical industry,4(a)(iii),Nickel and compounds (as Ni),53
2025/12/15,Belgium,2019,4,Chemical industry,4(a)(x),Phenols (as total C),24.1
2025/12/15,Belgium,2015,5,Waste and wastewater management,5(a),Chlorides (as total Cl),5350000
2025/12/15,Belgium,2010,4,Chemical industry,4(a)(i),Toluene,312
2025/12/15,Slovakia,2007,1,Energy sector,1(a),Polycyclic aromatic hydrocarbons (PAHs),20
2025/12/15,Belgium,2016,5,Waste and wastewater management,5(f),Di-(2-ethyl hexyl) phthalate (DEHP),6
2025/12/15,Norway,2009,6,Paper and wood production and processing,6(a),Total nitrogen,320000
2025/12/15,Netherlands,2014,1,Energy sector,1(a),Fluoranthene,1.8
2025/12/15,Norway,2009,4,Chemical industry,4(a)(viii),Total phosphorus,71000
2025/12/15,Italy,2008,9,Other activities,9(a),Copper and compounds (as Cu),76.6
2025/12/15,Austria,2014,9,Other activities,9(b),Total nitrogen,61600
2025/12/15,Poland,2011,5,Waste and wastewater management,5(d),Cadmium and compounds (as Cd),39.3
2025/12/15,Czechia,2020,6,Paper and wood production and processing,6(a),Copper and compounds (as Cu),368
2025/12/15,United Kingdom,2015,1,Energy sector,1(a),Total organic carbon(as total C or COD/3) (TOC),1164000
2025/12/15,Germany,2018,2,Production and processing of metals,2(b),Total nitrogen,208800
2025/12/15,France,2015,6,Paper and wood production and processing,6(a),Chromium and compounds (as Cr),105
2025/12/15,Switzerland,2007,3,Mineral industry,3(a),Chlorides (as total Cl),6650000
2025/12/15,Italy,2008,5,Waste and wastewater management,5(a),Total phosphorus,14340
2025/12/15,Italy,2014,6,Paper and wood production and processing,6(b),Lead and compounds (as Pb),230.49999999999997
2025/12/15,Bulgaria,2017,5,Waste and wastewater management,5(f),Nickel and compounds (as Ni),5077
2025/12/15,United Kingdom,2019,4,Chemical industry,4(b),Phenols (as total C),1920
2025/12/15,Denmark,2015,5,Waste and wastewater management,5(c),Nickel and compounds (as Ni),24.1
2025/12/15,Spain,2017,4,Chemical industry,4(d),Total organic carbon(as total C or COD/3) (TOC),232100
2025/12/15,France,2019,6,Paper and wood production and processing,6(a),Phenols (as total C),18081.5
2025/12/15,Spain,2018,1,Energy sector,1(c),Mercury and compounds (as Hg),1.72
2025/12/15,Poland,2014,1,Energy sector,1(d),Cyanides (as total CN),876
2025/12/15,Portugal,2016,3,Mineral industry,3(a),Arsenic and compounds (as As),90.2
2025/12/15,United Kingdom,2007,4,Chemical industry,4(e),Total phosphorus,226540
2025/12/15,Belgium,2018,2,Production and processing of metals,2(b),Lead and compounds (as Pb),342.7
2025/12/15,Spain,2020,5,Waste and wastewater management,5(b),Copper and compounds (as Cu),906
2025/12/15,Romania,2024,5,Waste and wastewater management,5(f),Cadmium and compounds (as Cd),52.2
2025/12/15,Finland,2021,6,Paper and wood production and processing,6(a),Halogenated organic compounds (as AOX),670400
2025/12/15,Spain,2024,5,Waste and wastewater management,5(g),Fluorides (as total F),2520
2025/12/15,Germany,2007,5,Waste and wastewater management,5(a),Lead and compounds (as Pb),108.5
2025/12/15,France,2016,2,Production and processing of metals,2(b),Lead and compounds (as Pb),277.09999999999997
2025/12/15,Spain,2022,4,Chemical industry,4(a)(viii),Ethylene oxide,78.8
2025/12/15,Ireland,2009,5,Waste and wastewater management,5(f),"Chloro-alkanes, C10-C13",52.13999999999999
2025/12/15,Portugal,2019,5,Waste and wastewater management,5(d),Chromium and compounds (as Cr),164
2025/12/15,France,2016,4,Chemical industry,4(b)(i),Total organic carbon(as total C or COD/3) (TOC),64000
2025/12/15,Hungary,2013,5,Waste and wastewater management,5(f),Nickel and compounds (as Ni),4434.8
2025/12/15,Italy,2018,5,Waste and wastewater management,5(g),Mercury and compounds (as Hg),38.5082
2025/12/15,France,2024,4,Chemical industry,4(c),Total nitrogen,336000
2025/12/15,United Kingdom,2016,1,Energy sector,1(a),Xylenes,1719
2025/12/15,Finland,2022,5,Waste and wastewater management,5(f),Trichloromethane,17
2025/12/15,Italy,2020,3,Mineral industry,3(a),Fluorides (as total F),4222.83
2025/12/15,United Kingdom,2010,2,Production and processing of metals,2(e),Cadmium and compounds (as Cd),22.2
2025/12/15,Hungary,2014,1,Energy sector,1(a),Cadmium and compounds (as Cd),659
2025/12/15,Italy,2021,2,Production and processing of metals,2(b),Arsenic and compounds (as As),571.56
2025/12/15,Poland,2014,8,Animal and vegetable products from the food and beverage sector,8(c),Arsenic and compounds (as As),26.8
2025/12/15,Bulgaria,2017,5,Waste and wastewater management,5(d),Total organic carbon(as total C or COD/3) (TOC),73700
2025/12/15,Spain,2021,4,Chemical industry,4(e),Total organic carbon(as total C or COD/3) (TOC),224000
2025/12/15,Hungary,2022,5,Waste and wastewater management,5(f),Total organic carbon(as total C or COD/3) (TOC),4676000
2025/12/15,France,2022,1,Energy sector,1(a),Mercury and compounds (as Hg),2
2025/12/15,Switzerland,2014,5,Waste and wastewater management,5(f),Halogenated organic compounds (as AOX),4770
2025/12/15,Denmark,2008,4,Chemical industry,4(a)(ii),Arsenic and compounds (as As),8.27
2025/12/15,Belgium,2018,4,Chemical industry,4(a)(ii),Chromium and compounds (as Cr),54
2025/12/15,Ireland,2022,5,Waste and wastewater management,5(f),Simazine,1.91
2025/12/15,France,2011,6,Paper and wood production and processing,6(b),Cyanides (as total CN),1920
2025/12/15,Germany,2017,4,Chemical industry,4(b)(iv),Copper and compounds (as Cu),650
2025/12/15,Ireland,2007,5,Waste and wastewater management,5(d),Zinc and compounds (as Zn),137
2025/12/15,Austria,2022,2,Production and processing of metals,2(f),Copper and compounds (as Cu),109
2025/12/15,France,2016,5,Waste and wastewater management,5(f),Phenols (as total C),98.1
2025/12/15,Slovenia,2020,5,Waste and wastewater management,5(f),Nickel and compounds (as Ni),432
2025/12/15,Hungary,2011,4,Chemical industry,4(a)(iv),Mercury and compounds (as Hg),5
2025/12/15,Hungary,2012,1,Energy sector,1(a),Zinc and compounds (as Zn),317
2025/12/15,Italy,2010,4,Chemical industry,4(b),Total nitrogen,378000
2025/12/15,Germany,2022,6,Paper and wood production and processing,6(b),Total nitrogen,73900
2025/12/15,Sweden,2008,5,Waste and wastewater management,5(a),Phenols (as total C),54.4
2025/12/15,Germany,2010,4,Chemical industry,4(b)(v),Zinc and compounds (as Zn),3795
2025/12/15,Serbia,2012,3,Mineral industry,3(b),Zinc and compounds (as Zn),489
2025/12/15,Italy,2008,2,Production and processing of metals,2(e),Zinc and compounds (as Zn),822
2025/12/15,Netherlands,2012,4,Chemical industry,4(a)(i),Chromium and compounds (as Cr),86
2025/12/15,Denmark,2022,1,Energy sector,1(c),Mercury and compounds (as Hg),0
2025/12/15,Italy,2017,5,Waste and wastewater management,5(c),Tributyltin and compounds,4.95
2025/12/15,Belgium,2020,2,Production and processing of metals,2(b),Cadmium and compounds (as Cd),11.6
2025/12/15,France,2009,5,Waste and wastewater management,5(f),Chlorpyrifos,30.4
2025/12/15,Spain,2011,4,Chemical industry,4(a)(i),Phenols (as total C),215
2025/12/15,Finland,2020,2,Production and processing of metals,2(e)(i),Copper and compounds (as Cu),629
2025/12/15,Bulgaria,2019,2,Production and processing of metals,2(e)(i),Arsenic and compounds (as As),67
2025/12/15,Austria,2009,4,Chemical industry,4(e),Total organic carbon(as total C or COD/3) (TOC),581000
2025/12/15,Belgium,2013,,,,Chlorides (as total Cl),2350000
2025/12/15,Belgium,2009,4,Chemical industry,4(a)(ii),Dichloromethane (DCM),10.6
2025/12/15,Poland,2009,5,Waste and wastewater management,5(d),Cadmium and compounds (as Cd),72.6
2025/12/15,Spain,2014,8,Animal and vegetable products from the food and beverage sector,8(c),Total organic carbon(as total C or COD/3) (TOC),122000
2025/12/15,France,2010,4,Chemical industry,4(a)(xi),Phenols (as total C),81.7
2025/12/15,Poland,2015,3,Mineral industry,3(c),Phenols (as total C),41.4
2025/12/15,Portugal,2012,6,Paper and wood production and processing,6(a),Cyanides (as total CN),130
2025/12/15,Germany,2016,4,Chemical industry,4(a),Total nitrogen,156000
2025/12/15,Finland,2007,6,Paper and wood production and processing,6(a),Chromium and compounds (as Cr),436
2025/12/15,Poland,2023,3,Mineral industry,3(c),Phenols (as total C),27
2025/12/15,Germany,2022,1,Energy sector,1(d),Cyanides (as total CN),2600
2025/12/15,Portugal,2007,4,Chemical industry,4(b)(iv),Total organic carbon(as total C or COD/3) (TOC),157000
2025/12/15,Belgium,2022,4,Chemical industry,4(b)(v),Arsenic and compounds (as As),6.4
2025/12/15,Belgium,2022,6,Paper and wood production and processing,6(b),Pentachlorophenol (PCP),6.37
2025/12/15,United Kingdom,2011,9,Other activities,9(c),Cadmium and compounds (as Cd),8
2025/12/15,Poland,2010,3,Mineral industry,3(a),Mercury and compounds (as Hg),130
2025/12/15,Denmark,2019,1,Energy sector,1(a),Total organic carbon(as total C or COD/3) (TOC),4950
2025/12/15,Czechia,2016,4,Chemical industry,4(a)(vii),Mercury and compounds (as Hg),6.6
2025/12/15,Poland,2019,5,Waste and wastewater management,5(f),Polycyclic aromatic hydrocarbons (PAHs),776
2025/12/15,France,2011,1,Energy sector,1(b),Cyanides (as total CN),71.1
2025/12/15,Estonia,2008,5,Waste and wastewater management,5(f),Lead and compounds (as Pb),196
2025/12/15,Serbia,2013,3,Mineral industry,3(b),Nickel and compounds (as Ni),167
2025/12/15,Poland,2014,4,Chemical industry,4(b),Chromium and compounds (as Cr),887
2025/12/15,France,2021,5,Waste and wastewater management,5(f),Mercury and compounds (as Hg),23.49
2025/12/15,Belgium,2020,5,Waste and wastewater management,5(f),Nonylphenol and Nonylphenol ethoxylates,5.08
2025/12/15,Poland,2011,2,Production and processing of metals,2(e),Phenols (as total C),70.80000000000001
2025/12/15,United Kingdom,2011,1,Energy sector,1(a),Total nitrogen,481400
2025/12/15,Spain,2011,7,Intensive livestock production and aquaculture,7(b),Total phosphorus,58150
