PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,Pollutant,Releases
2025/12/15,Norway,2007,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",8770
2025/12/15,Poland,2019,9,Other activities,Sulphur oxides (SOX),199000
2025/12/15,Austria,2011,2,Production and processing of metals,Carbon dioxide (CO2),11350000000
2025/12/15,Poland,2017,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",5250
2025/12/15,Poland,2014,1,Energy sector,Non-methane volatile organic compounds (NMVOC),268000
2025/12/15,Belgium,2021,1,Energy sector,Nickel and compounds (as Ni),255
2025/12/15,Hungary,2021,4,Chemical industry,Methane (CH4),492000
2025/12/15,Hungary,2023,6,Paper and wood production and processing,Nitrogen oxides (NOX),509000
2025/12/15,Finland,2015,5,Waste and wastewater management,Polycyclic aromatic hydrocarbons (PAHs),92.8
2025/12/15,United Kingdom,2012,2,Production and processing of metals,Hydro-fluorocarbons (HFCS),845
2025/12/15,Netherlands,2008,2,Production and processing of metals,Nitrogen oxides (NOX),6403000
2025/12/15,Serbia,2021,1,Energy sector,Sulphur oxides (SOX),283453000
2025/12/15,Sweden,2024,9,Other activities,Non-methane volatile organic compounds (NMVOC),242200
2025/12/15,Spain,2019,4,Chemical industry,Nickel and compounds (as Ni),462
2025/12/15,Italy,2016,2,Production and processing of metals,Particulate matter (PM10),129000
2025/12/15,Portugal,2010,6,Paper and wood production and processing,Carbon dioxide (CO2),5367000000
2025/12/15,Bulgaria,2018,8,Animal and vegetable products from the food and beverage sector,Sulphur oxides (SOX),108.9
2025/12/15,Poland,2013,3,Mineral industry,Chlorofluorocarbons (CFCs),1.7
2025/12/15,Italy,2016,3,Mineral industry,Chlorine and inorganic compounds (as HCl),12100
2025/12/15,Italy,2013,5,Waste and wastewater management,Copper and compounds (as Cu),471
2025/12/15,Poland,2019,3,Mineral industry,Anthracene,185
2025/12/15,Greece,2014,1,Energy sector,Carbon monoxide (CO),12277000
2025/12/15,Greece,2015,3,Mineral industry,Chlorine and inorganic compounds (as HCl),12100
2025/12/15,Sweden,2011,3,Mineral industry,Carbon monoxide (CO),2630000
2025/12/15,Austria,2015,2,Production and processing of metals,Polycyclic aromatic hydrocarbons (PAHs),109
2025/12/15,Greece,2009,2,Production and processing of metals,Chromium and compounds (as Cr),270
2025/12/15,Belgium,2015,3,Mineral industry,Methane (CH4),737000
2025/12/15,Czechia,2021,1,Energy sector,Hydrochlorofluorocarbons (HCFCs),3.1
2025/12/15,Finland,2007,9,Other activities,Non-methane volatile organic compounds (NMVOC),2161000
2025/12/15,United Kingdom,2008,2,Production and processing of metals,Polychlorinated biphenyls (PCBs),2.91
2025/12/15,France,2024,5,Waste and wastewater management,Benzene,6500
2025/12/15,Italy,2014,9,Other activities,Tetrachloroethylene,9180
2025/12/15,Czechia,2010,6,Paper and wood production and processing,Carbon dioxide (CO2),983000000
2025/12/15,Ireland,2013,3,Mineral industry,Nitrogen oxides (NOX),5470000
2025/12/15,Germany,2014,,,Chlorofluorocarbons (CFCs),53.9
2025/12/15,Spain,2011,9,Other activities,Polycyclic aromatic hydrocarbons (PAHs),552
2025/12/15,Lithuania,2009,1,Energy sector,Benzene,40500
2025/12/15,Portugal,2008,7,Intensive livestock production and aquaculture,Nitrous oxide (N2O),10800
2025/12/15,Belgium,2012,4,Chemical industry,Hydro-fluorocarbons (HFCS),188999
2025/12/15,Poland,2022,8,Animal and vegetable products from the food and beverage sector,Sulphur oxides (SOX),2125000
2025/12/15,United Kingdom,2012,4,Chemical industry,Vinyl chloride,83800
2025/12/15,Belgium,2007,4,Chemical industry,Non-methane volatile organic compounds (NMVOC),15722000
2025/12/15,United Kingdom,2019,5,Waste and wastewater management,Non-methane volatile organic compounds (NMVOC),102000
2025/12/15,Spain,2016,5,Waste and wastewater management,Methane (CH4),149079000
2025/12/15,Norway,2014,2,Production and processing of metals,Nickel and compounds (as Ni),4424.2
2025/12/15,Germany,2019,4,Chemical industry,Particulate matter (PM10),248000
2025/12/15,Germany,2021,2,Production and processing of metals,Sulphur oxides (SOX),33845000
2025/12/15,France,2015,3,Mineral industry,Nitrous oxide (N2O),47400
2025/12/15,Germany,2007,8,Animal and vegetable products from the food and beverage sector,Carbon dioxide (CO2),1184000000
2025/12/15,Poland,2014,1,Energy sector,Nitrous oxide (N2O),2777700
2025/12/15,United Kingdom,2015,2,Production and processing of metals,Chromium and compounds (as Cr),2481
2025/12/15,Netherlands,2024,4,Chemical industry,Carbon dioxide (CO2),13200000000
2025/12/15,Netherlands,2017,5,Waste and wastewater management,Sulphur oxides (SOX),671000
2025/12/15,France,2017,1,Energy sector,Nitrogen oxides (NOX),47375000
2025/12/15,United Kingdom,2014,8,Animal and vegetable products from the food and beverage sector,Hydro-fluorocarbons (HFCS),21818
2025/12/15,Poland,2018,,,Hydro-fluorocarbons (HFCS),570
2025/12/15,Iceland,2009,5,Waste and wastewater management,Methane (CH4),980000
2025/12/15,Romania,2009,2,Production and processing of metals,Sulphur oxides (SOX),4536000
2025/12/15,Bulgaria,2020,4,Chemical industry,Nitrogen oxides (NOX),1820420
2025/12/15,United Kingdom,2010,6,Paper and wood production and processing,Nitrogen oxides (NOX),5063000
2025/12/15,France,2011,5,Waste and wastewater management,Chlorofluorocarbons (CFCs),1.65
2025/12/15,Poland,2018,3,Mineral industry,Sulphur oxides (SOX),9008000
2025/12/15,Germany,2018,1,Energy sector,Particulate matter (PM10),3800500
2025/12/15,Germany,2009,4,Chemical industry,Carbon dioxide (CO2),25405000000
2025/12/15,Portugal,2011,8,Animal and vegetable products from the food and beverage sector,Sulphur oxides (SOX),447000
2025/12/15,Norway,2017,2,Production and processing of metals,Perfluorocarbons (PFCs),15103
2025/12/15,Spain,2020,4,Chemical industry,Nitrous oxide (N2O),435800
2025/12/15,France,2020,4,Chemical industry,Dichloromethane (DCM),402480
2025/12/15,United Kingdom,2008,2,Production and processing of metals,Chromium and compounds (as Cr),2635
2025/12/15,Germany,2014,3,Mineral industry,Ammonia (NH3),2138200
2025/12/15,Spain,2009,8,Animal and vegetable products from the food and beverage sector,Nitrogen oxides (NOX),12623000
2025/12/15,Sweden,2014,1,Energy sector,Nitrous oxide (N2O),401400
2025/12/15,France,2009,1,Energy sector,Lead and compounds (as Pb),1655
2025/12/15,Netherlands,2014,1,Energy sector,Nitrogen oxides (NOX),20812000
2025/12/15,Germany,2014,3,Mineral industry,Particulate matter (PM10),365000
2025/12/15,France,2015,1,Energy sector,Vinyl chloride,1400
2025/12/15,Poland,2020,3,Mineral industry,Nickel and compounds (as Ni),913.9
2025/12/15,France,2009,3,Mineral industry,Non-methane volatile organic compounds (NMVOC),226000
2025/12/15,Spain,2019,2,Production and processing of metals,Sulphur oxides (SOX),14963000
2025/12/15,Sweden,2011,6,Paper and wood production and processing,Zinc and compounds (as Zn),3721
2025/12/15,Germany,2008,7,Intensive livestock production and aquaculture,Methane (CH4),838000
2025/12/15,France,2024,9,Other activities,Hydro-fluorocarbons (HFCS),3107
2025/12/15,Portugal,2014,7,Intensive livestock production and aquaculture,Methane (CH4),1042000
2025/12/15,Netherlands,2015,4,Chemical industry,Nitrous oxide (N2O),4283900
2025/12/15,Netherlands,2008,2,Production and processing of metals,Cadmium and compounds (as Cd),760.2
2025/12/15,Denmark,2016,3,Mineral industry,Carbon monoxide (CO),1970000
2025/12/15,France,2014,3,Mineral industry,Fluorine and inorganic compounds (as HF),31380
2025/12/15,Spain,2010,1,Energy sector,Chromium and compounds (as Cr),3485
2025/12/15,United Kingdom,2010,1,Energy sector,Lead and compounds (as Pb),10285
2025/12/15,France,2022,,,PCDD + PCDF (dioxins + furans) (as Teq),0.000317
2025/12/15,Finland,2023,3,Mineral industry,Nitrogen oxides (NOX),1660000
2025/12/15,Czechia,2015,4,Chemical industry,Hydrochlorofluorocarbons (HCFCs),157
2025/12/15,France,2012,6,Paper and wood production and processing,Lead and compounds (as Pb),817
2025/12/15,Croatia,2021,3,Mineral industry,Ammonia (NH3),255000
2025/12/15,Netherlands,2013,4,Chemical industry,Trichloromethane,1660
2025/12/15,Italy,2019,2,Production and processing of metals,Chlorine and inorganic compounds (as HCl),203750
2025/12/15,Italy,2011,4,Chemical industry,Carbon monoxide (CO),26249000
2025/12/15,Finland,2023,4,Chemical industry,Carbon dioxide (CO2),809000000
2025/12/15,Czechia,2012,2,Production and processing of metals,PCDD + PCDF (dioxins + furans) (as Teq),0.014879
2025/12/15,Latvia,2022,1,Energy sector,Nitrogen oxides (NOX),644000
2025/12/15,Estonia,2009,1,Energy sector,Arsenic and compounds (as As),7374
2025/12/15,Poland,2009,4,Chemical industry,Ethylene oxide,3430
2025/12/15,France,2008,,,Carbon dioxide (CO2),4436000000
2025/12/15,Germany,2014,3,Mineral industry,Nickel and compounds (as Ni),64
2025/12/15,Poland,2019,2,Production and processing of metals,Arsenic and compounds (as As),2321.1
2025/12/15,Latvia,2022,7,Intensive livestock production and aquaculture,Ammonia (NH3),773100
2025/12/15,Germany,2020,1,Energy sector,Fluorine and inorganic compounds (as HF),52510
2025/12/15,Poland,2009,3,Mineral industry,Benzene,14070
2025/12/15,Denmark,2020,8,Animal and vegetable products from the food and beverage sector,Sulphur oxides (SOX),490542
2025/12/15,United Kingdom,2009,1,Energy sector,Nitrogen oxides (NOX),288323000
2025/12/15,Belgium,2009,4,Chemical industry,Non-methane volatile organic compounds (NMVOC),12035000
2025/12/15,Germany,2010,2,Production and processing of metals,Cadmium and compounds (as Cd),774
2025/12/15,Germany,2013,4,Chemical industry,Carbon dioxide (CO2),27849000000
2025/12/15,Czechia,2018,6,Paper and wood production and processing,Nitrogen oxides (NOX),2039122
2025/12/15,France,2014,4,Chemical industry,Methane (CH4),747000
2025/12/15,Netherlands,2017,8,Animal and vegetable products from the food and beverage sector,Hydrochlorofluorocarbons (HCFCs),92
2025/12/15,Netherlands,2017,5,Waste and wastewater management,PCDD + PCDF (dioxins + furans) (as Teq),0.000663
2025/12/15,Spain,2008,3,Mineral industry,Sulphur oxides (SOX),21563000
2025/12/15,France,2020,2,Production and processing of metals,Sulphur hexafluoride (SF6),1986
2025/12/15,Czechia,2018,5,Waste and wastewater management,Mercury and compounds (as Hg),36.7128
2025/12/15,Lithuania,2009,4,Chemical industry,Nitrogen oxides (NOX),539000
2025/12/15,Slovenia,2015,1,Energy sector,Carbon dioxide (CO2),4476000000
2025/12/15,Finland,2017,7,Intensive livestock production and aquaculture,Ammonia (NH3),1458300
2025/12/15,Denmark,2018,5,Waste and wastewater management,Carbon monoxide (CO),65171.8909
2025/12/15,Norway,2013,2,Production and processing of metals,Perfluorocarbons (PFCs),23147
2025/12/15,Poland,2018,3,Mineral industry,Mercury and compounds (as Hg),587.5
2025/12/15,Poland,2019,1,Energy sector,Carbon monoxide (CO),36582000
2025/12/15,Poland,2012,1,Energy sector,Fluorine and inorganic compounds (as HF),875490
2025/12/15,Germany,2018,2,Production and processing of metals,Carbon dioxide (CO2) excluding biomass,19581000000
2025/12/15,Netherlands,2022,5,Waste and wastewater management,Hydrochlorofluorocarbons (HCFCs),35.97
2025/12/15,Poland,2019,1,Energy sector,Copper and compounds (as Cu),3782
2025/12/15,Serbia,2015,3,Mineral industry,Ammonia (NH3),20300
2025/12/15,Spain,2014,5,Waste and wastewater management,Nitrogen oxides (NOX),3333000
2025/12/15,United Kingdom,2018,4,Chemical industry,Ammonia (NH3),1225400
2025/12/15,Germany,2014,5,Waste and wastewater management,Carbon dioxide (CO2) excluding biomass,6638103000
2025/12/15,Poland,2008,3,Mineral industry,Nitrogen oxides (NOX),26949000
2025/12/15,Denmark,2019,5,Waste and wastewater management,Ammonia (NH3),44
2025/12/15,Austria,2012,1,Energy sector,Ammonia (NH3),12300
2025/12/15,Slovakia,2008,2,Production and processing of metals,Chlorine and inorganic compounds (as HCl),11400
2025/12/15,Italy,2007,3,Mineral industry,Sulphur oxides (SOX),10433000
2025/12/15,France,2020,,,Nitrous oxide (N2O),52200
2025/12/15,Estonia,2021,1,Energy sector,Methane (CH4),1780000
2025/12/15,Serbia,2017,1,Energy sector,Sulphur oxides (SOX),356115000
2025/12/15,United Kingdom,2019,2,Production and processing of metals,Methane (CH4),242000
2025/12/15,Slovenia,2010,3,Mineral industry,Sulphur oxides (SOX),277000
2025/12/15,Belgium,2010,5,Waste and wastewater management,PCDD + PCDF (dioxins + furans) (as Teq),0.000178
2025/12/15,France,2009,1,Energy sector,Carbon monoxide (CO),32257000
2025/12/15,Austria,2016,3,Mineral industry,Nitrogen oxides (NOX),2716000
2025/12/15,France,2010,5,Waste and wastewater management,Nitrogen oxides (NOX),3312000
2025/12/15,Sweden,2014,2,Production and processing of metals,Zinc and compounds (as Zn),19476
2025/12/15,United Kingdom,2019,2,Production and processing of metals,Nickel and compounds (as Ni),3072.7
2025/12/15,Germany,2014,6,Paper and wood production and processing,Carbon dioxide (CO2),7476000000
2025/12/15,United Kingdom,2015,1,Energy sector,Lead and compounds (as Pb),8552
2025/12/15,France,2007,1,Energy sector,Chlorine and inorganic compounds (as HCl),2058300
2025/12/15,France,2010,1,Energy sector,Particulate matter (PM10),3672200
2025/12/15,Finland,2017,1,Energy sector,Nickel and compounds (as Ni),1235.8
2025/12/15,United Kingdom,2009,2,Production and processing of metals,Fluorine and inorganic compounds (as HF),104400
2025/12/15,France,2015,,,Nickel and compounds (as Ni),365.8
2025/12/15,Czechia,2010,1,Energy sector,Carbon dioxide (CO2) excluding biomass,54380900000
2025/12/15,Poland,2009,3,Mineral industry,Lead and compounds (as Pb),2227
2025/12/15,Switzerland,2012,5,Waste and wastewater management,Mercury and compounds (as Hg),141.3
2025/12/15,Portugal,2021,6,Paper and wood production and processing,Chlorine and inorganic compounds (as HCl),125500
2025/12/15,Denmark,2021,2,Production and processing of metals,Nickel and compounds (as Ni),0
2025/12/15,France,2013,3,Mineral industry,Nitrous oxide (N2O),72900
2025/12/15,Portugal,2021,2,Production and processing of metals,Mercury and compounds (as Hg),105.7
2025/12/15,Netherlands,2010,1,Energy sector,Fluorine and inorganic compounds (as HF),56400
2025/12/15,Spain,2010,1,Energy sector,Fluorine and inorganic compounds (as HF),234500
2025/12/15,Spain,2016,8,Animal and vegetable products from the food and beverage sector,Nitrogen oxides (NOX),2050000
2025/12/15,Spain,2014,3,Mineral industry,Carbon monoxide (CO),32721000
2025/12/15,Spain,2021,2,Production and processing of metals,Methane (CH4),1250000
2025/12/15,Cyprus,2008,1,Energy sector,Arsenic and compounds (as As),180.3
2025/12/15,United Kingdom,2013,5,Waste and wastewater management,Carbon monoxide (CO),4257000
2025/12/15,Denmark,2016,5,Waste and wastewater management,Mercury and compounds (as Hg),25.4
2025/12/15,France,2013,,,Methane (CH4),9747000
2025/12/15,Netherlands,2011,3,Mineral industry,Carbon dioxide (CO2) excluding biomass,380000000
2025/12/15,Germany,2024,4,Chemical industry,Non-methane volatile organic compounds (NMVOC),4908000
2025/12/15,Portugal,2007,8,Animal and vegetable products from the food and beverage sector,Nitrogen oxides (NOX),1120000
2025/12/15,Italy,2008,4,Chemical industry,Benzene,83430
2025/12/15,Austria,2022,2,Production and processing of metals,Copper and compounds (as Cu),261
2025/12/15,Hungary,2018,8,Animal and vegetable products from the food and beverage sector,Nitrogen oxides (NOX),229000
2025/12/15,Spain,2014,3,Mineral industry,Copper and compounds (as Cu),268
2025/12/15,Czechia,2013,2,Production and processing of metals,Sulphur oxides (SOX),4749000
2025/12/15,Austria,2022,5,Waste and wastewater management,Ammonia (NH3),50800
2025/12/15,Serbia,2010,3,Mineral industry,Nitrogen oxides (NOX),3623000
2025/12/15,Spain,2023,6,Paper and wood production and processing,Particulate matter (PM10),168600
2025/12/15,Serbia,2023,1,Energy sector,Nitrogen oxides (NOX),36162000
2025/12/15,Netherlands,2010,4,Chemical industry,Methane (CH4),874000
2025/12/15,Cyprus,2014,1,Energy sector,Sulphur oxides (SOX),15030000
2025/12/15,Cyprus,2018,3,Mineral industry,Mercury and compounds (as Hg),78.1
2025/12/15,Poland,2018,8,Animal and vegetable products from the food and beverage sector,Polycyclic aromatic hydrocarbons (PAHs),360
2025/12/15,United Kingdom,2007,5,Waste and wastewater management,Chromium and compounds (as Cr),665
2025/12/15,Switzerland,2010,2,Production and processing of metals,Mercury and compounds (as Hg),120
2025/12/15,Belgium,2009,4,Chemical industry,Benzene,34490
2025/12/15,Lithuania,2020,3,Mineral industry,Sulphur oxides (SOX),673000
2025/12/15,Norway,2014,9,Other activities,Fluoranthene,174
2025/12/15,Spain,2020,6,Paper and wood production and processing,Naphthalene,863
2025/12/15,France,2012,2,Production and processing of metals,Naphthalene,9911
2025/12/15,Croatia,2022,3,Mineral industry,Carbon dioxide (CO2),1893000000
2025/12/15,Portugal,2013,4,Chemical industry,Carbon monoxide (CO),3624000
2025/12/15,France,2008,9,Other activities,Chromium and compounds (as Cr),453
2025/12/15,Romania,2008,4,Chemical industry,Particulate matter (PM10),2837000
2025/12/15,United Kingdom,2007,,,Hydrochlorofluorocarbons (HCFCs),42
2025/12/15,Czechia,2019,3,Mineral industry,Nickel and compounds (as Ni),54
2025/12/15,Poland,2009,4,Chemical industry,Fluorine and inorganic compounds (as HF),6120
2025/12/15,Italy,2011,5,Waste and wastewater management,Copper and compounds (as Cu),462
2025/12/15,Bulgaria,2021,6,Paper and wood production and processing,Nitrogen oxides (NOX),387126
2025/12/15,Austria,2013,8,Animal and vegetable products from the food and beverage sector,Carbon monoxide (CO),537000
2025/12/15,Poland,2024,1,Energy sector,Chlorine and inorganic compounds (as HCl),4411500
2025/12/15,Malta,2009,1,Energy sector,Nickel and compounds (as Ni),5410
2025/12/15,Italy,2014,2,Production and processing of metals,Ammonia (NH3),33100
2025/12/15,Portugal,2009,3,Mineral industry,Nitrogen oxides (NOX),11358000
2025/12/15,Lithuania,2010,8,Animal and vegetable products from the food and beverage sector,Ammonia (NH3),16600
2025/12/15,Portugal,2013,2,Production and processing of metals,Lead and compounds (as Pb),1870
2025/12/15,Germany,2013,1,Energy sector,Naphthalene,215
2025/12/15,Malta,2009,1,Energy sector,Sulphur oxides (SOX),7830000
2025/12/15,Luxembourg,2011,1,Energy sector,Nitrogen oxides (NOX),359000
2025/12/15,Croatia,2019,4,Chemical industry,Sulphur oxides (SOX),179000
2025/12/15,Bulgaria,2018,7,Intensive livestock production and aquaculture,Nitrogen oxides (NOX),96
2025/12/15,Czechia,2009,2,Production and processing of metals,Dichloromethane (DCM),3560
2025/12/15,Spain,2007,5,Waste and wastewater management,Carbon monoxide (CO),18381000
2025/12/15,Czechia,2013,6,Paper and wood production and processing,Mercury and compounds (as Hg),13
2025/12/15,Netherlands,2018,4,Chemical industry,Dichloromethane (DCM),43440
2025/12/15,Ireland,2008,9,Other activities,Hydrochlorofluorocarbons (HCFCs),1800
2025/12/15,Spain,2016,1,Energy sector,Particulate matter (PM10),2623400
2025/12/15,Romania,2024,2,Production and processing of metals,Particulate matter (PM10),138000
2025/12/15,France,2023,1,Energy sector,Naphthalene,11900
2025/12/15,Portugal,2022,3,Mineral industry,Dichloromethane (DCM),18910
2025/12/15,Czechia,2012,3,Mineral industry,Particulate matter (PM10),62400
2025/12/15,Belgium,2007,1,Energy sector,Carbon monoxide (CO),8045000
2025/12/15,Lithuania,2007,3,Mineral industry,Particulate matter (PM10),541000
2025/12/15,Portugal,2009,1,Energy sector,Nitrous oxide (N2O),155200
2025/12/15,Romania,2021,5,Waste and wastewater management,PCDD + PCDF (dioxins + furans) (as Teq),0.0001
2025/12/15,Belgium,2020,3,Mineral industry,Nitrous oxide (N2O),92400
2025/12/15,Switzerland,2022,4,Chemical industry,Nitrous oxide (N2O),42596.6
2025/12/15,Estonia,2022,6,Paper and wood production and processing,Nitrogen oxides (NOX),144000
2025/12/15,Greece,2009,4,Chemical industry,Dichloromethane (DCM),34500
2025/12/15,Netherlands,2017,5,Waste and wastewater management,Dichloromethane (DCM),2060
2025/12/15,Slovenia,2023,1,Energy sector,Sulphur oxides (SOX),486169
2025/12/15,Germany,2012,4,Chemical industry,Hydrogen cyanide (HCN),1452
2025/12/15,Greece,2013,1,Energy sector,Arsenic and compounds (as As),2235.1000000000004
2025/12/15,Portugal,2012,3,Mineral industry,Lead and compounds (as Pb),342
2025/12/15,Greece,2007,2,Production and processing of metals,Non-methane volatile organic compounds (NMVOC),322000
2025/12/15,Slovakia,2017,2,Production and processing of metals,Zinc and compounds (as Zn),7040
2025/12/15,Italy,2008,9,Other activities,Trichloroethylene (TRI),7990
2025/12/15,France,2012,5,Waste and wastewater management,Benzene,1250
2025/12/15,Belgium,2016,2,Production and processing of metals,Ammonia (NH3),29000
2025/12/15,Switzerland,2018,2,Production and processing of metals,Polychlorinated biphenyls (PCBs),2.66
2025/12/15,Austria,2021,2,Production and processing of metals,Polycyclic aromatic hydrocarbons (PAHs),139
2025/12/15,Greece,2022,2,Production and processing of metals,Sulphur oxides (SOX),3270000
2025/12/15,Finland,2020,2,Production and processing of metals,Mercury and compounds (as Hg),130
2025/12/15,Portugal,2011,3,Mineral industry,Particulate matter (PM10),370300
2025/12/15,Cyprus,2015,1,Energy sector,Sulphur oxides (SOX),11350000
2025/12/15,Poland,2017,6,Paper and wood production and processing,Fluorine and inorganic compounds (as HF),7900
2025/12/15,Ireland,2015,1,Energy sector,Ammonia (NH3),26100
2025/12/15,Portugal,2011,2,Production and processing of metals,Particulate matter (PM10),56000
2025/12/15,Portugal,2007,9,Other activities,Nitrogen oxides (NOX),158000
2025/12/15,Czechia,2018,,,Di-(2-ethyl hexyl) phthalate (DEHP),2500
2025/12/15,Italy,2021,4,Chemical industry,Hydrogen cyanide (HCN),4036
2025/12/15,France,2021,1,Energy sector,Methane (CH4),3517000
2025/12/15,Spain,2007,2,Production and processing of metals,Carbon dioxide (CO2),8478000000
2025/12/15,Belgium,2009,2,Production and processing of metals,Nitrogen oxides (NOX),6675000
2025/12/15,France,2015,4,Chemical industry,Chromium and compounds (as Cr),491
2025/12/15,Germany,2013,5,Waste and wastewater management,Chlorofluorocarbons (CFCs),146.09
2025/12/15,France,2021,1,Energy sector,Hydrochlorofluorocarbons (HCFCs),2.08
2025/12/15,Sweden,2019,5,Waste and wastewater management,Carbon dioxide (CO2) excluding biomass,1613438000
2025/12/15,France,2020,2,Production and processing of metals,PCDD + PCDF (dioxins + furans) (as Teq),0.050515000000000004
2025/12/15,France,2014,5,Waste and wastewater management,Methane (CH4),99835000
2025/12/15,Germany,2022,9,Other activities,Non-methane volatile organic compounds (NMVOC),8240000
2025/12/15,Spain,2023,5,Waste and wastewater management,Nitrous oxide (N2O),57300
2025/12/15,Sweden,2012,2,Production and processing of metals,Particulate matter (PM10),2148000
2025/12/15,Poland,2010,1,Energy sector,Nickel and compounds (as Ni),10027
2025/12/15,Ireland,2009,3,Mineral industry,Carbon dioxide (CO2),2271000000
2025/12/15,Belgium,2012,1,Energy sector,PCDD + PCDF (dioxins + furans) (as Teq),0.000141
2025/12/15,Italy,2009,1,Energy sector,Fluorine and inorganic compounds (as HF),234290
2025/12/15,Italy,2020,1,Energy sector,Methane (CH4),5264440
2025/12/15,Italy,2016,1,Energy sector,Mercury and compounds (as Hg),157.5
2025/12/15,Denmark,2018,2,Production and processing of metals,Carbon dioxide (CO2),1514085
2025/12/15,Czechia,2018,3,Mineral industry,Nitrogen oxides (NOX),6504175.612
2025/12/15,Czechia,2013,1,Energy sector,Sulphur oxides (SOX),93072000
2025/12/15,Poland,2018,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",5460
2025/12/15,Spain,2019,5,Waste and wastewater management,Chlorine and inorganic compounds (as HCl),42900
2025/12/15,Spain,2009,3,Mineral industry,Carbon monoxide (CO),40642000
2025/12/15,Romania,2010,4,Chemical industry,Nitrogen oxides (NOX),7296000
2025/12/15,Norway,2017,1,Energy sector,Nitrogen oxides (NOX),3123000
2025/12/15,Germany,2014,1,Energy sector,Nitrogen oxides (NOX),212303000
2025/12/15,France,2008,3,Mineral industry,Benzene,23080
2025/12/15,Poland,2014,5,Waste and wastewater management,PCDD + PCDF (dioxins + furans) (as Teq),0.0006
2025/12/15,United Kingdom,2010,3,Mineral industry,Non-methane volatile organic compounds (NMVOC),1023000
2025/12/15,Belgium,2021,6,Paper and wood production and processing,Polycyclic aromatic hydrocarbons (PAHs),141
2025/12/15,Finland,2017,5,Waste and wastewater management,Sulphur oxides (SOX),220000
2025/12/15,Germany,2019,1,Energy sector,Chlorine and inorganic compounds (as HCl),1396600
2025/12/15,Poland,2020,3,Mineral industry,Hydro-fluorocarbons (HFCS),39537
2025/12/15,Poland,2013,4,Chemical industry,Carbon dioxide (CO2),8793000000
2025/12/15,Italy,2013,2,Production and processing of metals,Sulphur oxides (SOX),6350000
2025/12/15,Slovakia,2022,2,Production and processing of metals,Polycyclic aromatic hydrocarbons (PAHs),144
2025/12/15,Czechia,2020,4,Chemical industry,Hydrogen cyanide (HCN),323
2025/12/15,Austria,2016,1,Energy sector,Methane (CH4),1958000
2025/12/15,Slovakia,2008,6,Paper and wood production and processing,Carbon monoxide (CO),2286000
2025/12/15,United Kingdom,2011,3,Mineral industry,Ammonia (NH3),932100
2025/12/15,United Kingdom,2018,4,Chemical industry,Nitrogen oxides (NOX),6413000
2025/12/15,Luxembourg,2019,2,Production and processing of metals,Mercury and compounds (as Hg),53.4
2025/12/15,France,2009,3,Mineral industry,PCDD + PCDF (dioxins + furans) (as Teq),0.000104
2025/12/15,Luxembourg,2018,2,Production and processing of metals,Polycyclic aromatic hydrocarbons (PAHs),643
2025/12/15,France,2010,4,Chemical industry,Trichloromethane,95809
2025/12/15,Netherlands,2014,1,Energy sector,Dichloromethane (DCM),1370
2025/12/15,France,2017,6,Paper and wood production and processing,Nitrogen oxides (NOX),5484000
2025/12/15,Hungary,2015,2,Production and processing of metals,Lead and compounds (as Pb),1083
2025/12/15,France,2010,9,Other activities,Hydrochlorofluorocarbons (HCFCs),404
2025/12/15,Italy,2011,2,Production and processing of metals,Carbon dioxide (CO2),13256000000
2025/12/15,Italy,2014,4,Chemical industry,PCDD + PCDF (dioxins + furans) (as Teq),0.00023
2025/12/15,Czechia,2010,2,Production and processing of metals,Polycyclic aromatic hydrocarbons (PAHs),1347
2025/12/15,France,2024,4,Chemical industry,Nitrous oxide (N2O),942400
2025/12/15,Czechia,2015,7,Intensive livestock production and aquaculture,Ammonia (NH3),5864800
2025/12/15,France,2007,4,Chemical industry,Trichloroethylene (TRI),23090
2025/12/15,Portugal,2014,4,Chemical industry,Methane (CH4),211000
2025/12/15,Portugal,2012,5,Waste and wastewater management,Mercury and compounds (as Hg),15.9
2025/12/15,Belgium,2012,2,Production and processing of metals,Polycyclic aromatic hydrocarbons (PAHs),6262
2025/12/15,Germany,2018,,,Hydro-fluorocarbons (HFCS),513
2025/12/15,Romania,2016,6,Paper and wood production and processing,Nitrogen oxides (NOX),393000
2025/12/15,Romania,2014,2,Production and processing of metals,Carbon monoxide (CO),55172000
2025/12/15,United Kingdom,2008,3,Mineral industry,Methane (CH4),70637000
2025/12/15,Portugal,2024,9,Other activities,Methane (CH4),118000
2025/12/15,United Kingdom,2013,1,Energy sector,Zinc and compounds (as Zn),7358
2025/12/15,Belgium,2019,2,Production and processing of metals,Chlorine and inorganic compounds (as HCl),109700
2025/12/15,Ireland,2011,1,Energy sector,Nitrogen oxides (NOX),8119000
2025/12/15,Netherlands,2012,,,Chlorofluorocarbons (CFCs),8.05
2025/12/15,Romania,2021,6,Paper and wood production and processing,Nitrous oxide (N2O),11300
2025/12/15,Sweden,2015,3,Mineral industry,Zinc and compounds (as Zn),570
2025/12/15,Sweden,2021,3,Mineral industry,Ammonia (NH3),236100
2025/12/15,France,2007,4,Chemical industry,Polycyclic aromatic hydrocarbons (PAHs),215
