PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,Pollutant,Releases
2025/12/15,Netherlands,2018,5,Waste and wastewater management,Mercury and compounds (as Hg),32.1
2025/12/15,Spain,2009,4,Chemical industry,Carbon dioxide (CO2),6292000000
2025/12/15,United Kingdom,2017,5,Waste and wastewater management,Nitrogen oxides (NOX),15720000
2025/12/15,France,2015,9,Other activities,Hydrochlorofluorocarbons (HCFCs),184.35000000000002
2025/12/15,France,2009,3,Mineral industry,Carbon monoxide (CO),5298000
2025/12/15,Sweden,2011,2,Production and processing of metals,Hydro-fluorocarbons (HFCS),619
2025/12/15,Finland,2024,6,Paper and wood production and processing,Ammonia (NH3),142900
2025/12/15,United Kingdom,2012,8,Animal and vegetable products from the food and beverage sector,Non-methane volatile organic compounds (NMVOC),5319000
2025/12/15,Italy,2008,2,Production and processing of metals,Carbon monoxide (CO),290544000
2025/12/15,Czechia,2009,4,Chemical industry,Trichloroethylene (TRI),33400
2025/12/15,Germany,2011,2,Production and processing of metals,Carbon dioxide (CO2) excluding biomass,547000000
2025/12/15,Germany,2008,7,Intensive livestock production and aquaculture,Nitrous oxide (N2O),252000
2025/12/15,United Kingdom,2014,6,Paper and wood production and processing,Lead and compounds (as Pb),4141
2025/12/15,France,2022,3,Mineral industry,Nitrogen oxides (NOX),24484000
2025/12/15,Romania,2008,7,Intensive livestock production and aquaculture,Ammonia (NH3),14970100
2025/12/15,Belgium,2008,1,Energy sector,Methane (CH4),196000
2025/12/15,Netherlands,2020,2,Production and processing of metals,Ammonia (NH3),23800
2025/12/15,Portugal,2017,4,Chemical industry,Nitrogen oxides (NOX),749000
2025/12/15,Estonia,2018,1,Energy sector,Nickel and compounds (as Ni),4697
2025/12/15,France,2008,8,Animal and vegetable products from the food and beverage sector,Nitrous oxide (N2O),93000
2025/12/15,Sweden,2017,2,Production and processing of metals,Mercury and compounds (as Hg),79.10000000000001
2025/12/15,France,2011,8,Animal and vegetable products from the food and beverage sector,Nitrous oxide (N2O),90200
2025/12/15,Sweden,2017,6,Paper and wood production and processing,Carbon monoxide (CO),21558000
2025/12/15,Netherlands,2020,2,Production and processing of metals,Particulate matter (PM10),675000
2025/12/15,Austria,2010,1,Energy sector,Nitrogen oxides (NOX),5600000
2025/12/15,Sweden,2024,4,Chemical industry,Particulate matter (PM10),50200
2025/12/15,Denmark,2020,3,Mineral industry,Nitrogen oxides (NOX),3357850
2025/12/15,Finland,2014,5,Waste and wastewater management,Carbon dioxide (CO2),1326000000
2025/12/15,Sweden,2022,2,Production and processing of metals,Cadmium and compounds (as Cd),60
2025/12/15,Greece,2020,1,Energy sector,Nitrogen oxides (NOX),51434000
2025/12/15,Sweden,2008,6,Paper and wood production and processing,Hydro-fluorocarbons (HFCS),597
2025/12/15,Switzerland,2016,3,Mineral industry,Sulphur oxides (SOX),726000
2025/12/15,Netherlands,2013,5,Waste and wastewater management,Nitrogen oxides (NOX),3027000
2025/12/15,France,2015,5,Waste and wastewater management,Copper and compounds (as Cu),129
2025/12/15,Lithuania,2020,6,Paper and wood production and processing,Non-methane volatile organic compounds (NMVOC),307000
2025/12/15,Netherlands,2009,1,Energy sector,Methane (CH4),3054000
2025/12/15,Luxembourg,2023,3,Mineral industry,Carbon monoxide (CO),847000
2025/12/15,Sweden,2008,,,Methane (CH4),1200000
2025/12/15,Spain,2019,4,Chemical industry,Vinyl chloride,18670
2025/12/15,Romania,2015,2,Production and processing of metals,Mercury and compounds (as Hg),63
2025/12/15,Romania,2018,4,Chemical industry,Non-methane volatile organic compounds (NMVOC),389000
2025/12/15,Sweden,2024,1,Energy sector,PCDD + PCDF (dioxins + furans) (as Teq),0.006
2025/12/15,France,2023,5,Waste and wastewater management,Copper and compounds (as Cu),163
2025/12/15,Romania,2013,3,Mineral industry,Ammonia (NH3),21900
2025/12/15,Belgium,2015,1,Energy sector,Methane (CH4),664000
2025/12/15,Germany,2021,4,Chemical industry,Particulate matter (PM10),214400
2025/12/15,Iceland,2018,2,Production and processing of metals,Polycyclic aromatic hydrocarbons (PAHs),58
2025/12/15,Germany,2011,9,Other activities,Hydro-fluorocarbons (HFCS),899
2025/12/15,Slovakia,2007,4,Chemical industry,Carbon dioxide (CO2),424000000
2025/12/15,Slovenia,2010,4,Chemical industry,Dichloromethane (DCM),1600
2025/12/15,Sweden,2012,,,Ammonia (NH3),10300
2025/12/15,Bulgaria,2008,1,Energy sector,Carbon dioxide (CO2),30387000000
2025/12/15,France,2014,4,Chemical industry,Chlorofluorocarbons (CFCs),1465
2025/12/15,Slovakia,2019,9,Other activities,Cadmium and compounds (as Cd),21.8
2025/12/15,Slovakia,2007,8,Animal and vegetable products from the food and beverage sector,Non-methane volatile organic compounds (NMVOC),162000
2025/12/15,Belgium,2008,2,Production and processing of metals,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",8621
2025/12/15,United Kingdom,2007,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",274300
2025/12/15,Denmark,2019,9,Other activities,Nitrogen oxides (NOX),14343
2025/12/15,Hungary,2014,8,Animal and vegetable products from the food and beverage sector,Nitrogen oxides (NOX),374000
2025/12/15,France,2014,,,Carbon dioxide (CO2),1059000000
2025/12/15,Greece,2009,4,Chemical industry,Nitrogen oxides (NOX),272000
2025/12/15,Finland,2014,6,Paper and wood production and processing,PCDD + PCDF (dioxins + furans) (as Teq),0.001
2025/12/15,France,2011,3,Mineral industry,Chlorine and inorganic compounds (as HCl),131500
2025/12/15,Lithuania,2017,4,Chemical industry,Carbon monoxide (CO),1922000
2025/12/15,Sweden,2014,9,Other activities,Non-methane volatile organic compounds (NMVOC),334000
2025/12/15,Belgium,2015,3,Mineral industry,Non-methane volatile organic compounds (NMVOC),404000
2025/12/15,Netherlands,2017,1,Energy sector,Nitrogen oxides (NOX),17839000
2025/12/15,Denmark,2009,5,Waste and wastewater management,Carbon dioxide (CO2),670000000
2025/12/15,Ireland,2012,4,Chemical industry,Hydro-fluorocarbons (HFCS),2600
2025/12/15,Switzerland,2020,1,Energy sector,Nitrogen oxides (NOX),333700
2025/12/15,Poland,2014,9,Other activities,Hydrochlorofluorocarbons (HCFCs),9.23
2025/12/15,Bulgaria,2023,1,Energy sector,Lead and compounds (as Pb),5586
2025/12/15,France,2012,5,Waste and wastewater management,Dichloromethane (DCM),2680
2025/12/15,Denmark,2018,5,Waste and wastewater management,Carbon dioxide (CO2),922143075.779
2025/12/15,Ireland,2013,4,Chemical industry,Carbon dioxide (CO2),1350000000
2025/12/15,Poland,2015,2,Production and processing of metals,Carbon monoxide (CO),154541000
2025/12/15,Norway,2016,2,Production and processing of metals,Lead and compounds (as Pb),763
2025/12/15,Norway,2016,5,Waste and wastewater management,Nitrogen oxides (NOX),373000
2025/12/15,Germany,2017,2,Production and processing of metals,Hydrogen cyanide (HCN),3303
2025/12/15,Spain,2013,2,Production and processing of metals,Hydrochlorofluorocarbons (HCFCs),2170
2025/12/15,Belgium,2019,5,Waste and wastewater management,Nitrous oxide (N2O),28200
2025/12/15,Bulgaria,2018,2,Production and processing of metals,Carbon dioxide (CO2),128272000
2025/12/15,Belgium,2024,4,Chemical industry,Fluorine and inorganic compounds (as HF),23730
2025/12/15,France,2017,8,Animal and vegetable products from the food and beverage sector,Hydrochlorofluorocarbons (HCFCs),31.7
2025/12/15,Italy,2013,,,Hydrochlorofluorocarbons (HCFCs),22.4
2025/12/15,Spain,2013,3,Mineral industry,Lead and compounds (as Pb),1531
2025/12/15,Austria,2014,4,Chemical industry,Particulate matter (PM10),164200
2025/12/15,Netherlands,2018,7,Intensive livestock production and aquaculture,Methane (CH4),1277000
2025/12/15,Spain,2016,1,Energy sector,PCDD + PCDF (dioxins + furans) (as Teq),0.000244
2025/12/15,Netherlands,2020,4,Chemical industry,PCDD + PCDF (dioxins + furans) (as Teq),3.9e-7
2025/12/15,Belgium,2024,1,Energy sector,Hydrogen cyanide (HCN),11000
2025/12/15,Switzerland,2020,5,Waste and wastewater management,Ammonia (NH3),6.23
2025/12/15,Austria,2009,1,Energy sector,Nitrous oxide (N2O),18000
2025/12/15,Denmark,2007,6,Paper and wood production and processing,Nitrogen oxides (NOX),286000
2025/12/15,Romania,2011,3,Mineral industry,Particulate matter (PM10),114000
2025/12/15,Netherlands,2010,4,Chemical industry,Chlorofluorocarbons (CFCs),8849
2025/12/15,Switzerland,2020,5,Waste and wastewater management,Particulate matter (PM10),56.9
2025/12/15,Slovakia,2008,4,Chemical industry,Benzene,8030
2025/12/15,Austria,2009,2,Production and processing of metals,Benzene,3670
2025/12/15,France,2011,9,Other activities,Chlorofluorocarbons (CFCs),1.4
2025/12/15,Switzerland,2021,8,Animal and vegetable products from the food and beverage sector,Ammonia (NH3),67700
2025/12/15,Sweden,2022,3,Mineral industry,Copper and compounds (as Cu),135
2025/12/15,Switzerland,2021,9,Other activities,Carbon monoxide (CO),3780000
2025/12/15,Finland,2020,6,Paper and wood production and processing,Naphthalene,754
2025/12/15,Netherlands,2024,8,Animal and vegetable products from the food and beverage sector,Particulate matter (PM10),83600
2025/12/15,United Kingdom,2008,6,Paper and wood production and processing,Zinc and compounds (as Zn),270
2025/12/15,Slovakia,2008,2,Production and processing of metals,Lead and compounds (as Pb),38900
2025/12/15,Romania,2009,4,Chemical industry,Non-methane volatile organic compounds (NMVOC),3836000
2025/12/15,France,2011,5,Waste and wastewater management,Polycyclic aromatic hydrocarbons (PAHs),2040
2025/12/15,Bulgaria,2020,3,Mineral industry,Carbon dioxide (CO2),2046954410
2025/12/15,Finland,2014,4,Chemical industry,Carbon dioxide (CO2) excluding biomass,440000000
2025/12/15,Romania,2008,6,Paper and wood production and processing,Particulate matter (PM10),322000
2025/12/15,Greece,2017,5,Waste and wastewater management,Chlorofluorocarbons (CFCs),74.7
2025/12/15,Switzerland,2012,4,Chemical industry,Carbon dioxide (CO2),262000000
2025/12/15,Portugal,2018,3,Mineral industry,Mercury and compounds (as Hg),33
2025/12/15,Ireland,2018,8,Animal and vegetable products from the food and beverage sector,Hydrochlorofluorocarbons (HCFCs),35
2025/12/15,Denmark,2021,2,Production and processing of metals,Chromium and compounds (as Cr),0.984
2025/12/15,Italy,2020,1,Energy sector,Mercury and compounds (as Hg),156.7084
2025/12/15,Slovenia,2020,2,Production and processing of metals,Sulphur oxides (SOX),253000
2025/12/15,Spain,2024,6,Paper and wood production and processing,Benzene,6510
2025/12/15,Croatia,2015,8,Animal and vegetable products from the food and beverage sector,Sulphur oxides (SOX),661000
2025/12/15,Spain,2024,3,Mineral industry,Methane (CH4),205000
2025/12/15,Czechia,2015,6,Paper and wood production and processing,Carbon dioxide (CO2),1311000000
2025/12/15,Italy,2015,6,Paper and wood production and processing,Nickel and compounds (as Ni),101
2025/12/15,Serbia,2018,3,Mineral industry,Ammonia (NH3),97300
2025/12/15,Belgium,2016,4,Chemical industry,Perfluorocarbons (PFCs),77500
2025/12/15,Austria,2016,6,Paper and wood production and processing,Particulate matter (PM10),53600
2025/12/15,Sweden,2007,4,Chemical industry,Vinyl chloride,25800
2025/12/15,Switzerland,2007,3,Mineral industry,Nitrogen oxides (NOX),3007000
2025/12/15,Hungary,2008,4,Chemical industry,Methane (CH4),2940000
2025/12/15,Netherlands,2020,1,Energy sector,Methane (CH4),1887000
2025/12/15,Spain,2012,3,Mineral industry,Benzene,15340
2025/12/15,United Kingdom,2012,1,Energy sector,PCDD + PCDF (dioxins + furans) (as Teq),0.00784
2025/12/15,Sweden,2022,2,Production and processing of metals,Naphthalene,4253
2025/12/15,Germany,2010,2,Production and processing of metals,Carbon monoxide (CO),657503000
2025/12/15,Czechia,2018,1,Energy sector,PCDD + PCDF (dioxins + furans) (as Teq),0.001604
2025/12/15,France,2018,3,Mineral industry,Chlorine and inorganic compounds (as HCl),56200
2025/12/15,Austria,2021,4,Chemical industry,Particulate matter (PM10),192400
2025/12/15,France,2009,1,Energy sector,Carbon dioxide (CO2),53025000000
2025/12/15,Belgium,2020,5,Waste and wastewater management,Cadmium and compounds (as Cd),53
2025/12/15,Spain,2007,8,Animal and vegetable products from the food and beverage sector,Hydro-fluorocarbons (HFCS),1190
2025/12/15,Finland,2020,2,Production and processing of metals,Nickel and compounds (as Ni),1967.4
2025/12/15,Belgium,2012,1,Energy sector,Nickel and compounds (as Ni),379
2025/12/15,Italy,2009,1,Energy sector,Benzene,160490
2025/12/15,Spain,2012,1,Energy sector,Benzene,21210
2025/12/15,Germany,2011,4,Chemical industry,Carbon monoxide (CO),37249000
2025/12/15,United Kingdom,2015,2,Production and processing of metals,Hydrogen cyanide (HCN),2300
2025/12/15,Spain,2010,1,Energy sector,Nitrous oxide (N2O),1859000
2025/12/15,Netherlands,2017,4,Chemical industry,Trichloromethane,549
2025/12/15,United Kingdom,2018,4,Chemical industry,Carbon monoxide (CO),22500000
2025/12/15,Romania,2009,1,Energy sector,Cadmium and compounds (as Cd),370.8
2025/12/15,France,2012,2,Production and processing of metals,Nitrogen oxides (NOX),15846000
2025/12/15,Italy,2007,4,Chemical industry,Sulphur hexafluoride (SF6),609
2025/12/15,Estonia,2021,1,Energy sector,Non-methane volatile organic compounds (NMVOC),485000
2025/12/15,Czechia,2013,1,Energy sector,Carbon dioxide (CO2) excluding biomass,48178213000
2025/12/15,United Kingdom,2015,5,Waste and wastewater management,Carbon dioxide (CO2),9616000000
2025/12/15,Poland,2012,1,Energy sector,Ammonia (NH3),59600
2025/12/15,Romania,2008,4,Chemical industry,Ammonia (NH3),8749200
2025/12/15,Norway,2017,1,Energy sector,Non-methane volatile organic compounds (NMVOC),10227000
2025/12/15,Spain,2009,4,Chemical industry,Hydro-fluorocarbons (HFCS),61911
2025/12/15,Germany,2020,4,Chemical industry,Nitrous oxide (N2O),2402600
2025/12/15,Norway,2008,2,Production and processing of metals,Nickel and compounds (as Ni),5004.8
2025/12/15,Slovakia,2008,3,Mineral industry,Copper and compounds (as Cu),138
2025/12/15,Bulgaria,2017,7,Intensive livestock production and aquaculture,Ammonia (NH3),8058700
2025/12/15,France,2017,1,Energy sector,Hydrogen cyanide (HCN),136640
2025/12/15,Slovakia,2008,6,Paper and wood production and processing,Nitrogen oxides (NOX),2042000
2025/12/15,France,2010,4,Chemical industry,Hydro-fluorocarbons (HFCS),200038
2025/12/15,Germany,2017,1,Energy sector,Polycyclic aromatic hydrocarbons (PAHs),348
2025/12/15,France,2017,3,Mineral industry,Naphthalene,4916
2025/12/15,France,2022,1,Energy sector,Mercury and compounds (as Hg),24.1
2025/12/15,Poland,2012,4,Chemical industry,Lead and compounds (as Pb),526
2025/12/15,Netherlands,2018,4,Chemical industry,Vinyl chloride,10270
2025/12/15,Hungary,2016,3,Mineral industry,Ammonia (NH3),74200
2025/12/15,Poland,2012,4,Chemical industry,Hydrochlorofluorocarbons (HCFCs),4129.8
2025/12/15,Germany,2014,1,Energy sector,Non-methane volatile organic compounds (NMVOC),5926000
2025/12/15,France,2011,3,Mineral industry,Fluorine and inorganic compounds (as HF),124390
2025/12/15,Germany,2016,5,Waste and wastewater management,Methane (CH4),35248000
2025/12/15,Romania,2024,1,Energy sector,PCDD + PCDF (dioxins + furans) (as Teq),0.000467
2025/12/15,Spain,2013,2,Production and processing of metals,Arsenic and compounds (as As),479.2
2025/12/15,Italy,2017,2,Production and processing of metals,Particulate matter (PM10),310000
2025/12/15,Germany,2018,8,Animal and vegetable products from the food and beverage sector,Nitrogen oxides (NOX),581000
2025/12/15,Denmark,2016,5,Waste and wastewater management,Methane (CH4),14392000
2025/12/15,Greece,2020,1,Energy sector,Hydro-fluorocarbons (HFCS),2203
2025/12/15,Portugal,2012,1,Energy sector,Carbon dioxide (CO2),14876000000
2025/12/15,Bulgaria,2016,9,Other activities,Non-methane volatile organic compounds (NMVOC),106000
2025/12/15,Spain,2023,6,Paper and wood production and processing,Ammonia (NH3),63600
2025/12/15,Czechia,2013,1,Energy sector,Chromium and compounds (as Cr),764
2025/12/15,Norway,2017,9,Other activities,Zinc and compounds (as Zn),324
2025/12/15,Sweden,2023,6,Paper and wood production and processing,Hydro-fluorocarbons (HFCS),396
2025/12/15,Netherlands,2009,4,Chemical industry,Copper and compounds (as Cu),1030
2025/12/15,Slovakia,2011,3,Mineral industry,Carbon dioxide (CO2),3230000000
2025/12/15,Sweden,2007,1,Energy sector,PCDD + PCDF (dioxins + furans) (as Teq),0.000349
2025/12/15,Romania,2022,4,Chemical industry,Non-methane volatile organic compounds (NMVOC),586000
2025/12/15,Finland,2010,6,Paper and wood production and processing,Polycyclic aromatic hydrocarbons (PAHs),80
2025/12/15,Netherlands,2014,6,Paper and wood production and processing,Benzene,2700
2025/12/15,Slovakia,2011,1,Energy sector,Carbon dioxide (CO2),8321000000
2025/12/15,France,2011,4,Chemical industry,Zinc and compounds (as Zn),2548
2025/12/15,Austria,2013,4,Chemical industry,Zinc and compounds (as Zn),1960
2025/12/15,Austria,2014,5,Waste and wastewater management,Carbon dioxide (CO2),2607000000
2025/12/15,Netherlands,2024,4,Chemical industry,Hydro-fluorocarbons (HFCS),8882
2025/12/15,Slovakia,2011,2,Production and processing of metals,Ammonia (NH3),32500
2025/12/15,Latvia,2013,6,Paper and wood production and processing,Nitrogen oxides (NOX),362000
2025/12/15,Finland,2017,4,Chemical industry,Carbon dioxide (CO2),678000000
2025/12/15,United Kingdom,2018,9,Other activities,Non-methane volatile organic compounds (NMVOC),6758000
2025/12/15,Austria,2013,2,Production and processing of metals,Nitrogen oxides (NOX),3489000
2025/12/15,Germany,2016,2,Production and processing of metals,Fluorine and inorganic compounds (as HF),171450
2025/12/15,France,2008,9,Other activities,Nitrogen oxides (NOX),389000
2025/12/15,Czechia,2008,2,Production and processing of metals,Particulate matter (PM10),1781000
2025/12/15,Norway,2011,4,Chemical industry,Nitrogen oxides (NOX),1709000
2025/12/15,Italy,2008,3,Mineral industry,Lead and compounds (as Pb),1444
2025/12/15,Germany,2015,1,Energy sector,Arsenic and compounds (as As),782.6
2025/12/15,Slovakia,2007,2,Production and processing of metals,Sulphur oxides (SOX),12530000
2025/12/15,Belgium,2013,4,Chemical industry,Zinc and compounds (as Zn),381
2025/12/15,Czechia,2022,2,Production and processing of metals,Carbon monoxide (CO),109718450.24599999
2025/12/15,Finland,2019,2,Production and processing of metals,Cadmium and compounds (as Cd),10.8
2025/12/15,Bulgaria,2022,1,Energy sector,Sulphur oxides (SOX),50701221
2025/12/15,Belgium,2009,5,Waste and wastewater management,Polycyclic aromatic hydrocarbons (PAHs),52.4
2025/12/15,United Kingdom,2019,4,Chemical industry,Nitrous oxide (N2O),799100
2025/12/15,Norway,2007,3,Mineral industry,Carbon dioxide (CO2),11702000000
2025/12/15,Sweden,2012,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",30400
2025/12/15,Germany,2010,4,Chemical industry,Hydrogen cyanide (HCN),2709
2025/12/15,Finland,2015,5,Waste and wastewater management,Nitrous oxide (N2O),274800
2025/12/15,France,2013,2,Production and processing of metals,Copper and compounds (as Cu),7507
2025/12/15,Belgium,2018,8,Animal and vegetable products from the food and beverage sector,Nitrogen oxides (NOX),211000
2025/12/15,United Kingdom,2007,2,Production and processing of metals,Polycyclic aromatic hydrocarbons (PAHs),509
2025/12/15,Germany,2023,,,Hydrochlorofluorocarbons (HCFCs),222.3
2025/12/15,Netherlands,2009,1,Energy sector,Particulate matter (PM10),588300
2025/12/15,Poland,2012,3,Mineral industry,Carbon dioxide (CO2),12759000000
2025/12/15,Poland,2012,8,Animal and vegetable products from the food and beverage sector,Non-methane volatile organic compounds (NMVOC),530000
2025/12/15,Poland,2015,5,Waste and wastewater management,Arsenic and compounds (as As),24.3
2025/12/15,Italy,2018,1,Energy sector,"1,1,1-trichloroethane (TCE-1,1,1)",883.763
2025/12/15,Poland,2013,1,Energy sector,Methane (CH4),7578000
2025/12/15,Sweden,2015,3,Mineral industry,Ammonia (NH3),127000
2025/12/15,Germany,2020,,,Nitrogen oxides (NOX),376000
2025/12/15,Finland,2024,2,Production and processing of metals,Copper and compounds (as Cu),754
2025/12/15,Spain,2009,6,Paper and wood production and processing,Mercury and compounds (as Hg),91
2025/12/15,Finland,2022,2,Production and processing of metals,Arsenic and compounds (as As),345.7
2025/12/15,Sweden,2013,3,Mineral industry,Carbon dioxide (CO2) excluding biomass,2566500000
2025/12/15,Portugal,2010,2,Production and processing of metals,Fluorine and inorganic compounds (as HF),5600
2025/12/15,Poland,2009,9,Other activities,Methane (CH4),114000
2025/12/15,Belgium,2019,2,Production and processing of metals,PCDD + PCDF (dioxins + furans) (as Teq),0.004756000000000001
2025/12/15,Poland,2013,7,Intensive livestock production and aquaculture,Benzene,1380
2025/12/15,Belgium,2013,3,Mineral industry,Hydrogen cyanide (HCN),10866
2025/12/15,United Kingdom,2007,8,Animal and vegetable products from the food and beverage sector,Carbon monoxide (CO),6930000
2025/12/15,Portugal,2014,2,Production and processing of metals,Nickel and compounds (as Ni),113
2025/12/15,Switzerland,2007,5,Waste and wastewater management,Carbon dioxide (CO2),3912000000
2025/12/15,Belgium,2015,6,Paper and wood production and processing,Lead and compounds (as Pb),387
2025/12/15,United Kingdom,2017,5,Waste and wastewater management,Dichloromethane (DCM),8830
2025/12/15,Spain,2023,6,Paper and wood production and processing,Naphthalene,662
2025/12/15,Estonia,2023,1,Energy sector,PCDD + PCDF (dioxins + furans) (as Teq),0
2025/12/15,Netherlands,2023,1,Energy sector,Carbon dioxide (CO2),37641000000
2025/12/15,Denmark,2013,4,Chemical industry,Hydrochlorofluorocarbons (HCFCs),178.2
2025/12/15,Italy,2015,2,Production and processing of metals,Sulphur oxides (SOX),3853000
2025/12/15,Sweden,2015,3,Mineral industry,Nickel and compounds (as Ni),58.7
2025/12/15,Croatia,2024,3,Mineral industry,Ammonia (NH3),222200
2025/12/15,Latvia,2016,7,Intensive livestock production and aquaculture,Particulate matter (PM10),60000
2025/12/15,Poland,2007,9,Other activities,Carbon monoxide (CO),1270000
2025/12/15,Netherlands,2018,,,Ammonia (NH3),48700
2025/12/15,Portugal,2015,4,Chemical industry,Toluene,0.0001
2025/12/15,Austria,2024,5,Waste and wastewater management,Nitrous oxide (N2O),36100
2025/12/15,Sweden,2021,1,Energy sector,Nickel and compounds (as Ni),57
2025/12/15,Belgium,2016,2,Production and processing of metals,Fluorine and inorganic compounds (as HF),10400
2025/12/15,Sweden,2007,2,Production and processing of metals,Chlorine and inorganic compounds (as HCl),687200
2025/12/15,Austria,2014,8,Animal and vegetable products from the food and beverage sector,Carbon monoxide (CO),585000
2025/12/15,Belgium,2018,2,Production and processing of metals,Chlorine and inorganic compounds (as HCl),169100
2025/12/15,Lithuania,2021,6,Paper and wood production and processing,Carbon dioxide (CO2),118000000
2025/12/15,Poland,2012,9,Other activities,Hydrochlorofluorocarbons (HCFCs),43.7
2025/12/15,France,2011,,,Arsenic and compounds (as As),44.2
2025/12/15,Slovenia,2008,2,Production and processing of metals,Carbon dioxide (CO2),179000000
2025/12/15,Netherlands,2009,3,Mineral industry,Carbon monoxide (CO),698000
2025/12/15,Switzerland,2020,2,Production and processing of metals,Chlorine and inorganic compounds (as HCl),9285
2025/12/15,Iceland,2011,2,Production and processing of metals,Sulphur hexafluoride (SF6),62100
2025/12/15,Belgium,2023,7,Intensive livestock production and aquaculture,Ammonia (NH3),1084100
2025/12/15,Belgium,2023,2,Production and processing of metals,Carbon dioxide (CO2),3963000000
2025/12/15,Finland,2024,6,Paper and wood production and processing,Carbon monoxide (CO),596000
2025/12/15,Romania,2012,3,Mineral industry,Nickel and compounds (as Ni),64
2025/12/15,Bulgaria,2022,1,Energy sector,Mercury and compounds (as Hg),1368
2025/12/15,Hungary,2023,8,Animal and vegetable products from the food and beverage sector,Carbon dioxide (CO2),2496718930
2025/12/15,Netherlands,2007,5,Waste and wastewater management,Mercury and compounds (as Hg),73.9
2025/12/15,Spain,2012,4,Chemical industry,Chromium and compounds (as Cr),198
2025/12/15,Czechia,2010,8,Animal and vegetable products from the food and beverage sector,Non-methane volatile organic compounds (NMVOC),138000
2025/12/15,Slovakia,2012,4,Chemical industry,Nickel and compounds (as Ni),315
2025/12/15,Netherlands,2019,,,Carbon dioxide (CO2),706000000
2025/12/15,Germany,2018,4,Chemical industry,Copper and compounds (as Cu),103
2025/12/15,Denmark,2020,,,Particulate matter (PM10),7.2e-5
2025/12/15,Austria,2018,6,Paper and wood production and processing,Chlorine and inorganic compounds (as HCl),12600
2025/12/15,Croatia,2018,4,Chemical industry,Carbon dioxide (CO2),750000000
2025/12/15,Netherlands,2013,3,Mineral industry,Fluorine and inorganic compounds (as HF),35500
2025/12/15,Poland,2023,4,Chemical industry,Mercury and compounds (as Hg),18.8
2025/12/15,Czechia,2021,9,Other activities,Tetrachloroethylene,4100
2025/12/15,France,2018,1,Energy sector,Fluorine and inorganic compounds (as HF),16400
2025/12/15,Austria,2017,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",3300
2025/12/15,Spain,2018,6,Paper and wood production and processing,Arsenic and compounds (as As),25.1
2025/12/15,Czechia,2017,4,Chemical industry,PCDD + PCDF (dioxins + furans) (as Teq),0.000134
2025/12/15,Poland,2015,2,Production and processing of metals,Zinc and compounds (as Zn),61859
2025/12/15,Netherlands,2019,4,Chemical industry,Carbon dioxide (CO2),16948000000
2025/12/15,Spain,2012,4,Chemical industry,Carbon dioxide (CO2),6650000000
2025/12/15,Germany,2007,6,Paper and wood production and processing,Nitrogen oxides (NOX),11748000
2025/12/15,Spain,2021,4,Chemical industry,Non-methane volatile organic compounds (NMVOC),9088000
2025/12/15,France,2014,,,Hydro-fluorocarbons (HFCS),21528
2025/12/15,Spain,2022,1,Energy sector,Particulate matter (PM10),1248700
2025/12/15,Luxembourg,2009,3,Mineral industry,Zinc and compounds (as Zn),520
2025/12/15,Portugal,2023,6,Paper and wood production and processing,PCDD + PCDF (dioxins + furans) (as Teq),0.001283
2025/12/15,Poland,2014,7,Intensive livestock production and aquaculture,Fluorine and inorganic compounds (as HF),25700
2025/12/15,Spain,2015,1,Energy sector,Sulphur oxides (SOX),167609000
2025/12/15,Iceland,2007,2,Production and processing of metals,Perfluorocarbons (PFCs),1030
2025/12/15,Belgium,2007,4,Chemical industry,Nitrous oxide (N2O),6151100
2025/12/15,France,2018,,,Nitrous oxide (N2O),327600
2025/12/15,Luxembourg,2010,2,Production and processing of metals,Polychlorinated biphenyls (PCBs),0.45
2025/12/15,Czechia,2014,1,Energy sector,Nitrogen oxides (NOX),57377000
2025/12/15,Germany,2021,2,Production and processing of metals,Carbon dioxide (CO2) excluding biomass,10931000000
2025/12/15,Poland,2013,3,Mineral industry,Sulphur oxides (SOX),10122000
2025/12/15,France,2015,4,Chemical industry,Chlorine and inorganic compounds (as HCl),199900
2025/12/15,France,2017,4,Chemical industry,Zinc and compounds (as Zn),5879
2025/12/15,Sweden,2012,4,Chemical industry,Nitrogen oxides (NOX),549000
2025/12/15,Belgium,2012,8,Animal and vegetable products from the food and beverage sector,Hydrochlorofluorocarbons (HCFCs),1596.07
2025/12/15,Sweden,2022,3,Mineral industry,Zinc and compounds (as Zn),395
2025/12/15,France,2019,5,Waste and wastewater management,Nitrogen oxides (NOX),2696000
2025/12/15,Italy,2021,1,Energy sector,Carbon monoxide (CO),5597542.8
2025/12/15,Netherlands,2024,5,Waste and wastewater management,Mercury and compounds (as Hg),26
2025/12/15,Netherlands,2017,1,Energy sector,Hydro-fluorocarbons (HFCS),1772
2025/12/15,Spain,2008,2,Production and processing of metals,Perfluorocarbons (PFCs),17830
2025/12/15,United Kingdom,2010,6,Paper and wood production and processing,Cadmium and compounds (as Cd),60
2025/12/15,Poland,2015,3,Mineral industry,Hydro-fluorocarbons (HFCS),49980
