PublicationDate,countryName,reportingYear,wasteTreatment,wasteClassification,wasteTransfers
2025/12/15,Slovakia,2022,Recovery,NONHW,1082010
2025/12/15,Luxembourg,2022,Disposal,NONHW,22030
2025/12/15,Austria,2019,Recovery,HW,332500.377
2025/12/15,Spain,2016,Disposal,NONHW,4733802.29
2025/12/15,Poland,2022,Disposal,HW,411927.309
2025/12/15,Hungary,2019,Recovery,HW,163243.79999999993
2025/12/15,Greece,2014,Disposal,NONHW,1700950.3199999998
2025/12/15,Bulgaria,2014,Recovery,NONHW,757340
2025/12/15,Denmark,2020,Disposal,HW,110890.92499999999
2025/12/15,Lithuania,2020,Recovery,NONHW,148805.8
2025/12/15,United Kingdom,2015,Disposal,HW,2226952.6956
2025/12/15,Cyprus,2011,Disposal,HW,73.07
2025/12/15,Ireland,2021,Recovery,HW,215057.09790000005
2025/12/15,Denmark,2023,Disposal,HW,106492.50580000001
2025/12/15,Hungary,2015,Disposal,NONHW,1345795.3
2025/12/15,Finland,2009,Recovery,HW,121585.36
2025/12/15,Estonia,2024,Disposal,NONHW,2087430
2025/12/15,France,2023,Recovery,NONHW,70878504.25179702
2025/12/15,Germany,2019,Disposal,HW,4692678.284
2025/12/15,Denmark,2019,Recovery,HW,204050.06499999997
2025/12/15,Italy,2020,Recovery,NONHW,17476771.5628
2025/12/15,Cyprus,2015,Recovery,NONHW,75130
2025/12/15,Ireland,2023,Recovery,NONHW,5198963.4819
2025/12/15,Switzerland,2012,Recovery,HW,171077.34699999998
2025/12/15,Cyprus,2017,Disposal,NONHW,599
2025/12/15,Bulgaria,2017,Disposal,NONHW,9249350
2025/12/15,Bulgaria,2018,Recovery,NONHW,1168501
2025/12/15,Austria,2023,Recovery,HW,283789.7582
2025/12/15,Netherlands,2022,Disposal,NONHW,1961609.7500000005
2025/12/15,Poland,2017,Recovery,NONHW,66601557.5506
2025/12/15,Denmark,2016,Recovery,HW,135054.483
2025/12/15,Switzerland,2011,Recovery,NONHW,492339.8
2025/12/15,Bulgaria,2011,Recovery,NONHW,574310
2025/12/15,United Kingdom,2012,Disposal,NONHW,45765332.315
2025/12/15,United Kingdom,2008,Recovery,NONHW,47764799.75999999
2025/12/15,Finland,2015,Disposal,HW,737609.64
2025/12/15,Belgium,2017,Disposal,NONHW,2121126.3
2025/12/15,Spain,2023,Recovery,HW,1994623.5147000006
2025/12/15,Cyprus,2014,Disposal,HW,4.6
2025/12/15,Norway,2014,Recovery,NONHW,749371.63
2025/12/15,Spain,2020,Recovery,HW,980575.5315
2025/12/15,France,2018,Disposal,HW,2316842.123670001
2025/12/15,Hungary,2024,Disposal,NONHW,2221797.3
2025/12/15,Hungary,2012,Recovery,HW,128429.14999999998
2025/12/15,Germany,2019,Recovery,HW,10478491.189109998
2025/12/15,Italy,2022,Recovery,NONHW,19274535.5308
2025/12/15,Italy,2019,Recovery,HW,2640258.6933999993
2025/12/15,Austria,2020,Disposal,NONHW,1738775.15
2025/12/15,Latvia,2011,Disposal,HW,536
2025/12/15,Serbia,2018,Recovery,NONHW,714631
2025/12/15,United Kingdom,2014,Disposal,NONHW,41592037.849999994
2025/12/15,Latvia,2022,Disposal,HW,19965.589999999997
2025/12/15,Poland,2022,Recovery,NONHW,50878654.42300001
2025/12/15,Netherlands,2017,Disposal,NONHW,2428273.1109999996
2025/12/15,Denmark,2013,Recovery,HW,217491.94799999997
2025/12/15,Slovenia,2009,Disposal,NONHW,630755.57
2025/12/15,Italy,2008,Disposal,HW,3263148.398
2025/12/15,Romania,2015,Disposal,NONHW,1503320.7111000002
2025/12/15,Netherlands,2018,Disposal,HW,1252306.425
2025/12/15,Estonia,2018,Disposal,HW,1867507.405
2025/12/15,Slovenia,2010,Disposal,NONHW,657093.068
2025/12/15,Estonia,2007,Recovery,NONHW,1389652
2025/12/15,Belgium,2007,Disposal,NONHW,2471013.994
2025/12/15,Ireland,2020,Recovery,HW,249732.10449999996
2025/12/15,Serbia,2010,Disposal,HW,10685
2025/12/15,Norway,2016,Disposal,NONHW,352691.251
2025/12/15,Czechia,2015,Disposal,NONHW,1160687.004
2025/12/15,Finland,2011,Disposal,HW,716427.8999999999
2025/12/15,Netherlands,2015,Recovery,NONHW,29620349.306999996
2025/12/15,Lithuania,2010,Recovery,HW,17847.16
2025/12/15,Germany,2023,Recovery,HW,10865433.625016002
2025/12/15,Spain,2015,Recovery,HW,879639.3134000002
2025/12/15,Bulgaria,2007,Recovery,HW,42864.55
2025/12/15,Netherlands,2008,Recovery,HW,1011675.825
2025/12/15,Malta,2020,Recovery,HW,8205.92
2025/12/15,Czechia,2016,Recovery,NONHW,2159097.23525
2025/12/15,Belgium,2017,Recovery,HW,922434.887
2025/12/15,Germany,2011,Recovery,HW,8906958.23801
2025/12/15,United Kingdom,2008,Disposal,HW,4089887.4127999996
2025/12/15,Bulgaria,2007,Disposal,NONHW,3642900
2025/12/15,Austria,2022,Disposal,HW,480882.06700000004
2025/12/15,Slovakia,2019,Disposal,NONHW,1058670
2025/12/15,Germany,2008,Recovery,NONHW,56365785.67
2025/12/15,Slovakia,2021,Disposal,NONHW,369850
2025/12/15,Hungary,2023,Disposal,HW,264021.291
2025/12/15,Croatia,2017,Disposal,HW,15932.266999999996
2025/12/15,Luxembourg,2024,Recovery,HW,912766.2299999997
2025/12/15,Sweden,2021,Disposal,NONHW,896387.845
2025/12/15,Belgium,2011,Disposal,HW,550242.963
2025/12/15,France,2024,Disposal,NONHW,3679852.044017
2025/12/15,Spain,2016,Recovery,HW,1174936.405
2025/12/15,Lithuania,2017,Disposal,HW,2560.959
2025/12/15,Bulgaria,2015,Disposal,NONHW,7943830
2025/12/15,France,2017,Disposal,NONHW,11097618.362
2025/12/15,Italy,2014,Recovery,NONHW,15384026.849
2025/12/15,Iceland,2007,Disposal,NONHW,979
2025/12/15,United Kingdom,2010,Recovery,HW,1239165.077
2025/12/15,Greece,2013,Disposal,HW,7882.969999999999
2025/12/15,Croatia,2024,Recovery,NONHW,600033.7000000001
2025/12/15,Austria,2012,Disposal,NONHW,2054290.1
2025/12/15,Slovenia,2008,Disposal,NONHW,625064.35
2025/12/15,Netherlands,2016,Disposal,HW,1000134.3079
2025/12/15,Finland,2015,Recovery,HW,214221.22000000003
2025/12/15,Hungary,2018,Recovery,NONHW,2554560
2025/12/15,Luxembourg,2012,Recovery,HW,62002.33999999999
2025/12/15,Finland,2024,Disposal,NONHW,471167.152
2025/12/15,Spain,2010,Disposal,NONHW,5651429.915999999
2025/12/15,France,2016,Disposal,HW,2084272.6205399998
2025/12/15,Iceland,2019,Disposal,HW,6740
2025/12/15,Ireland,2024,Disposal,NONHW,2155688.2919999994
2025/12/15,Serbia,2023,Recovery,NONHW,904181.256
2025/12/15,Poland,2018,Disposal,NONHW,15250565.847200003
2025/12/15,Hungary,2022,Recovery,NONHW,1926024.548
2025/12/15,Bulgaria,2009,Disposal,NONHW,3807250
2025/12/15,Serbia,2013,Disposal,NONHW,195373
2025/12/15,Portugal,2019,Disposal,NONHW,418455.96395
2025/12/15,Netherlands,2014,Disposal,NONHW,5339599.13
2025/12/15,Estonia,2016,Disposal,HW,2844485.609
2025/12/15,Latvia,2013,Recovery,HW,20335.438999999995
2025/12/15,Portugal,2023,Recovery,NONHW,2407432.62
2025/12/15,Hungary,2017,Disposal,HW,200802.99000000005
2025/12/15,Bulgaria,2012,Recovery,NONHW,644090
2025/12/15,Germany,2013,Disposal,HW,3608497.4931999994
2025/12/15,Spain,2024,Recovery,HW,9395746.944000002
2025/12/15,Slovakia,2008,Recovery,HW,48624.377
2025/12/15,France,2008,Recovery,NONHW,11790304.95
2025/12/15,Denmark,2007,Disposal,HW,142131
2025/12/15,Malta,2019,Recovery,NONHW,8663.029999999999
2025/12/15,Poland,2014,Disposal,HW,355841.82979999995
2025/12/15,Luxembourg,2019,Disposal,HW,15443.48
2025/12/15,Czechia,2013,Recovery,NONHW,1903528.3739
2025/12/15,Italy,2017,Disposal,HW,10378164.818100002
2025/12/15,Slovenia,2010,Recovery,HW,28067.366000000005
2025/12/15,Portugal,2007,Disposal,HW,131163.3272
2025/12/15,Slovenia,2018,Recovery,NONHW,592461.26
2025/12/15,Ireland,2018,Recovery,NONHW,3996209.0776000014
2025/12/15,Poland,2013,Recovery,HW,378318.5280000001
2025/12/15,Italy,2015,Disposal,HW,4117980.1199999996
2025/12/15,Sweden,2023,Recovery,HW,543986.6599000001
2025/12/15,Sweden,2021,Recovery,HW,601148.584
2025/12/15,Germany,2021,Recovery,HW,11372672.387009997
2025/12/15,Czechia,2012,Recovery,HW,92817.88130000001
2025/12/15,Portugal,2022,Disposal,HW,183993.31439999997
2025/12/15,Slovenia,2007,Recovery,NONHW,334347.74
2025/12/15,United Kingdom,2018,Recovery,HW,2039672.8100000005
2025/12/15,Germany,2022,Disposal,NONHW,16110552.334130002
2025/12/15,Slovenia,2022,Disposal,HW,41170.933
2025/12/15,Poland,2011,Recovery,HW,407306.6102
2025/12/15,Latvia,2012,Disposal,HW,149.25
2025/12/15,France,2013,Disposal,HW,2205550.0423
2025/12/15,Ireland,2014,Disposal,HW,65270.96840000001
2025/12/15,Greece,2024,Recovery,NONHW,879292.46
2025/12/15,Ireland,2016,Recovery,HW,150339.96899999998
2025/12/15,Denmark,2017,Disposal,NONHW,189259.66
2025/12/15,Hungary,2013,Recovery,HW,114030.31
2025/12/15,Spain,2021,Disposal,HW,1170869.1801299998
2025/12/15,Austria,2024,Recovery,HW,965066.0349999999
2025/12/15,Poland,2009,Disposal,HW,234263.87500000006
2025/12/15,Czechia,2009,Disposal,NONHW,1865305.4389999998
2025/12/15,Slovenia,2022,Recovery,NONHW,600118.15
2025/12/15,Slovakia,2020,Recovery,NONHW,952340
2025/12/15,Cyprus,2007,Disposal,HW,6.01
2025/12/15,France,2015,Recovery,NONHW,18145240.009999998
2025/12/15,Ireland,2015,Disposal,NONHW,1403626.141
2025/12/15,Malta,2007,Recovery,NONHW,1270.5
2025/12/15,Ireland,2024,Recovery,HW,229301.45269999994
2025/12/15,Norway,2012,Recovery,NONHW,743709.66
2025/12/15,Bulgaria,2019,Recovery,HW,18988
2025/12/15,Norway,2007,Recovery,NONHW,328203
2025/12/15,Serbia,2011,Recovery,NONHW,516230
2025/12/15,Luxembourg,2008,Disposal,HW,56317.214
2025/12/15,Latvia,2007,Disposal,HW,318.06
2025/12/15,Germany,2014,Disposal,NONHW,16498091.189
2025/12/15,Romania,2007,Disposal,HW,31856.853199999998
2025/12/15,Serbia,2014,Recovery,NONHW,434890
2025/12/15,Slovenia,2008,Recovery,HW,23121.662
2025/12/15,Estonia,2012,Disposal,NONHW,87549.32999999999
2025/12/15,Netherlands,2011,Disposal,NONHW,7768194.3950000005
2025/12/15,Sweden,2019,Disposal,HW,335102.699
2025/12/15,Poland,2010,Disposal,NONHW,11270859.173399998
2025/12/15,Malta,2018,Recovery,HW,1890.36
2025/12/15,Hungary,2020,Disposal,HW,181904.37
2025/12/15,Estonia,2008,Recovery,NONHW,1276598
2025/12/15,Cyprus,2017,Recovery,NONHW,70230
2025/12/15,Poland,2016,Recovery,HW,425599.03700000007
2025/12/15,Switzerland,2019,Recovery,NONHW,570509.9299999999
2025/12/15,Lithuania,2019,Recovery,NONHW,148805.8
2025/12/15,Portugal,2013,Disposal,NONHW,579788.399
2025/12/15,Croatia,2019,Recovery,NONHW,400775.04
2025/12/15,Croatia,2016,Recovery,NONHW,243060
2025/12/15,Italy,2007,Disposal,NONHW,9299720.868999999
2025/12/15,Ireland,2017,Disposal,NONHW,1343445.4840000002
2025/12/15,Belgium,2014,Disposal,HW,662833.56
2025/12/15,Cyprus,2020,Disposal,HW,508.23999999999995
2025/12/15,Cyprus,2012,Disposal,NONHW,2220
2025/12/15,Luxembourg,2019,Recovery,NONHW,401290
2025/12/15,Austria,2009,Disposal,NONHW,1637952.54
2025/12/15,Greece,2022,Disposal,NONHW,270608.39
2025/12/15,Slovenia,2020,Recovery,NONHW,552821
2025/12/15,Sweden,2020,Disposal,HW,294570.204
2025/12/15,Iceland,2012,Disposal,NONHW,357
2025/12/15,Poland,2014,Recovery,NONHW,63784065.066999994
2025/12/15,Portugal,2024,Disposal,HW,182331.21250000005
2025/12/15,France,2010,Disposal,NONHW,10633575.292
2025/12/15,Croatia,2019,Disposal,NONHW,142777.22
2025/12/15,Germany,2009,Recovery,HW,7180008.103
2025/12/15,Serbia,2015,Recovery,NONHW,603760
2025/12/15,Finland,2022,Disposal,NONHW,910243.4439999999
2025/12/15,Norway,2015,Disposal,NONHW,232622.82
2025/12/15,Slovenia,2021,Recovery,HW,46479.78
2025/12/15,Italy,2023,Recovery,HW,3265426.9891999997
2025/12/15,Romania,2014,Disposal,NONHW,1530305.1339999998
2025/12/15,Romania,2012,Disposal,HW,49091.721999999994
2025/12/15,United Kingdom,2010,Disposal,NONHW,36363869.32
2025/12/15,Hungary,2009,Disposal,HW,147028
2025/12/15,Serbia,2013,Recovery,NONHW,408661
2025/12/15,Italy,2016,Recovery,HW,2181697.9584999997
2025/12/15,France,2021,Disposal,HW,2029783.288239
2025/12/15,Iceland,2010,Disposal,HW,7519.8
2025/12/15,United Kingdom,2011,Recovery,HW,3407344.097
2025/12/15,United Kingdom,2011,Disposal,HW,3761754.289000001
2025/12/15,Serbia,2011,Recovery,HW,13505
2025/12/15,Netherlands,2015,Recovery,HW,2114724.6000000006
2025/12/15,Italy,2021,Recovery,NONHW,18874211.8616
2025/12/15,Slovakia,2020,Recovery,HW,41167.66
2025/12/15,Romania,2023,Disposal,HW,63134.41620000002
2025/12/15,Iceland,2014,Recovery,NONHW,106200
2025/12/15,Latvia,2015,Recovery,NONHW,223459.2
2025/12/15,Sweden,2014,Disposal,HW,560307.1610000001
2025/12/15,Italy,2010,Recovery,HW,1779194.1219999995
2025/12/15,Netherlands,2022,Recovery,HW,2066461.9419999998
2025/12/15,Lithuania,2017,Recovery,NONHW,110764
2025/12/15,Slovenia,2021,Disposal,HW,48171.04299999999
2025/12/15,France,2017,Disposal,HW,2803392.937149999
2025/12/15,Malta,2014,Disposal,HW,12813.227
2025/12/15,Greece,2021,Disposal,HW,11963.554999999997
2025/12/15,Bulgaria,2007,Disposal,HW,124028.9
2025/12/15,Czechia,2013,Disposal,HW,239378.76819999993
2025/12/15,Serbia,2024,Disposal,NONHW,133589.256
2025/12/15,France,2024,Recovery,NONHW,18911675.525471002
2025/12/15,Czechia,2019,Recovery,HW,583028.8813940001
2025/12/15,Cyprus,2009,Recovery,HW,1083.6
2025/12/15,Germany,2012,Recovery,NONHW,59692164.081
2025/12/15,Malta,2019,Recovery,HW,2760.015000000001
2025/12/15,Greece,2010,Recovery,HW,58712.78
2025/12/15,Netherlands,2023,Recovery,NONHW,30864296.618
2025/12/15,Spain,2012,Recovery,HW,872373.9436
2025/12/15,Norway,2015,Recovery,NONHW,473069.9
2025/12/15,Serbia,2014,Disposal,HW,7272
2025/12/15,Finland,2018,Recovery,HW,329133.71699999995
2025/12/15,Belgium,2019,Disposal,HW,1194867.999
2025/12/15,Denmark,2018,Disposal,NONHW,125663.332
2025/12/15,Finland,2007,Recovery,NONHW,4724810.69
2025/12/15,Netherlands,2016,Recovery,NONHW,20935497.8
2025/12/15,France,2017,Recovery,HW,3822982.8551000003
2025/12/15,Switzerland,2009,Disposal,NONHW,798319
2025/12/15,Croatia,2023,Recovery,HW,22788.863999999987
2025/12/15,Slovakia,2009,Disposal,NONHW,978472.7490000001
2025/12/15,Cyprus,2013,Recovery,NONHW,18950
2025/12/15,Greece,2011,Recovery,NONHW,560168
2025/12/15,Denmark,2011,Disposal,NONHW,395270.38
2025/12/15,Switzerland,2009,Recovery,NONHW,241849
2025/12/15,Bulgaria,2023,Disposal,NONHW,6350164.037
2025/12/15,Estonia,2010,Disposal,HW,802222.5280000002
2025/12/15,Serbia,2019,Disposal,HW,13863
2025/12/15,Bulgaria,2023,Recovery,HW,38423.92969999999
2025/12/15,Denmark,2011,Recovery,NONHW,3985745.12
2025/12/15,Netherlands,2009,Disposal,HW,1332193.9300000002
2025/12/15,Slovenia,2008,Disposal,HW,29687.036999999997
2025/12/15,Croatia,2015,Disposal,HW,9504.928999999998
2025/12/15,Luxembourg,2010,Disposal,HW,21777.774999999998
2025/12/15,Czechia,2017,Disposal,HW,304364.9493
2025/12/15,Poland,2011,Disposal,HW,397871.05243
2025/12/15,Austria,2011,Recovery,NONHW,2284134.7
2025/12/15,Greece,2010,Disposal,NONHW,2279598.6
2025/12/15,Cyprus,2013,Disposal,HW,5.6
2025/12/15,Austria,2021,Recovery,HW,304498.40900000004
2025/12/15,Romania,2018,Recovery,HW,121629.60699999999
2025/12/15,Cyprus,2016,Recovery,NONHW,59800
2025/12/15,Spain,2022,Disposal,HW,1496780.3101000001
2025/12/15,Slovenia,2015,Recovery,HW,35852.632
2025/12/15,Iceland,2008,Recovery,NONHW,65200
2025/12/15,Malta,2017,Recovery,NONHW,10192.56
2025/12/15,Bulgaria,2020,Recovery,NONHW,1225230
2025/12/15,Croatia,2018,Disposal,NONHW,125379.58999999998
2025/12/15,Spain,2011,Disposal,HW,959653.49954
2025/12/15,Austria,2014,Disposal,HW,248202.78499999997
2025/12/15,Netherlands,2015,Disposal,NONHW,2983767.7423
2025/12/15,Italy,2012,Disposal,NONHW,9392164.639
2025/12/15,Slovakia,2013,Recovery,NONHW,892463.8799999999
2025/12/15,Austria,2013,Recovery,HW,274569.63399999996
2025/12/15,Ireland,2013,Recovery,NONHW,2602075.957
2025/12/15,Czechia,2010,Recovery,NONHW,1941116.2484000004
2025/12/15,Iceland,2008,Disposal,HW,339
2025/12/15,Luxembourg,2007,Disposal,HW,11663.98
2025/12/15,France,2007,Disposal,HW,1942689.7466999993
2025/12/15,Spain,2019,Recovery,HW,1057444.52935
2025/12/15,Switzerland,2020,Recovery,NONHW,589378.48
2025/12/15,Lithuania,2019,Recovery,HW,33152.56
2025/12/15,Italy,2023,Disposal,HW,3824831.4863
2025/12/15,Austria,2024,Disposal,NONHW,1515389.4730000002
2025/12/15,Latvia,2021,Disposal,NONHW,1133193.8059999999
2025/12/15,Netherlands,2017,Recovery,NONHW,20705488.597
2025/12/15,Luxembourg,2021,Recovery,NONHW,580480
2025/12/15,Bulgaria,2013,Disposal,NONHW,9522340
2025/12/15,Slovakia,2016,Disposal,HW,80753.659
2025/12/15,France,2022,Disposal,NONHW,4508078.218402
2025/12/15,Lithuania,2013,Disposal,NONHW,18956
2025/12/15,Greece,2007,Recovery,HW,50228.39000000001
2025/12/15,Ireland,2022,Recovery,NONHW,4551556.3829000015
2025/12/15,Luxembourg,2012,Disposal,NONHW,116270.75
2025/12/15,Czechia,2007,Recovery,HW,55991.593
2025/12/15,Cyprus,2014,Disposal,NONHW,4009
2025/12/15,Czechia,2022,Disposal,HW,479075.34443499986
2025/12/15,Luxembourg,2018,Disposal,HW,15266.05
2025/12/15,Greece,2008,Disposal,HW,8723.08
2025/12/15,Malta,2019,Disposal,NONHW,26832.210000000003
2025/12/15,Finland,2011,Recovery,HW,250134.69
2025/12/15,Denmark,2012,Recovery,HW,272143.075
2025/12/15,Bulgaria,2022,Disposal,NONHW,9031199.07
2025/12/15,Cyprus,2018,Recovery,NONHW,77050
2025/12/15,Ireland,2018,Recovery,HW,318448.19920000003
2025/12/15,Slovakia,2009,Recovery,HW,33102.42
2025/12/15,Luxembourg,2011,Disposal,HW,9654.310000000001
2025/12/15,Latvia,2023,Disposal,HW,19749.655
2025/12/15,Ireland,2009,Recovery,HW,110342.64049999995
2025/12/15,Latvia,2013,Disposal,NONHW,28007.5
2025/12/15,Croatia,2014,Disposal,NONHW,106118.6
2025/12/15,Netherlands,2011,Disposal,HW,10395277.492000002
2025/12/15,Finland,2012,Disposal,HW,749317.44
2025/12/15,Netherlands,2020,Disposal,HW,1004093.7119999999
2025/12/15,Malta,2021,Recovery,HW,2292.7
2025/12/15,Poland,2015,Disposal,NONHW,16070614.49245
2025/12/15,Portugal,2009,Recovery,NONHW,1750676.4099999997
2025/12/15,Czechia,2008,Disposal,HW,259263.7489999999
2025/12/15,Lithuania,2014,Disposal,NONHW,21820.24
2025/12/15,France,2012,Recovery,HW,2013010.4625000001
2025/12/15,Spain,2019,Disposal,NONHW,5062568.019000001
2025/12/15,Switzerland,2010,Recovery,NONHW,452866
2025/12/15,Luxembourg,2013,Disposal,NONHW,83388.39
2025/12/15,Iceland,2020,Disposal,HW,1696
2025/12/15,Czechia,2010,Disposal,HW,297302.4133
2025/12/15,Greece,2024,Disposal,NONHW,41796.18000000001
2025/12/15,Switzerland,2015,Recovery,HW,197518.171
2025/12/15,Norway,2008,Disposal,NONHW,775955
2025/12/15,Finland,2008,Disposal,HW,1310563.6600000001
2025/12/15,Malta,2008,Disposal,NONHW,960
2025/12/15,Luxembourg,2009,Disposal,NONHW,93080.22
2025/12/15,Spain,2007,Recovery,HW,1194714.1341399997
2025/12/15,Denmark,2013,Recovery,NONHW,2611897.8200000003
2025/12/15,Ireland,2010,Recovery,HW,120024.61030000001
2025/12/15,United Kingdom,2015,Recovery,HW,1817799.7497999996
2025/12/15,Portugal,2016,Recovery,HW,135133.52399999998
2025/12/15,Greece,2009,Disposal,HW,749352.3300000001
2025/12/15,Austria,2009,Recovery,NONHW,1723018
2025/12/15,Lithuania,2016,Disposal,HW,3877.264
2025/12/15,Czechia,2020,Disposal,NONHW,460237.74230499996
2025/12/15,Denmark,2023,Disposal,NONHW,195454.72149999999
2025/12/15,Sweden,2020,Recovery,HW,671411.755
2025/12/15,Germany,2014,Recovery,NONHW,63676468.015
2025/12/15,Greece,2020,Recovery,NONHW,746517.3200000001
2025/12/15,Germany,2015,Disposal,HW,3800399.2310010004
2025/12/15,Poland,2019,Disposal,NONHW,15819830.6427
2025/12/15,Austria,2018,Recovery,HW,292490.748
2025/12/15,Cyprus,2022,Recovery,NONHW,83586
2025/12/15,Luxembourg,2009,Recovery,HW,69349.18800000002
2025/12/15,Czechia,2021,Disposal,HW,544418.2509110001
2025/12/15,Greece,2017,Recovery,NONHW,523495.7
2025/12/15,Estonia,2023,Disposal,HW,87841.595
2025/12/15,Denmark,2016,Recovery,NONHW,3079343.3499999996
2025/12/15,Poland,2017,Recovery,HW,505984.733
2025/12/15,Ireland,2014,Recovery,HW,94697.57189999995
2025/12/15,Czechia,2018,Disposal,HW,2986758.3227180024
2025/12/15,Denmark,2009,Recovery,NONHW,2493043
2025/12/15,Greece,2019,Disposal,HW,10532.879999999997
2025/12/15,Hungary,2015,Recovery,HW,112458.24899999997
2025/12/15,Italy,2019,Disposal,NONHW,12118154.345899994
2025/12/15,Portugal,2020,Recovery,NONHW,2085286.196
2025/12/15,Switzerland,2022,Disposal,HW,392237.9369999999
2025/12/15,Belgium,2022,Recovery,HW,1994115.0600000003
2025/12/15,Poland,2019,Recovery,HW,802819.558
2025/12/15,Belgium,2013,Disposal,NONHW,2159853.482
2025/12/15,Lithuania,2008,Recovery,HW,9382.873
2025/12/15,Hungary,2007,Disposal,HW,196645.39
2025/12/15,Sweden,2016,Disposal,HW,443443.3859999999
2025/12/15,Finland,2014,Recovery,NONHW,5703610.21
2025/12/15,Poland,2024,Disposal,NONHW,14761358.885999998
2025/12/15,Estonia,2019,Disposal,HW,1966902.0739999998
2025/12/15,Cyprus,2014,Recovery,HW,768.16
2025/12/15,Malta,2011,Recovery,HW,8965.29
2025/12/15,Cyprus,2010,Recovery,HW,1208.62
2025/12/15,Netherlands,2021,Disposal,HW,939005.021
2025/12/15,Lithuania,2015,Recovery,HW,32215.559999999998
2025/12/15,Latvia,2011,Disposal,NONHW,12242.94
2025/12/15,Denmark,2013,Disposal,HW,122786.535
2025/12/15,Malta,2021,Disposal,NONHW,25656.04
2025/12/15,Germany,2016,Disposal,NONHW,16854724.991
2025/12/15,Italy,2008,Recovery,HW,1300842.4310000003
2025/12/15,Romania,2015,Recovery,HW,102708.386
2025/12/15,Finland,2021,Disposal,HW,811240.0410000004
2025/12/15,Estonia,2010,Recovery,HW,120204.65999999999
2025/12/15,Romania,2024,Disposal,NONHW,952417.7266000002
2025/12/15,Ireland,2010,Disposal,NONHW,2087451.898
2025/12/15,Bulgaria,2016,Recovery,HW,8159.58
2025/12/15,Czechia,2021,Recovery,NONHW,4754241.132545002
2025/12/15,France,2019,Disposal,NONHW,4790797.244950001
2025/12/15,Lithuania,2021,Recovery,HW,46744.112
2025/12/15,United Kingdom,2007,Recovery,NONHW,51604107.86
2025/12/15,Netherlands,2012,Disposal,HW,1135867.3155
2025/12/15,France,2023,Disposal,HW,1920409.8575890001
2025/12/15,Sweden,2024,Disposal,HW,299183.5899999999
2025/12/15,Switzerland,2013,Recovery,NONHW,372279.2
2025/12/15,Finland,2019,Recovery,NONHW,7166034.12
2025/12/15,Denmark,2022,Recovery,NONHW,2626784.75
2025/12/15,Sweden,2017,Recovery,HW,556311.8940000001
2025/12/15,Latvia,2008,Disposal,NONHW,35191.216
2025/12/15,Lithuania,2014,Recovery,HW,20435.357
2025/12/15,Estonia,2022,Disposal,HW,31989.920000000002
2025/12/15,Spain,2020,Disposal,HW,854774.5364599999
2025/12/15,Portugal,2011,Disposal,HW,118311.57990000004
2025/12/15,Iceland,2009,Recovery,HW,12062
2025/12/15,Iceland,2017,Recovery,NONHW,85438
2025/12/15,Latvia,2016,Recovery,NONHW,381641.3
2025/12/15,Lithuania,2016,Recovery,NONHW,105762.8
2025/12/15,Slovakia,2013,Disposal,HW,73844.20100000002
2025/12/15,Slovenia,2014,Disposal,NONHW,318145.42000000004
2025/12/15,Denmark,2008,Recovery,HW,217106.28
2025/12/15,Luxembourg,2015,Recovery,NONHW,521492.14
2025/12/15,Serbia,2022,Recovery,NONHW,991887.3868000001
2025/12/15,Germany,2017,Disposal,NONHW,16737062.083999999
2025/12/15,Slovenia,2016,Recovery,NONHW,582375.738
2025/12/15,Belgium,2023,Recovery,NONHW,13046768.73
2025/12/15,Poland,2007,Disposal,HW,438082.24300000013
2025/12/15,Hungary,2016,Recovery,NONHW,2310630
2025/12/15,Germany,2024,Disposal,HW,5108709.608999997
2025/12/15,Italy,2019,Disposal,HW,3784690.4098000005
2025/12/15,Slovakia,2015,Disposal,HW,71468.96399999999
2025/12/15,Poland,2010,Recovery,NONHW,66901918.62300001
2025/12/15,Poland,2023,Recovery,HW,560894.5183
2025/12/15,Slovenia,2013,Disposal,HW,43794.87899999999
2025/12/15,Luxembourg,2011,Recovery,NONHW,1031470
2025/12/15,Italy,2009,Recovery,HW,1155683.3719999997
2025/12/15,Serbia,2021,Recovery,NONHW,880611.9944
2025/12/15,Estonia,2022,Recovery,NONHW,545272.5
2025/12/15,Hungary,2013,Disposal,HW,176609.70000000004
2025/12/15,Norway,2010,Recovery,HW,328053.89599999995
2025/12/15,Lithuania,2013,Disposal,HW,33123.28
2025/12/15,Poland,2022,Disposal,NONHW,15969548.487000002
2025/12/15,United Kingdom,2017,Disposal,HW,2050132.4499999997
2025/12/15,Romania,2016,Recovery,HW,102344.00699999998
2025/12/15,Lithuania,2011,Disposal,HW,3060.08
2025/12/15,Cyprus,2010,Disposal,NONHW,3220
2025/12/15,Switzerland,2017,Disposal,NONHW,868937.5
2025/12/15,Norway,2007,Disposal,NONHW,590912
2025/12/15,Iceland,2013,Recovery,NONHW,46770
2025/12/15,Estonia,2017,Recovery,HW,74186.90599999999
2025/12/15,Lithuania,2022,Disposal,HW,596.5569999999998
2025/12/15,France,2011,Recovery,HW,1409262.1391599998
2025/12/15,Finland,2022,Recovery,HW,296189.381
2025/12/15,Cyprus,2011,Recovery,NONHW,5349
2025/12/15,Poland,2013,Disposal,HW,447388.7835000002
2025/12/15,France,2022,Disposal,HW,1926152.9522060002
2025/12/15,Slovakia,2014,Recovery,NONHW,740950.737
