area_fips,own_code,industry_code,agglvl_code,year,disclosure_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,avg_annual_pay
36053,5,5415,76,2015,,11,20,2189300,107231
36055,5,10,71,2015,,18111,331528,16217319722,48917
36055,5,51,74,2015,,216,7414,549952921,74176
36055,5,5415,76,2015,,442,5372,441612341,82209
36057,5,10,71,2015,,1139,15759,579846946,36794
36057,5,51,74,2015,,14,233,7980888,34216
36057,5,5415,76,2015,,7,13,538868,42824
36059,5,10,71,2015,,52476,534953,30034648216,56144
36059,5,51,74,2015,,528,10997,1157712286,105279
36059,5,5415,76,2015,,921,3754,351479589,93634
36061,5,10,71,2015,,127033,2112535,252684416247,119612
36061,5,51,74,2015,,4939,152551,21817032002,143014
36061,5,5415,76,2015,,3500,56124,7762248211,138305
36063,5,10,71,2015,,4683,59086,2205533338,37327
36063,5,51,74,2015,,37,433,17793019,41124
36063,5,5415,76,2015,,42,144,11879304,82305
36065,5,10,71,2015,,5033,77905,2984196813,38305
36065,5,51,74,2015,,70,1549,68638052,44302
36065,5,5415,76,2015,,66,715,64262814,89868
36067,5,10,71,2015,,12491,202674,9567647606,47207
36067,5,51,74,2015,,144,3837,240607662,62709
36067,5,5415,76,2015,,181,2096,165972353,79188
36069,5,10,71,2015,,2992,44211,2246020214,50802
36069,5,51,74,2015,,42,796,39598338,49778
36069,5,5415,76,2015,,41,374,28482808,76225
36071,5,10,71,2015,,9756,113008,4485741480,39694
36071,5,51,74,2015,,103,2188,122574996,56032
36071,5,5415,76,2015,,117,689,59063370,85692
36073,5,10,71,2015,,705,9131,313574327,34342
36073,5,51,74,2015,,7,81,1272083,15640
36073,5,5415,76,2015,,3,16,843104,53815
36075,5,10,71,2015,,2223,24611,1045244405,42471
36075,5,51,74,2015,,21,240,7318086,30503
36075,5,5415,76,2015,,9,23,1031367,45169
36077,5,10,71,2015,,1454,19293,754938941,39131
36077,5,51,74,2015,,24,238,8081762,33909
36077,5,5415,76,2015,,8,61,2292728,37689
36079,5,10,71,2015,,2998,20882,959544255,45952
36079,5,51,74,2015,,48,408,24900749,61019
36079,5,5415,76,2015,,51,97,10257082,106291
36081,5,10,71,2015,,50086,537444,25234805992,46953
36081,5,51,74,2015,,478,7825,516279936,65978
36081,5,5415,76,2015,,593,1748,127116083,72710
36083,5,10,71,2015,,3103,39625,1923229250,48535
36083,5,51,74,2015,,39,877,70402798,80307
36083,5,5415,76,2015,,59,548,43073455,78661
36085,5,10,71,2015,,9407,94866,4097187248,43189
36085,5,51,74,2015,,61,1667,115110012,69042
36085,5,5415,76,2015,,127,263,19955734,75853
36087,5,10,71,2015,,10086,100175,5293561559,52843
36087,5,51,74,2015,,121,2120,167711701,79112
36087,5,5415,76,2015,,201,581,49184961,84644
36089,5,10,71,2015,,1952,24905,935821845,37576
36089,5,51,74,2015,,33,343,14494419,42237
36089,5,5415,76,2015,,9,31,2066355,66123
36091,5,10,71,2015,,5646,71426,3408144496,47716
36091,5,51,74,2015,,67,854,56032882,65631
36091,5,5415,76,2015,,126,722,62052861,85906
36093,5,10,71,2015,,3332,52462,2841346163,54161
36093,5,51,74,2015,,38,1004,57886613,57642
36093,5,5415,76,2015,,57,402,40772710,101404
36095,5,10,71,2015,,622,5804,198396066,34182
36095,5,51,74,2015,,8,96,3670431,38333
36095,5,5415,76,2015,,4,8,426623,53328
36097,5,10,71,2015,,378,3731,131338802,35204
36097,5,51,74,2015,,7,30,657636,22230
36097,5,5415,76,2015,N,2,0,0,0
36099,5,10,71,2015,,687,8655,353509542,40846
36099,5,51,74,2015,,7,27,422403,15549
36099,5,5415,76,2015,,4,11,638827,56367
36101,5,10,71,2015,,1946,29131,1586041211,54446
36101,5,51,74,2015,,30,377,15792551,41936
36101,5,5415,76,2015,N,12,0,0,0
36103,5,10,71,2015,,50964,542409,29194114923,53823
36103,5,51,74,2015,,514,8559,675735534,78948
36103,5,5415,76,2015,,809,6344,660336357,104084
36105,5,10,71,2015,,1891,19621,668729745,34082
36105,5,51,74,2015,,25,145,6519398,44884
36105,5,5415,76,2015,,12,21,1264742,60466
36107,5,10,71,2015,,843,10243,522120331,50971
36107,5,51,74,2015,,15,84,3152251,37714
36107,5,5415,76,2015,N,11,0,0,0
36109,5,10,71,2015,,2549,44115,2181315571,49446
36109,5,51,74,2015,,52,448,25555079,57053
36109,5,5415,76,2015,,55,552,49613124,89825
36111,5,10,71,2015,,4947,46211,1666746503,36068
36111,5,51,74,2015,,96,848,31476850,37141
36111,5,5415,76,2015,,77,214,16155749,75612
36113,5,10,71,2015,,2390,33898,1316399880,38834
36113,5,51,74,2015,,30,808,56886288,70397
36113,5,5415,76,2015,,20,118,7530402,63592
36115,5,10,71,2015,,1119,10499,430616968,41017
36115,5,51,74,2015,,14,74,1843607,24802
36115,5,5415,76,2015,,6,16,933650,59913
36117,5,10,71,2015,,1920,21745,865152979,39786
36117,5,51,74,2015,,23,157,4155419,26440
36117,5,5415,76,2015,,13,19,1875599,99151
36119,5,10,71,2015,,35626,360394,24643223809,68379
36119,5,51,74,2015,,525,8360,712133690,85179
36119,5,5415,76,2015,,617,2894,325452194,112464
36121,5,10,71,2015,,825,9719,345645915,35566
36121,5,51,74,2015,,13,93,2309045,24918
36121,5,5415,76,2015,,4,3,166510,66604
36123,5,10,71,2015,,580,5726,180462121,31516
36123,5,51,74,2015,,7,39,909047,23612
36123,5,5415,76,2015,N,2,0,0,0
36999,5,10,71,2015,,29805,149833,14120212554,94239
36999,5,51,74,2015,,1294,16302,1756530203,107753
36999,5,5415,76,2015,,3089,10216,1114810652,109121
37000,5,10,51,2015,,258551,3474750,161643121431,46519
37000,5,51,54,2015,,4535,75926,5814090638,76576
37000,5,5415,56,2015,,8307,48692,4273473086,87766
37001,5,10,71,2015,,3284,51288,1904171270,37127
37001,5,51,74,2015,,40,474,18642512,39351
37001,5,5415,76,2015,,42,85,6697773,78952
37003,5,10,71,2015,,537,7066,210450118,29785
37003,5,51,74,2015,,3,21,521495,24350
37003,5,5415,76,2015,,4,6,319564,52531
37005,5,10,71,2015,,276,2738,74725025,27295
37005,5,51,74,2015,,3,14,492766,35408
37005,5,5415,76,2015,N,2,0,0,0
37007,5,10,71,2015,,413,5146,162471810,31573
37007,5,51,74,2015,,5,21,1113764,53248
37009,5,10,71,2015,,563,5682,177482089,31237
37009,5,51,74,2015,,6,74,2834134,38170
37009,5,5415,76,2015,N,4,0,0,0
37011,5,10,71,2015,,570,5138,145884233,28394
37011,5,51,74,2015,,7,21,1114882,52465
37011,5,5415,76,2015,,5,8,206448,25279
37013,5,10,71,2015,,1114,12496,440904662,35282
37013,5,51,74,2015,,12,147,7171670,48649
37013,5,5415,76,2015,,9,56,7453945,133503
37015,5,10,71,2015,,282,4922,138913313,28222
37015,5,51,74,2015,N,2,0,0,0
37015,5,5415,76,2015,N,1,0,0,0
37017,5,10,71,2015,,562,10606,346227531,32644
37017,5,51,74,2015,N,2,0,0,0
37017,5,5415,76,2015,,5,6,205919,32091
37019,5,10,71,2015,,2518,24897,893325592,35881
37019,5,51,74,2015,,22,369,16739326,45426
37019,5,5415,76,2015,,36,113,7862386,69323
37021,5,10,71,2015,,8399,108794,4195467616,38563
37021,5,51,74,2015,,156,1356,71089334,52419
37021,5,5415,76,2015,,186,503,31406971,62419
37023,5,10,71,2015,,1389,22557,772051224,34226
37023,5,51,74,2015,,13,92,3452925,37396
37023,5,5415,76,2015,,22,36,2359600,66312
37025,5,10,71,2015,,4277,55013,2056387208,37380
37025,5,51,74,2015,,61,518,24303022,46925
37025,5,5415,76,2015,,90,226,19598373,86591
37027,5,10,71,2015,,1316,19298,658595251,34128
37027,5,51,74,2015,,10,131,6473495,49542
37027,5,5415,76,2015,,11,25,1857130,74285
37029,5,10,71,2015,,179,929,37332387,40204
37029,5,51,74,2015,N,3,0,0,0
37029,5,5415,76,2015,N,3,0,0,0
37031,5,10,71,2015,,2055,18125,517760872,28566
37031,5,51,74,2015,,20,227,9520011,42015
37031,5,5415,76,2015,,23,36,2701263,74689
37033,5,10,71,2015,,240,1695,53035441,31294
37033,5,51,74,2015,N,2,0,0,0
37033,5,5415,76,2015,,3,10,451751,45555
37035,5,10,71,2015,,4146,73816,2930932676,39706
37035,5,51,74,2015,,43,613,27301654,44568
37035,5,5415,76,2015,,60,692,26952228,38972
37037,5,10,71,2015,,1326,11814,394290715,33375
37037,5,51,74,2015,,18,45,2045433,45203
37037,5,5415,76,2015,,36,103,7409886,71999
37039,5,10,71,2015,,663,6368,188036132,29527
37039,5,51,74,2015,,14,78,2621223,33570
37039,5,5415,76,2015,,7,9,925707,105795
37041,5,10,71,2015,,362,3417,109881723,32162
37041,5,51,74,2015,,8,46,1572103,34114
37041,5,5415,76,2015,,5,18,1082231,60404
37043,5,10,71,2015,,237,1478,40075198,27124
37043,5,51,74,2015,N,1,0,0,0
37043,5,5415,76,2015,,4,3,333934,102749
37045,5,10,71,2015,,1912,26759,966255425,36110
37045,5,51,74,2015,,16,194,8343077,43098
37045,5,5415,76,2015,,20,50,3514672,70765
37047,5,10,71,2015,,1024,11891,385943699,32456
37047,5,51,74,2015,,13,96,3831723,39776
37047,5,5415,76,2015,N,3,0,0,0
37049,5,10,71,2015,,2202,26482,958139776,36181
37049,5,51,74,2015,,36,318,13256996,41645
37049,5,5415,76,2015,,28,243,15425278,63588
37051,5,10,71,2015,,5997,81035,2792797480,34464
37051,5,51,74,2015,,63,1360,58901574,43305
37051,5,5415,76,2015,,121,1013,69847071,68934
37053,5,10,71,2015,,655,5467,181093480,33125
37053,5,51,74,2015,,5,15,710703,47645
37053,5,5415,76,2015,,9,26,1146496,43676
37055,5,10,71,2015,,1842,16096,456471012,28360
37055,5,51,74,2015,,28,200,7260402,36317
37055,5,5415,76,2015,,25,34,1815597,53400
37057,5,10,71,2015,,2716,35492,1284018667,36178
37057,5,51,74,2015,,23,187,6904174,37003
37057,5,5415,76,2015,,33,65,4830188,74311
37059,5,10,71,2015,,811,10161,330530893,32530
37059,5,51,74,2015,,9,16,772765,48806
37059,5,5415,76,2015,,16,29,2428742,84724
37061,5,10,71,2015,,1019,16823,520215499,30923
37061,5,51,74,2015,,9,42,2771729,66521
37061,5,5415,76,2015,N,3,0,0,0
37063,5,10,71,2015,,7813,171147,11476589015,67057
37063,5,51,74,2015,,198,3470,330331774,95199
37063,5,5415,76,2015,,416,4417,435034877,98489
37065,5,10,71,2015,,850,11986,393922595,32866
37065,5,51,74,2015,N,15,0,0,0
37065,5,5415,76,2015,N,5,0,0,0
37067,5,10,71,2015,,9072,161120,8090463774,50214
37067,5,51,74,2015,,144,1582,83888544,53038
37067,5,5415,76,2015,,182,943,73493850,77971
37069,5,10,71,2015,,1027,8941,356184166,39835
37069,5,51,74,2015,,12,43,1971421,46205
37069,5,5415,76,2015,,27,53,3441382,64830
37071,5,10,71,2015,,4030,60663,2314753905,38158
37071,5,51,74,2015,,35,636,32613825,51293
37071,5,5415,76,2015,,57,96,6462349,67551
37073,5,10,71,2015,,129,886,28119903,31735
37075,5,10,71,2015,,178,1437,50855438,35402
37075,5,51,74,2015,,3,10,446982,45456
37077,5,10,71,2015,,893,12198,462398964,37907
37077,5,51,74,2015,,7,47,1664501,35290
37077,5,5415,76,2015,,14,14,1071191,76972
37079,5,10,71,2015,,288,2336,64163368,27468
37079,5,51,74,2015,,3,5,110491,24554
37081,5,10,71,2015,,13941,244736,11174576713,45660
37081,5,51,74,2015,,171,4633,309550608,66813
37081,5,5415,76,2015,,283,2095,168668487,80504
37083,5,10,71,2015,,964,11651,358208432,30744
37083,5,51,74,2015,,9,88,3247608,36800
37083,5,5415,76,2015,N,2,0,0,0
37085,5,10,71,2015,,1652,18053,557988687,30909
37085,5,51,74,2015,,18,390,17376807,44575
37085,5,5415,76,2015,,22,40,2557491,64610
37087,5,10,71,2015,,1401,13902,471579531,33922
37087,5,51,74,2015,,20,135,7744704,57262
37087,5,5415,76,2015,,15,48,2762022,57642
37089,5,10,71,2015,,2788,30008,1076819347,35884
37089,5,51,74,2015,,32,293,11541078,39434
37089,5,5415,76,2015,,37,115,5812059,50540
37091,5,10,71,2015,,457,6824,238228906,34910
37091,5,51,74,2015,,4,40,1314410,33067
37091,5,5415,76,2015,N,1,0,0,0
37093,5,10,71,2015,,462,5380,159026001,29561
37093,5,51,74,2015,,7,28,1600883,57863
37093,5,5415,76,2015,,6,17,1274054,76063
37095,5,10,71,2015,,186,1494,42048822,28155
37095,5,51,74,2015,N,1,0,0,0
37097,5,10,71,2015,,5060,61221,2864029594,46782
37097,5,51,74,2015,,59,581,21080946,36294
37097,5,5415,76,2015,,116,260,23367786,89934
37099,5,10,71,2015,,984,8827,267502209,30306
37099,5,51,74,2015,,15,101,5210534,51803
37099,5,5415,76,2015,,11,25,1552544,62941
37101,5,10,71,2015,,3169,36671,1315632577,35877
37101,5,51,74,2015,,39,173,8508303,49228
37101,5,5415,76,2015,,38,61,4006540,66042
37103,5,10,71,2015,,184,959,30907291,32215
37103,5,51,74,2015,N,1,0,0,0
37103,5,5415,76,2015,N,2,0,0,0
37105,5,10,71,2015,,1362,21963,839208768,38210
37105,5,51,74,2015,,15,99,4516151,45656
37105,5,5415,76,2015,,12,13,1196705,89753
37107,5,10,71,2015,,1305,22037,743455323,33737
37107,5,51,74,2015,,15,95,3268680,34347
37107,5,5415,76,2015,,8,31,1534200,50302
37109,5,10,71,2015,,1640,18009,635705172,35299
37109,5,51,74,2015,,16,119,6443428,54337
37109,5,5415,76,2015,,30,57,4695795,82989
37111,5,10,71,2015,,722,13866,452316325,32620
37111,5,51,74,2015,,8,50,2650721,53192
37111,5,5415,76,2015,,5,9,510468,54693
37113,5,10,71,2015,,1109,9084,281464533,30986
37113,5,51,74,2015,,13,117,4265922,36357
37113,5,5415,76,2015,N,12,0,0,0
37115,5,10,71,2015,,348,2845,88228959,31014
37115,5,51,74,2015,,7,10,1223534,125491
37115,5,5415,76,2015,,6,13,596316,47389
37117,5,10,71,2015,,446,5416,150015355,27700
37117,5,51,74,2015,,5,37,1673971,45758
37117,5,5415,76,2015,,4,4,202441,57840
37119,5,10,71,2015,,34643,563287,35370140064,62792
37119,5,51,74,2015,,675,21762,1979308966,90951
37119,5,5415,76,2015,,1326,10810,967133722,89470
37121,5,10,71,2015,,360,3814,124360409,32603
37121,5,51,74,2015,,6,7,206218,30178
37121,5,5415,76,2015,N,3,0,0,0
37123,5,10,71,2015,,465,7557,250892842,33200
37123,5,51,74,2015,,4,33,1214016,36420
37123,5,5415,76,2015,N,0,0,0,0
37125,5,10,71,2015,,2435,28778,1060739961,36860
37125,5,51,74,2015,,39,279,15879499,56882
37125,5,5415,76,2015,,27,55,6150493,112509
37127,5,10,71,2015,,2163,34727,1324424467,38139
37127,5,51,74,2015,,27,646,26321843,40777
37127,5,5415,76,2015,,11,18,1325468,74674
37129,5,10,71,2015,,7489,87457,3498016895,39997
37129,5,51,74,2015,,135,3013,156228059,51856
37129,5,5415,76,2015,,122,497,35777329,71987
37131,5,10,71,2015,,298,4141,141495158,34169
37133,5,10,71,2015,,2878,34041,940516153,27629
37133,5,51,74,2015,,25,364,12792785,35137
37133,5,5415,76,2015,,53,182,13265568,73089
37135,5,10,71,2015,,3877,33800,1449240330,42878
37135,5,51,74,2015,,91,870,82654935,95024
37135,5,5415,76,2015,,170,543,46683735,85961
37137,5,10,71,2015,,263,2565,66260404,25833
37137,5,51,74,2015,,5,20,399369,20307
37137,5,5415,76,2015,N,0,0,0,0
37139,5,10,71,2015,,919,11529,390980215,33913
37139,5,51,74,2015,,13,125,5883584,47226
37139,5,5415,76,2015,,18,193,11990932,62022
37141,5,10,71,2015,,1066,8400,251924354,29992
37141,5,51,74,2015,,12,13,827454,63245
37141,5,5415,76,2015,,13,17,586220,35528
37143,5,10,71,2015,,214,1307,41906381,32071
37143,5,51,74,2015,N,1,0,0,0
37143,5,5415,76,2015,N,5,0,0,0
37145,5,10,71,2015,,695,8241,304078126,36899
37145,5,51,74,2015,,7,76,2850811,37470
37145,5,5415,76,2015,N,4,0,0,0
37147,5,10,71,2015,,3655,50809,1856715485,36543
37147,5,51,74,2015,,41,884,38053208,43071
37147,5,5415,76,2015,,37,97,5834504,60150
37149,5,10,71,2015,,526,4062,118861814,29264
37149,5,51,74,2015,,12,55,2260663,41041
37149,5,5415,76,2015,,5,6,190618,30098
37151,5,10,71,2015,,2496,38481,1301674439,33827
37151,5,51,74,2015,,25,265,11491019,43308
37151,5,5415,76,2015,,21,34,2029370,60428
37153,5,10,71,2015,,808,10567,343250330,32483
37153,5,51,74,2015,,10,107,5542737,51600
37153,5,5415,76,2015,N,3,0,0,0
37155,5,10,71,2015,,1913,30862,926700213,30027
37155,5,51,74,2015,,11,181,7150860,39562
37155,5,5415,76,2015,,9,10,1086658,107768
37157,5,10,71,2015,,1629,22050,759962640,34466
37157,5,51,74,2015,,19,103,5677883,55036
37157,5,5415,76,2015,,15,20,906950,46116
37159,5,10,71,2015,,2574,37977,1513880695,39863
37159,5,51,74,2015,,15,202,9525229,47058
37159,5,5415,76,2015,,32,63,4531012,72303
37161,5,10,71,2015,,1224,14815,468939754,31653
37161,5,51,74,2015,,13,867,30528251,35211
37161,5,5415,76,2015,,5,16,699943,44207
37163,5,10,71,2015,,1096,14352,485696689,33843
37163,5,51,74,2015,,12,167,8538622,51155
37163,5,5415,76,2015,,6,20,864972,44169
37165,5,10,71,2015,,596,9525,328695871,34510
37165,5,51,74,2015,,7,63,3301017,52259
37165,5,5415,76,2015,N,2,0,0,0
37167,5,10,71,2015,,1289,15403,484825321,31476
37167,5,51,74,2015,,10,81,3822395,47287
37167,5,5415,76,2015,,8,18,1100439,61707
37169,5,10,71,2015,,637,5129,146871383,28637
37169,5,51,74,2015,N,3,0,0,0
37169,5,5415,76,2015,N,4,0,0,0
37171,5,10,71,2015,,1717,23757,760352748,32005
37171,5,51,74,2015,,21,205,8408211,41032
37171,5,5415,76,2015,,12,19,1043883,56426
37173,5,10,71,2015,,385,4073,113253448,27805
37173,5,51,74,2015,,6,35,879232,25061
37173,5,5415,76,2015,,4,4,94462,21388
37175,5,10,71,2015,,844,7046,219309950,31126
37175,5,51,74,2015,,10,136,5906127,43561
37175,5,5415,76,2015,,13,34,2131807,61941
37177,5,10,71,2015,,79,692,18766657,27119
37177,5,51,74,2015,N,1,0,0,0
37177,5,5415,76,2015,N,1,0,0,0
37179,5,10,71,2015,,4928,50342,2065337618,41026
37179,5,51,74,2015,,67,325,15589073,48040
37179,5,5415,76,2015,,170,332,30979239,93241
37181,5,10,71,2015,,807,12333,401306084,32538
37181,5,51,74,2015,,14,130,6342911,48917
37181,5,5415,76,2015,N,3,0,0,0
37183,5,10,71,2015,,31388,433481,23079774936,53243
37183,5,51,74,2015,,777,19481,1743289229,89487
37183,5,5415,76,2015,,1730,15453,1399217063,90546
37185,5,10,71,2015,,276,2101,57149230,27200
37185,5,51,74,2015,,3,13,483171,36238
37185,5,5415,76,2015,,5,4,161032,39436
37187,5,10,71,2015,,225,2687,110351338,41074
37187,5,51,74,2015,N,2,0,0,0
37187,5,5415,76,2015,N,1,0,0,0
37189,5,10,71,2015,,1633,17075,523585550,30664
37189,5,51,74,2015,,25,212,7473874,35324
37189,5,5415,76,2015,,21,128,7676619,59779
37191,5,10,71,2015,,2194,33427,1138605582,34063
37191,5,51,74,2015,,19,435,15210582,34974
37191,5,5415,76,2015,,16,170,8485938,49942
37193,5,10,71,2015,,1193,17033,567718214,33330
37193,5,51,74,2015,,17,191,9319990,48838
37193,5,5415,76,2015,,6,19,1906384,100336
37195,5,10,71,2015,,1807,31988,1302615839,40722
37195,5,51,74,2015,,22,759,49613625,65396
37195,5,5415,76,2015,,13,31,2342120,76582
37197,5,10,71,2015,,625,8284,260003722,31385
37197,5,51,74,2015,,12,188,10416276,55504
37197,5,5415,76,2015,,4,3,292399,87720
37199,5,10,71,2015,,316,2810,79303956,28221
37199,5,51,74,2015,,8,49,1999497,41227
37199,5,5415,76,2015,N,1,0,0,0
37999,5,10,71,2015,,18593,96802,7686374476,79403
37999,5,51,74,2015,,800,3667,343960877,93805
37999,5,5415,76,2015,,2289,6878,716601254,104189
38000,5,10,51,2015,,30043,367138,18936506612,51579
38000,5,51,54,2015,,384,6605,395566858,59885
38000,5,5415,56,2015,,515,2683,178585847,66572
38001,5,10,71,2015,,110,815,32981353,40476
38001,5,51,74,2015,,3,17,138998,8217
38003,5,10,71,2015,,400,3873,144015674,37182
38003,5,51,74,2015,,7,60,2702846,45236
38003,5,5415,76,2015,,7,59,3382188,56923
38005,5,10,71,2015,,100,546,22835161,41810
38005,5,51,74,2015,N,1,0,0,0
38007,5,10,71,2015,,50,374,14736195,39428
38009,5,10,71,2015,,292,2018,86402834,42825
38009,5,51,74,2015,,3,10,371837,39141
38009,5,5415,76,2015,N,2,0,0,0
38011,5,10,71,2015,,179,1468,68145462,46426
38011,5,51,74,2015,,3,20,252837,12966
38011,5,5415,76,2015,N,1,0,0,0
38013,5,10,71,2015,,101,517,26966063,52159
38013,5,51,74,2015,N,2,0,0,0
38013,5,5415,76,2015,N,1,0,0,0
38015,5,10,71,2015,,3491,47133,2294293010,48677
38015,5,51,74,2015,,40,747,34538144,46210
38015,5,5415,76,2015,,83,209,14811087,70838
38017,5,10,71,2015,,6721,103597,4862440465,46936
38017,5,51,74,2015,,105,3006,220473022,73342
38017,5,5415,76,2015,,259,1800,116876320,64925
38019,5,10,71,2015,,162,1203,50269058,41784
38019,5,51,74,2015,,4,78,4457040,57203
38021,5,10,71,2015,,244,1672,59338551,35495
38021,5,51,74,2015,N,5,0,0,0
38023,5,10,71,2015,,148,832,48767220,58591
38023,5,51,74,2015,N,2,0,0,0
38025,5,10,71,2015,,242,2506,184064359,73437
38025,5,51,74,2015,N,1,0,0,0
38027,5,10,71,2015,,85,561,19278238,34369
38027,5,51,74,2015,N,2,0,0,0
38027,5,5415,76,2015,N,1,0,0,0
38029,5,10,71,2015,,130,694,23613853,34005
38029,5,51,74,2015,N,2,0,0,0
38031,5,10,71,2015,,151,1377,58150956,42240
38031,5,51,74,2015,N,2,0,0,0
38031,5,5415,76,2015,N,1,0,0,0
38033,5,10,71,2015,,78,523,20971226,40072
38033,5,51,74,2015,N,1,0,0,0
38035,5,10,71,2015,,2084,32620,1336463221,40971
38035,5,51,74,2015,,26,400,18795503,46940
38035,5,5415,76,2015,,41,139,10089179,72584
38037,5,10,71,2015,,71,444,15377510,34608
38037,5,51,74,2015,N,1,0,0,0
38039,5,10,71,2015,,106,737,26451153,35874
38039,5,51,74,2015,N,2,0,0,0
38041,5,10,71,2015,,105,537,22471511,41853
38041,5,51,74,2015,N,2,0,0,0
38043,5,10,71,2015,,80,503,19534462,38868
38043,5,51,74,2015,N,2,0,0,0
38045,5,10,71,2015,,183,1070,41020166,38328
38045,5,51,74,2015,,4,34,1529285,45312
38047,5,10,71,2015,,82,494,14507702,29368
38047,5,51,74,2015,N,1,0,0,0
38047,5,5415,76,2015,N,1,0,0,0
38049,5,10,71,2015,,150,903,39560524,43806
38049,5,51,74,2015,,4,9,272202,32024
38051,5,10,71,2015,,123,881,29535904,33535
38051,5,51,74,2015,N,1,0,0,0
38053,5,10,71,2015,,804,9240,746810997,80827
38053,5,51,74,2015,N,2,0,0,0
38053,5,5415,76,2015,N,3,0,0,0
38055,5,10,71,2015,,312,2706,149784215,55363
38055,5,51,74,2015,N,4,0,0,0
38055,5,5415,76,2015,,5,3,411005,145061
38057,5,10,71,2015,,285,4602,329243461,71540
38057,5,51,74,2015,,5,90,5766380,64130
38057,5,5415,76,2015,N,1,0,0,0
38059,5,10,71,2015,,962,9431,429729646,45568
38059,5,51,74,2015,,11,143,5659208,39483
38059,5,5415,76,2015,N,11,0,0,0
38061,5,10,71,2015,,598,6023,445530371,73966
38061,5,51,74,2015,N,6,0,0,0
38061,5,5415,76,2015,N,1,0,0,0
38063,5,10,71,2015,,135,787,25790977,32785
38063,5,51,74,2015,N,1,0,0,0
38065,5,10,71,2015,,51,775,64669988,83436
38065,5,5415,76,2015,N,1,0,0,0
38067,5,10,71,2015,,356,2915,125983092,43214
38067,5,51,74,2015,,3,9,181406,20537
38067,5,5415,76,2015,N,1,0,0,0
38069,5,10,71,2015,,158,1461,57400626,39277
38069,5,51,74,2015,,5,17,543220,32593
38069,5,5415,76,2015,N,1,0,0,0
38071,5,10,71,2015,,468,4337,161831504,37316
38071,5,51,74,2015,,7,144,7191005,49909
38071,5,5415,76,2015,N,3,0,0,0
38073,5,10,71,2015,,212,1581,57798196,36566
38073,5,51,74,2015,N,2,0,0,0
38073,5,5415,76,2015,N,1,0,0,0
38075,5,10,71,2015,,120,556,26563664,47748
38075,5,51,74,2015,,4,3,163074,48922
38075,5,5415,76,2015,N,1,0,0,0
38077,5,10,71,2015,,566,5890,241509993,41003
38077,5,51,74,2015,,4,53,2480724,46586
38077,5,5415,76,2015,,5,5,564694,116833
38079,5,10,71,2015,,216,1711,52134283,30473
38079,5,51,74,2015,,3,22,281076,12680
38079,5,5415,76,2015,N,2,0,0,0
38081,5,10,71,2015,,138,2607,113097797,43382
38081,5,51,74,2015,N,1,0,0,0
38083,5,10,71,2015,,33,126,3335494,26472
38083,5,51,74,2015,N,1,0,0,0
38085,5,10,71,2015,,38,160,4194706,26285
38085,5,5415,76,2015,N,0,0,0,0
38087,5,10,71,2015,N,23,0,0,0
38089,5,10,71,2015,,1495,19951,1291948376,64755
38089,5,51,74,2015,,14,241,13846471,57375
38089,5,5415,76,2015,,10,10,833502,84051
38091,5,10,71,2015,,58,513,23939907,46629
38091,5,51,74,2015,N,1,0,0,0
38091,5,5415,76,2015,N,1,0,0,0
38093,5,10,71,2015,,813,9438,384078546,40695
38093,5,51,74,2015,,10,146,4715389,32334
38093,5,5415,76,2015,,8,24,1328739,55947
38095,5,10,71,2015,,86,616,20713876,33622
38095,5,51,74,2015,N,1,0,0,0
38095,5,5415,76,2015,N,1,0,0,0
38097,5,10,71,2015,,333,2638,107398250,40718
38097,5,51,74,2015,,5,19,479304,25007
38097,5,5415,76,2015,N,2,0,0,0
38099,5,10,71,2015,,476,4003,150330046,37557
38099,5,51,74,2015,,9,112,5520316,49252
38099,5,5415,76,2015,N,1,0,0,0
38101,5,10,71,2015,,2451,29770,1452918609,48805
38101,5,51,74,2015,,23,492,25404780,51679
38101,5,5415,76,2015,,26,37,2069657,55314
38103,5,10,71,2015,,198,1318,44569153,33814
38103,5,51,74,2015,,4,20,453227,22474
38103,5,5415,76,2015,N,2,0,0,0
38105,5,10,71,2015,,2324,33793,2695544781,79766
38105,5,51,74,2015,,17,185,10163100,54812
38105,5,5415,76,2015,,13,25,1567309,63113
38999,5,10,71,2015,N,672,0,0,0
38999,5,51,74,2015,N,14,0,0,0
38999,5,5415,76,2015,,21,26,1325661,51987
39000,5,10,51,2015,,276429,4552282,212054287094,46582
39000,5,51,54,2015,,4205,71605,4644401890,64862
39000,5,5415,56,2015,,7683,57524,4914155269,85428
39001,5,10,71,2015,,472,4304,155312074,36090
39001,5,51,74,2015,,11,37,2229571,60669
39001,5,5415,76,2015,,12,17,1110450,66627
39003,5,10,71,2015,,2329,44082,1794161513,40700
39003,5,51,74,2015,,35,611,23145217,37871
39003,5,5415,76,2015,,14,83,5256309,63456
39005,5,10,71,2015,,1008,15960,580017201,36342
39005,5,51,74,2015,,15,162,11898508,73523
39005,5,5415,76,2015,,6,24,1249094,51333
39007,5,10,71,2015,,1864,25799,898263816,34818
39007,5,51,74,2015,N,21,0,0,0
39007,5,5415,76,2015,,10,47,3326832,70784
39009,5,10,71,2015,,1032,12934,397295399,30718
39009,5,51,74,2015,,17,306,12267033,40143
39009,5,5415,76,2015,,12,29,1507953,52756
