y,target,n,G,G_eff_leverage,G_eff_score,top_cluster,top_cluster_score_share,mde_80,coef,se,t,p_naive_z,p_t_Gm1,ci_lo,ci_hi,sd_within_x,p_wild,n_wild_draws,p_webb,tag,sample,xs
g_ind,x_dig_acc,995,25,6.313309730082278,6.455220276447125,IT,0.27372446277419704,0.32268741285390173,-0.16420223776749887,0.11106094393421134,-1.4784876838861247,0.13927729123661137,0.15228284874450737,-0.39342076020636835,0.0650162846713706,0.3151440543342064,0.19581958195819582,9999,0.19821982198219823,C interaction: dig x ACC (own-group slopes for dig & nondig),NUTS3,x_dig+x_dig_acc+x_nondig+x_nondig_acc+ln_gvapc04+ind_share04
g_ind,xd,995,25,5.301221689422159,2.097125752930667,IT,0.6657315799979713,0.19808673306332183,-0.021098544594535494,0.06817650357132815,-0.30946944312656943,0.7569644529301396,0.7596353606571453,-0.16180793225222756,0.11961084306315656,1.380589255020112,0.8443844384438444,9999,0.8509850985098509,D depreciation d10,NUTS3,xd+xn+ln_gvapc04+ind_share04
g_ind,xd,995,25,4.9213734092575585,1.8971101422804808,IT,0.7020312805140267,0.19917481470509857,-0.02623219387475655,0.06855099408257695,-0.38266686319905274,0.701966787001707,0.7053348690725403,-0.16771449195995836,0.11525010421044525,1.361951605615203,0.8331833183318332,9999,0.8331833183318332,D depreciation d20,NUTS3,xd+xn+ln_gvapc04+ind_share04
g_ind,xd,995,25,5.733671351967363,2.769100734066548,IT,0.5517977808141803,0.19707300278010084,-0.0020589700895969148,0.06782760293974327,-0.030355931808854632,0.9757831899661993,0.9760342203212147,-0.14204826223560982,0.137930322056416,1.4459624303094456,0.9804980498049805,9999,0.9801980198019802,D depreciation cum,NUTS3,xd+xn+ln_gvapc04+ind_share04
g_ind,xd,995,25,5.9684192043538955,2.112171325083657,IT,0.6645576836306147,0.1671212706647638,-0.03620207859538656,0.05751896520338372,-0.6293937741643667,0.5290912928828819,0.5350372745512089,-0.15491538814498262,0.0825112309542095,1.4500931354485347,0.7053705370537053,9999,0.6992699269926993,D normalised per emp,NUTS3,xd+xn+ln_gvapc04+ind_share04
g_ind,xd,995,25,3.337439129808171,2.073688595391888,IT,0.6598327319180197,0.3907976517221785,0.032632892665450004,0.1345027861597717,0.242618711456924,0.8083007846014909,0.8103622239452262,-0.2449672142246646,0.3102329995555646,0.8500576228146931,0.8241824182418241,9999,0.8176817681768177,D normalised per gva,NUTS3,xd+xn+ln_gvapc04+ind_share04
g_ind,xd,995,25,4.7104433436575,1.9573966482854608,IT,0.6928806799961864,0.24351459834653796,-0.022413058903961294,0.08381163961412892,-0.26742179257143317,0.7891444221934627,0.7914291292852096,-0.19539178135124835,0.15056566354332573,1.2529121172443083,0.886988698869887,9999,0.8775877587758776,D log1p instead of asinh,NUTS3,xd+xn+ln_gvapc04+ind_share04
g_ind,x_digb,995,25,6.049958489715974,2.2728310878317513,IT,0.5330819360061868,0.2751147161271606,0.011695316408131871,0.09468761050530579,0.12351474861092336,0.9016994960137672,0.90272808784961,-0.18373030671776336,0.2071209395340271,1.2500256683546696,0.8435843584358436,9999,0.8651865186518651,"D broad digital (+H01,G05,G08,G09) vs matching non-digital",NUTS3,x_digb+x_nondigb+ln_gvapc04+ind_share04
g_ind,x_dig,995,25,4.521212047239853,2.0514187527927925,IT,0.6744723803532195,0.19396373566196207,0.00807509908878162,0.06675747089452326,0.12096172878598514,0.9037213485532984,0.9047283768027388,-0.12970554906834963,0.14585574724591288,1.3681304899729834,0.9194919491949195,9999,0.9282928292829283,"D comparison field = mech/chem (B,C,F sections) instead of non-digital",NUTS3,x_dig+x_mechchem+ln_gvapc04+ind_share04
g_ind,x_dig,995,25,4.381246404297869,2.0164387292420027,IT,0.6849217214377343,0.20086476258276034,-0.011190670373705396,0.06913263191230448,-0.1618724770655468,0.8714062770641897,0.8727613435751698,-0.15387340993907028,0.1314920691916595,1.3681304899729834,0.9212921292129213,9999,0.9226922692269227,D + ln population control,NUTS3,x_dig+x_nondig+ln_pop04+ln_gvapc04+ind_share04
g_ind_smooth,x_dig,993,25,5.104742389412243,2.0871895583580473,IT,0.672244600832258,0.2013627425687178,-0.04117479831745546,0.06930402417955049,-0.5941184340288986,0.5524329022610894,0.5579922010822234,-0.18421127413666355,0.10186167750175262,1.369310959512538,0.7518751875187519,9999,0.7426742674267427,D outcome: 3-yr endpoint averages,NUTS3,x_dig+x_nondig+ln_gvapc04+ind_share04
g_man,x_dig,995,25,5.104521132566174,2.0372014058679078,IT,0.6561175766222029,0.24218448292843683,-0.06593085744133492,0.08335384712520205,-0.7909755783953578,0.4289582427571337,0.43670555007006406,-0.2379647426292017,0.10610302774653185,1.3681304899729834,0.5788578857885789,9999,0.5922592259225923,D outcome: manufacturing (C) growth,NUTS3,x_dig+x_nondig+ln_gvapc04+ind_share04
g_tot,x_dig,995,25,5.104521132566174,4.204592082842248,IT,0.43129921103801394,0.06362831614719427,0.04425316981739482,0.02189927642281871,2.020759451727076,0.043304672170857206,0.05459694893922218,-0.0009447152923552221,0.08945105492714486,1.3681304899729834,0.15261526152615262,9999,0.1487148714871487,D outcome: TOTAL-economy GVA growth (specificity check),NUTS3,x_dig+x_nondig+ln_gvapc04+ind_share04
g_ind_0512,x_dig,995,25,5.104521132566174,4.706257166246741,DE,0.3511019508507139,0.21734534609786565,-0.08454311023578602,0.07480483692825562,-1.1301824013983246,0.2583993737222392,0.26956824675165847,-0.23893270557483176,0.0698464851032597,1.3681304899729834,0.30763076307630766,9999,0.30123012301230123,D outcome: growth 2005-2012 only,NUTS3,x_dig+x_nondig+ln_gvapc04+ind_share04
g_ind_1219,x_dig,995,25,5.104521132566174,1.893439664186496,IT,0.7176341308452281,0.26683271563517663,0.03465059982232235,0.09183715289319004,0.37730481325594084,0.7059470956167644,0.7092629967305115,-0.15489196793794555,0.22419316758259025,1.3681304899729834,0.7891789178917892,9999,0.7878787878787878,D outcome: growth 2012-2019 only,NUTS3,x_dig+x_nondig+ln_gvapc04+ind_share04
