model,target,n,G_clusters,coef,se_cluster,t_stat,p_naive_z,p_t_Gminus1,p_wild_bootstrap,item
"F1 summary DiD: post-onset indicator, full window [-5,+3]",post,168,19,-0.005199742262419135,0.020069467358105983,-0.2590872079282652,0.795567954498787,0.7985077286500153,0.791895947973987,item1
F2 summary DiD: excluding left-censored-in-2016 countries,post,53,6,0.040838887273674775,0.042231976626377246,0.9670133992299954,0.3335373353557467,0.3779503211396267,0.4487243621810905,item1
