country_code,main_activity_code,year,verified_emissions_t,log_emissions,d_log_emissions,dii_high_share,dii_version,ets_activity_code,ets_activity_name,dii_nace_r2,crosswalk_confidence,gdp_per_capita,d_log_gdp_per_capita,energy_import_dependency_pct,eu_accession_cohort,dii_version_break_vs_prior_year,dii_lag,dii_lead,energy_dep_2021_baseline,crisis_period,energy_shock_exposure,accession_2004plus
AT,21,2005,2826917.0,14.854697276499408,,,,21,Refining of mineral oil,C19,high,40270.0,0.0162727335929577,71.76,EU-15,True,,,51.952,0.0,0.0,0.0
AT,21,2006,2829983.0,14.85578126253424,0.0010839860348319,,,21,Refining of mineral oil,C19,high,41370.0,0.0269492056099576,72.248,EU-15,True,,,51.952,0.0,0.0,0.0
AT,21,2007,2867629.0,14.868996113896188,0.0132148513619476,,,21,Refining of mineral oil,C19,high,42790.0,0.0337484499554054,68.475,EU-15,True,,,51.952,0.0,0.0,0.0
AT,21,2008,2806071.0,14.84729584224674,-0.0217002716494487,,,21,Refining of mineral oil,C19,high,43270.0,0.0111551238080682,68.738,EU-15,True,,,51.952,0.0,0.0,0.0
AT,21,2009,2809228.0,14.848420270467791,0.001124428221054,,,21,Refining of mineral oil,C19,high,41620.0,-0.0388787332713054,65.122,EU-15,True,,,51.952,0.0,0.0,0.0
AT,21,2010,2724479.0,14.817787775139283,-0.0306324953285095,,,21,Refining of mineral oil,C19,high,42280.0,0.0157333400365491,62.782,EU-15,True,,,51.952,0.0,0.0,0.0
AT,21,2011,2768078.0,14.833663774513422,0.0158759993741384,,,21,Refining of mineral oil,C19,high,43370.0,0.0254537968452375,69.981,EU-15,True,,,51.952,0.0,0.0,0.0
AT,21,2012,2836130.0,14.857951004793726,0.0242872302803043,,,21,Refining of mineral oil,C19,high,43450.0,0.0018428938641257,63.785,EU-15,True,,,51.952,0.0,0.0,0.0
AT,21,2013,2826640.0,14.854599285093212,-0.0033517197005146,,,21,Refining of mineral oil,C19,high,43080.0,-0.0085519994232132,61.26,EU-15,True,,,51.952,0.0,0.0,0.0
AT,21,2014,2713186.0,14.813634148082029,-0.0409651370111827,,,21,Refining of mineral oil,C19,high,43070.0,-0.0002321532221678,65.625,EU-15,True,,,51.952,0.0,0.0,0.0
AT,21,2015,2804050.0,14.84657535864668,0.0329412105646511,,,21,Refining of mineral oil,C19,high,43200.0,0.0030137961840459,60.379,EU-15,True,,,51.952,0.0,0.0,0.0
AT,21,2016,2784461.0,14.839564875808549,-0.0070104828381314,,,21,Refining of mineral oil,C19,high,43550.0,0.0080692080484467,62.102,EU-15,False,,,51.952,0.0,0.0,0.0
AT,21,2017,2738604.0,14.82295885947951,-0.0166060163290389,,,21,Refining of mineral oil,C19,high,44260.0,0.0161716313243918,63.93,EU-15,False,,,51.952,0.0,0.0,0.0
AT,21,2018,2824369.0,14.853795534781629,0.0308366753021172,,,21,Refining of mineral oil,C19,high,45140.0,0.0196874367664854,64.223,EU-15,False,,,51.952,0.0,0.0,0.0
AT,21,2019,2791040.0,14.841924844196484,-0.0118706905851428,,,21,Refining of mineral oil,C19,high,45730.0,0.0129857662805736,71.601,EU-15,False,,,51.952,0.0,0.0,0.0
AT,21,2020,2731772.0,14.820461040846157,-0.0214638033503273,,,21,Refining of mineral oil,C19,high,42650.0,-0.0697272637322754,58.281,EU-15,True,,,51.952,0.0,0.0,0.0
AT,21,2021,2749644.0,14.826982006717335,0.0065209658711804,,,21,Refining of mineral oil,C19,high,44580.0,0.0442580540200356,51.952,EU-15,True,,,51.952,0.0,0.0,0.0
AT,21,2022,2255065.0,14.62868935533719,-0.1982926513801466,,,21,Refining of mineral oil,C19,high,46430.0,0.040660474074107,73.986,EU-15,True,,,51.952,1.0,51.952,0.0
AT,21,2023,2579589.0,14.763140641882256,0.1344512865450653,,,21,Refining of mineral oil,C19,high,45670.0,-0.0165041748349228,60.317,EU-15,True,,,51.952,1.0,51.952,0.0
AT,21,2024,2620210.0,14.778765025196982,0.0156243833147264,,,21,Refining of mineral oil,C19,high,45140.0,-0.011672855807518,53.325,EU-15,True,,,51.952,0.0,0.0,0.0
AT,21,2025,2648397.0,14.789465109272784,0.0107000840758022,,,21,Refining of mineral oil,C19,high,45390.0,0.0055230450789842,,EU-15,True,,,51.952,0.0,0.0,0.0
BE,21,2005,5576153.0,15.534009670070445,,,,21,Refining of mineral oil,C19,high,38100.0,0.0174746305232638,79.912,EU-15,True,,,70.773,0.0,0.0,0.0
BE,21,2006,5636635.0,15.544797814213345,0.0107881441429,,,21,Refining of mineral oil,C19,high,38810.0,0.0184636632481591,79.486,EU-15,True,,,70.773,0.0,0.0,0.0
BE,21,2007,5679818.0,15.552429747930448,0.0076319337171035,,,21,Refining of mineral oil,C19,high,39950.0,0.0289507268314697,76.882,EU-15,True,,,70.773,0.0,0.0,0.0
BE,21,2008,6305836.0,15.656986111771474,0.1045563638410254,,,21,Refining of mineral oil,C19,high,39810.0,-0.0035105352000588,80.846,EU-15,True,,,70.773,0.0,0.0,0.0
BE,21,2009,6234962.0,15.645683042450596,-0.0113030693208777,,,21,Refining of mineral oil,C19,high,38740.0,-0.0272454790333753,75.921,EU-15,True,,,70.773,0.0,0.0,0.0
BE,21,2010,6361609.0,15.665791890741769,0.0201088482911711,,,21,Refining of mineral oil,C19,high,39420.0,0.0174006437457237,78.656,EU-15,True,,,70.773,0.0,0.0,0.0
BE,21,2011,5785148.0,15.570804501688023,-0.0949873890537436,,,21,Refining of mineral oil,C19,high,39670.0,0.006321932801665,76.588,EU-15,True,,,70.773,0.0,0.0,0.0
BE,21,2012,5935326.0,15.596432512908295,0.0256280112202738,,,21,Refining of mineral oil,C19,high,39510.0,-0.004041430102939,76.673,EU-15,True,,,70.773,0.0,0.0,0.0
BE,21,2013,5959060.0,15.600423308481917,0.0039907955736193,,,21,Refining of mineral oil,C19,high,39440.0,-0.0017732746888654,77.858,EU-15,True,,,70.773,0.0,0.0,0.0
BE,21,2014,6173719.0,15.635811969565,0.0353886610830844,,,21,Refining of mineral oil,C19,high,39960.0,0.0130984240459195,80.19,EU-15,True,,,70.773,0.0,0.0,0.0
BE,21,2015,6267719.0,15.65092305056607,0.0151110810010681,,,21,Refining of mineral oil,C19,high,40310.0,0.0087206233487204,84.227,EU-15,True,,,70.773,0.0,0.0,0.0
BE,21,2016,6083321.0,15.62106132192535,-0.0298617286407196,,,21,Refining of mineral oil,C19,high,40590.0,0.0069221537217316,75.982,EU-15,False,,,70.773,0.0,0.0,0.0
BE,21,2017,6051996.0,15.615898692951632,-0.0051626289737178,,,21,Refining of mineral oil,C19,high,41030.0,0.0107817756032897,75.318,EU-15,False,,,70.773,0.0,0.0,0.0
BE,21,2018,6141592.0,15.63059454990282,0.014695856951187,,,21,Refining of mineral oil,C19,high,41610.0,0.0140370165407546,83.043,EU-15,False,,,70.773,0.0,0.0,0.0
BE,21,2019,6616155.0,15.705024943464435,0.0744303935616166,,,21,Refining of mineral oil,C19,high,42400.0,0.0188078392430615,77.668,EU-15,False,,,70.773,0.0,0.0,0.0
BE,21,2020,5792283.0,15.572037072351293,-0.1329878711131442,,,21,Refining of mineral oil,C19,high,40190.0,-0.0535301537768013,78.133,EU-15,True,,,70.773,0.0,0.0,0.0
BE,21,2021,6039538.0,15.613838076919258,0.0418010045679668,,,21,Refining of mineral oil,C19,high,42530.0,0.0565915008044317,70.773,EU-15,True,,,70.773,0.0,0.0,0.0
BE,21,2022,5657781.0,15.548542323837916,-0.065295753081342,,,21,Refining of mineral oil,C19,high,43890.0,0.0314767944346012,73.697,EU-15,True,,,70.773,1.0,70.773,0.0
BE,21,2023,5475804.0,15.515849672200602,-0.0326926516373138,,,21,Refining of mineral oil,C19,high,44190.0,0.0068120154425059,75.763,EU-15,True,,1.0,70.773,1.0,70.773,0.0
BE,21,2024,5821512.0,15.577070579781484,0.061220907580882,1.0,4.0,21,Refining of mineral oil,C19,high,44410.0,0.004966150161362,75.448,EU-15,True,,1.0,70.773,0.0,0.0,0.0
BE,21,2025,5513324.0,15.522678266024498,-0.0543923137569866,1.0,3.0,21,Refining of mineral oil,C19,high,44650.0,0.0053896380184976,,EU-15,True,1.0,,70.773,0.0,0.0,0.0
BG,21,2007,2737055.0,14.822393082815434,,,,21,Refining of mineral oil,C19,high,6670.0,0.069849953176444,51.233,2007,True,,,36.178,0.0,0.0,1.0
BG,21,2008,2503782.0,14.733312946709248,-0.0890801361061868,,,21,Refining of mineral oil,C19,high,7110.0,0.0638823838876181,52.154,2007,True,,,36.178,0.0,0.0,1.0
BG,21,2009,1158853.0,13.962941280800708,-0.7703716659085398,,,21,Refining of mineral oil,C19,high,6910.0,-0.0285326060355721,45.393,2007,True,,,36.178,0.0,0.0,1.0
BG,21,2010,1086746.0,13.898698468144932,-0.0642428126557757,,,21,Refining of mineral oil,C19,high,7060.0,0.0214754137255717,40.146,2007,True,,,36.178,0.0,0.0,1.0
BG,21,2011,2229964.0,14.617495999808236,0.718797531663304,,,21,Refining of mineral oil,C19,high,7390.0,0.0456826834549612,36.732,2007,True,,,36.178,0.0,0.0,1.0
BG,21,2012,1093760.0,13.905131859469307,-0.7123641403389271,,,21,Refining of mineral oil,C19,high,7530.0,0.0187673068516911,36.859,2007,True,,,36.178,0.0,0.0,1.0
BG,21,2013,1152162.0,13.957150735351204,0.0520188758818953,,,21,Refining of mineral oil,C19,high,7600.0,0.0092532054804834,38.313,2007,True,,,36.178,0.0,0.0,1.0
BG,21,2014,1039349.0,13.854105113583374,-0.1030456217678299,,,21,Refining of mineral oil,C19,high,7770.0,0.0221219170872704,35.171,2007,True,,,36.178,0.0,0.0,1.0
BG,21,2015,1246484.0,14.035837345922737,0.1817322323393604,,,21,Refining of mineral oil,C19,high,8130.0,0.0452907591801636,36.446,2007,True,,,36.178,0.0,0.0,1.0
BG,21,2016,1657733.0,14.320961564315011,0.2851242183922782,,,21,Refining of mineral oil,C19,high,8490.0,0.0433280767635366,38.472,2007,False,,,36.178,0.0,0.0,1.0
BG,21,2017,1781588.0,14.393015659383977,0.0720540950689638,,,21,Refining of mineral oil,C19,high,8840.0,0.0403978763262955,39.362,2007,False,,,36.178,0.0,0.0,1.0
BG,21,2018,1570907.0,14.26716371752241,-0.1258519418615673,,,21,Refining of mineral oil,C19,high,9170.0,0.0366504096188222,36.596,2007,False,,,36.178,0.0,0.0,1.0
BG,21,2019,2070184.0,14.543148050180058,0.2759843326576483,,,21,Refining of mineral oil,C19,high,9650.0,0.0510206290825205,38.457,2007,False,,,36.178,0.0,0.0,1.0
BG,21,2020,1773167.0,14.388277771258023,-0.1548702789220346,,,21,Refining of mineral oil,C19,high,9440.0,-0.0220019351934848,38.171,2007,True,,,36.178,0.0,0.0,1.0
BG,21,2021,1488705.0,14.21341717249456,-0.1748605987634643,,,21,Refining of mineral oil,C19,high,10250.0,0.0823217254270076,36.178,2007,True,,,36.178,0.0,0.0,1.0
BG,21,2022,2003944.0,14.510627796684672,0.2972106241901127,,,21,Refining of mineral oil,C19,high,10740.0,0.0466973834963013,37.11,2007,True,,,36.178,1.0,36.178,1.0
BG,21,2023,1640959.0,14.310791384994715,-0.1998364116899544,,,21,Refining of mineral oil,C19,high,10950.0,0.0193643671817902,39.512,2007,True,,,36.178,1.0,36.178,1.0
BG,21,2024,1812114.0,14.41000467751335,0.0992132925186322,,,21,Refining of mineral oil,C19,high,11330.0,0.034114618777405,41.936,2007,True,,,36.178,0.0,0.0,1.0
BG,21,2025,1388561.0,14.14377851706504,-0.2662261604483085,,,21,Refining of mineral oil,C19,high,11710.0,0.0329891025697115,,2007,True,,,36.178,0.0,0.0,1.0
CZ,21,2005,996971.0,13.812476961259147,,,,21,Refining of mineral oil,C19,high,16180.0,0.0591964085769252,27.846,2004,True,,,39.958,0.0,0.0,1.0
CZ,21,2006,1105483.0,13.915792901504233,0.1033159402450856,,,21,Refining of mineral oil,C19,high,17200.0,0.061133472189061,27.498,2004,True,,,39.958,0.0,0.0,1.0
CZ,21,2007,1094932.0,13.906202818847804,-0.0095900826564285,,,21,Refining of mineral oil,C19,high,18050.0,0.0482363009594823,24.989,2004,True,,,39.958,0.0,0.0,1.0
CZ,21,2008,1086771.0,13.898721472335836,-0.0074813465119678,,,21,Refining of mineral oil,C19,high,18330.0,0.0153933770727245,27.737,2004,True,,,39.958,0.0,0.0,1.0
CZ,21,2009,979895.0,13.795200702049408,-0.1035207702864298,,,21,Refining of mineral oil,C19,high,17350.0,-0.0549465554587467,26.867,2004,True,,,39.958,0.0,0.0,1.0
CZ,21,2010,1053795.0,13.86790849201272,0.0727077899633137,,,21,Refining of mineral oil,C19,high,17770.0,0.023919135773692,25.38,2004,True,,,39.958,0.0,0.0,1.0
CZ,21,2011,988077.0,13.803515908915886,-0.0643925830968346,,,21,Refining of mineral oil,C19,high,18120.0,0.0195046584482732,28.832,2004,True,,,39.958,0.0,0.0,1.0
CZ,21,2012,951345.0,13.765632051765452,-0.0378838571504331,,,21,Refining of mineral oil,C19,high,17970.0,-0.0083125998193658,25.413,2004,True,,,39.958,0.0,0.0,1.0
CZ,21,2013,819541.0,13.616499706420944,-0.1491323453445083,,,21,Refining of mineral oil,C19,high,17970.0,0.0,27.58,2004,True,,,39.958,0.0,0.0,1.0
CZ,21,2014,913700.0,13.725257568986711,0.108757862565767,,,21,Refining of mineral oil,C19,high,18370.0,0.0220151984315677,30.227,2004,True,,,39.958,0.0,0.0,1.0
CZ,21,2015,925482.0,13.73806996186004,0.0128123928733288,,,21,Refining of mineral oil,C19,high,19270.0,0.0478305831992393,32.089,2004,True,,,39.958,0.0,0.0,1.0
CZ,21,2016,714284.0,13.47903592134018,-0.2590340405198592,,,21,Refining of mineral oil,C19,high,19760.0,0.0251102098934481,32.8,2004,False,,,39.958,0.0,0.0,1.0
CZ,21,2017,995680.0,13.811181199803045,0.332145278462864,,,21,Refining of mineral oil,C19,high,20760.0,0.0493683659779655,37.162,2004,False,,,39.958,0.0,0.0,1.0
CZ,21,2018,922926.0,13.735304336923155,-0.0758768628798893,,,21,Refining of mineral oil,C19,high,21320.0,0.0266175409999558,36.879,2004,False,,,39.958,0.0,0.0,1.0
CZ,21,2019,980700.0,13.796021881380412,0.0607175444572565,,,21,Refining of mineral oil,C19,high,22050.0,0.0336670025952106,40.81,2004,False,,,39.958,0.0,0.0,1.0
CZ,21,2020,804323.0,13.59775620877821,-0.1982656726022025,,,21,Refining of mineral oil,C19,high,20980.0,-0.0497429989247031,38.768,2004,True,,0.25,39.958,0.0,0.0,1.0
CZ,21,2021,957662.0,13.772250176326343,0.1744939675481358,0.25,3.0,21,Refining of mineral oil,C19,high,21830.0,0.039715567593701,39.958,2004,True,,,39.958,0.0,0.0,1.0
CZ,21,2022,901918.0,13.71227888582137,-0.0599712905049756,,,21,Refining of mineral oil,C19,high,21910.0,0.0036579830455227,41.772,2004,True,0.25,,39.958,1.0,39.958,1.0
CZ,21,2023,946111.0,13.760115177302888,0.0478362914815182,,,21,Refining of mineral oil,C19,high,21680.0,-0.01055297703593,41.679,2004,True,,,39.958,1.0,39.958,1.0
CZ,21,2024,879694.0,13.687329398710515,-0.0727857785923724,,,21,Refining of mineral oil,C19,high,21950.0,0.0123769629497356,39.32,2004,True,,,39.958,0.0,0.0,1.0
CZ,21,2025,925128.0,13.737687385299536,0.0503579865890202,,,21,Refining of mineral oil,C19,high,22510.0,0.0251925153974603,,2004,True,,,39.958,0.0,0.0,1.0
DE,21,2005,26370312.0,17.087749389886326,,,,21,Refining of mineral oil,C19,high,35770.0,0.0101152871471139,60.74,EU-15,True,,,63.395,0.0,0.0,0.0
DE,21,2006,25527455.0,17.055265097605457,-0.0324842922808699,,,21,Refining of mineral oil,C19,high,37230.0,0.0400053346136992,60.981,EU-15,True,,,63.395,0.0,0.0,0.0
DE,21,2007,25374008.0,17.049235900965993,-0.0060291966394636,,,21,Refining of mineral oil,C19,high,38390.0,0.0306821211280805,58.516,EU-15,True,,,63.395,0.0,0.0,0.0
DE,21,2008,23582572.0,16.9760185226129,-0.0732173783530925,,,21,Refining of mineral oil,C19,high,38840.0,0.0116536344104183,60.769,EU-15,True,,,63.395,0.0,0.0,0.0
DE,21,2009,22925869.0,16.9477764816043,-0.0282420410085997,,,21,Refining of mineral oil,C19,high,36810.0,-0.0536810960321947,61.103,EU-15,True,,,63.395,0.0,0.0,0.0
DE,21,2010,22271725.0,16.9188284946981,-0.0289479869061999,,,21,Refining of mineral oil,C19,high,38440.0,0.043329036711162,59.992,EU-15,True,,,63.395,0.0,0.0,0.0
DE,21,2011,21756601.0,16.895427763706778,-0.0234007309913231,,,21,Refining of mineral oil,C19,high,39890.0,0.0370270818152231,61.801,EU-15,True,,,63.395,0.0,0.0,0.0
DE,21,2012,21072408.0,16.863475064964543,-0.0319526987422342,,,21,Refining of mineral oil,C19,high,40040.0,0.0037532885297046,61.215,EU-15,True,,,63.395,0.0,0.0,0.0
DE,21,2013,24548765.0,17.016172105440457,0.152697040475914,,,21,Refining of mineral oil,C19,high,40160.0,0.0029925209364538,62.411,EU-15,True,,,63.395,0.0,0.0,0.0
DE,21,2014,23382857.0,16.967513705002794,-0.0486584004376631,,,21,Refining of mineral oil,C19,high,40930.0,0.0189918151208381,61.779,EU-15,True,,,63.395,0.0,0.0,0.0
DE,21,2015,23694616.0,16.980758407301884,0.0132447022990902,,,21,Refining of mineral oil,C19,high,41360.0,0.0104509396958629,62.132,EU-15,True,,,63.395,0.0,0.0,0.0
DE,21,2016,23890174.0,16.988977802657637,0.0082193953557521,,,21,Refining of mineral oil,C19,high,42030.0,0.0160694188168513,63.752,EU-15,False,,,63.395,0.0,0.0,0.0
DE,21,2017,23643929.0,16.978616938045896,-0.0103608646117407,,,21,Refining of mineral oil,C19,high,43160.0,0.0265304913729078,63.959,EU-15,False,,,63.395,0.0,0.0,0.0
DE,21,2018,22585575.0,16.93282198612245,-0.0457949519234475,,,21,Refining of mineral oil,C19,high,43630.0,0.0108308467455842,63.478,EU-15,False,,,63.395,0.0,0.0,0.0
DE,21,2019,22156016.0,16.913619620286884,-0.0192023658355644,,,21,Refining of mineral oil,C19,high,44080.0,0.0102611777091414,67.055,EU-15,False,,,63.395,0.0,0.0,0.0
DE,21,2020,21480022.0,16.88263385181298,-0.0309857684739043,,,21,Refining of mineral oil,C19,high,42350.0,-0.0400377437465948,63.676,EU-15,True,,0.8158,63.395,0.0,0.0,0.0
DE,21,2021,21398094.0,16.878812410604958,-0.0038214412080215,0.8158,3.0,21,Refining of mineral oil,C19,high,44090.0,0.0402645782717829,63.395,EU-15,True,,,63.395,0.0,0.0,0.0
DE,21,2022,22337081.0,16.921758680579433,0.0429462699744753,,,21,Refining of mineral oil,C19,high,44620.0,0.0119491896345387,68.652,EU-15,True,0.8158,,63.395,1.0,63.395,0.0
DE,21,2023,20052218.0,16.813850329039926,-0.1079083515395069,,,21,Refining of mineral oil,C19,high,43770.0,-0.0192335378015826,66.831,EU-15,True,,0.8772,63.395,1.0,63.395,0.0
DE,21,2024,20618094.0,16.84167959775117,0.027829268711244,0.8772,4.0,21,Refining of mineral oil,C19,high,43650.0,-0.0027453689171927,66.812,EU-15,True,,0.9348,63.395,0.0,0.0,0.0
DE,21,2025,19709616.0,16.79661719644292,-0.0450624013082503,0.9348,3.0,21,Refining of mineral oil,C19,high,43750.0,0.002288330518013,,EU-15,True,0.8772,,63.395,0.0,0.0,0.0
DK,21,2005,924181.0,13.736663218886267,,,,21,Refining of mineral oil,C19,high,49780.0,0.0204979272174856,-50.618,EU-15,True,,,32.225,0.0,0.0,0.0
DK,21,2006,953340.0,13.767726887110468,0.0310636682242009,,,21,Refining of mineral oil,C19,high,51510.0,0.0341626666380481,-35.492,EU-15,True,,,32.225,0.0,0.0,0.0
DK,21,2007,960849.0,13.77557254761486,0.0078456605043903,,,21,Refining of mineral oil,C19,high,51790.0,0.0054211168583062,-24.247,EU-15,True,,,32.225,0.0,0.0,0.0
DK,21,2008,916113.0,13.72789499849316,-0.0476775491216976,,,21,Refining of mineral oil,C19,high,51270.0,-0.0100912946401923,-21.129,EU-15,True,,,32.225,0.0,0.0,0.0
DK,21,2009,927494.0,13.740241604440108,0.0123466059469468,,,21,Refining of mineral oil,C19,high,48460.0,-0.0563670704072283,-18.8,EU-15,True,,,32.225,0.0,0.0,0.0
DK,21,2010,875212.0,13.682221421707592,-0.0580201827325144,,,21,Refining of mineral oil,C19,high,49010.0,0.0112856435330765,-16.235,EU-15,True,,,32.225,0.0,0.0,0.0
DK,21,2011,855276.0,13.659179502845468,-0.0230419188621269,,,21,Refining of mineral oil,C19,high,49440.0,0.0087354542279776,-6.315,EU-15,True,,,32.225,0.0,0.0,0.0
DK,21,2012,948991.0,13.763154593880076,0.1039750910346093,,,21,Refining of mineral oil,C19,high,49260.0,-0.0036474204570424,-3.175,EU-15,True,,,32.225,0.0,0.0,0.0
DK,21,2013,930478.0,13.743453711582358,-0.0197008822977178,,,21,Refining of mineral oil,C19,high,49750.0,0.0098980709122091,12.312,EU-15,True,,,32.225,0.0,0.0,0.0
DK,21,2014,943464.0,13.757313487259928,0.0138597756775702,,,21,Refining of mineral oil,C19,high,50110.0,0.0072101253670329,12.225,EU-15,True,,,32.225,0.0,0.0,0.0
DK,21,2015,990980.0,13.80644963147376,0.0491361442138327,,,21,Refining of mineral oil,C19,high,50810.0,0.0138725966340071,13.078,EU-15,True,,,32.225,0.0,0.0,0.0
DK,21,2016,885080.0,13.693433315384867,-0.1130163160888937,,,21,Refining of mineral oil,C19,high,51950.0,0.0221885319395944,13.57,EU-15,False,,,32.225,0.0,0.0,0.0
DK,21,2017,947335.0,13.761408058293943,0.0679747429090777,,,21,Refining of mineral oil,C19,high,53200.0,0.0237766788023634,11.344,EU-15,False,,,32.225,0.0,0.0,0.0
DK,21,2018,920522.0,13.732696179423986,-0.0287118788699594,,,21,Refining of mineral oil,C19,high,53920.0,0.0134430702564518,22.704,EU-15,False,,,32.225,0.0,0.0,0.0
DK,21,2019,973439.0,13.788590441327802,0.0558942619038163,,,21,Refining of mineral oil,C19,high,54630.0,0.0130817158035743,38.882,EU-15,False,,,32.225,0.0,0.0,0.0
DK,21,2020,931660.0,13.744723220242562,-0.0438672210852395,,,21,Refining of mineral oil,C19,high,53540.0,-0.0201541443154198,44.89,EU-15,True,,0.7893000000000001,32.225,0.0,0.0,0.0
DK,21,2021,961078.0,13.775810850111348,0.0310876298687841,0.7893000000000001,3.0,21,Refining of mineral oil,C19,high,56780.0,0.0587551129526193,32.225,EU-15,True,,1.0,32.225,0.0,0.0,0.0
DK,21,2022,929632.0,13.74254408789523,-0.0332667622161171,1.0,4.0,21,Refining of mineral oil,C19,high,56530.0,-0.0044126803576247,43.142,EU-15,True,0.7893000000000001,0.4982999999999999,32.225,1.0,32.225,0.0
DK,21,2023,928199.0,13.741001428434611,-0.0015426594606164,0.4982999999999999,3.0,21,Refining of mineral oil,C19,high,56770.0,0.0042365464954343,39.705,EU-15,True,1.0,1.0,32.225,1.0,32.225,0.0
DK,21,2024,883175.0,13.69127864794492,-0.0497227804896915,1.0,4.0,21,Refining of mineral oil,C19,high,58670.0,0.0329205057551345,38.229,EU-15,True,0.4982999999999999,,32.225,0.0,0.0,0.0
DK,21,2025,929338.0,13.742227783702637,0.0509491357577154,,,21,Refining of mineral oil,C19,high,60390.0,0.02889500538204,,EU-15,True,1.0,,32.225,0.0,0.0,0.0
EE,21,2005,70298.0,11.160498627891927,,,,21,Refining of mineral oil,C19,high,15400.0,0.0967397726139207,26.878,2004,True,,,1.412,0.0,0.0,1.0
EE,21,2006,69513.0,11.149269064420858,-0.011229563471069,,,21,Refining of mineral oil,C19,high,17010.0,0.0994338969881862,30.03,2004,True,,,1.412,0.0,0.0,1.0
EE,21,2007,53129.0,10.880478197509904,-0.2687908669109529,,,21,Refining of mineral oil,C19,high,18400.0,0.07854925820717,24.288,2004,True,,,1.412,0.0,0.0,1.0
EE,21,2008,54905.0,10.913359698031812,0.032881500521908,,,21,Refining of mineral oil,C19,high,17510.0,-0.0495785183171797,27.215,2004,True,,,1.412,0.0,0.0,1.0
EE,21,2009,39198.0,10.576381004068804,-0.3369786939630081,,,21,Refining of mineral oil,C19,high,14980.0,-0.1560561682086874,27.175,2004,True,,,1.412,0.0,0.0,1.0
EE,21,2010,49996.0,10.819698281210112,0.2433172771413065,,,21,Refining of mineral oil,C19,high,15380.0,0.0263519859884251,14.68,2004,True,,,1.412,0.0,0.0,1.0
EE,21,2011,252442.0,12.438936798341487,1.6192385171313752,,,21,Refining of mineral oil,C19,high,16590.0,0.0757321401248543,13.646,2004,True,,,1.412,0.0,0.0,1.0
EE,21,2012,212597.0,12.267153633783838,-0.1717831645576488,,,21,Refining of mineral oil,C19,high,17260.0,0.0395915814529281,20.648,2004,True,,,1.412,0.0,0.0,1.0
EE,21,2013,666076.0,13.40915905712612,1.1420054233422814,,,21,Refining of mineral oil,C19,high,17630.0,0.0212103107544976,14.522,2004,True,,,1.412,0.0,0.0,1.0
EE,21,2014,922809.0,13.735177558160052,0.3260185010339338,,,21,Refining of mineral oil,C19,high,18280.0,0.0362055696162251,11.562,2004,True,,,1.412,0.0,0.0,1.0
EE,21,2015,1223359.0,14.017110912068976,0.2819333539089239,,,21,Refining of mineral oil,C19,high,18650.0,0.0200385800638205,11.182,2004,True,,,1.412,0.0,0.0,1.0
EE,21,2016,1300912.0,14.078576114930224,0.0614652028612479,,,21,Refining of mineral oil,C19,high,19190.0,0.0285431639297844,8.069,2004,False,,,1.412,0.0,0.0,1.0
EE,21,2017,1512893.0,14.229534269846685,0.1509581549164593,,,21,Refining of mineral oil,C19,high,20270.0,0.0547526504442998,4.584,2004,False,,,1.412,0.0,0.0,1.0
EE,21,2018,1603842.0,14.287912558816137,0.0583782889694521,,,21,Refining of mineral oil,C19,high,20970.0,0.0339508844499203,1.229,2004,False,,,1.412,0.0,0.0,1.0
EE,21,2019,1663747.0,14.32458284553431,0.0366702867181736,,,21,Refining of mineral oil,C19,high,21650.0,0.03191260953467,4.724,2004,False,,,1.412,0.0,0.0,1.0
EE,21,2020,1608677.0,14.290922660017536,-0.0336601855167746,,,21,Refining of mineral oil,C19,high,20960.0,-0.0323895949956583,10.528,2004,True,,,1.412,0.0,0.0,1.0
EE,21,2021,1595268.0,14.28255230516482,-0.0083703548527171,,,21,Refining of mineral oil,C19,high,22670.0,0.0784266050665962,1.412,2004,True,,,1.412,0.0,0.0,1.0
EE,21,2022,1602972.0,14.287369964190228,0.0048176590254094,,,21,Refining of mineral oil,C19,high,22800.0,0.0057180714409579,6.159,2004,True,,0.0,1.412,1.0,1.412,1.0
EE,21,2023,1960729.0,14.48882690083013,0.2014569366399019,0.0,3.0,21,Refining of mineral oil,C19,high,21580.0,-0.054993576130407,3.471,2004,True,,0.6667000000000001,1.412,1.0,1.412,1.0
EE,21,2024,1800947.0,14.403823195629576,-0.0850037052005543,0.6667000000000001,4.0,21,Refining of mineral oil,C19,high,21470.0,-0.0051103479392988,4.622,2004,True,0.0,0.6667000000000001,1.412,0.0,0.0,1.0
EE,21,2025,1701472.0,14.34700431671952,-0.0568188789100556,0.6667000000000001,3.0,21,Refining of mineral oil,C19,high,21820.0,0.0161703685142349,,2004,True,0.6667000000000001,,1.412,0.0,0.0,1.0
EL,21,2005,3637235.0,15.106734335574355,,,,21,Refining of mineral oil,C19,high,19590.0,0.0087157690932713,68.204,EU-15,True,,,73.819,0.0,0.0,0.0
EL,21,2006,4303109.0,15.274848342664212,0.1681140070898568,,,21,Refining of mineral oil,C19,high,20790.0,0.0594528699134713,71.419,EU-15,True,,,73.819,0.0,0.0,0.0
