window,spec,n,coef,se_hc3,p,loo_min,loo_max,spearman
2005-2019,dig only,24,0.9134211911272285,2.865637118344249,0.7529227718554594,-0.46839835025250576,2.013526210522683,0.04521739130434782
2005-2019,dig + nondig,24,13.708221843585363,10.69099265866679,0.21373954708403975,6.767114813021109,19.79421916451246,0.04521739130434782
2005-2019,dig + nondig + ln GDPpc + ACC dummy,24,13.740641877410962,11.479065238528007,0.2460221008488095,6.966164733293727,20.525536226160582,0.04521739130434782
2005-2023,dig only,24,0.8496474708357956,3.246149425004739,0.7959567854103464,-0.6539022864614996,2.05845166278481,0.03652173913043478
2005-2023,dig + nondig,24,10.637449831899293,12.212151371532265,0.39357353524776806,5.938657739594802,19.270461425294023,0.03652173913043478
2005-2023,dig + nondig + ln GDPpc + ACC dummy,24,11.826688341894348,14.203867771762146,0.4153925151106359,4.327092140924869,21.663592209570787,0.03652173913043478
