unit,S_dig_core_d10,S99_dig_core_d10,S_dig_core_d15,S99_dig_core_d15,S_dig_core_d20,S99_dig_core_d20,S_dig_core_cum,S99_dig_core_cum,SP_dig_core_d15,S_dig_broad_d10,S99_dig_broad_d10,S_dig_broad_d15,S99_dig_broad_d15,S_dig_broad_d20,S99_dig_broad_d20,S_dig_broad_cum,S99_dig_broad_cum,SP_dig_broad_d15,S_nondig_d10,S99_nondig_d10,S_nondig_d15,S99_nondig_d15,S_nondig_d20,S99_nondig_d20,S_nondig_cum,S99_nondig_cum,SP_nondig_d15,S_nondig_broad_d10,S99_nondig_broad_d10,S_nondig_broad_d15,S99_nondig_broad_d15,S_nondig_broad_d20,S99_nondig_broad_d20,S_nondig_broad_cum,S99_nondig_broad_cum,SP_nondig_broad_d15,S_total_d10,S99_total_d10,S_total_d15,S99_total_d15,S_total_d20,S99_total_d20,S_total_cum,S99_total_cum,SP_total_d15,S_mech_chem_d10,S99_mech_chem_d10,S_mech_chem_d15,S99_mech_chem_d15,S_mech_chem_d20,S99_mech_chem_d20,S_mech_chem_cum,S99_mech_chem_cum,SP_mech_chem_d15,country,group,pop04,emp04,gva_tot04_eur,gva_ind04_eur,ln_gvapc04,ind_share04,ln_pop04,ln_gvapc00,ind_share00,g_ind,defl,g_ind_real,g_ind_smooth,g_man,g_tot,g_ind_0512,g_ind_1219,g_ind_0004,g_ind_0004_real,g_tot_0004,x_dig,x_nondig,x_total,x_digb,x_nondigb,x_mechchem,x_tilt,x_sum,acc,x_dig_acc,x_nondig_acc
AT111,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.2399078,0.22,0.20761516875,0.22,0.18208960000000002,0.22,0.33,0.22,0.26100312499999995,7.937467075987485,3.8467494385806447,6.872822133412447,3.2976777428429975,6.154918950227234,3.017941132285258,13.42,7.199999999999999,5.46646535625,7.807559275987485,3.6267494385806445,6.775206964662447,3.0776777428429973,6.082829350227234,2.797941132285258,13.2,6.979999999999999,5.20546223125,8.047467075987484,3.8467494385806447,6.982822133412447,3.2976777428429975,6.2649189502272336,3.017941132285258,13.53,7.199999999999999,5.46646535625,5.254439966980804,1.4148249199492007,4.682854303795644,1.0789352534417627,4.3034430328181354,0.9199311304264359,8.61,3.7199999999999998,4.1554591062499995,AT,EU15,37.6,12.6,574.0,124.0,9.633380624905854,0.21602787456445993,3.6270040503958487,9.501951722567853,0.20980392156862746,2.260435978584458,0.7370966630735738,1.5233393155108843,2.7129761750828973,2.2404111346788675,2.9323457861765028,2.5697928856581953,1.9510790715107211,3.686318278578282,3.22629844969917,2.9554667650298905,1.7946307815265476,5.901480704313464,5.91735880982876,2.40992998455795,5.88717602328873,5.517822344128396,-4.106849922786916,7.696111485840012,0.0,0.0,0.0
AT112,2.9048801914111992,3.51987364969974,2.2324333784173342,3.2620910492644475,1.7501077192976897,3.0611197488332804,5.3,4.38,2.0678224775781247,5.850220568211199,4.57819364969974,4.719256245420459,4.311221049264447,3.84917749209769,4.10207974883328,9.42,5.459999999999999,4.744129778742187,80.48912782656711,56.134301726645845,62.58329895164373,44.017959446099105,51.05722731905959,36.09290563677853,166.23999999999998,108.72999999999999,61.552965383601546,77.54378744976712,55.07598172664586,60.09647608464061,42.968829446099114,48.95815754625959,35.051945636778534,162.12,107.65,58.87665808243749,83.39400801797832,59.65417537634559,64.81573233006107,47.280050495363554,52.80733503835728,39.15402538561181,171.54000000000002,113.11000000000001,63.62078786117968,49.64959401999485,36.124811631009585,37.85343996218548,27.566986731053596,30.450899452171605,21.977403113316644,108.01999999999998,73.2,38.77566754738281,AT,EU15,142.6,54.4,2762.0,520.0,9.87142210497118,0.1882693700217234,4.960043507980195,9.731569210503059,0.19016817593790428,3.7492586261638015,0.7370966630735738,3.012161963090228,3.336478493884814,3.7486561838623595,3.8420226155789297,4.459673909780104,3.0388433425474988,4.119598403215674,3.6595785743365616,4.370474917842659,3.4449696373359138,6.777358702123338,6.812408518413697,4.192738346623829,6.736811564787828,6.274584359245712,-3.332389064787424,10.222328339459251,0.0,0.0,0.0
AT113,1.2100097682405002,0.23914845000000007,1.003958691068086,0.16028854414062493,0.8433197383680002,0.10485760000000005,1.88,0.5,0.90437535,5.019857141268829,0.4767331221,4.508065714016244,0.35953344939101567,4.083572585381888,0.27037532160000005,6.47,0.8300000000000001,7.973569959375,26.310727004636654,9.95203645216117,22.393553412402774,8.343645254197344,19.466006111585617,7.215399510454147,41.75,17.32,35.98375258232812,22.500879631608324,9.714451780061168,18.889446389454612,8.144400348946952,16.22575326457173,7.049881788854147,37.16,16.990000000000002,28.91455797295312,27.52073677287715,10.191184902161172,23.397512103470856,8.503933798337968,20.30932584995362,7.320257110454147,43.63,17.82,36.88812793232812,13.719059304326679,4.532636123095531,11.743279054325981,3.933976713037401,10.181719585573575,3.451878618083411,20.080000000000002,6.62,16.729887441328124,AT,EU15,97.2,37.1,1592.0,424.0,9.703730933920072,0.2663316582914573,4.576770711466393,9.639776419334362,0.32251784555483454,1.4044056927198614,0.7370966630735738,0.6673090296462876,1.3093934604605182,1.4372727906088885,3.066026810947304,1.0800391534707339,1.728772231968989,-3.97141427161678,-4.431434100495892,0.8139882771053264,3.03041779962412,6.1329095814543715,6.176765758921381,4.530116124085095,5.962741741659823,5.487429956689689,-3.1024917818302513,9.163327381078492,0.0,0.0,0.0
AT121,3.2153035626000004,2.3407400000000003,2.452263492549707,1.8740740625,1.9171119104000007,1.4872800000000004,5.890000000000001,3.56,3.819334679390624,8.930173941957445,6.394306325183226,6.988275085417655,5.105000203074321,5.693049935805549,4.1706846185472015,16.79,10.659999999999998,7.867876729859375,257.7631505367952,207.30547771646457,197.27362756821492,163.97753042615406,158.81641438257887,134.74228022027233,543.24,382.92999999999995,226.273340492625,252.04828015743774,203.2519113912813,192.73761597534698,160.74660428557976,155.0404763571733,132.05887560172513,532.3399999999999,375.8299999999999,222.2247984421562,260.97845409939515,209.64621771646455,199.72589106076467,165.85160448865412,160.73352629297884,136.22956022027233,549.1299999999999,386.4899999999999,230.09267517201565,175.89047615127004,138.44022108972212,135.84021174322558,110.80617948027296,110.03387201229863,92.02939456878238,362.11999999999995,250.79999999999998,157.9747129223906,AT,EU15,238.5,93.4,4537.0,1478.0,9.853407248317705,0.3257659246197928,5.474369310328396,9.75979633202108,0.33267716535433073,3.682278423178203,0.7370966630735738,2.945181760104629,3.720398121961251,3.902020968590853,3.565393688767912,2.877453259533918,4.487103586822488,2.2276211226309295,1.767601293751817,2.752457260141128,3.025901012785842,7.41112525205761,7.423479387500516,4.071057969230081,7.387863293248174,7.03801320119908,-4.385224239271768,10.437026264843452,0.0,0.0,0.0
AT122,9.463337747242853,4.881416700101361,8.116440969886668,4.34077734844941,7.122656072808473,3.9189943628188226,14.200000000000003,6.71,7.292142568687499,19.306893932193933,11.971316926948687,15.82182499092345,10.026251778140365,13.383954791125234,8.536190158463238,32.47,18.24,11.956663146812499,151.52808929944,118.05386932791411,115.27173598302704,90.77092069531406,92.82185722772999,73.20244515298458,334.1,236.41,135.33508913222656,141.68453311448894,110.9639691010668,107.56635196199024,85.08544626562309,86.56055850941323,68.58524935734016,315.83000000000004,224.88000000000002,130.67056855410158,160.99142704668287,122.93528602801548,123.38817695291368,95.11169804376347,99.94451330053846,77.1214395158034,348.3,243.11999999999998,142.62723170091405,83.28039213689976,71.11305210401486,61.39280580748927,53.26461142492918,48.36421336520592,42.046012467059064,199.75999999999996,150.2,62.47274329978905,AT,EU15,248.7,98.0,4801.0,1551.0,9.868087436703718,0.3230576963132681,5.516247350809359,9.759844850307285,0.34308943089430893,2.2555208614861617,0.7370966630735738,1.518424198412588,1.9121548591050017,2.627789634844906,3.100657680552743,2.0577052888991,2.453336434073223,1.222172016128975,0.7621521872498628,2.7261772917277494,4.178781505541061,6.83194853508926,6.899991420508935,4.846107188543309,6.762764329851447,6.201951870312396,-2.6531670295481984,11.010730040630321,0.0,0.0,0.0
AT123,5.046390578802912,5.9224382780452025,3.40948076954966,4.435966764652294,2.4794659845916005,3.46516718930542,13.959999999999999,12.159999999999998,2.8916625199687496,6.567051581353912,6.6682781780452025,4.608908485962414,4.977935915433543,3.4591768059676005,3.8561303893054193,16.709999999999997,13.539999999999997,4.205460095382812,131.48617463077193,91.57466278983883,101.89331637720876,71.1365595317473,82.84376734296953,57.54020795583957,271.20000000000005,177.13,88.26158678242186,129.96551362822095,90.82882288983885,100.69388866079603,70.59459038096605,81.86405652159351,57.14924475583957,268.45000000000005,175.75,86.94778920700782,136.53256520957487,97.49710106788406,105.30279714675844,75.5725262963996,85.32323332756111,61.00537514514499,285.16,189.29000000000002,91.15324930239062,54.77472767748674,44.99665138696123,41.217197338956794,34.329575784506304,32.990250966344185,27.43020924787654,126.54999999999998,93.11,42.24012265153125,AT,EU15,144.5,72.0,3636.0,787.0,10.13311522672702,0.21644664466446645,4.973279507552487,10.087530126935372,0.24162466646901867,1.6024728377140705,0.7370966630735738,0.8653761746404967,1.5798884337885104,1.095573312603561,3.626882007448248,2.1800327488732587,1.024912926554882,-0.8739966205864924,-1.3340164494656048,1.8770405058929907,3.8546317171882962,7.251549802836507,7.284463405129359,4.15585966157005,7.239708576136728,6.346481605069135,-3.396918085648211,11.106181520024803,0.0,0.0,0.0
AT124,13.20998650086191,5.51375891354961,10.660385089186976,4.669686373626587,8.685864664878627,4.014870193111041,21.42,8.25,4.374086057085937,18.639211654325045,9.38846492629011,14.970047399315698,7.739304928461274,12.254909920822575,6.453362795479041,31.269999999999996,14.52,15.018038382242187,91.14010100674511,57.79272977822673,72.12884610637434,45.37153751426934,59.699289895184535,37.20159269770667,181.41999999999996,112.58999999999999,96.81598107617188,85.71087585328198,53.91802376548623,67.81918379624562,42.30191895943465,56.13024463924057,34.763100095338665,171.56999999999996,106.32,86.17202875101562,104.35008750760701,63.30648869177634,82.78923119556133,50.04122388789593,68.38515456006316,41.216462890817716,202.84,120.83999999999999,101.19006713325781,34.544392390243914,22.130156971741965,26.993926249219257,17.31281868350237,22.020850592445434,14.122175880265592,69.29,42.650000000000006,31.662913559328118,AT,EU15,222.2,91.9,4054.0,979.0,9.811636728788553,0.24148988653182044,5.40357787720553,9.64874571071789,0.25922887612797374,2.2308817408652852,0.7370966630735738,1.4937850777917114,2.052746929070161,2.458385768439721,2.9238782911581724,0.816548769142132,3.6452147125884387,0.8044285068872226,0.34440867800811026,2.576522721564123,4.5639677205505915,6.475781003821055,6.613624378101938,4.903431020957364,6.414172367729709,5.492953408193211,-1.9118132832704635,11.039748724371647,0.0,0.0,0.0
AT125,7.06511196252,2.293148,6.0233330377499215,2.09765175,5.17368533504,1.924528,9.94,2.7600000000000002,3.5654500615859375,12.162965859667,4.621148300000001,10.305177782233109,4.187918996875,8.808626623488,3.7944416000000007,17.380000000000003,5.62,10.187692425898437,34.07975867803377,20.09976744404439,27.366158202229723,16.301839443785624,22.79931112000562,13.740475830095269,63.489999999999995,36.309999999999995,35.160710108242185,28.98190478088677,17.771767144044382,23.08431345774654,14.211572196910621,19.164369831557618,11.870562230095267,56.05,33.449999999999996,28.538467743929687,41.14487064055377,22.392915444044384,33.38949123997965,18.39949119378562,27.972996455045624,15.665003830095268,73.42999999999999,39.06999999999999,38.72616016982812,16.096572756500347,12.484216085793745,12.355921231221675,9.928267663510734,10.001027514438377,8.31915135021477,35.03,24.42,11.215069805515624,AT,EU15,123.3,36.4,1678.0,267.0,9.51849275583899,0.15911799761620976,4.814620410170298,9.384104894837158,0.17903645833333334,5.5166086448009155,0.7370966630735738,4.7795119817273415,5.62608921966496,6.560278288660314,3.6383383294653244,6.437460878884111,4.595756410717718,-0.7380609816580508,-1.1980808105371632,2.2105243329883395,4.582027559033646,6.095594272280154,6.294526675449465,5.118964303143647,5.9254424974000495,5.300442343752663,-1.513566713246508,10.6776218313138,0.0,0.0,0.0
AT126,23.437452342755442,9.581509158081312,19.4937050689382,8.063733756710883,16.49135084996877,6.936153716945714,36.92,14.87,29.044420880445315,45.17414982985189,23.26700338676674,36.967324183706445,19.33444000900135,31.0238153135484,16.47980747542846,76.63999999999999,38.190000000000005,38.45258875803906,253.03189861561418,182.87054584432272,199.2638816272065,150.72419068051292,162.94983180812608,128.11618593788464,481.68000000000006,307.15000000000003,207.1622024841797,231.2952011285177,169.1850516156373,181.7902625124383,139.45348442822245,148.41736734454645,118.57253217940189,441.96,283.83,197.75403460658595,276.4693509583696,192.45205500240408,218.75758669614476,158.7879244372238,179.44118265809485,135.05233965483038,518.6,322.02,236.206623364625,113.87768996604865,86.41823056452886,88.39927109546359,70.34595434996871,71.49632115130764,59.226370701012044,225.62999999999997,149.56,102.02946249185936,AT,EU15,284.8,94.2,5263.0,1554.0,9.824424584798095,0.295268858065742,5.651787179537821,9.782409620982891,0.2976897689768977,1.3695769907889042,0.7370966630735738,0.6324803277153304,1.0426355425613005,2.567747087427584,3.524304774021709,4.851740650344423,-2.112586668766614,3.4626975689201256,3.002677740041013,3.6668369685550317,4.919260234098246,7.243745775340075,7.337079910414236,5.559164510252085,7.151969512365528,6.4309815989891925,-2.3244855412418293,12.163006009438321,0.0,0.0,0.0
AT127,40.39851349879401,22.489993901326024,32.22120145871905,18.8935936984506,26.22402909801732,16.254385675101677,69.65,34.839999999999996,25.087451217195312,76.5221835209736,56.42805724224559,59.134551528066886,47.73380903134194,46.802331016780386,41.26443791742059,142.57,86.96000000000001,34.19815001126562,372.22608866760504,298.4446454090756,277.5743971122088,222.88593623095022,220.3336199115615,174.58258029651336,867.5099999999998,630.9599999999999,266.07774569172653,336.1024186454254,264.50658206815604,250.66104704286101,194.04572089805887,199.75531799279844,149.5725280541945,794.5900000000001,578.84,256.96704689765625,412.6246021663991,320.9346393104016,309.7955985709279,241.77952992940084,246.55764900957888,190.8369659716151,937.16,665.8000000000001,291.16519690892187,185.16719579358266,154.31101253803226,136.61396467500143,112.44130765281616,108.37808209346063,86.3390688887348,455.74999999999994,344.73999999999995,127.41058110700781,AT,EU15,300.8,147.0,9700.0,2524.0,10.381190851397927,0.2602061855670103,5.706445592075685,10.280028848907778,0.3155299917830731,2.2537871784712036,0.7370966630735738,1.5166905153976298,2.034252826896071,1.6561528594389165,3.533373110017011,-0.05407165534021224,4.56164601228262,-1.5738119495484204,-2.033831778427533,3.245673061215859,5.367103320770947,7.520546156009671,7.630369823716031,5.9742787178527905,7.418558843800781,6.811617251800986,-2.1534428352387245,12.887649476780618,0.0,0.0,0.0
