FacilityInspireId,facilityName,countryName,Longitude,Latitude,NUTS_ID,CNTR_CODE,pollutant_def
CZ.MZP.J632/CZ42968796.FACILITY,KRONOSPAN OSB,Czechia,15.60391911,49.420049,CZ06,CZ,excl_biomass
CZ.MZP.T806/CZ90276630.FACILITY,"BorsodChem MCHZ, s.r.o.",Czechia,18.23310059,49.83498533,CZ08,CZ,excl_biomass
CZ.MZP.U422/CZ34736841.FACILITY,Elektrárny Prunéřov,Czechia,13.25870292,50.41871194,CZ04,CZ,excl_biomass
RO.CAED/102SV0001.FACILITY,SC EGGER ROMANIA SRL Radauti,Romania,25.975734,47.855328,RO21,RO,excl_biomass
https://registry.gdi-de.org/id/de.he.0945.de7.pf.eu_industrie/30000163,InfraServ GmbH & Co. Höchst KG ,Germany,8.53683,50.08842,DE71,DE,excl_biomass
SE.CAED/10023758.Facility,Ålidhemsanläggningen,Sweden,20.32398,63.81296,SE33,SE,excl_biomass
SE.CAED/10014118.Facility,Igelsta värmeverk,Sweden,17.66523,59.17748,SE11,SE,excl_biomass
CZ.EEA/CZ74038719.FACILITY,Rafinérie Litvínov,Czechia,13.60565515,50.5623143,CZ04,CZ,excl_biomass
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-978040-900-0865327,RWE Generation SE Kraftwerk Werne Gersteinwerk,Germany,7.71682,51.67348,DEA5,DE,excl_biomass
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100180527.ProductionFacility,"Porin Prosessivoima Oy, Energiantuotanto",Finland,21.55255,61.57752,FI19,FI,excl_biomass
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00282,"UPM GmbH, Werk Schongau",Germany,10.900079378186666,47.807257120988936,DE21,DE,excl_biomass
https://registry.gdi-de.org/id/de.sl.inspire.pf/0078699-G,ROGESA Roheisengesellschaft Saar mbH ,Germany,6.74365,49.35214,DEC0,DE,excl_biomass
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002591.ProductionFacility,"Stora Enso Anjalankoski Oy, Anjalankosken tehtaat",Finland,26.82108,60.70799,FI1C,FI,excl_biomass
NO.EEA/0805.0028.01.FACILITY,Norcem Brevik,Norway,9.68933,59.06192,NO09,NO,excl_biomass
NO.EEA/1146.0006.01.FACILITY,Naturkraft Kårstø,Norway,5.517933,59.27447,NO0A,NO,excl_biomass
SE.CAED/10021812.Facility,"Outokumpu Stainless AB, Avesta",Sweden,16.18031,60.13507,SE31,SE,excl_biomass
NL.RIVM/000104003.FACILITY,Delesto B.V.,Netherlands,6.95435,53.31883,NL11,NL,excl_biomass
GB.EEA/EW_EA-360.FACILITY,Hope Works,United Kingdom,-1.75381,53.3387,UKF1,UK,excl_biomass
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-570008-500-0053376,Holcim WestZement GmbH Werk: Kollenbach,Germany,8.05403,51.76517,DEA3,DE,excl_biomass
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000011208.ProductionFacility,"Porvoon Energia Oy - Borgå Energi Ab, Tolkkisten voimalaitokset",Finland,25.58304,60.33168,FI1B,FI,excl_biomass
NL.RIVM/000012150.FACILITY,Uniper Centrale RoCa,Netherlands,4.56111,51.95359,NL33,NL,excl_biomass
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002779.ProductionFacility,"Finnsementti Oy, Parainen / Sementtitehdas",Finland,22.29048,60.28625,FI1C,FI,excl_biomass
SE.CAED/10024885.Facility,LKAB - Kirunagruvan,Sweden,20.19092,67.84939,SE33,SE,excl_biomass
NO.EEA/1224.0008.01.FACILITY,Sør-Norge Aluminium,Norway,5.768265,59.86813,NO0A,NO,excl_biomass
UK.CAED/EW_EA-1561.FACILITY,Ferrybridge C Power Station EPR/VP3337SR,United Kingdom,-1.2817283,53.71674,UKE4,UK,excl_biomass
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-566028-500-0338944,RWE Generation SE Kraftwerk Ibbenbüren,Germany,7.74789,52.28885,DEA3,DE,excl_biomass
NO.EEA/0101.0031.01.FACILITY,Norske Skog Saugbrugs,Norway,11.402339,59.12504,NO08,NO,excl_biomass
NL.RIVM/000000060.FACILITY,Sappi Maastricht BV,Netherlands,5.69424,50.85772,NL42,NL,excl_biomass
