country_code,nace_r2,year,dii_version,dii_high_share
NO,C24_C25,2016,1,0.2777
PL,C,2016,1,0.0771
PL,C16-C18,2016,1,0.0644
PL,C24_C25,2016,1,0.0472
PT,C,2016,1,0.08200000000000002
PT,C16-C18,2016,1,0.0984
PT,C24_C25,2016,1,0.0479
RO,C,2016,1,0.029300000000000003
RO,C16-C18,2016,1,0.0154
RO,C24_C25,2016,1,0.015700000000000002
SE,C,2016,1,0.2813
SE,C16-C18,2016,1,0.37260000000000004
SE,C24_C25,2016,1,0.1725
SI,C16-C18,2016,1,0.0537
SI,C24_C25,2016,1,0.039599999999999996
SK,C,2016,1,0.0702
SK,C16-C18,2016,1,0.0603
SK,C24_C25,2016,1,0.0128
UK,C,2016,1,0.1673
UK,C16-C18,2016,1,0.25139999999999996
UK,C24_C25,2016,1,0.044399999999999995
AT,C,2017,1,0.26739999999999997
AT,C16-C18,2017,1,0.2048
AT,C24_C25,2017,1,0.1579
BE,C24_C25,2017,1,0.19949999999999998
BG,C16-C18,2017,1,0.0768
BG,C24_C25,2017,1,0.020499999999999997
CY,C,2017,1,0.0809
CY,C16-C18,2017,1,0.11130000000000001
CY,C24_C25,2017,1,0.0443
CZ,C,2017,1,0.1355
CZ,C16-C18,2017,1,0.1128
CZ,C24_C25,2017,1,0.0925
DE,C,2017,1,0.2591
DE,C16-C18,2017,1,0.2984
DE,C24_C25,2017,1,0.1775
DK,C,2017,1,0.33909999999999996
DK,C16-C18,2017,1,0.45280000000000004
DK,C24_C25,2017,1,0.161
EE,C,2017,1,0.154
EE,C16-C18,2017,1,0.1185
EE,C24_C25,2017,1,0.10300000000000001
EL,C16-C18,2017,1,0.1389
EL,C24_C25,2017,1,0.057699999999999994
ES,C,2017,1,0.2112
ES,C24_C25,2017,1,0.1214
FI,C,2017,1,0.2702
FI,C24_C25,2017,1,0.15380000000000002
FR,C,2017,1,0.1487
FR,C16-C18,2017,1,0.1832
FR,C24_C25,2017,1,0.0621
HR,C,2017,1,0.11599999999999999
HR,C16-C18,2017,1,0.0683
HR,C24_C25,2017,1,0.0795
HU,C,2017,1,0.08839999999999999
HU,C16-C18,2017,1,0.06
HU,C24_C25,2017,1,0.0469
IE,C,2017,1,0.1825
IE,C16-C18,2017,1,0.16329999999999997
IE,C24_C25,2017,1,0.1436
IT,C,2017,1,0.09399999999999999
IT,C16-C18,2017,1,0.0576
IT,C24_C25,2017,1,0.04019999999999999
LT,C,2017,1,0.22519999999999998
LT,C16-C18,2017,1,0.1741
LT,C24_C25,2017,1,0.1718
LU,C,2017,1,0.2082
LU,C24_C25,2017,1,0.1335
LV,C16-C18,2017,1,0.0285
LV,C24_C25,2017,1,0.0806
MT,C,2017,1,0.13570000000000002
MT,C16-C18,2017,1,0.1107
MT,C24_C25,2017,1,0.1844
NL,C,2017,1,0.3602
NL,C16-C18,2017,1,0.3215
NL,C24_C25,2017,1,0.28650000000000003
NO,C,2017,1,0.276
NO,C16-C18,2017,1,0.27790000000000004
NO,C24_C25,2017,1,0.24710000000000001
PL,C,2017,1,0.08560000000000001
PL,C16-C18,2017,1,0.07429999999999999
PL,C24_C25,2017,1,0.054900000000000004
PT,C,2017,1,0.16419999999999998
PT,C16-C18,2017,1,0.1233
PT,C24_C25,2017,1,0.17
RO,C,2017,1,0.0747
RO,C16-C18,2017,1,0.1025
RO,C24_C25,2017,1,0.0733
RS,C,2017,1,0.1787
RS,C16-C18,2017,1,0.1773
RS,C24_C25,2017,1,0.11449999999999999
SE,C,2017,1,0.2755
