country_code,year,verified_emissions_t,log_emissions,d_log_emissions,dii_high_share_manufacturing,dii_version,dii_high_share_d35,dii_high_share_c_or_d35,eibis_digital_multi,gdp_per_capita,d_log_gdp_per_capita,energy_import_dependency_pct,eu_accession_cohort,dii_version_break_vs_prior_year
ES,2024,76911171.0,18.15816169050568,-0.05344551611907633,0.2763,4,,0.2763,0.59,27800.0,0.023658974316647985,68.871,EU-15,True
ES,2025,78478629.0,18.17833690364983,0.020175213144149495,0.36599999999999994,3,,0.36599999999999994,0.66,28320.0,0.01853224812892762,,EU-15,True
FI,2005,33099647.0,17.315033175637854,,,,,,,40680.0,0.023881732003387057,54.459,EU-15,True
FI,2006,44621436.0,17.613724929328438,0.29869175369058354,,,,,,42150.0,0.035498113267504294,54.073,EU-15,True
FI,2007,42541345.0,17.56598698453791,-0.0477379447905264,,,,,,44210.0,0.047716323390288196,53.32,EU-15,True
FI,2008,36163966.0,17.403573766677464,-0.16241321786044693,,,,,,44350.0,0.003161700917436505,54.483,EU-15,True
FI,2009,34354708.0,17.352249626920578,-0.05132413975688621,,,,,,40570.0,-0.08908383153723243,54.795,EU-15,True
FI,2010,41297856.0,17.536321143750815,0.1840715168302367,,,,,,41660.0,0.02651255861447055,48.852,EU-15,True
FI,2011,35089924.0,17.373424581697833,-0.16289656205298186,,,,,,42460.0,0.019021020442282932,53.897,EU-15,True
FI,2012,29504184.0,17.200042641761527,-0.17338193993630568,,,,,,41620.0,-0.01998163530962138,47.103,EU-15,True
FI,2013,31344451.0,17.260547807781677,0.06050516602014966,,,,,,41020.0,-0.014521068321252883,49.64,EU-15,True
FI,2014,28630675.0,17.169989253464202,-0.09055855431747517,,,,,,40650.0,-0.009060916650415862,49.89,EU-15,True
FI,2015,25345406.0,17.048108048698932,-0.12188120476526976,0.3405,1,,0.3405,,40700.0,0.0012292564547298213,47.901,EU-15,True
FI,2016,27121173.0,17.115825272313508,0.06771722361457577,0.40659999999999996,1,,0.40659999999999996,,41640.0,0.022833151298218723,46.104,EU-15,False
FI,2017,25043551.0,17.036126907240686,-0.07969836507282224,0.2702,1,,0.2702,,42910.0,0.030043655256665858,43.868,EU-15,False
FI,2018,26170972.0,17.08016141558197,0.04403450834128364,0.4757,1,,0.4757,,43360.0,0.010432458127956679,45.23,EU-15,False
FI,2019,23242612.0,16.96149787605928,-0.11866353952268938,0.5317000000000001,1,,0.5317000000000001,,43910.0,0.012604727442235841,42.894,EU-15,False
FI,2020,19580017.0,16.790020063299153,-0.17147781276012708,0.5037999999999999,2,,0.5037999999999999,,42740.0,-0.027006834682625325,43.031,EU-15,True
FI,2021,20312533.0,16.826748642668296,0.03672857936914298,0.5431,3,,0.5431,,43800.0,0.024498567491399115,37.933,EU-15,True
FI,2022,19020708.0,16.761038838363486,-0.06570980430480944,0.5581999999999999,4,,0.5581999999999999,,44010.0,0.004783063440600088,40.919,EU-15,True
FI,2023,15359928.0,16.547272598172814,-0.21376624019067236,0.518,3,,0.518,0.54,43280.0,-0.01672624628477415,29.709,EU-15,True
FI,2024,13267526.0,16.400829953358166,-0.1464426448146483,0.6236,4,,0.6236,0.62,43330.0,0.0011546012135923434,32.973,EU-15,True
FI,2025,11870873.0,16.28959831063795,-0.11123164272021668,,,,,0.58,43450.0,0.002765615959582135,,EU-15,True
FR,2005,131263794.0,18.69271955105655,,,,,,,33680.0,0.011346792387726623,51.698,EU-15,True
FR,2006,126979057.0,18.659532725312644,-0.03318682574390408,,,,,,34360.0,0.019988907741929296,51.518,EU-15,True
FR,2007,126634815.0,18.65681802986878,-0.0027146954438634907,,,,,,35010.0,0.01874063785052016,50.42,EU-15,True
FR,2008,124129806.0,18.636838398613282,-0.01997963125549873,,,,,,34960.0,-0.0014291841792406501,50.748,EU-15,True
FR,2009,111092554.0,18.5258742316618,-0.11096416695148292,,,,,,33800.0,-0.033743748298361353,50.652,EU-15,True
FR,2010,115543172.0,18.565154801636236,0.039280569974437185,,,,,,34310.0,0.014976054381385495,48.668,EU-15,True
FR,2011,105575300.0,18.47493500036206,-0.09021980127417706,,,,,,34990.0,0.01962544950923828,49.012,EU-15,True
FR,2012,103660840.0,18.456634974108013,-0.01830002625404603,,,,,,34880.0,-0.003148707338818113,48.133,EU-15,True
FR,2013,114589342.0,18.556865356174782,0.10023038206676915,,,,,,34990.0,0.003148707338818113,47.934,EU-15,True
FR,2014,100273317.0,18.423410185635113,-0.13345517053966915,,,,,,35150.0,0.004562311877077008,46.215,EU-15,True
FR,2015,99694769.0,18.417623766153397,-0.0057864194817156545,0.1507,1,,0.1507,,35370.0,0.006239384960716521,45.895,EU-15,True
FR,2016,101715243.0,18.437687731793503,0.020063965640105152,0.0861,1,,0.0861,,35540.0,0.0047948195091152,47.327,EU-15,False
FR,2017,106842018.0,18.486861834084564,0.04917410229106167,0.1487,1,,0.1487,,36140.0,0.01674146243757768,48.703,EU-15,False
FR,2018,97489683.0,18.395257114984616,-0.09160471909994783,0.1008,1,,0.1008,,36570.0,0.01182794699720624,46.735,EU-15,False
FR,2019,94310187.0,18.36209976934071,-0.03315734564390738,0.19349999999999998,1,,0.19349999999999998,,37160.0,0.016004681784348662,47.584,EU-15,False
FR,2020,82145955.0,18.224008162038672,-0.1380916073020373,0.135,2,,0.135,,34230.0,-0.08213046140354407,44.424,EU-15,True
FR,2021,87869606.0,18.291364523565306,0.0673563615266346,0.10769999999999999,3,,0.10769999999999999,,36460.0,0.06311331670842257,44.036,EU-15,True
FR,2022,84935550.0,18.257403291554702,-0.03396123201060419,0.23259999999999997,4,,0.23259999999999997,,37280.0,0.022241220566874276,51.819,EU-15,True
FR,2023,70652409.0,18.073282764178042,-0.18412052737665974,,,,,0.23,37730.0,0.011998544158828395,44.773,EU-15,True
FR,2024,63827920.0,17.971701270143242,-0.1015814940348001,0.20939999999999998,4,0.6106,0.41000000000000003,0.33,38180.0,0.011856284321382304,41.672,EU-15,True
FR,2025,52360859.0,17.77366990452457,-0.19803136561867163,0.3393,3,,0.3393,0.29,38360.0,0.0047034317176368745,,EU-15,True
HR,2013,8785904.0,15.988659176984232,,,,,,,11340.0,0.006191970247922285,47.436,2013,True
HR,2014,8387121.0,15.942207872952022,-0.04645130403221032,,,,,,11370.0,0.0026420094628374358,44.206,2013,True
HR,2015,8386120.0,15.942088516174023,-0.00011935677799890243,0.13799999999999998,1,,0.13799999999999998,,11760.0,0.03372563470803591,48.791,2013,True
HR,2016,8267141.0,15.927799299853245,-0.014289216320777953,0.1392,1,,0.1392,,12320.0,0.0465200156348935,48.43,2013,False
HR,2017,8367776.0,15.939898696286107,0.012099396432862619,0.11599999999999999,1,,0.11599999999999999,,12910.0,0.046778246753177655,53.157,2013,False
HR,2018,7444621.0,15.823002316155701,-0.11689638013040593,0.0673,1,,0.0673,,13460.0,0.04172011935803077,52.695,2013,False
HR,2019,7514711.0,15.832373124009253,0.00937080785355171,0.1603,1,,0.1603,,14020.0,0.04076255738986134,56.216,2013,False
HR,2020,7323810.0,15.806641242331898,-0.025731881677355517,0.1374,2,,0.1374,,12980.0,-0.07707517033049882,53.564,2013,True
HR,2021,6996696.0,15.760948595592524,-0.0456926467393739,0.1408,3,0.2364,0.1886,,14750.0,0.12783337150988494,54.539,2013,True
HR,2022,6455403.0,15.680428012537153,-0.08052058305537102,0.22700000000000004,4,,0.22700000000000004,,15900.0,0.07507602644035671,60.303,2013,True
HR,2023,6567049.0,15.697575126695448,0.01714711415829484,0.20919999999999997,3,0.1311,0.17014999999999997,0.32,16490.0,0.03643502734532156,55.721,2013,True
HR,2024,5513270.0,15.522668471522223,-0.17490665517322412,0.1929,4,,0.1929,0.33,17060.0,0.03398240549202569,59.929,2013,True
HR,2025,5740215.0,15.563007224040266,0.04033875251804275,0.24380000000000002,3,0.6102000000000001,0.42700000000000005,0.29,17590.0,0.030594016685933312,,2013,True
HU,2005,26161642.0,17.079804850167566,,,,,,,11050.0,0.04441062808161611,62.254,2004,True
HU,2006,25845908.0,17.06766284851594,-0.012142001651625378,,,,,,11500.0,0.03991660740544134,61.819,2004,True
HU,2007,26836758.0,17.1052830729062,0.03762022439025969,,,,,,11550.0,0.004338401598598551,60.362,2004,True
HU,2008,27236610.0,17.120072582161917,0.014789509255717093,,,,,,11690.0,0.01204833851617515,62.589,2004,True
HU,2009,22401259.0,16.92462772060295,-0.19544486155896834,,,,,,10920.0,-0.06813780516721835,57.574,2004,True
HU,2010,22991711.0,16.950644317632523,0.026016597029574484,,,,,,11060.0,0.012739025777429802,56.93,2004,True
HU,2011,22469975.0,16.927690531566324,-0.02295378606619991,,,,,,11300.0,0.02146772962410637,50.273,2004,True
HU,2012,21265823.0,16.872611788013604,-0.0550787435527198,,,,,,11220.0,-0.00710482562374537,50.146,2004,True
HU,2013,19132898.0,16.7669198197496,-0.10569196826400429,,,,,,11490.0,0.023779191766113428,50.122,2004,True
HU,2014,18820042.0,16.750432923787454,-0.01648689596214581,,,,,,12040.0,0.046757348020010525,59.845,2004,True
HU,2015,19649901.0,16.793582858098915,0.043149934311461635,0.0767,1,,0.0767,,12530.0,0.03989132902730219,53.875,2004,True
HU,2016,19400528.0,16.78081084015804,-0.012772017940875457,0.06520000000000001,1,,0.06520000000000001,,12880.0,0.02754995176823094,55.823,2004,False
HU,2017,20642090.0,16.84284275314114,0.062031912983101734,0.08839999999999999,1,,0.08839999999999999,,13460.0,0.04404660354037482,62.645,2004,False
HU,2018,20054307.0,16.81395450161543,-0.02888825152571073,0.0818,1,,0.0818,,14240.0,0.05633258176724709,58.123,2004,False
HU,2019,19527471.0,16.78733280138035,-0.02662170023507926,0.1015,1,,0.1015,,14980.0,0.05066107210524429,69.712,2004,False
HU,2020,18904209.0,16.75489515364896,-0.032437647731391905,0.0823,2,,0.0823,,14370.0,-0.0415732779981397,56.618,2004,True
HU,2021,17611523.0,16.68406396168451,-0.07083119196444798,0.0822,3,0.17420000000000002,0.1282,,15470.0,0.07375996449404099,54.121,2004,True
HU,2022,15558989.0,16.56014910031054,-0.12391486137397223,0.23009999999999997,4,0.5,0.36505,,16160.0,0.043636388507975354,64.206,2004,True
HU,2023,13436680.0,16.41349883873435,-0.1466502615761911,0.1923,3,0.34700000000000003,0.26965,0.28,16050.0,-0.006830203516924982,62.087,2004,True
HU,2024,12799176.0,16.364891351817686,-0.04860748691666217,0.187,4,0.485,0.33599999999999997,0.25,16210.0,0.00991948617155991,48.943,2004,True
HU,2025,11063058.0,16.2191220077042,-0.14576934411348574,0.24790000000000004,3,0.4437,0.3458,0.37,16370.0,0.009822055635458682,,2004,True
IE,2005,22441091.0,16.92640425597525,,,,,,,47240.0,0.03336153575398093,89.647,EU-15,True
IE,2006,21705439.0,16.893073432265727,-0.033330823709523116,,,,,,48320.0,0.022604562297399156,90.745,EU-15,True
IE,2007,21246399.0,16.871697980151403,-0.02137545211432368,,,,,,49380.0,0.0216999302904739,87.548,EU-15,True
IE,2008,20382527.0,16.830188572184092,-0.04150940796731106,,,,,,46160.0,-0.06743186171718918,89.991,EU-15,True
IE,2009,17216080.0,16.661354388773,-0.1688341834110929,,,,,,43390.0,-0.06188462238958614,87.797,EU-15,True
IE,2010,17374051.0,16.67048832921844,0.009133940445440913,,,,,,43920.0,0.012140797391015923,87.462,EU-15,True
IE,2011,15770748.0,16.57366738964696,-0.09682093957147941,,,,,,44450.0,0.011995164758639376,90.312,EU-15,True
IE,2012,16896866.0,16.642638718909495,0.06897132926253491,,,,,,44090.0,-0.008131962590066877,83.677,EU-15,True
IE,2013,15694759.0,16.568837392931634,-0.07380132597786115,,,,,,44830.0,0.016644558797500153,91.506,EU-15,True
IE,2014,15962536.0,16.585755034606215,0.01691764167458132,,,,,,48700.0,0.08280147192119713,86.012,EU-15,True
IE,2015,16828719.0,16.63859744918817,0.052842414581952823,0.1493,1,,0.1493,,60150.0,0.2111624123321434,88.653,EU-15,True
IE,2016,17738632.0,16.691255418005312,0.052657968817143797,0.1233,1,,0.1233,,60160.0,0.00016623722089725845,68.951,EU-15,False
IE,2017,16895726.0,16.64257124850057,-0.048684169504742414,0.1825,1,,0.1825,,65290.0,0.08183120555695744,66.021,EU-15,False
IE,2018,15527076.0,16.558095896650883,-0.08447535184968658,0.1708,1,,0.1708,,69310.0,0.059750310731351064,67.576,EU-15,False
IE,2019,14162311.0,16.46609483912785,-0.09200105752303145,0.2713,1,,0.2713,,71640.0,0.03306438126261746,68.673,EU-15,False
IE,2020,13296424.0,16.403005684858925,-0.06308915426892625,0.2527,2,,0.2527,,75620.0,0.05406722127027663,71.125,EU-15,True
IE,2021,15320020.0,16.544671027758895,0.14166534289996946,0.2951,3,0.6667000000000001,0.4809,,87150.0,0.14190997350324253,76.997,EU-15,True
IE,2022,14686224.0,16.50242046949892,-0.042250558259976145,0.4446,4,,0.4446,,92300.0,0.05741336954277543,79.086,EU-15,True
IE,2023,12193816.0,16.31643949594783,-0.18598097355108933,0.3135,3,0.5192,0.41635,0.48,87630.0,-0.05192073644104589,77.761,EU-15,True
