model,target,n,G_clusters,coef,se_cluster,t_stat,p_naive_z,p_t_Gminus1,p_wild_bootstrap,item
"C1 [PROVISIONAL] bare (composite level + year FE), clustered by COUNTRY",dii_regional_composite,97,8,0.09915697054213905,0.06929204467665552,1.431000788111323,0.15242998926225226,0.19551951441331683,0.2496248124062031,item1
"C2 [PROVISIONAL] + country FE, clustered by COUNTRY",dii_regional_composite,97,8,-0.00714480325000654,0.08596774894101977,-0.08311027493471304,0.9337638558974772,0.9360905798317878,0.9219609804902451,item1
"C1b [PROVISIONAL] bare, 4-component-only subsample, clustered by COUNTRY",dii_regional_composite,43,6,-0.020995005525909372,0.06897577509561675,-0.30438230664034327,0.7608366459571347,0.7730977750910006,0.9859929964982491,item1
