model,target,n,G_clusters,coef,se_cluster,t_stat,p_naive_z,p_t_Gminus1,p_wild_bootstrap,item
"E1a ALL firms, 27 countries (original baseline)",digital_multi_all,81,27,0.17830924763741984,0.14424907337184645,1.236120575816614,0.21641374768205868,0.22746520114660806,0.2706353176588294,item3
"E1b ALL firms, SAME 15 countries -- the correct like-for-like comparison",digital_multi_all,45,15,0.3520831491809689,0.16766327398272457,2.099941989783918,0.035733944432283726,0.054338977393913135,0.057028514257128564,item3
"E1c Large firms, 15 countries",digital_multi_large,45,15,0.2731509786298286,0.1400182665870002,1.9508238838259475,0.05107799966459692,0.07138609417580644,0.062031015507753876,item3
