state_fips,year,total_co2e,total_co2e_excl_petro_ng,n_facilities,log_emissions,d_log_emissions,log_emissions_excl_petro_ng,d_log_emissions_excl_petro_ng,tech_emp_share,emp_total,emp_tech,tech_emp_share_diff
45,2010,50943894.346582994,50794911.92658299,95,17.746235474271177,,17.743306748606937,,,,,
45,2011,48202510.21700001,45536074.345000006,101,17.690921656855625,-0.05531381741555208,17.634015412534648,-0.10929133607228891,,,,
45,2012,43847588.057412,40460404.133412,105,17.596230270877697,-0.09469138597792792,17.51583437812191,-0.1181810344127392,,,,
45,2013,38203448.257999994,35238093.634,111,17.458436338036876,-0.13779393284082175,17.377638260917443,-0.13819611720446545,,,,
45,2014,42793674.88100001,39468749.33100001,116,17.571900866476813,0.1134645284399376,17.49101976056492,0.11338149964747757,,,,
45,2015,39612518.33899999,36303420.40299999,115,17.49465574594113,-0.07724512053568233,17.407422520774052,-0.08359723979086908,0.025095149772617398,1607203.0,40333.0,
45,2016,37601393.31200001,34924888.106000006,115,17.442551663843773,-0.05210408209735817,17.368710259265374,-0.038712261508678125,0.02519758567294189,1651309.0,41609.0,0.00010243590032449346
45,2017,34109125.161000006,31642250.553,114,17.34507550648457,-0.09747615735920334,17.270003828327788,-0.09870643093758602,0.02540718194667744,1688066.0,42889.0,0.0002095962737355475
45,2018,38111651.764,35353468.52,117,17.456030613920777,0.11095510743620807,17.380907064871117,0.11090323654332934,0.02548239115258171,1743243.0,44422.0,7.520920590427249e-05
45,2019,33853468.908999994,31495742.095,117,17.337552030919817,-0.11847858300096092,17.265362923072058,-0.11554414179905947,0.025170418840052868,1774305.0,44660.0,-0.0003119723125288437
45,2020,32059902.788,29485005.033999998,118,17.28311667295144,-0.05443535796837651,17.199392388147608,-0.06597053492444971,0.025725683346849212,1677040.0,43143.0,0.0005552645067963442
45,2021,35047540.967999995,32629201.29,119,17.372216011152027,0.08909933820058669,17.300718190488734,0.10132580234112609,0.026389467563446897,1747288.0,46110.0,0.0006637842165976848
45,2022,34949521.408199996,33109263.4562,119,17.3694153329366,-0.0028006782154257337,17.3153236639181,0.014605473429366356,0.028338098162386683,1833574.0,51960.0,0.0019486305989397865
45,2023,35106329.453,32958001.203,119,17.373891998475557,0.004476665538955871,17.310744618053814,-0.0045790458642862575,0.027830094190740756,1887022.0,52516.0,-0.0005080039716459268
46,2010,6413632.291999999,6040498.596,33,15.673936328623986,,15.613997115510639,,,,,
46,2011,5903911.1280000005,5481705.612,35,15.591125592303621,-0.08281073632036495,15.516926853563817,-0.097070261946822,,,,
46,2012,5990226.641999999,5567910.427999998,38,15.60563980610372,0.01451421380009954,15.532530393941709,0.015603540377892244,,,,
46,2013,6347422.399999999,6001376.945999999,39,15.663559367200696,0.05791956109697516,15.607499491863297,0.07496909792158846,,,,
46,2014,6569195.772000001,6296773.136000001,41,15.697901973835764,0.03434260663506805,15.655547859507287,0.048048367643989565,,,,
46,2015,5259402.692,4942565.07,40,15.475528021611856,-0.22237395222390788,15.413394999342371,-0.2421528601649161,0.0230120902115787,344080.0,7918.0,
46,2016,5976457.72,5647578.95,40,15.603338595900516,0.1278105742886595,15.54673750686359,0.13334250752121868,0.022964227029298095,347497.0,7980.0,-4.786318228060596e-05
46,2017,5889097.822,5531214.646,40,15.588613372758351,-0.014725223142164623,15.525917996034334,-0.020819510829255705,0.02342050583936376,348925.0,8172.0,0.0004562788100656648
46,2018,6216205.558,5859988.994,40,15.642670239659166,0.05405686690081524,15.583658283394435,0.05774028736010095,0.023348640356716913,352997.0,8242.0,-7.186548264684692e-05
46,2019,6751048.004,6393429.196,42,15.725208310649,0.08253807098983401,15.67078133279963,0.08712304940519466,0.0234749973272714,355442.0,8344.0,0.00012635697055448508
46,2020,5522418.324,5242438.566,43,15.524326424488454,-0.20088188616054659,15.472297323234615,-0.19848400956501422,0.02316726691256918,344581.0,7983.0,-0.0003077304147022196
46,2021,5798969.3,5484812.274,43,15.573190752828355,0.048864328339901064,15.517493425763925,0.04519610252931017,0.023277383921315887,356870.0,8307.0,0.00011011700874670807
46,2022,6351682.375999999,6023374.8040000005,44,15.66423027688054,0.09103952405218507,15.611158258879367,0.09366483311544194,0.023678611361391246,368476.0,8725.0,0.0004012274400753586
46,2023,6414089.498000001,6102118.4180000005,44,15.674007612677022,0.009777335796481879,15.624146550494572,0.012988291615204872,0.02288901915950694,376993.0,8629.0,-0.0007895922018843066
47,2010,57319219.71973799,57001496.31573799,104,17.864146548126392,,17.858588076607568,,,,,
47,2011,56461663.77048099,55770472.954481,121,17.849072448482982,-0.015074099643410221,17.836755128775913,-0.021832947831654792,,,,
47,2012,54406949.63474599,53762309.494746,125,17.812002454305468,-0.03706999417751433,17.800083212608115,-0.03667191616779775,,,,
47,2013,50619672.984,50051439.97399999,134,17.73985085284703,-0.07215160145843669,17.728561834020926,-0.07152137858718888,,,,
47,2014,53511960.914000005,52925159.618,140,17.795415755364505,0.05556490251747448,17.784389390908856,0.055827556887930285,,,,
47,2015,48917044.263,48497575.293,139,17.705636447150045,-0.08977930821446023,17.69702436069921,-0.08736503020964648,0.025654492767069995,2414236.0,61936.0,
47,2016,50760286.229,50221017.947,143,17.74262483966375,0.036988392513706,17.73194418124137,0.03491982054216081,0.025825652338267432,2478737.0,64015.0,0.00017115957119743716
47,2017,47738627.23899999,47330043.771,144,17.681251423518084,-0.06137341614566694,17.672655826686565,-0.05928835455480552,0.025810983219805274,2519935.0,65042.0,-1.4669118462158626e-05
47,2018,42009651.807000004,41502284.825,145,17.553409954775105,-0.12784146874297875,17.541259039709495,-0.1313967869770707,0.025604280864575956,2560978.0,65572.0,-0.00020670235522931776
47,2019,40400637.913,39614620.125,148,17.514356132732463,-0.03905382204264285,17.494708803164734,-0.04655023654476054,0.02543348267580189,2614349.0,66492.0,-0.0001707981887740656
47,2020,34352110.153,33517075.115,148,17.35217400569197,-0.1621821270404915,17.327565571865236,-0.16714323129949804,0.02589350620182084,2502249.0,64792.0,0.000460023526018951
47,2021,39289923.06860001,38419516.4986,151,17.486478633492514,0.13430462780054242,17.4640761305977,0.1365105587324642,0.02711173309836037,2604555.0,70614.0,0.0012182268965395295
47,2022,38391122.96725476,37564940.17525475,152,17.46333681810568,-0.023141815386832576,17.441581731218037,-0.022494399379663577,0.029685610310011764,2741025.0,81369.0,0.002573877211651393
47,2023,37263389.3529582,36390441.26095821,152,17.433521883921706,-0.02981493418397463,17.409816695399908,-0.03176503581812895,0.029572333309613605,2810600.0,83116.0,-0.0001132770003981591
48,2010,386954167.101691,372110762.90569097,665,19.77381681271874,,19.734702117665243,,,,,
48,2011,443042467.29878545,378495332.42935836,950,19.90917618639179,0.13535937367305095,19.75171429900711,0.01701218134186533,,,,
48,2012,428474805.36901045,362719155.70561564,1024,19.875742497001628,-0.03343368939016145,19.709139417045485,-0.042574881961623845,,,,
48,2013,439241702.5783795,373632193.1183795,1095,19.900560394877832,0.024817897876204142,19.738782430623615,0.029643013578130706,,,,
48,2014,442429881.46640563,372977521.5614056,1179,19.907792549893227,0.007232155015394426,19.737028711881706,-0.001753718741909438,,,,
48,2015,401328766.01423633,363482255.09096646,1046,19.810291514736974,-0.09750103515625241,19.711241036940123,-0.02578767494158285,0.03673181851006255,9845769.0,361653.0,
48,2016,415710013.278887,358124080.782887,1191,19.845498491685674,0.03520697694870023,19.69639007868063,-0.014850958259494007,0.03696393533936752,9960249.0,368170.0,0.0002321168293049694
48,2017,417812617.20320237,361309020.1426023,1247,19.850543605776764,0.005045114091089431,19.705244161603634,0.008854082923004825,0.03706206922096079,10151376.0,376231.0,9.813388159327086e-05
48,2018,419434087.485358,359140929.165136,1304,19.854416949918438,0.00387334414167384,19.699225429769466,-0.006018731834167568,0.03757366734790836,10429485.0,391874.0,0.0005115981269475725
48,2019,414099311.91692245,345184439.51564735,1367,19.841616386879355,-0.012800563039082391,19.6595894394358,-0.03963599033366805,0.03831449008017546,10694544.0,409756.0,0.0007408227322671032
48,2020,391726280.615258,322030910.5885621,1410,19.786073890118484,-0.05554249676087153,19.59015809451805,-0.06943134491774927,0.03986113961350428,10184330.0,405959.0,0.0015466495333288158
48,2021,402843880.18033326,332803163.634963,1442,19.814059650761013,0.027985760642529556,19.62306177298082,0.03290367846276965,0.04156655083804091,10641008.0,442310.0,0.0017054112245366293
48,2022,415254658.40929246,341325169.6239909,1465,19.84440252471936,0.030342873958346672,19.648346157492384,0.025284384511564895,0.044378020003833285,11337527.0,503137.0,0.002811469165792377
48,2023,415292886.1553302,335088642.4206074,1482,19.844494579042593,9.205432323255991e-05,19.62990565902843,-0.018440498463952792,0.04390203313162494,11729639.0,514955.0,-0.0004759868722083449
49,2010,41540096.674025,40768964.013025,61,17.542169703660978,,17.523431663950753,,,,,
49,2011,43599541.5578602,41865836.13509829,84,17.590557193536007,0.04838748987502939,17.549980685596037,0.026549021645283943,,,,
49,2012,41932910.56224998,39831615.73482141,86,17.55158153153036,-0.038975662005647393,17.500171520110136,-0.04980916548590031,,,,
49,2013,45150962.71272229,43318688.774722286,87,17.62552216014086,0.07394062861050088,17.584094711280756,0.0839231911706193,,,,
49,2014,44280787.72340231,42479635.1554023,88,17.606061455244543,-0.019460704896317793,17.564535346240604,-0.019559365040151988,,,,
49,2015,42436888.5662677,41084136.440267704,84,17.563528555315305,-0.042532899929238255,17.53113263026971,-0.03340271597089384,0.04983497320820101,1122545.0,55942.0,
49,2016,37041716.6562896,35362390.92028959,90,17.427555312680447,-0.13597324263485788,17.38115940997185,-0.1499732202978592,0.05098274089722622,1165414.0,59416.0,0.0011477676890252128
49,2017,35641475.611654505,34444666.2656545,89,17.38902056295487,-0.03853474972557791,17.354864718057126,-0.026294691914724666,0.051981122268654235,1202475.0,62506.0,0.000998381371428013
49,2018,36227469.32393729,34974269.3439373,91,17.40532821014007,0.016307647185200835,17.37012318748809,0.015258469430964539,0.051149757059700776,1247220.0,63795.0,-0.0008313652089534593
49,2019,35892107.2717561,34766038.6857561,94,17.396027976132835,-0.009300234007234565,17.364151568409827,-0.005971619078263046,0.05212081756740446,1284151.0,66931.0,0.0009710605077036805
49,2020,33089889.399849,31812649.225849003,94,17.31473833748813,-0.08128963864470506,17.27537454305691,-0.08877702535291832,0.052154257518537916,1269695.0,66220.0,3.343995113345988e-05
49,2021,37295333.85300851,36003687.7670085,94,17.434378779014093,0.11964044152596287,17.39913192914643,0.12375738608952247,0.05281392559880729,1344172.0,70991.0,0.0006596680802693766
49,2022,34049298.445002295,32770710.623002306,93,17.343319986676534,-0.09105879233755942,17.30504570560931,-0.09408622353712204,0.0575100546524166,1407806.0,80963.0,0.004696129053609305
49,2023,28071853.8658694,26900927.881869398,93,17.150277990541607,-0.19304199613492656,17.107671337726963,-0.19737436788234675,0.05434992092697381,1437279.0,78116.0,-0.0031601337254427847
50,2010,288909.25,288909.25,9,12.57386790394107,,12.57386790394107,,,,,
50,2011,663797.6096,663797.6096,11,13.405732577176863,0.8318646732357937,13.405732577176863,0.8318646732357937,,,,
50,2012,615030.3169000001,612294.8668999999,11,13.329426841346017,-0.07630573583084654,13.32496925412207,-0.08076332305479283,,,,
50,2013,532414.8841999999,532414.8841999999,13,13.185178321911708,-0.14424851943430816,13.185178321911708,-0.13979093221036187,,,,
50,2014,504407.0888800001,501486.3888800001,13,13.131138937058203,-0.05403938485350501,13.125331745198261,-0.059846576713447064,,,,
50,2015,509491.20924200007,505844.30924200005,13,13.14116787780029,0.010028940742087045,13.133984211678495,0.008652466480233656,0.033282303354204464,254099.0,8457.0,
50,2016,458215.3652280001,454423.3652280001,13,13.035094582328416,-0.10607329547187483,13.026784565023105,-0.10719964665539017,0.03308640426040886,254999.0,8437.0,-0.0001958990937956026
50,2017,435206.69930000004,435206.69930000004,11,12.983576368017522,-0.051518214310894095,12.983576368017522,-0.043208197005583315,0.03355872191416517,256446.0,8606.0,0.0004723176537563059
50,2018,440835.80062700005,440835.80062700005,13,12.996427750916263,0.012851382898741548,12.996427750916263,0.012851382898741548,0.03258134642083526,257141.0,8378.0,-0.0009773754933299073
50,2019,467825.34165600006,463777.69165600004,13,13.055850303652996,0.05942255273673247,13.047160603586832,0.05073285267056882,0.03323616293532338,257280.0,8551.0,0.0006548165144881213
50,2020,437124.9293420001,433057.7793420001,13,12.987974312723113,-0.06787599092988295,12.978626437671272,-0.06853416591556005,0.035093377366685156,232551.0,8161.0,0.0018572144313617756
50,2021,446168.46509700007,442067.56509700004,13,13.008451884115022,0.02047757139190942,12.999218011588006,0.020591573916734163,0.03486629067388838,241494.0,8420.0,-0.00022708669279677962
50,2022,422093.19129900006,417992.29129900003,13,12.952981401100335,-0.05547048301468749,12.943218269468419,-0.055999742119587026,0.035791687659445154,250086.0,8951.0,0.000925396985556777
50,2023,293263.302772,289162.402772,13,12.588826128733217,-0.36415527236711753,12.574743756569266,-0.36847451289915334,0.03633519869215292,254464.0,9246.0,0.0005435110327077636
51,2010,47416740.003733,47082269.113733,132,17.674485888953072,,17.6674070361731,,,,,
51,2011,46244624.3804332,45280484.744433194,160,17.64945578555527,-0.025030103397803316,17.628386697288498,-0.0390203388846011,,,,
51,2012,42676238.3150613,41936338.31106129,162,17.569152843565583,-0.0803029419896859,17.55166327183111,-0.07672342545738786,,,,
51,2013,47835445.318345696,47299858.8523457,170,17.6832774565179,0.1141246129523168,17.672017869363536,0.12035459753242606,,,,
51,2014,46736403.4127204,46210199.3127204,177,17.66003393530641,-0.02324352121149076,17.648711096031704,-0.023306773331832176,,,,
51,2015,47124508.1278391,46457116.5158391,175,17.66830376607244,0.008269830766032271,17.65404021958022,0.00532912354851689,0.0731254735063155,3043782.0,222578.0,
51,2016,49887870.7943108,49290399.78631081,179,17.725288460921092,0.05698469484865143,17.713239889549676,0.05919966996945547,0.07301308322442762,3095185.0,225989.0,-0.00011239028188787803
