freq,unit,inet_tec,terrtypo,geo,time,value
A,PC_HH,DOCSIS3_0,TOTAL,FI,2021,36.9
A,PC_HH,DOCSIS3_0,TOTAL,FI,2022,37.9
A,PC_HH,DOCSIS3_0,TOTAL,FI,2023,32.4
A,PC_HH,DOCSIS3_0,TOTAL,FI,2024,31.7
A,PC_HH,DOCSIS3_0,TOTAL,FI,2025,18.3
A,PC_HH,DOCSIS3_0,TOTAL,FR,2013,30.3
A,PC_HH,DOCSIS3_0,TOTAL,FR,2014,29.2
A,PC_HH,DOCSIS3_0,TOTAL,FR,2015,29.5
A,PC_HH,DOCSIS3_0,TOTAL,FR,2016,27.8
A,PC_HH,DOCSIS3_0,TOTAL,FR,2017,27.8
A,PC_HH,DOCSIS3_0,TOTAL,FR,2018,28.6
A,PC_HH,DOCSIS3_0,TOTAL,FR,2019,27.0
A,PC_HH,DOCSIS3_0,TOTAL,FR,2020,27.0
A,PC_HH,DOCSIS3_0,TOTAL,FR,2021,23.1
A,PC_HH,DOCSIS3_0,TOTAL,FR,2022,20.0
A,PC_HH,DOCSIS3_0,TOTAL,FR,2023,19.7
A,PC_HH,DOCSIS3_0,TOTAL,FR,2024,18.9
A,PC_HH,DOCSIS3_0,TOTAL,FR,2025,18.6
A,PC_HH,DOCSIS3_0,TOTAL,HR,2013,19.0
A,PC_HH,DOCSIS3_0,TOTAL,HR,2014,21.8
A,PC_HH,DOCSIS3_0,TOTAL,HR,2015,23.0
A,PC_HH,DOCSIS3_0,TOTAL,HR,2016,26.9
A,PC_HH,DOCSIS3_0,TOTAL,HR,2017,28.3
A,PC_HH,DOCSIS3_0,TOTAL,HR,2018,32.3
A,PC_HH,DOCSIS3_0,TOTAL,HR,2019,34.1
A,PC_HH,DOCSIS3_0,TOTAL,HR,2020,35.7
A,PC_HH,DOCSIS3_0,TOTAL,HR,2021,36.2
A,PC_HH,DOCSIS3_0,TOTAL,HR,2022,35.1
A,PC_HH,DOCSIS3_0,TOTAL,HR,2023,32.3
A,PC_HH,DOCSIS3_0,TOTAL,HR,2024,34.7
A,PC_HH,DOCSIS3_0,TOTAL,HR,2025,37.5
A,PC_HH,DOCSIS3_0,TOTAL,HU,2013,59.7
A,PC_HH,DOCSIS3_0,TOTAL,HU,2014,60.4
A,PC_HH,DOCSIS3_0,TOTAL,HU,2015,63.2
A,PC_HH,DOCSIS3_0,TOTAL,HU,2016,65.0
A,PC_HH,DOCSIS3_0,TOTAL,HU,2017,68.3
A,PC_HH,DOCSIS3_0,TOTAL,HU,2018,71.5
A,PC_HH,DOCSIS3_0,TOTAL,HU,2019,74.5
A,PC_HH,DOCSIS3_0,TOTAL,HU,2020,76.0
A,PC_HH,DOCSIS3_0,TOTAL,HU,2021,78.2
A,PC_HH,DOCSIS3_0,TOTAL,HU,2022,81.2
A,PC_HH,DOCSIS3_0,TOTAL,HU,2023,77.6
A,PC_HH,DOCSIS3_0,TOTAL,HU,2024,77.4
A,PC_HH,DOCSIS3_0,TOTAL,HU,2025,77.4
A,PC_HH,DOCSIS3_0,TOTAL,IE,2013,40.6
A,PC_HH,DOCSIS3_0,TOTAL,IE,2014,40.7
A,PC_HH,DOCSIS3_0,TOTAL,IE,2015,42.0
A,PC_HH,DOCSIS3_0,TOTAL,IE,2016,43.1
A,PC_HH,DOCSIS3_0,TOTAL,IE,2017,48.6
A,PC_HH,DOCSIS3_0,TOTAL,IE,2018,48.7
A,PC_HH,DOCSIS3_0,TOTAL,IE,2019,49.2
A,PC_HH,DOCSIS3_0,TOTAL,IE,2020,49.9
A,PC_HH,DOCSIS3_0,TOTAL,IE,2021,48.6
A,PC_HH,DOCSIS3_0,TOTAL,IE,2022,38.2
A,PC_HH,DOCSIS3_0,TOTAL,IE,2023,36.0
A,PC_HH,DOCSIS3_0,TOTAL,IE,2024,31.5
A,PC_HH,DOCSIS3_0,TOTAL,IE,2025,27.5
A,PC_HH,DOCSIS3_0,TOTAL,IS,2019,0.3
A,PC_HH,DOCSIS3_0,TOTAL,IS,2020,0.3
A,PC_HH,DOCSIS3_0,TOTAL,IS,2021,3.2
A,PC_HH,DOCSIS3_0,TOTAL,IS,2022,3.1
A,PC_HH,DOCSIS3_0,TOTAL,IS,2023,3.1
A,PC_HH,DOCSIS3_0,TOTAL,LT,2013,42.8
A,PC_HH,DOCSIS3_0,TOTAL,LT,2014,42.9
A,PC_HH,DOCSIS3_0,TOTAL,LT,2015,14.3
A,PC_HH,DOCSIS3_0,TOTAL,LT,2016,15.8
A,PC_HH,DOCSIS3_0,TOTAL,LT,2017,17.1
A,PC_HH,DOCSIS3_0,TOTAL,LT,2018,18.1
A,PC_HH,DOCSIS3_0,TOTAL,LT,2019,17.9
A,PC_HH,DOCSIS3_0,TOTAL,LT,2020,19.4
A,PC_HH,DOCSIS3_0,TOTAL,LT,2021,27.1
A,PC_HH,DOCSIS3_0,TOTAL,LT,2022,26.5
A,PC_HH,DOCSIS3_0,TOTAL,LT,2023,25.6
A,PC_HH,DOCSIS3_0,TOTAL,LT,2024,25.0
A,PC_HH,DOCSIS3_0,TOTAL,LT,2025,25.0
A,PC_HH,DOCSIS3_0,TOTAL,LU,2013,62.7
A,PC_HH,DOCSIS3_0,TOTAL,LU,2014,65.0
A,PC_HH,DOCSIS3_0,TOTAL,LU,2015,75.2
A,PC_HH,DOCSIS3_0,TOTAL,LU,2016,74.3
A,PC_HH,DOCSIS3_0,TOTAL,LU,2017,73.2
A,PC_HH,DOCSIS3_0,TOTAL,LU,2018,84.0
A,PC_HH,DOCSIS3_0,TOTAL,LU,2019,83.9
A,PC_HH,DOCSIS3_0,TOTAL,LU,2020,88.9
A,PC_HH,DOCSIS3_0,TOTAL,LU,2021,90.2
A,PC_HH,DOCSIS3_0,TOTAL,LU,2022,88.3
A,PC_HH,DOCSIS3_0,TOTAL,LU,2023,87.6
A,PC_HH,DOCSIS3_0,TOTAL,LU,2024,87.5
A,PC_HH,DOCSIS3_0,TOTAL,LU,2025,85.6
A,PC_HH,DOCSIS3_0,TOTAL,LV,2013,17.8
A,PC_HH,DOCSIS3_0,TOTAL,LV,2014,20.6
A,PC_HH,DOCSIS3_0,TOTAL,LV,2015,20.9
A,PC_HH,DOCSIS3_0,TOTAL,LV,2016,21.0
A,PC_HH,DOCSIS3_0,TOTAL,LV,2017,21.2
A,PC_HH,DOCSIS3_0,TOTAL,LV,2018,21.4
A,PC_HH,DOCSIS3_0,TOTAL,LV,2019,22.6
A,PC_HH,DOCSIS3_0,TOTAL,LV,2020,22.6
A,PC_HH,DOCSIS3_0,TOTAL,LV,2021,22.6
A,PC_HH,DOCSIS3_0,TOTAL,LV,2022,22.3
A,PC_HH,DOCSIS3_0,TOTAL,LV,2023,22.2
A,PC_HH,DOCSIS3_0,TOTAL,LV,2024,21.1
A,PC_HH,DOCSIS3_0,TOTAL,LV,2025,18.5
A,PC_HH,DOCSIS3_0,TOTAL,MT,2013,100.0
A,PC_HH,DOCSIS3_0,TOTAL,MT,2014,100.0
A,PC_HH,DOCSIS3_0,TOTAL,MT,2015,100.0
A,PC_HH,DOCSIS3_0,TOTAL,MT,2016,99.9
A,PC_HH,DOCSIS3_0,TOTAL,MT,2017,99.9
A,PC_HH,DOCSIS3_0,TOTAL,MT,2018,99.9
A,PC_HH,DOCSIS3_0,TOTAL,MT,2019,100.0
A,PC_HH,DOCSIS3_0,TOTAL,MT,2020,100.0
A,PC_HH,DOCSIS3_0,TOTAL,MT,2021,100.0
A,PC_HH,DOCSIS3_0,TOTAL,MT,2022,100.0
A,PC_HH,DOCSIS3_0,TOTAL,MT,2023,100.0
A,PC_HH,DOCSIS3_0,TOTAL,MT,2024,100.0
A,PC_HH,DOCSIS3_0,TOTAL,MT,2025,100.0
A,PC_HH,DOCSIS3_0,TOTAL,NL,2013,95.0
A,PC_HH,DOCSIS3_0,TOTAL,NL,2014,96.8
A,PC_HH,DOCSIS3_0,TOTAL,NL,2015,95.2
A,PC_HH,DOCSIS3_0,TOTAL,NL,2016,95.1
A,PC_HH,DOCSIS3_0,TOTAL,NL,2017,95.1
A,PC_HH,DOCSIS3_0,TOTAL,NL,2018,95.1
A,PC_HH,DOCSIS3_0,TOTAL,NL,2019,95.2
A,PC_HH,DOCSIS3_0,TOTAL,NL,2020,95.2
A,PC_HH,DOCSIS3_0,TOTAL,NL,2021,94.2
A,PC_HH,DOCSIS3_0,TOTAL,NL,2022,94.1
A,PC_HH,DOCSIS3_0,TOTAL,NL,2023,88.6
A,PC_HH,DOCSIS3_0,TOTAL,NL,2024,93.5
A,PC_HH,DOCSIS3_0,TOTAL,NL,2025,92.7
A,PC_HH,DOCSIS3_0,TOTAL,NO,2013,48.0
A,PC_HH,DOCSIS3_0,TOTAL,NO,2014,49.5
A,PC_HH,DOCSIS3_0,TOTAL,NO,2015,50.3
A,PC_HH,DOCSIS3_0,TOTAL,NO,2016,52.5
A,PC_HH,DOCSIS3_0,TOTAL,NO,2017,51.3
A,PC_HH,DOCSIS3_0,TOTAL,NO,2018,49.0
A,PC_HH,DOCSIS3_0,TOTAL,NO,2019,45.1
A,PC_HH,DOCSIS3_0,TOTAL,NO,2020,44.5
A,PC_HH,DOCSIS3_0,TOTAL,NO,2021,40.3
A,PC_HH,DOCSIS3_0,TOTAL,NO,2022,40.7
A,PC_HH,DOCSIS3_0,TOTAL,NO,2023,40.8
A,PC_HH,DOCSIS3_0,TOTAL,NO,2024,40.8
A,PC_HH,DOCSIS3_0,TOTAL,NO,2025,34.1
A,PC_HH,DOCSIS3_0,TOTAL,PL,2013,37.6
A,PC_HH,DOCSIS3_0,TOTAL,PL,2014,38.1
A,PC_HH,DOCSIS3_0,TOTAL,PL,2015,38.0
A,PC_HH,DOCSIS3_0,TOTAL,PL,2016,38.3
A,PC_HH,DOCSIS3_0,TOTAL,PL,2017,39.4
A,PC_HH,DOCSIS3_0,TOTAL,PL,2018,40.0
A,PC_HH,DOCSIS3_0,TOTAL,PL,2019,44.1
A,PC_HH,DOCSIS3_0,TOTAL,PL,2020,43.4
A,PC_HH,DOCSIS3_0,TOTAL,PL,2021,43.9
A,PC_HH,DOCSIS3_0,TOTAL,PL,2022,43.5
A,PC_HH,DOCSIS3_0,TOTAL,PL,2023,41.8
A,PC_HH,DOCSIS3_0,TOTAL,PL,2024,41.1
A,PC_HH,DOCSIS3_0,TOTAL,PL,2025,40.3
A,PC_HH,DOCSIS3_0,TOTAL,PT,2013,53.8
A,PC_HH,DOCSIS3_0,TOTAL,PT,2014,54.9
A,PC_HH,DOCSIS3_0,TOTAL,PT,2015,55.6
A,PC_HH,DOCSIS3_0,TOTAL,PT,2016,56.0
A,PC_HH,DOCSIS3_0,TOTAL,PT,2017,56.2
A,PC_HH,DOCSIS3_0,TOTAL,PT,2018,56.3
A,PC_HH,DOCSIS3_0,TOTAL,PT,2019,59.5
A,PC_HH,DOCSIS3_0,TOTAL,PT,2020,59.4
A,PC_HH,DOCSIS3_0,TOTAL,PT,2021,57.6
A,PC_HH,DOCSIS3_0,TOTAL,PT,2022,57.5
A,PC_HH,DOCSIS3_0,TOTAL,PT,2023,57.8
A,PC_HH,DOCSIS3_0,TOTAL,PT,2024,57.6
A,PC_HH,DOCSIS3_0,TOTAL,PT,2025,61.0
A,PC_HH,DOCSIS3_0,TOTAL,RO,2013,26.2
A,PC_HH,DOCSIS3_0,TOTAL,RO,2014,29.3
A,PC_HH,DOCSIS3_0,TOTAL,RO,2015,28.9
A,PC_HH,DOCSIS3_0,TOTAL,RO,2016,30.6
A,PC_HH,DOCSIS3_0,TOTAL,RO,2017,35.9
A,PC_HH,DOCSIS3_0,TOTAL,RO,2018,37.7
A,PC_HH,DOCSIS3_0,TOTAL,RO,2019,42.8
A,PC_HH,DOCSIS3_0,TOTAL,RO,2020,42.3
A,PC_HH,DOCSIS3_0,TOTAL,RO,2021,43.7
A,PC_HH,DOCSIS3_0,TOTAL,RO,2022,40.2
A,PC_HH,DOCSIS3_0,TOTAL,RO,2023,32.9
A,PC_HH,DOCSIS3_0,TOTAL,RO,2024,32.8
A,PC_HH,DOCSIS3_0,TOTAL,RO,2025,32.9
A,PC_HH,DOCSIS3_0,TOTAL,SE,2013,34.3
A,PC_HH,DOCSIS3_0,TOTAL,SE,2014,34.0
A,PC_HH,DOCSIS3_0,TOTAL,SE,2015,34.0
A,PC_HH,DOCSIS3_0,TOTAL,SE,2016,36.2
A,PC_HH,DOCSIS3_0,TOTAL,SE,2017,36.8
A,PC_HH,DOCSIS3_0,TOTAL,SE,2018,36.0
A,PC_HH,DOCSIS3_0,TOTAL,SE,2019,35.7
A,PC_HH,DOCSIS3_0,TOTAL,SE,2020,37.3
A,PC_HH,DOCSIS3_0,TOTAL,SE,2021,35.8
A,PC_HH,DOCSIS3_0,TOTAL,SE,2022,33.4
A,PC_HH,DOCSIS3_0,TOTAL,SE,2023,33.5
A,PC_HH,DOCSIS3_0,TOTAL,SE,2024,24.8
A,PC_HH,DOCSIS3_0,TOTAL,SE,2025,25.0
A,PC_HH,DOCSIS3_0,TOTAL,SI,2013,49.2
A,PC_HH,DOCSIS3_0,TOTAL,SI,2014,51.1
A,PC_HH,DOCSIS3_0,TOTAL,SI,2015,52.4
A,PC_HH,DOCSIS3_0,TOTAL,SI,2016,53.6
A,PC_HH,DOCSIS3_0,TOTAL,SI,2017,57.4
A,PC_HH,DOCSIS3_0,TOTAL,SI,2018,59.9
A,PC_HH,DOCSIS3_0,TOTAL,SI,2019,57.6
A,PC_HH,DOCSIS3_0,TOTAL,SI,2020,58.7
A,PC_HH,DOCSIS3_0,TOTAL,SI,2021,58.5
A,PC_HH,DOCSIS3_0,TOTAL,SI,2022,58.4
A,PC_HH,DOCSIS3_0,TOTAL,SI,2023,58.0
A,PC_HH,DOCSIS3_0,TOTAL,SI,2024,58.0
A,PC_HH,DOCSIS3_0,TOTAL,SI,2025,57.5
A,PC_HH,DOCSIS3_0,TOTAL,SK,2013,24.8
A,PC_HH,DOCSIS3_0,TOTAL,SK,2014,25.4
A,PC_HH,DOCSIS3_0,TOTAL,SK,2015,25.3
A,PC_HH,DOCSIS3_0,TOTAL,SK,2016,27.9
A,PC_HH,DOCSIS3_0,TOTAL,SK,2017,29.7
A,PC_HH,DOCSIS3_0,TOTAL,SK,2018,30.0
A,PC_HH,DOCSIS3_0,TOTAL,SK,2019,32.2
A,PC_HH,DOCSIS3_0,TOTAL,SK,2020,32.9
A,PC_HH,DOCSIS3_0,TOTAL,SK,2021,39.4
A,PC_HH,DOCSIS3_0,TOTAL,SK,2022,40.7
A,PC_HH,DOCSIS3_0,TOTAL,SK,2023,37.9
A,PC_HH,DOCSIS3_0,TOTAL,SK,2024,38.4
A,PC_HH,DOCSIS3_0,TOTAL,SK,2025,39.0
A,PC_HH,DOCSIS3_0,TOTAL,UK,2013,47.1
A,PC_HH,DOCSIS3_0,TOTAL,UK,2014,46.8
A,PC_HH,DOCSIS3_0,TOTAL,UK,2015,46.9
A,PC_HH,DOCSIS3_0,TOTAL,UK,2016,46.0
A,PC_HH,DOCSIS3_0,TOTAL,UK,2017,46.4
A,PC_HH,DOCSIS3_0,TOTAL,UK,2018,50.1
A,PC_HH,DOCSIS3_0,TOTAL,UK,2019,50.3
A,PC_HH,DOCSIS3_0,TOTAL,UK,2020,50.3
A,PC_HH,DOCSIS3_0,TOTAL,UK,2021,50.3
A,PC_HH,DOCSIS3_0,TOTAL,UK,2022,48.2
A,PC_HH,DOCSIS3_0,TOTAL,UK,2023,45.9
A,PC_HH,DOCSIS3_0,TOTAL,UK,2024,44.5
A,PC_HH,DOCSIS3_0,TOTAL,UK,2025,37.9
A,PC_HH,DOCSIS3_1,DEG3,AT,2019,0.1
A,PC_HH,DOCSIS3_1,DEG3,AT,2020,0.6
A,PC_HH,DOCSIS3_1,DEG3,AT,2021,0.9
A,PC_HH,DOCSIS3_1,DEG3,AT,2022,6.3
A,PC_HH,DOCSIS3_1,DEG3,AT,2023,9.1
A,PC_HH,DOCSIS3_1,DEG3,AT,2024,10.8
A,PC_HH,DOCSIS3_1,DEG3,AT,2025,6.4
A,PC_HH,DOCSIS3_1,DEG3,BE,2019,9.1
A,PC_HH,DOCSIS3_1,DEG3,BE,2020,10.3
A,PC_HH,DOCSIS3_1,DEG3,BE,2021,54.6
A,PC_HH,DOCSIS3_1,DEG3,BE,2022,61.5
A,PC_HH,DOCSIS3_1,DEG3,BE,2023,71.5
A,PC_HH,DOCSIS3_1,DEG3,BE,2024,79.8
A,PC_HH,DOCSIS3_1,DEG3,BE,2025,84.2
A,PC_HH,DOCSIS3_1,DEG3,CH,2019,63.0
A,PC_HH,DOCSIS3_1,DEG3,CH,2020,64.2
A,PC_HH,DOCSIS3_1,DEG3,CH,2021,68.2
A,PC_HH,DOCSIS3_1,DEG3,CH,2022,71.5
A,PC_HH,DOCSIS3_1,DEG3,CH,2023,72.9
A,PC_HH,DOCSIS3_1,DEG3,CH,2024,74.9
A,PC_HH,DOCSIS3_1,DEG3,CH,2025,77.1
A,PC_HH,DOCSIS3_1,DEG3,CZ,2021,0.1
A,PC_HH,DOCSIS3_1,DEG3,CZ,2022,0.0
A,PC_HH,DOCSIS3_1,DEG3,CZ,2023,0.0
A,PC_HH,DOCSIS3_1,DEG3,CZ,2024,0.0
A,PC_HH,DOCSIS3_1,DEG3,CZ,2025,0.0
A,PC_HH,DOCSIS3_1,DEG3,DE,2019,4.7
A,PC_HH,DOCSIS3_1,DEG3,DE,2020,7.0
A,PC_HH,DOCSIS3_1,DEG3,DE,2021,16.8
A,PC_HH,DOCSIS3_1,DEG3,DE,2022,14.8
A,PC_HH,DOCSIS3_1,DEG3,DE,2023,15.2
A,PC_HH,DOCSIS3_1,DEG3,DE,2024,15.9
A,PC_HH,DOCSIS3_1,DEG3,DE,2025,19.7
A,PC_HH,DOCSIS3_1,DEG3,DK,2019,5.8
A,PC_HH,DOCSIS3_1,DEG3,DK,2020,5.5
A,PC_HH,DOCSIS3_1,DEG3,DK,2021,5.3
A,PC_HH,DOCSIS3_1,DEG3,DK,2022,5.3
A,PC_HH,DOCSIS3_1,DEG3,DK,2023,5.1
A,PC_HH,DOCSIS3_1,DEG3,DK,2024,4.5
A,PC_HH,DOCSIS3_1,DEG3,DK,2025,4.9
A,PC_HH,DOCSIS3_1,DEG3,ES,2019,11.2
A,PC_HH,DOCSIS3_1,DEG3,ES,2020,10.8
A,PC_HH,DOCSIS3_1,DEG3,ES,2021,6.2
A,PC_HH,DOCSIS3_1,DEG3,ES,2022,4.6
A,PC_HH,DOCSIS3_1,DEG3,ES,2023,4.1
A,PC_HH,DOCSIS3_1,DEG3,ES,2024,3.3
A,PC_HH,DOCSIS3_1,DEG3,ES,2025,3.3
A,PC_HH,DOCSIS3_1,DEG3,HR,2019,4.8
A,PC_HH,DOCSIS3_1,DEG3,HR,2020,5.4
A,PC_HH,DOCSIS3_1,DEG3,HR,2021,9.3
A,PC_HH,DOCSIS3_1,DEG3,HR,2022,9.4
A,PC_HH,DOCSIS3_1,DEG3,HR,2023,1.0
A,PC_HH,DOCSIS3_1,DEG3,HR,2024,1.0
A,PC_HH,DOCSIS3_1,DEG3,HR,2025,1.1
A,PC_HH,DOCSIS3_1,DEG3,HU,2021,0.8
A,PC_HH,DOCSIS3_1,DEG3,HU,2022,6.6
A,PC_HH,DOCSIS3_1,DEG3,HU,2023,8.2
A,PC_HH,DOCSIS3_1,DEG3,HU,2024,12.4
A,PC_HH,DOCSIS3_1,DEG3,HU,2025,16.0
A,PC_HH,DOCSIS3_1,DEG3,IE,2020,0.1
A,PC_HH,DOCSIS3_1,DEG3,IE,2021,0.2
A,PC_HH,DOCSIS3_1,DEG3,IE,2022,0.3
A,PC_HH,DOCSIS3_1,DEG3,IE,2023,0.3
A,PC_HH,DOCSIS3_1,DEG3,IE,2024,0.3
A,PC_HH,DOCSIS3_1,DEG3,IE,2025,0.2
A,PC_HH,DOCSIS3_1,DEG3,IS,2021,1.0
A,PC_HH,DOCSIS3_1,DEG3,IS,2022,0.9
A,PC_HH,DOCSIS3_1,DEG3,IS,2023,0.9
A,PC_HH,DOCSIS3_1,DEG3,LU,2019,33.0
A,PC_HH,DOCSIS3_1,DEG3,LU,2020,62.9
A,PC_HH,DOCSIS3_1,DEG3,LU,2021,60.1
A,PC_HH,DOCSIS3_1,DEG3,LU,2022,54.5
A,PC_HH,DOCSIS3_1,DEG3,LU,2023,54.8
A,PC_HH,DOCSIS3_1,DEG3,LU,2024,53.6
A,PC_HH,DOCSIS3_1,DEG3,LU,2025,49.6
A,PC_HH,DOCSIS3_1,DEG3,MT,2019,100.0
A,PC_HH,DOCSIS3_1,DEG3,MT,2020,100.0
A,PC_HH,DOCSIS3_1,DEG3,MT,2021,100.0
A,PC_HH,DOCSIS3_1,DEG3,MT,2022,100.0
A,PC_HH,DOCSIS3_1,DEG3,MT,2023,100.0
A,PC_HH,DOCSIS3_1,DEG3,MT,2024,100.0
A,PC_HH,DOCSIS3_1,DEG3,MT,2025,100.0
A,PC_HH,DOCSIS3_1,DEG3,NL,2019,26.3
A,PC_HH,DOCSIS3_1,DEG3,NL,2020,26.3
A,PC_HH,DOCSIS3_1,DEG3,NL,2021,26.3
A,PC_HH,DOCSIS3_1,DEG3,NL,2022,26.3
A,PC_HH,DOCSIS3_1,DEG3,NL,2023,26.0
A,PC_HH,DOCSIS3_1,DEG3,NL,2024,26.0
A,PC_HH,DOCSIS3_1,DEG3,NL,2025,26.9
A,PC_HH,DOCSIS3_1,DEG3,PL,2019,1.4
A,PC_HH,DOCSIS3_1,DEG3,PL,2020,1.5
A,PC_HH,DOCSIS3_1,DEG3,PL,2021,1.5
A,PC_HH,DOCSIS3_1,DEG3,PL,2022,1.5
A,PC_HH,DOCSIS3_1,DEG3,PL,2023,1.7
A,PC_HH,DOCSIS3_1,DEG3,PL,2024,1.7
A,PC_HH,DOCSIS3_1,DEG3,PL,2025,1.6
A,PC_HH,DOCSIS3_1,DEG3,PT,2019,43.5
A,PC_HH,DOCSIS3_1,DEG3,PT,2020,43.5
A,PC_HH,DOCSIS3_1,DEG3,PT,2021,43.3
A,PC_HH,DOCSIS3_1,DEG3,PT,2022,35.3
A,PC_HH,DOCSIS3_1,DEG3,PT,2023,35.3
A,PC_HH,DOCSIS3_1,DEG3,PT,2024,35.2
A,PC_HH,DOCSIS3_1,DEG3,PT,2025,39.0
A,PC_HH,DOCSIS3_1,DEG3,RO,2023,7.7
A,PC_HH,DOCSIS3_1,DEG3,RO,2024,7.7
A,PC_HH,DOCSIS3_1,DEG3,RO,2025,7.6
A,PC_HH,DOCSIS3_1,DEG3,SE,2023,0.0
A,PC_HH,DOCSIS3_1,DEG3,SE,2024,0.1
A,PC_HH,DOCSIS3_1,DEG3,SE,2025,0.1
A,PC_HH,DOCSIS3_1,DEG3,SK,2021,0.8
A,PC_HH,DOCSIS3_1,DEG3,SK,2022,0.8
A,PC_HH,DOCSIS3_1,DEG3,SK,2023,1.0
A,PC_HH,DOCSIS3_1,DEG3,SK,2024,0.1
A,PC_HH,DOCSIS3_1,DEG3,SK,2025,0.1
A,PC_HH,DOCSIS3_1,DEG3,UK,2021,0.4
A,PC_HH,DOCSIS3_1,DEG3,UK,2022,3.2
A,PC_HH,DOCSIS3_1,DEG3,UK,2023,3.3
A,PC_HH,DOCSIS3_1,DEG3,UK,2024,3.3
A,PC_HH,DOCSIS3_1,DEG3,UK,2025,1.0
A,PC_HH,DOCSIS3_1,TOTAL,AT,2019,0.0
A,PC_HH,DOCSIS3_1,TOTAL,AT,2020,26.7
A,PC_HH,DOCSIS3_1,TOTAL,AT,2021,32.0
A,PC_HH,DOCSIS3_1,TOTAL,AT,2022,39.5
A,PC_HH,DOCSIS3_1,TOTAL,AT,2023,52.5
A,PC_HH,DOCSIS3_1,TOTAL,AT,2024,54.8
A,PC_HH,DOCSIS3_1,TOTAL,AT,2025,55.0
A,PC_HH,DOCSIS3_1,TOTAL,BE,2019,65.6
A,PC_HH,DOCSIS3_1,TOTAL,BE,2020,65.8
A,PC_HH,DOCSIS3_1,TOTAL,BE,2021,67.7
A,PC_HH,DOCSIS3_1,TOTAL,BE,2022,74.4
A,PC_HH,DOCSIS3_1,TOTAL,BE,2023,86.4
A,PC_HH,DOCSIS3_1,TOTAL,BE,2024,90.3
A,PC_HH,DOCSIS3_1,TOTAL,BE,2025,92.2
A,PC_HH,DOCSIS3_1,TOTAL,CH,2019,71.7
A,PC_HH,DOCSIS3_1,TOTAL,CH,2020,76.5
A,PC_HH,DOCSIS3_1,TOTAL,CH,2021,77.3
A,PC_HH,DOCSIS3_1,TOTAL,CH,2022,77.4
A,PC_HH,DOCSIS3_1,TOTAL,CH,2023,81.0
A,PC_HH,DOCSIS3_1,TOTAL,CH,2024,79.0
A,PC_HH,DOCSIS3_1,TOTAL,CH,2025,81.3
A,PC_HH,DOCSIS3_1,TOTAL,CY,2025,55.6
A,PC_HH,DOCSIS3_1,TOTAL,CZ,2021,33.3
A,PC_HH,DOCSIS3_1,TOTAL,CZ,2022,34.9
A,PC_HH,DOCSIS3_1,TOTAL,CZ,2023,32.2
A,PC_HH,DOCSIS3_1,TOTAL,CZ,2024,32.4
A,PC_HH,DOCSIS3_1,TOTAL,CZ,2025,32.2
A,PC_HH,DOCSIS3_1,TOTAL,DE,2019,29.3
A,PC_HH,DOCSIS3_1,TOTAL,DE,2020,50.4
A,PC_HH,DOCSIS3_1,TOTAL,DE,2021,67.2
A,PC_HH,DOCSIS3_1,TOTAL,DE,2022,62.3
A,PC_HH,DOCSIS3_1,TOTAL,DE,2023,63.1
A,PC_HH,DOCSIS3_1,TOTAL,DE,2024,63.2
A,PC_HH,DOCSIS3_1,TOTAL,DE,2025,62.8
A,PC_HH,DOCSIS3_1,TOTAL,DK,2019,68.3
A,PC_HH,DOCSIS3_1,TOTAL,DK,2020,68.1
A,PC_HH,DOCSIS3_1,TOTAL,DK,2021,67.1
A,PC_HH,DOCSIS3_1,TOTAL,DK,2022,66.1
A,PC_HH,DOCSIS3_1,TOTAL,DK,2023,66.1
A,PC_HH,DOCSIS3_1,TOTAL,DK,2024,57.9
A,PC_HH,DOCSIS3_1,TOTAL,DK,2025,61.8
A,PC_HH,DOCSIS3_1,TOTAL,ES,2019,48.9
A,PC_HH,DOCSIS3_1,TOTAL,ES,2020,45.8
A,PC_HH,DOCSIS3_1,TOTAL,ES,2021,38.4
A,PC_HH,DOCSIS3_1,TOTAL,ES,2022,33.0
A,PC_HH,DOCSIS3_1,TOTAL,ES,2023,31.4
A,PC_HH,DOCSIS3_1,TOTAL,ES,2024,28.0
A,PC_HH,DOCSIS3_1,TOTAL,ES,2025,28.1
A,PC_HH,DOCSIS3_1,TOTAL,FI,2019,36.9
A,PC_HH,DOCSIS3_1,TOTAL,FI,2020,37.8
A,PC_HH,DOCSIS3_1,TOTAL,FI,2021,36.9
A,PC_HH,DOCSIS3_1,TOTAL,FI,2022,37.9
A,PC_HH,DOCSIS3_1,TOTAL,FI,2023,32.4
A,PC_HH,DOCSIS3_1,TOTAL,FI,2024,31.7
A,PC_HH,DOCSIS3_1,TOTAL,FI,2025,18.3
A,PC_HH,DOCSIS3_1,TOTAL,HR,2019,32.5
A,PC_HH,DOCSIS3_1,TOTAL,HR,2020,34.0
A,PC_HH,DOCSIS3_1,TOTAL,HR,2021,34.5
A,PC_HH,DOCSIS3_1,TOTAL,HR,2022,33.3
A,PC_HH,DOCSIS3_1,TOTAL,HR,2023,31.0
A,PC_HH,DOCSIS3_1,TOTAL,HR,2024,33.4
A,PC_HH,DOCSIS3_1,TOTAL,HR,2025,35.4
A,PC_HH,DOCSIS3_1,TOTAL,HU,2021,21.7
A,PC_HH,DOCSIS3_1,TOTAL,HU,2022,38.6
