freq,unit,inet_spd,terrtypo,geo,time,value
A,PC_HH,GBPS_GT1,TOTAL,AT,2019,13.8
A,PC_HH,GBPS_GT1,TOTAL,AT,2020,36.9
A,PC_HH,GBPS_GT1,TOTAL,AT,2021,45.4
A,PC_HH,GBPS_GT1,TOTAL,AT,2022,54.8
A,PC_HH,GBPS_GT1,TOTAL,AT,2023,65.1
A,PC_HH,GBPS_GT1,TOTAL,AT,2024,69.3
A,PC_HH,GBPS_GT1,TOTAL,AT,2025,73.4
A,PC_HH,GBPS_GT1,TOTAL,BE,2019,49.2
A,PC_HH,GBPS_GT1,TOTAL,BE,2020,49.4
A,PC_HH,GBPS_GT1,TOTAL,BE,2021,69.0
A,PC_HH,GBPS_GT1,TOTAL,BE,2022,78.0
A,PC_HH,GBPS_GT1,TOTAL,BE,2023,90.4
A,PC_HH,GBPS_GT1,TOTAL,BE,2024,93.5
A,PC_HH,GBPS_GT1,TOTAL,BE,2025,87.9
A,PC_HH,GBPS_GT1,TOTAL,BG,2019,6.5
A,PC_HH,GBPS_GT1,TOTAL,BG,2020,8.6
A,PC_HH,GBPS_GT1,TOTAL,BG,2021,16.3
A,PC_HH,GBPS_GT1,TOTAL,BG,2022,21.4
A,PC_HH,GBPS_GT1,TOTAL,BG,2023,28.4
A,PC_HH,GBPS_GT1,TOTAL,BG,2024,31.0
A,PC_HH,GBPS_GT1,TOTAL,BG,2025,93.5
A,PC_HH,GBPS_GT1,TOTAL,CH,2019,40.3
A,PC_HH,GBPS_GT1,TOTAL,CH,2020,62.9
A,PC_HH,GBPS_GT1,TOTAL,CH,2021,63.7
A,PC_HH,GBPS_GT1,TOTAL,CH,2022,65.6
A,PC_HH,GBPS_GT1,TOTAL,CH,2023,68.3
A,PC_HH,GBPS_GT1,TOTAL,CH,2024,83.8
A,PC_HH,GBPS_GT1,TOTAL,CH,2025,85.0
A,PC_HH,GBPS_GT1,TOTAL,CY,2019,10.1
A,PC_HH,GBPS_GT1,TOTAL,CY,2020,26.2
A,PC_HH,GBPS_GT1,TOTAL,CY,2021,41.4
A,PC_HH,GBPS_GT1,TOTAL,CY,2022,60.0
A,PC_HH,GBPS_GT1,TOTAL,CY,2023,77.1
A,PC_HH,GBPS_GT1,TOTAL,CY,2024,89.0
A,PC_HH,GBPS_GT1,TOTAL,CY,2025,95.5
A,PC_HH,GBPS_GT1,TOTAL,CZ,2019,2.4
A,PC_HH,GBPS_GT1,TOTAL,CZ,2020,7.6
A,PC_HH,GBPS_GT1,TOTAL,CZ,2021,38.1
A,PC_HH,GBPS_GT1,TOTAL,CZ,2022,42.5
A,PC_HH,GBPS_GT1,TOTAL,CZ,2023,40.3
A,PC_HH,GBPS_GT1,TOTAL,CZ,2024,23.6
A,PC_HH,GBPS_GT1,TOTAL,CZ,2025,44.5
A,PC_HH,GBPS_GT1,TOTAL,DE,2019,34.1
A,PC_HH,GBPS_GT1,TOTAL,DE,2020,55.9
A,PC_HH,GBPS_GT1,TOTAL,DE,2021,62.1
A,PC_HH,GBPS_GT1,TOTAL,DE,2022,68.6
A,PC_HH,GBPS_GT1,TOTAL,DE,2023,73.6
A,PC_HH,GBPS_GT1,TOTAL,DE,2024,76.5
A,PC_HH,GBPS_GT1,TOTAL,DE,2025,79.0
A,PC_HH,GBPS_GT1,TOTAL,DK,2019,80.3
A,PC_HH,GBPS_GT1,TOTAL,DK,2020,86.5
A,PC_HH,GBPS_GT1,TOTAL,DK,2021,90.7
A,PC_HH,GBPS_GT1,TOTAL,DK,2022,91.6
A,PC_HH,GBPS_GT1,TOTAL,DK,2023,94.6
A,PC_HH,GBPS_GT1,TOTAL,DK,2024,95.0
A,PC_HH,GBPS_GT1,TOTAL,DK,2025,96.6
A,PC_HH,GBPS_GT1,TOTAL,EE,2019,28.7
A,PC_HH,GBPS_GT1,TOTAL,EE,2020,35.4
A,PC_HH,GBPS_GT1,TOTAL,EE,2021,36.7
A,PC_HH,GBPS_GT1,TOTAL,EE,2022,56.5
A,PC_HH,GBPS_GT1,TOTAL,EE,2023,67.0
A,PC_HH,GBPS_GT1,TOTAL,EE,2024,76.3
A,PC_HH,GBPS_GT1,TOTAL,EE,2025,81.1
A,PC_HH,GBPS_GT1,TOTAL,EL,2019,7.0
A,PC_HH,GBPS_GT1,TOTAL,EL,2020,10.2
A,PC_HH,GBPS_GT1,TOTAL,EL,2021,19.0
A,PC_HH,GBPS_GT1,TOTAL,EL,2022,27.9
A,PC_HH,GBPS_GT1,TOTAL,EL,2023,39.5
A,PC_HH,GBPS_GT1,TOTAL,EL,2024,47.5
A,PC_HH,GBPS_GT1,TOTAL,EL,2025,68.3
A,PC_HH,GBPS_GT1,TOTAL,ES,2019,89.0
A,PC_HH,GBPS_GT1,TOTAL,ES,2020,91.7
A,PC_HH,GBPS_GT1,TOTAL,ES,2021,92.5
A,PC_HH,GBPS_GT1,TOTAL,ES,2022,86.8
A,PC_HH,GBPS_GT1,TOTAL,ES,2023,92.6
A,PC_HH,GBPS_GT1,TOTAL,ES,2024,94.0
A,PC_HH,GBPS_GT1,TOTAL,ES,2025,94.9
A,PC_HH,GBPS_GT1,TOTAL,FI,2019,40.0
A,PC_HH,GBPS_GT1,TOTAL,FI,2020,47.0
A,PC_HH,GBPS_GT1,TOTAL,FI,2021,51.0
A,PC_HH,GBPS_GT1,TOTAL,FI,2022,60.0
A,PC_HH,GBPS_GT1,TOTAL,FI,2023,71.0
A,PC_HH,GBPS_GT1,TOTAL,FI,2024,75.0
A,PC_HH,GBPS_GT1,TOTAL,FI,2025,80.0
A,PC_HH,GBPS_GT1,TOTAL,FR,2019,43.8
A,PC_HH,GBPS_GT1,TOTAL,FR,2020,52.2
A,PC_HH,GBPS_GT1,TOTAL,FR,2021,63.8
A,PC_HH,GBPS_GT1,TOTAL,FR,2022,73.2
A,PC_HH,GBPS_GT1,TOTAL,FR,2023,81.7
A,PC_HH,GBPS_GT1,TOTAL,FR,2024,87.9
A,PC_HH,GBPS_GT1,TOTAL,FR,2025,92.2
A,PC_HH,GBPS_GT1,TOTAL,HR,2019,5.9
A,PC_HH,GBPS_GT1,TOTAL,HR,2020,21.8
A,PC_HH,GBPS_GT1,TOTAL,HR,2021,52.3
A,PC_HH,GBPS_GT1,TOTAL,HR,2022,57.5
A,PC_HH,GBPS_GT1,TOTAL,HR,2023,67.8
A,PC_HH,GBPS_GT1,TOTAL,HR,2024,74.7
A,PC_HH,GBPS_GT1,TOTAL,HR,2025,75.5
A,PC_HH,GBPS_GT1,TOTAL,HU,2019,33.1
A,PC_HH,GBPS_GT1,TOTAL,HU,2020,35.9
A,PC_HH,GBPS_GT1,TOTAL,HU,2021,44.8
A,PC_HH,GBPS_GT1,TOTAL,HU,2022,81.9
A,PC_HH,GBPS_GT1,TOTAL,HU,2023,82.4
A,PC_HH,GBPS_GT1,TOTAL,HU,2024,82.6
A,PC_HH,GBPS_GT1,TOTAL,HU,2025,85.1
A,PC_HH,GBPS_GT1,TOTAL,IE,2019,15.9
A,PC_HH,GBPS_GT1,TOTAL,IE,2020,59.7
A,PC_HH,GBPS_GT1,TOTAL,IE,2021,67.4
A,PC_HH,GBPS_GT1,TOTAL,IE,2022,68.6
A,PC_HH,GBPS_GT1,TOTAL,IE,2023,70.9
A,PC_HH,GBPS_GT1,TOTAL,IE,2024,87.2
A,PC_HH,GBPS_GT1,TOTAL,IE,2025,89.0
A,PC_HH,GBPS_GT1,TOTAL,IS,2019,77.0
A,PC_HH,GBPS_GT1,TOTAL,IS,2020,78.5
A,PC_HH,GBPS_GT1,TOTAL,IS,2021,85.6
A,PC_HH,GBPS_GT1,TOTAL,IS,2022,85.6
A,PC_HH,GBPS_GT1,TOTAL,IS,2023,88.6
A,PC_HH,GBPS_GT1,TOTAL,IS,2024,95.1
A,PC_HH,GBPS_GT1,TOTAL,IS,2025,95.6
A,PC_HH,GBPS_GT1,TOTAL,IT,2019,30.0
A,PC_HH,GBPS_GT1,TOTAL,IT,2020,33.7
A,PC_HH,GBPS_GT1,TOTAL,IT,2021,44.2
A,PC_HH,GBPS_GT1,TOTAL,IT,2022,53.5
A,PC_HH,GBPS_GT1,TOTAL,IT,2023,59.6
A,PC_HH,GBPS_GT1,TOTAL,IT,2024,70.7
A,PC_HH,GBPS_GT1,TOTAL,IT,2025,77.6
A,PC_HH,GBPS_GT1,TOTAL,LT,2019,60.9
A,PC_HH,GBPS_GT1,TOTAL,LT,2020,66.9
A,PC_HH,GBPS_GT1,TOTAL,LT,2021,78.0
A,PC_HH,GBPS_GT1,TOTAL,LT,2022,77.8
A,PC_HH,GBPS_GT1,TOTAL,LT,2023,78.0
A,PC_HH,GBPS_GT1,TOTAL,LT,2024,78.1
A,PC_HH,GBPS_GT1,TOTAL,LT,2025,78.8
A,PC_HH,GBPS_GT1,TOTAL,LU,2019,90.7
A,PC_HH,GBPS_GT1,TOTAL,LU,2020,91.7
A,PC_HH,GBPS_GT1,TOTAL,LU,2021,92.6
A,PC_HH,GBPS_GT1,TOTAL,LU,2022,93.3
A,PC_HH,GBPS_GT1,TOTAL,LU,2023,94.7
A,PC_HH,GBPS_GT1,TOTAL,LU,2024,95.2
A,PC_HH,GBPS_GT1,TOTAL,LU,2025,95.5
A,PC_HH,GBPS_GT1,TOTAL,LV,2023,0.0
A,PC_HH,GBPS_GT1,TOTAL,LV,2024,0.0
A,PC_HH,GBPS_GT1,TOTAL,LV,2025,59.6
A,PC_HH,GBPS_GT1,TOTAL,MT,2019,100.0
A,PC_HH,GBPS_GT1,TOTAL,MT,2020,100.0
A,PC_HH,GBPS_GT1,TOTAL,MT,2021,100.0
A,PC_HH,GBPS_GT1,TOTAL,MT,2022,100.0
A,PC_HH,GBPS_GT1,TOTAL,MT,2023,100.0
A,PC_HH,GBPS_GT1,TOTAL,MT,2024,100.0
A,PC_HH,GBPS_GT1,TOTAL,MT,2025,100.0
A,PC_HH,GBPS_GT1,TOTAL,NL,2019,10.2
A,PC_HH,GBPS_GT1,TOTAL,NL,2020,16.0
A,PC_HH,GBPS_GT1,TOTAL,NL,2021,88.8
A,PC_HH,GBPS_GT1,TOTAL,NL,2022,97.8
A,PC_HH,GBPS_GT1,TOTAL,NL,2023,98.2
A,PC_HH,GBPS_GT1,TOTAL,NL,2024,98.4
A,PC_HH,GBPS_GT1,TOTAL,NL,2025,98.5
A,PC_HH,GBPS_GT1,TOTAL,NO,2019,50.2
A,PC_HH,GBPS_GT1,TOTAL,NO,2020,52.9
A,PC_HH,GBPS_GT1,TOTAL,NO,2021,86.5
A,PC_HH,GBPS_GT1,TOTAL,NO,2022,92.5
A,PC_HH,GBPS_GT1,TOTAL,NO,2023,95.1
A,PC_HH,GBPS_GT1,TOTAL,NO,2024,96.3
A,PC_HH,GBPS_GT1,TOTAL,NO,2025,96.2
A,PC_HH,GBPS_GT1,TOTAL,PL,2019,24.4
A,PC_HH,GBPS_GT1,TOTAL,PL,2020,46.6
A,PC_HH,GBPS_GT1,TOTAL,PL,2021,55.2
A,PC_HH,GBPS_GT1,TOTAL,PL,2022,62.2
A,PC_HH,GBPS_GT1,TOTAL,PL,2023,75.1
A,PC_HH,GBPS_GT1,TOTAL,PL,2024,80.1
A,PC_HH,GBPS_GT1,TOTAL,PL,2025,80.7
A,PC_HH,GBPS_GT1,TOTAL,PT,2019,70.6
A,PC_HH,GBPS_GT1,TOTAL,PT,2020,83.4
A,PC_HH,GBPS_GT1,TOTAL,PT,2021,86.0
A,PC_HH,GBPS_GT1,TOTAL,PT,2022,88.4
A,PC_HH,GBPS_GT1,TOTAL,PT,2023,89.5
A,PC_HH,GBPS_GT1,TOTAL,PT,2024,89.9
A,PC_HH,GBPS_GT1,TOTAL,PT,2025,90.9
A,PC_HH,GBPS_GT1,TOTAL,RO,2019,65.9
A,PC_HH,GBPS_GT1,TOTAL,RO,2020,72.8
A,PC_HH,GBPS_GT1,TOTAL,RO,2021,85.2
A,PC_HH,GBPS_GT1,TOTAL,RO,2022,91.8
A,PC_HH,GBPS_GT1,TOTAL,RO,2023,95.0
A,PC_HH,GBPS_GT1,TOTAL,RO,2024,95.9
A,PC_HH,GBPS_GT1,TOTAL,RO,2025,96.4
A,PC_HH,GBPS_GT1,TOTAL,SE,2019,77.1
A,PC_HH,GBPS_GT1,TOTAL,SE,2020,80.5
A,PC_HH,GBPS_GT1,TOTAL,SE,2021,82.6
A,PC_HH,GBPS_GT1,TOTAL,SE,2022,81.6
A,PC_HH,GBPS_GT1,TOTAL,SE,2023,88.5
A,PC_HH,GBPS_GT1,TOTAL,SE,2024,89.7
A,PC_HH,GBPS_GT1,TOTAL,SE,2025,89.8
A,PC_HH,GBPS_GT1,TOTAL,SI,2019,0.5
A,PC_HH,GBPS_GT1,TOTAL,SI,2020,0.8
A,PC_HH,GBPS_GT1,TOTAL,SI,2021,0.8
A,PC_HH,GBPS_GT1,TOTAL,SI,2022,6.6
A,PC_HH,GBPS_GT1,TOTAL,SI,2023,10.9
A,PC_HH,GBPS_GT1,TOTAL,SI,2024,79.7
A,PC_HH,GBPS_GT1,TOTAL,SI,2025,83.9
A,PC_HH,GBPS_GT1,TOTAL,SK,2019,19.2
A,PC_HH,GBPS_GT1,TOTAL,SK,2020,21.4
A,PC_HH,GBPS_GT1,TOTAL,SK,2021,28.0
A,PC_HH,GBPS_GT1,TOTAL,SK,2022,40.3
A,PC_HH,GBPS_GT1,TOTAL,SK,2023,60.9
A,PC_HH,GBPS_GT1,TOTAL,SK,2024,68.2
A,PC_HH,GBPS_GT1,TOTAL,SK,2025,83.6
A,PC_HH,GBPS_GT1,TOTAL,UK,2020,21.0
A,PC_HH,GBPS_GT1,TOTAL,UK,2021,38.7
A,PC_HH,GBPS_GT1,TOTAL,UK,2022,66.6
A,PC_HH,GBPS_GT1,TOTAL,UK,2023,75.1
A,PC_HH,GBPS_GT1,TOTAL,UK,2024,83.1
A,PC_HH,GBPS_GT1,TOTAL,UK,2025,86.8
A,PC_HH,GBPS_GT1_UD,TOTAL,AT,2021,17.5
A,PC_HH,GBPS_GT1_UD,TOTAL,AT,2022,21.6
A,PC_HH,GBPS_GT1_UD,TOTAL,AT,2023,39.9
A,PC_HH,GBPS_GT1_UD,TOTAL,AT,2024,44.0
A,PC_HH,GBPS_GT1_UD,TOTAL,AT,2025,49.5
A,PC_HH,GBPS_GT1_UD,TOTAL,BE,2021,9.0
A,PC_HH,GBPS_GT1_UD,TOTAL,BE,2022,14.6
A,PC_HH,GBPS_GT1_UD,TOTAL,BE,2023,25.0
A,PC_HH,GBPS_GT1_UD,TOTAL,BE,2024,30.6
A,PC_HH,GBPS_GT1_UD,TOTAL,BE,2025,35.5
A,PC_HH,GBPS_GT1_UD,TOTAL,CH,2021,32.7
A,PC_HH,GBPS_GT1_UD,TOTAL,CH,2022,33.2
A,PC_HH,GBPS_GT1_UD,TOTAL,CH,2023,33.2
A,PC_HH,GBPS_GT1_UD,TOTAL,CH,2024,44.5
A,PC_HH,GBPS_GT1_UD,TOTAL,CH,2025,52.9
A,PC_HH,GBPS_GT1_UD,TOTAL,CZ,2023,13.5
A,PC_HH,GBPS_GT1_UD,TOTAL,CZ,2024,18.4
A,PC_HH,GBPS_GT1_UD,TOTAL,CZ,2025,22.9
A,PC_HH,GBPS_GT1_UD,TOTAL,DE,2023,12.4
A,PC_HH,GBPS_GT1_UD,TOTAL,DE,2024,14.8
A,PC_HH,GBPS_GT1_UD,TOTAL,DE,2025,22.4
A,PC_HH,GBPS_GT1_UD,TOTAL,DK,2021,73.9
A,PC_HH,GBPS_GT1_UD,TOTAL,DK,2022,78.0
A,PC_HH,GBPS_GT1_UD,TOTAL,DK,2023,84.6
A,PC_HH,GBPS_GT1_UD,TOTAL,DK,2024,87.1
A,PC_HH,GBPS_GT1_UD,TOTAL,DK,2025,90.2
A,PC_HH,GBPS_GT1_UD,TOTAL,EE,2022,55.8
A,PC_HH,GBPS_GT1_UD,TOTAL,EE,2023,60.8
A,PC_HH,GBPS_GT1_UD,TOTAL,EE,2024,30.7
A,PC_HH,GBPS_GT1_UD,TOTAL,EE,2025,35.0
A,PC_HH,GBPS_GT1_UD,TOTAL,EL,2021,18.6
A,PC_HH,GBPS_GT1_UD,TOTAL,EL,2022,26.1
A,PC_HH,GBPS_GT1_UD,TOTAL,EL,2023,39.5
A,PC_HH,GBPS_GT1_UD,TOTAL,EL,2024,45.4
A,PC_HH,GBPS_GT1_UD,TOTAL,EL,2025,64.3
A,PC_HH,GBPS_GT1_UD,TOTAL,ES,2022,83.3
A,PC_HH,GBPS_GT1_UD,TOTAL,ES,2023,90.2
A,PC_HH,GBPS_GT1_UD,TOTAL,ES,2024,92.1
A,PC_HH,GBPS_GT1_UD,TOTAL,ES,2025,94.7
A,PC_HH,GBPS_GT1_UD,TOTAL,FI,2022,15.0
A,PC_HH,GBPS_GT1_UD,TOTAL,FI,2023,33.0
A,PC_HH,GBPS_GT1_UD,TOTAL,FI,2024,42.0
A,PC_HH,GBPS_GT1_UD,TOTAL,FI,2025,55.0
A,PC_HH,GBPS_GT1_UD,TOTAL,FR,2022,73.2
A,PC_HH,GBPS_GT1_UD,TOTAL,FR,2023,80.7
A,PC_HH,GBPS_GT1_UD,TOTAL,FR,2024,87.1
A,PC_HH,GBPS_GT1_UD,TOTAL,FR,2025,91.6
A,PC_HH,GBPS_GT1_UD,TOTAL,HR,2022,5.7
A,PC_HH,GBPS_GT1_UD,TOTAL,HR,2023,10.7
A,PC_HH,GBPS_GT1_UD,TOTAL,HR,2024,25.4
A,PC_HH,GBPS_GT1_UD,TOTAL,HR,2025,71.2
A,PC_HH,GBPS_GT1_UD,TOTAL,IE,2023,22.6
A,PC_HH,GBPS_GT1_UD,TOTAL,IE,2024,36.5
A,PC_HH,GBPS_GT1_UD,TOTAL,IE,2025,43.6
A,PC_HH,GBPS_GT1_UD,TOTAL,IS,2021,85.6
A,PC_HH,GBPS_GT1_UD,TOTAL,IS,2022,85.6
A,PC_HH,GBPS_GT1_UD,TOTAL,IS,2023,88.6
A,PC_HH,GBPS_GT1_UD,TOTAL,IS,2024,95.1
A,PC_HH,GBPS_GT1_UD,TOTAL,IS,2025,95.6
A,PC_HH,GBPS_GT1_UD,TOTAL,IT,2021,44.2
A,PC_HH,GBPS_GT1_UD,TOTAL,IT,2022,53.5
A,PC_HH,GBPS_GT1_UD,TOTAL,IT,2023,59.6
A,PC_HH,GBPS_GT1_UD,TOTAL,IT,2024,70.5
A,PC_HH,GBPS_GT1_UD,TOTAL,IT,2025,77.6
A,PC_HH,GBPS_GT1_UD,TOTAL,LT,2021,78.0
A,PC_HH,GBPS_GT1_UD,TOTAL,LT,2022,77.8
A,PC_HH,GBPS_GT1_UD,TOTAL,LT,2023,78.0
A,PC_HH,GBPS_GT1_UD,TOTAL,LT,2024,78.1
A,PC_HH,GBPS_GT1_UD,TOTAL,LT,2025,78.8
A,PC_HH,GBPS_GT1_UD,TOTAL,LU,2023,78.9
A,PC_HH,GBPS_GT1_UD,TOTAL,LU,2024,81.8
A,PC_HH,GBPS_GT1_UD,TOTAL,LU,2025,85.2
A,PC_HH,GBPS_GT1_UD,TOTAL,LV,2024,0.0
A,PC_HH,GBPS_GT1_UD,TOTAL,LV,2025,0.3
A,PC_HH,GBPS_GT1_UD,TOTAL,MT,2025,100.0
A,PC_HH,GBPS_GT1_UD,TOTAL,NL,2021,19.3
A,PC_HH,GBPS_GT1_UD,TOTAL,NL,2022,63.4
A,PC_HH,GBPS_GT1_UD,TOTAL,NL,2023,78.4
A,PC_HH,GBPS_GT1_UD,TOTAL,NL,2024,85.3
A,PC_HH,GBPS_GT1_UD,TOTAL,NL,2025,91.4
A,PC_HH,GBPS_GT1_UD,TOTAL,NO,2021,73.6
A,PC_HH,GBPS_GT1_UD,TOTAL,NO,2022,81.8
A,PC_HH,GBPS_GT1_UD,TOTAL,NO,2023,87.2
A,PC_HH,GBPS_GT1_UD,TOTAL,NO,2024,90.4
A,PC_HH,GBPS_GT1_UD,TOTAL,NO,2025,91.0
A,PC_HH,GBPS_GT1_UD,TOTAL,PL,2023,45.0
A,PC_HH,GBPS_GT1_UD,TOTAL,PL,2024,53.0
A,PC_HH,GBPS_GT1_UD,TOTAL,PL,2025,63.4
A,PC_HH,GBPS_GT1_UD,TOTAL,SE,2022,81.6
A,PC_HH,GBPS_GT1_UD,TOTAL,SE,2023,88.5
A,PC_HH,GBPS_GT1_UD,TOTAL,SE,2024,89.7
A,PC_HH,GBPS_GT1_UD,TOTAL,SE,2025,89.8
A,PC_HH,GBPS_GT1_UD,TOTAL,SI,2021,0.8
A,PC_HH,GBPS_GT1_UD,TOTAL,SI,2022,6.6
A,PC_HH,GBPS_GT1_UD,TOTAL,SI,2023,10.9
A,PC_HH,GBPS_GT1_UD,TOTAL,SI,2024,79.7
A,PC_HH,GBPS_GT1_UD,TOTAL,SI,2025,83.9
A,PC_HH,MBPS_GT100,TOTAL,AT,2013,43.2
A,PC_HH,MBPS_GT100,TOTAL,AT,2014,40.8
A,PC_HH,MBPS_GT100,TOTAL,AT,2015,42.3
A,PC_HH,MBPS_GT100,TOTAL,AT,2016,49.5
A,PC_HH,MBPS_GT100,TOTAL,AT,2017,56.2
A,PC_HH,MBPS_GT100,TOTAL,AT,2018,57.5
A,PC_HH,MBPS_GT100,TOTAL,AT,2019,65.2
A,PC_HH,MBPS_GT100,TOTAL,AT,2020,72.2
A,PC_HH,MBPS_GT100,TOTAL,AT,2021,82.8
A,PC_HH,MBPS_GT100,TOTAL,AT,2022,85.8
A,PC_HH,MBPS_GT100,TOTAL,AT,2023,87.5
A,PC_HH,MBPS_GT100,TOTAL,AT,2024,89.3
A,PC_HH,MBPS_GT100,TOTAL,AT,2025,91.2
A,PC_HH,MBPS_GT100,TOTAL,BE,2013,91.9
A,PC_HH,MBPS_GT100,TOTAL,BE,2014,92.6
A,PC_HH,MBPS_GT100,TOTAL,BE,2015,93.1
A,PC_HH,MBPS_GT100,TOTAL,BE,2016,93.9
A,PC_HH,MBPS_GT100,TOTAL,BE,2017,94.2
A,PC_HH,MBPS_GT100,TOTAL,BE,2018,95.5
A,PC_HH,MBPS_GT100,TOTAL,BE,2019,96.4
A,PC_HH,MBPS_GT100,TOTAL,BE,2020,96.5
A,PC_HH,MBPS_GT100,TOTAL,BE,2021,97.2
A,PC_HH,MBPS_GT100,TOTAL,BE,2022,96.9
A,PC_HH,MBPS_GT100,TOTAL,BE,2023,96.9
A,PC_HH,MBPS_GT100,TOTAL,BE,2024,97.2
A,PC_HH,MBPS_GT100,TOTAL,BE,2025,95.1
A,PC_HH,MBPS_GT100,TOTAL,BG,2013,2.0
A,PC_HH,MBPS_GT100,TOTAL,BG,2014,15.1
A,PC_HH,MBPS_GT100,TOTAL,BG,2015,15.7
A,PC_HH,MBPS_GT100,TOTAL,BG,2016,18.6
A,PC_HH,MBPS_GT100,TOTAL,BG,2017,30.7
A,PC_HH,MBPS_GT100,TOTAL,BG,2018,49.0
A,PC_HH,MBPS_GT100,TOTAL,BG,2019,68.0
A,PC_HH,MBPS_GT100,TOTAL,BG,2020,80.8
A,PC_HH,MBPS_GT100,TOTAL,BG,2021,89.4
A,PC_HH,MBPS_GT100,TOTAL,BG,2022,91.9
A,PC_HH,MBPS_GT100,TOTAL,BG,2023,93.6
A,PC_HH,MBPS_GT100,TOTAL,BG,2024,94.5
A,PC_HH,MBPS_GT100,TOTAL,BG,2025,94.7
A,PC_HH,MBPS_GT100,TOTAL,CH,2013,97.4
A,PC_HH,MBPS_GT100,TOTAL,CH,2014,98.3
A,PC_HH,MBPS_GT100,TOTAL,CH,2015,98.4
A,PC_HH,MBPS_GT100,TOTAL,CH,2016,98.5
A,PC_HH,MBPS_GT100,TOTAL,CH,2017,98.4
A,PC_HH,MBPS_GT100,TOTAL,CH,2018,98.5
A,PC_HH,MBPS_GT100,TOTAL,CH,2019,98.6
A,PC_HH,MBPS_GT100,TOTAL,CH,2020,98.6
A,PC_HH,MBPS_GT100,TOTAL,CH,2021,98.6
A,PC_HH,MBPS_GT100,TOTAL,CH,2022,98.6
A,PC_HH,MBPS_GT100,TOTAL,CH,2023,98.6
A,PC_HH,MBPS_GT100,TOTAL,CH,2024,98.0
A,PC_HH,MBPS_GT100,TOTAL,CH,2025,98.2
A,PC_HH,MBPS_GT100,TOTAL,CY,2013,43.7
A,PC_HH,MBPS_GT100,TOTAL,CY,2014,44.1
A,PC_HH,MBPS_GT100,TOTAL,CY,2015,44.6
A,PC_HH,MBPS_GT100,TOTAL,CY,2016,44.8
A,PC_HH,MBPS_GT100,TOTAL,CY,2017,45.0
A,PC_HH,MBPS_GT100,TOTAL,CY,2018,63.0
A,PC_HH,MBPS_GT100,TOTAL,CY,2019,71.0
A,PC_HH,MBPS_GT100,TOTAL,CY,2020,78.8
A,PC_HH,MBPS_GT100,TOTAL,CY,2021,82.9
A,PC_HH,MBPS_GT100,TOTAL,CY,2022,86.9
A,PC_HH,MBPS_GT100,TOTAL,CY,2023,92.5
A,PC_HH,MBPS_GT100,TOTAL,CY,2024,96.5
A,PC_HH,MBPS_GT100,TOTAL,CY,2025,97.9
A,PC_HH,MBPS_GT100,TOTAL,CZ,2013,38.6
A,PC_HH,MBPS_GT100,TOTAL,CZ,2014,39.4
A,PC_HH,MBPS_GT100,TOTAL,CZ,2015,43.3
A,PC_HH,MBPS_GT100,TOTAL,CZ,2016,44.5
A,PC_HH,MBPS_GT100,TOTAL,CZ,2017,55.9
A,PC_HH,MBPS_GT100,TOTAL,CZ,2018,58.2
A,PC_HH,MBPS_GT100,TOTAL,CZ,2019,75.0
A,PC_HH,MBPS_GT100,TOTAL,CZ,2020,86.4
A,PC_HH,MBPS_GT100,TOTAL,CZ,2021,89.2
A,PC_HH,MBPS_GT100,TOTAL,CZ,2022,90.2
A,PC_HH,MBPS_GT100,TOTAL,CZ,2023,91.1
A,PC_HH,MBPS_GT100,TOTAL,CZ,2024,89.2
A,PC_HH,MBPS_GT100,TOTAL,CZ,2025,91.1
A,PC_HH,MBPS_GT100,TOTAL,DE,2013,56.4
A,PC_HH,MBPS_GT100,TOTAL,DE,2014,62.1
A,PC_HH,MBPS_GT100,TOTAL,DE,2015,63.5
A,PC_HH,MBPS_GT100,TOTAL,DE,2016,64.9
A,PC_HH,MBPS_GT100,TOTAL,DE,2017,65.4
A,PC_HH,MBPS_GT100,TOTAL,DE,2018,66.3
A,PC_HH,MBPS_GT100,TOTAL,DE,2019,81.8
A,PC_HH,MBPS_GT100,TOTAL,DE,2020,85.7
A,PC_HH,MBPS_GT100,TOTAL,DE,2021,89.6
A,PC_HH,MBPS_GT100,TOTAL,DE,2022,91.0
A,PC_HH,MBPS_GT100,TOTAL,DE,2023,92.9
A,PC_HH,MBPS_GT100,TOTAL,DE,2024,93.7
A,PC_HH,MBPS_GT100,TOTAL,DE,2025,94.8
A,PC_HH,MBPS_GT100,TOTAL,DK,2013,46.8
A,PC_HH,MBPS_GT100,TOTAL,DK,2014,85.0
A,PC_HH,MBPS_GT100,TOTAL,DK,2015,87.0
A,PC_HH,MBPS_GT100,TOTAL,DK,2016,88.9
A,PC_HH,MBPS_GT100,TOTAL,DK,2017,91.2
A,PC_HH,MBPS_GT100,TOTAL,DK,2018,92.6
A,PC_HH,MBPS_GT100,TOTAL,DK,2019,94.3
A,PC_HH,MBPS_GT100,TOTAL,DK,2020,95.3
A,PC_HH,MBPS_GT100,TOTAL,DK,2021,96.3
A,PC_HH,MBPS_GT100,TOTAL,DK,2022,97.3
A,PC_HH,MBPS_GT100,TOTAL,DK,2023,98.0
A,PC_HH,MBPS_GT100,TOTAL,DK,2024,97.8
A,PC_HH,MBPS_GT100,TOTAL,DK,2025,98.3
