freq,unit,na_item,geo,time,value
A,CLV20_EUR_HAB,B1GQ,RS,2000,3670
A,CLV20_EUR_HAB,B1GQ,RS,2001,3930
A,CLV20_EUR_HAB,B1GQ,RS,2002,4190
A,CLV20_EUR_HAB,B1GQ,RS,2003,4390
A,CLV20_EUR_HAB,B1GQ,RS,2004,4700
A,CLV20_EUR_HAB,B1GQ,RS,2005,4990
A,CLV20_EUR_HAB,B1GQ,RS,2006,5200
A,CLV20_EUR_HAB,B1GQ,RS,2007,5630
A,CLV20_EUR_HAB,B1GQ,RS,2008,5950
A,CLV20_EUR_HAB,B1GQ,RS,2009,5790
A,CLV20_EUR_HAB,B1GQ,RS,2010,5900
A,CLV20_EUR_HAB,B1GQ,RS,2011,5950
A,CLV20_EUR_HAB,B1GQ,RS,2012,5950
A,CLV20_EUR_HAB,B1GQ,RS,2013,6010
A,CLV20_EUR_HAB,B1GQ,RS,2014,5930
A,CLV20_EUR_HAB,B1GQ,RS,2015,6040
A,CLV20_EUR_HAB,B1GQ,RS,2016,6250
A,CLV20_EUR_HAB,B1GQ,RS,2017,6430
A,CLV20_EUR_HAB,B1GQ,RS,2018,6770
A,CLV20_EUR_HAB,B1GQ,RS,2019,7130
A,CLV20_EUR_HAB,B1GQ,RS,2020,7110
A,CLV20_EUR_HAB,B1GQ,RS,2021,7740
A,CLV20_EUR_HAB,B1GQ,RS,2022,8160
A,CLV20_EUR_HAB,B1GQ,RS,2023,8510
A,CLV20_EUR_HAB,B1GQ,RS,2024,8900
A,CLV20_EUR_HAB,B1GQ,RS,2025,9140
A,CLV20_EUR_HAB,B1GQ,SE,2000,37180
A,CLV20_EUR_HAB,B1GQ,SE,2001,37580
A,CLV20_EUR_HAB,B1GQ,SE,2002,38310
A,CLV20_EUR_HAB,B1GQ,SE,2003,38890
A,CLV20_EUR_HAB,B1GQ,SE,2004,40360
A,CLV20_EUR_HAB,B1GQ,SE,2005,41330
A,CLV20_EUR_HAB,B1GQ,SE,2006,42990
A,CLV20_EUR_HAB,B1GQ,SE,2007,44080
A,CLV20_EUR_HAB,B1GQ,SE,2008,43330
A,CLV20_EUR_HAB,B1GQ,SE,2009,41130
A,CLV20_EUR_HAB,B1GQ,SE,2010,43130
A,CLV20_EUR_HAB,B1GQ,SE,2011,44150
A,CLV20_EUR_HAB,B1GQ,SE,2012,43650
A,CLV20_EUR_HAB,B1GQ,SE,2013,43770
A,CLV20_EUR_HAB,B1GQ,SE,2014,44330
A,CLV20_EUR_HAB,B1GQ,SE,2015,45790
A,CLV20_EUR_HAB,B1GQ,SE,2016,46220
A,CLV20_EUR_HAB,B1GQ,SE,2017,46420
A,CLV20_EUR_HAB,B1GQ,SE,2018,46700
A,CLV20_EUR_HAB,B1GQ,SE,2019,47410
A,CLV20_EUR_HAB,B1GQ,SE,2020,46180
A,CLV20_EUR_HAB,B1GQ,SE,2021,48300
A,CLV20_EUR_HAB,B1GQ,SE,2022,48390
A,CLV20_EUR_HAB,B1GQ,SE,2023,47960
A,CLV20_EUR_HAB,B1GQ,SE,2024,48770
A,CLV20_EUR_HAB,B1GQ,SE,2025,49250
A,CLV20_EUR_HAB,B1GQ,SI,2000,15730
A,CLV20_EUR_HAB,B1GQ,SI,2001,16160
A,CLV20_EUR_HAB,B1GQ,SI,2002,16660
A,CLV20_EUR_HAB,B1GQ,SI,2003,17180
A,CLV20_EUR_HAB,B1GQ,SI,2004,17950
A,CLV20_EUR_HAB,B1GQ,SI,2005,18610
A,CLV20_EUR_HAB,B1GQ,SI,2006,19640
A,CLV20_EUR_HAB,B1GQ,SI,2007,20930
A,CLV20_EUR_HAB,B1GQ,SI,2008,21600
A,CLV20_EUR_HAB,B1GQ,SI,2009,19770
A,CLV20_EUR_HAB,B1GQ,SI,2010,19920
A,CLV20_EUR_HAB,B1GQ,SI,2011,20010
A,CLV20_EUR_HAB,B1GQ,SI,2012,19390
A,CLV20_EUR_HAB,B1GQ,SI,2013,19210
A,CLV20_EUR_HAB,B1GQ,SI,2014,19720
A,CLV20_EUR_HAB,B1GQ,SI,2015,20170
A,CLV20_EUR_HAB,B1GQ,SI,2016,20770
A,CLV20_EUR_HAB,B1GQ,SI,2017,21830
A,CLV20_EUR_HAB,B1GQ,SI,2018,22720
A,CLV20_EUR_HAB,B1GQ,SI,2019,23330
A,CLV20_EUR_HAB,B1GQ,SI,2020,22230
A,CLV20_EUR_HAB,B1GQ,SI,2021,24040
A,CLV20_EUR_HAB,B1GQ,SI,2022,24650
A,CLV20_EUR_HAB,B1GQ,SI,2023,25170
A,CLV20_EUR_HAB,B1GQ,SI,2024,25600
A,CLV20_EUR_HAB,B1GQ,SI,2025,25940
A,CLV20_EUR_HAB,B1GQ,SK,2000,8730
A,CLV20_EUR_HAB,B1GQ,SK,2001,9020
A,CLV20_EUR_HAB,B1GQ,SK,2002,9420
A,CLV20_EUR_HAB,B1GQ,SK,2003,9880
A,CLV20_EUR_HAB,B1GQ,SK,2004,10410
A,CLV20_EUR_HAB,B1GQ,SK,2005,11070
A,CLV20_EUR_HAB,B1GQ,SK,2006,12050
A,CLV20_EUR_HAB,B1GQ,SK,2007,13340
A,CLV20_EUR_HAB,B1GQ,SK,2008,14030
A,CLV20_EUR_HAB,B1GQ,SK,2009,13230
A,CLV20_EUR_HAB,B1GQ,SK,2010,14100
A,CLV20_EUR_HAB,B1GQ,SK,2011,14540
A,CLV20_EUR_HAB,B1GQ,SK,2012,14750
A,CLV20_EUR_HAB,B1GQ,SK,2013,14830
A,CLV20_EUR_HAB,B1GQ,SK,2014,15220
A,CLV20_EUR_HAB,B1GQ,SK,2015,16000
A,CLV20_EUR_HAB,B1GQ,SK,2016,16280
A,CLV20_EUR_HAB,B1GQ,SK,2017,16730
A,CLV20_EUR_HAB,B1GQ,SK,2018,17380
A,CLV20_EUR_HAB,B1GQ,SK,2019,17760
A,CLV20_EUR_HAB,B1GQ,SK,2020,17270
A,CLV20_EUR_HAB,B1GQ,SK,2021,18320
A,CLV20_EUR_HAB,B1GQ,SK,2022,18360
A,CLV20_EUR_HAB,B1GQ,SK,2023,18750
A,CLV20_EUR_HAB,B1GQ,SK,2024,19110
A,CLV20_EUR_HAB,B1GQ,SK,2025,19270
A,CLV20_EUR_HAB,B1GQ,TR,2000,4000
A,CLV20_EUR_HAB,B1GQ,TR,2001,3730
A,CLV20_EUR_HAB,B1GQ,TR,2002,3920
A,CLV20_EUR_HAB,B1GQ,TR,2003,4090
A,CLV20_EUR_HAB,B1GQ,TR,2004,4450
A,CLV20_EUR_HAB,B1GQ,TR,2005,4790
A,CLV20_EUR_HAB,B1GQ,TR,2006,5070
A,CLV20_EUR_HAB,B1GQ,TR,2007,5260
A,CLV20_EUR_HAB,B1GQ,TR,2008,5240
A,CLV20_EUR_HAB,B1GQ,TR,2009,4920
A,CLV20_EUR_HAB,B1GQ,TR,2010,5260
A,CLV20_EUR_HAB,B1GQ,TR,2011,5750
A,CLV20_EUR_HAB,B1GQ,TR,2012,5950
A,CLV20_EUR_HAB,B1GQ,TR,2013,6360
A,CLV20_EUR_HAB,B1GQ,TR,2014,6500
A,CLV20_EUR_HAB,B1GQ,TR,2015,6690
A,CLV20_EUR_HAB,B1GQ,TR,2016,6770
A,CLV20_EUR_HAB,B1GQ,TR,2017,7170
A,CLV20_EUR_HAB,B1GQ,TR,2018,7290
A,CLV20_EUR_HAB,B1GQ,TR,2019,7270
A,CLV20_EUR_HAB,B1GQ,TR,2020,7340
A,CLV20_EUR_HAB,B1GQ,TR,2021,8130
A,CLV20_EUR_HAB,B1GQ,TR,2022,8490
A,CLV20_EUR_HAB,B1GQ,TR,2023,8920
A,CLV20_EUR_HAB,B1GQ,TR,2024,9220
