freq,unit,wstatus,nace_r2,geo,time,value
A,THS,EMP,B-E,AT,2000,708.5
A,THS,EMP,B-E,AT,2001,708.4
A,THS,EMP,B-E,AT,2002,692.5
A,THS,EMP,B-E,AT,2003,686.0
A,THS,EMP,B-E,AT,2004,682.0
A,THS,EMP,B-E,AT,2005,682.6
A,THS,EMP,B-E,AT,2006,685.5
A,THS,EMP,B-E,AT,2007,700.1
A,THS,EMP,B-E,AT,2008,706.2
A,THS,EMP,B-E,AT,2009,682.1
A,THS,EMP,B-E,AT,2010,672.0
A,THS,EMP,B-E,AT,2011,681.2
A,THS,EMP,B-E,AT,2012,688.1
A,THS,EMP,B-E,AT,2013,689.0
A,THS,EMP,B-E,AT,2014,690.8
A,THS,EMP,B-E,AT,2015,693.1
A,THS,EMP,B-E,AT,2016,699.6
A,THS,EMP,B-E,AT,2017,705.1
A,THS,EMP,B-E,AT,2018,722.0
A,THS,EMP,B-E,AT,2019,734.9
A,THS,EMP,B-E,AT,2020,729.3
A,THS,EMP,B-E,AT,2021,733.2
A,THS,EMP,B-E,AT,2022,750.1
A,THS,EMP,B-E,AT,2023,760.3
A,THS,EMP,B-E,AT,2024,750.4
A,THS,EMP,B-E,AT1,2000,234.2
A,THS,EMP,B-E,AT1,2001,233.2
A,THS,EMP,B-E,AT1,2002,227.6
A,THS,EMP,B-E,AT1,2003,222.4
A,THS,EMP,B-E,AT1,2004,217.9
A,THS,EMP,B-E,AT1,2005,216.5
A,THS,EMP,B-E,AT1,2006,215.2
A,THS,EMP,B-E,AT1,2007,220.4
A,THS,EMP,B-E,AT1,2008,220.8
A,THS,EMP,B-E,AT1,2009,213.3
A,THS,EMP,B-E,AT1,2010,207.9
A,THS,EMP,B-E,AT1,2011,207.9
A,THS,EMP,B-E,AT1,2012,207.8
A,THS,EMP,B-E,AT1,2013,208.5
A,THS,EMP,B-E,AT1,2014,207.2
A,THS,EMP,B-E,AT1,2015,206.5
A,THS,EMP,B-E,AT1,2016,207.1
A,THS,EMP,B-E,AT1,2017,205.1
A,THS,EMP,B-E,AT1,2018,207.7
A,THS,EMP,B-E,AT1,2019,210.7
A,THS,EMP,B-E,AT1,2020,209.1
A,THS,EMP,B-E,AT1,2021,209.2
A,THS,EMP,B-E,AT1,2022,213.4
A,THS,EMP,B-E,AT1,2023,215.1
A,THS,EMP,B-E,AT1,2024,213.8
A,THS,EMP,B-E,AT11,2000,18.1
A,THS,EMP,B-E,AT11,2001,17.9
A,THS,EMP,B-E,AT11,2002,17.2
A,THS,EMP,B-E,AT11,2003,17.6
A,THS,EMP,B-E,AT11,2004,17.4
A,THS,EMP,B-E,AT11,2005,16.8
A,THS,EMP,B-E,AT11,2006,17.2
A,THS,EMP,B-E,AT11,2007,17.8
A,THS,EMP,B-E,AT11,2008,18.1
A,THS,EMP,B-E,AT11,2009,17.5
A,THS,EMP,B-E,AT11,2010,17.2
A,THS,EMP,B-E,AT11,2011,17.8
A,THS,EMP,B-E,AT11,2012,17.9
A,THS,EMP,B-E,AT11,2013,18.1
A,THS,EMP,B-E,AT11,2014,18.2
A,THS,EMP,B-E,AT11,2015,17.8
A,THS,EMP,B-E,AT11,2016,17.6
A,THS,EMP,B-E,AT11,2017,17.8
A,THS,EMP,B-E,AT11,2018,17.8
A,THS,EMP,B-E,AT11,2019,18.0
A,THS,EMP,B-E,AT11,2020,17.6
A,THS,EMP,B-E,AT11,2021,17.8
A,THS,EMP,B-E,AT11,2022,18.2
A,THS,EMP,B-E,AT11,2023,18.3
A,THS,EMP,B-E,AT11,2024,17.5
A,THS,EMP,B-E,AT111,2000,2.4
A,THS,EMP,B-E,AT111,2001,2.5
A,THS,EMP,B-E,AT111,2002,2.5
A,THS,EMP,B-E,AT111,2003,2.4
A,THS,EMP,B-E,AT111,2004,2.6
A,THS,EMP,B-E,AT111,2005,2.5
A,THS,EMP,B-E,AT111,2006,2.6
A,THS,EMP,B-E,AT111,2007,2.6
A,THS,EMP,B-E,AT111,2008,2.8
A,THS,EMP,B-E,AT111,2009,2.6
A,THS,EMP,B-E,AT111,2010,2.5
A,THS,EMP,B-E,AT111,2011,2.6
A,THS,EMP,B-E,AT111,2012,2.6
A,THS,EMP,B-E,AT111,2013,2.6
A,THS,EMP,B-E,AT111,2014,2.5
A,THS,EMP,B-E,AT111,2015,2.5
A,THS,EMP,B-E,AT111,2016,2.6
A,THS,EMP,B-E,AT111,2017,2.6
A,THS,EMP,B-E,AT111,2018,2.5
A,THS,EMP,B-E,AT111,2019,2.6
A,THS,EMP,B-E,AT111,2020,2.6
A,THS,EMP,B-E,AT111,2021,2.6
A,THS,EMP,B-E,AT111,2022,2.6
A,THS,EMP,B-E,AT111,2023,2.6
A,THS,EMP,B-E,AT112,2000,8.4
A,THS,EMP,B-E,AT112,2001,8.3
A,THS,EMP,B-E,AT112,2002,7.9
A,THS,EMP,B-E,AT112,2003,8.3
A,THS,EMP,B-E,AT112,2004,8.1
A,THS,EMP,B-E,AT112,2005,7.7
A,THS,EMP,B-E,AT112,2006,8.1
A,THS,EMP,B-E,AT112,2007,8.5
A,THS,EMP,B-E,AT112,2008,8.5
A,THS,EMP,B-E,AT112,2009,8.2
A,THS,EMP,B-E,AT112,2010,8.4
A,THS,EMP,B-E,AT112,2011,8.6
A,THS,EMP,B-E,AT112,2012,8.6
A,THS,EMP,B-E,AT112,2013,8.8
A,THS,EMP,B-E,AT112,2014,9.2
A,THS,EMP,B-E,AT112,2015,8.9
A,THS,EMP,B-E,AT112,2016,8.9
A,THS,EMP,B-E,AT112,2017,9.3
A,THS,EMP,B-E,AT112,2018,9.4
A,THS,EMP,B-E,AT112,2019,9.3
A,THS,EMP,B-E,AT112,2020,9.1
A,THS,EMP,B-E,AT112,2021,9.2
A,THS,EMP,B-E,AT112,2022,9.2
A,THS,EMP,B-E,AT112,2023,9.3
A,THS,EMP,B-E,AT113,2000,7.3
A,THS,EMP,B-E,AT113,2001,7.2
A,THS,EMP,B-E,AT113,2002,6.9
A,THS,EMP,B-E,AT113,2003,6.9
A,THS,EMP,B-E,AT113,2004,6.7
A,THS,EMP,B-E,AT113,2005,6.6
A,THS,EMP,B-E,AT113,2006,6.5
A,THS,EMP,B-E,AT113,2007,6.6
A,THS,EMP,B-E,AT113,2008,6.8
A,THS,EMP,B-E,AT113,2009,6.6
A,THS,EMP,B-E,AT113,2010,6.4
A,THS,EMP,B-E,AT113,2011,6.7
A,THS,EMP,B-E,AT113,2012,6.6
A,THS,EMP,B-E,AT113,2013,6.7
A,THS,EMP,B-E,AT113,2014,6.5
A,THS,EMP,B-E,AT113,2015,6.4
A,THS,EMP,B-E,AT113,2016,6.1
A,THS,EMP,B-E,AT113,2017,5.9
A,THS,EMP,B-E,AT113,2018,5.9
A,THS,EMP,B-E,AT113,2019,6.0
A,THS,EMP,B-E,AT113,2020,5.9
A,THS,EMP,B-E,AT113,2021,6.1
A,THS,EMP,B-E,AT113,2022,6.4
A,THS,EMP,B-E,AT113,2023,6.4
A,THS,EMP,B-E,AT12,2000,124.0
A,THS,EMP,B-E,AT12,2001,124.0
A,THS,EMP,B-E,AT12,2002,122.2
A,THS,EMP,B-E,AT12,2003,120.5
A,THS,EMP,B-E,AT12,2004,119.2
A,THS,EMP,B-E,AT12,2005,118.1
A,THS,EMP,B-E,AT12,2006,118.4
A,THS,EMP,B-E,AT12,2007,122.5
A,THS,EMP,B-E,AT12,2008,123.3
A,THS,EMP,B-E,AT12,2009,119.1
A,THS,EMP,B-E,AT12,2010,115.9
A,THS,EMP,B-E,AT12,2011,117.1
A,THS,EMP,B-E,AT12,2012,118.0
A,THS,EMP,B-E,AT12,2013,118.9
A,THS,EMP,B-E,AT12,2014,118.4
A,THS,EMP,B-E,AT12,2015,118.7
A,THS,EMP,B-E,AT12,2016,119.7
A,THS,EMP,B-E,AT12,2017,119.2
A,THS,EMP,B-E,AT12,2018,122.1
A,THS,EMP,B-E,AT12,2019,124.7
A,THS,EMP,B-E,AT12,2020,123.7
A,THS,EMP,B-E,AT12,2021,123.8
A,THS,EMP,B-E,AT12,2022,126.7
A,THS,EMP,B-E,AT12,2023,126.7
A,THS,EMP,B-E,AT12,2024,124.7
A,THS,EMP,B-E,AT121,2000,22.9
A,THS,EMP,B-E,AT121,2001,22.8
A,THS,EMP,B-E,AT121,2002,22.5
A,THS,EMP,B-E,AT121,2003,22.6
A,THS,EMP,B-E,AT121,2004,22.3
A,THS,EMP,B-E,AT121,2005,22.6
A,THS,EMP,B-E,AT121,2006,23.0
A,THS,EMP,B-E,AT121,2007,23.6
A,THS,EMP,B-E,AT121,2008,24.1
A,THS,EMP,B-E,AT121,2009,23.8
A,THS,EMP,B-E,AT121,2010,23.2
A,THS,EMP,B-E,AT121,2011,23.6
A,THS,EMP,B-E,AT121,2012,24.3
A,THS,EMP,B-E,AT121,2013,24.8
A,THS,EMP,B-E,AT121,2014,24.9
A,THS,EMP,B-E,AT121,2015,25.3
A,THS,EMP,B-E,AT121,2016,26.0
A,THS,EMP,B-E,AT121,2017,26.2
A,THS,EMP,B-E,AT121,2018,27.2
A,THS,EMP,B-E,AT121,2019,28.0
A,THS,EMP,B-E,AT121,2020,28.2
A,THS,EMP,B-E,AT121,2021,27.1
A,THS,EMP,B-E,AT121,2022,27.6
A,THS,EMP,B-E,AT121,2023,27.5
A,THS,EMP,B-E,AT122,2000,23.6
A,THS,EMP,B-E,AT122,2001,23.8
A,THS,EMP,B-E,AT122,2002,23.6
A,THS,EMP,B-E,AT122,2003,23.7
A,THS,EMP,B-E,AT122,2004,23.2
A,THS,EMP,B-E,AT122,2005,23.4
A,THS,EMP,B-E,AT122,2006,23.9
A,THS,EMP,B-E,AT122,2007,24.8
A,THS,EMP,B-E,AT122,2008,24.9
A,THS,EMP,B-E,AT122,2009,23.8
A,THS,EMP,B-E,AT122,2010,22.3
A,THS,EMP,B-E,AT122,2011,22.6
A,THS,EMP,B-E,AT122,2012,22.9
A,THS,EMP,B-E,AT122,2013,22.8
A,THS,EMP,B-E,AT122,2014,22.4
A,THS,EMP,B-E,AT122,2015,22.3
A,THS,EMP,B-E,AT122,2016,22.2
A,THS,EMP,B-E,AT122,2017,21.6
A,THS,EMP,B-E,AT122,2018,22.3
A,THS,EMP,B-E,AT122,2019,22.7
A,THS,EMP,B-E,AT122,2020,22.6
A,THS,EMP,B-E,AT122,2021,22.5
A,THS,EMP,B-E,AT122,2022,23.1
A,THS,EMP,B-E,AT122,2023,23.4
A,THS,EMP,B-E,AT123,2000,12.0
A,THS,EMP,B-E,AT123,2001,12.1
A,THS,EMP,B-E,AT123,2002,12.0
A,THS,EMP,B-E,AT123,2003,11.7
A,THS,EMP,B-E,AT123,2004,11.5
A,THS,EMP,B-E,AT123,2005,12.2
A,THS,EMP,B-E,AT123,2006,12.0
A,THS,EMP,B-E,AT123,2007,12.5
A,THS,EMP,B-E,AT123,2008,12.7
A,THS,EMP,B-E,AT123,2009,12.1
A,THS,EMP,B-E,AT123,2010,11.7
A,THS,EMP,B-E,AT123,2011,11.9
A,THS,EMP,B-E,AT123,2012,11.8
A,THS,EMP,B-E,AT123,2013,11.7
A,THS,EMP,B-E,AT123,2014,11.4
A,THS,EMP,B-E,AT123,2015,11.6
A,THS,EMP,B-E,AT123,2016,11.7
A,THS,EMP,B-E,AT123,2017,11.6
A,THS,EMP,B-E,AT123,2018,11.5
A,THS,EMP,B-E,AT123,2019,11.5
A,THS,EMP,B-E,AT123,2020,11.3
A,THS,EMP,B-E,AT123,2021,11.3
A,THS,EMP,B-E,AT123,2022,11.6
A,THS,EMP,B-E,AT123,2023,11.7
A,THS,EMP,B-E,AT124,2000,16.3
A,THS,EMP,B-E,AT124,2001,16.2
A,THS,EMP,B-E,AT124,2002,15.9
A,THS,EMP,B-E,AT124,2003,16.1
A,THS,EMP,B-E,AT124,2004,16.3
A,THS,EMP,B-E,AT124,2005,15.7
A,THS,EMP,B-E,AT124,2006,15.3
A,THS,EMP,B-E,AT124,2007,15.8
A,THS,EMP,B-E,AT124,2008,15.8
A,THS,EMP,B-E,AT124,2009,15.3
A,THS,EMP,B-E,AT124,2010,15.2
A,THS,EMP,B-E,AT124,2011,15.3
A,THS,EMP,B-E,AT124,2012,15.2
A,THS,EMP,B-E,AT124,2013,15.1
A,THS,EMP,B-E,AT124,2014,15.1
A,THS,EMP,B-E,AT124,2015,15.1
A,THS,EMP,B-E,AT124,2016,15.5
A,THS,EMP,B-E,AT124,2017,15.5
A,THS,EMP,B-E,AT124,2018,15.7
A,THS,EMP,B-E,AT124,2019,16.1
A,THS,EMP,B-E,AT124,2020,15.6
A,THS,EMP,B-E,AT124,2021,16.1
A,THS,EMP,B-E,AT124,2022,16.8
A,THS,EMP,B-E,AT124,2023,16.6
A,THS,EMP,B-E,AT125,2000,4.5
A,THS,EMP,B-E,AT125,2001,4.5
A,THS,EMP,B-E,AT125,2002,4.5
A,THS,EMP,B-E,AT125,2003,4.5
A,THS,EMP,B-E,AT125,2004,4.5
A,THS,EMP,B-E,AT125,2005,4.4
A,THS,EMP,B-E,AT125,2006,4.2
A,THS,EMP,B-E,AT125,2007,4.5
A,THS,EMP,B-E,AT125,2008,4.5
A,THS,EMP,B-E,AT125,2009,4.6
A,THS,EMP,B-E,AT125,2010,4.5
A,THS,EMP,B-E,AT125,2011,4.5
A,THS,EMP,B-E,AT125,2012,4.7
A,THS,EMP,B-E,AT125,2013,4.7
A,THS,EMP,B-E,AT125,2014,4.8
A,THS,EMP,B-E,AT125,2015,4.9
A,THS,EMP,B-E,AT125,2016,4.8
A,THS,EMP,B-E,AT125,2017,4.8
A,THS,EMP,B-E,AT125,2018,4.9
A,THS,EMP,B-E,AT125,2019,4.9
A,THS,EMP,B-E,AT125,2020,4.7
A,THS,EMP,B-E,AT125,2021,5.0
A,THS,EMP,B-E,AT125,2022,5.1
A,THS,EMP,B-E,AT125,2023,5.0
A,THS,EMP,B-E,AT126,2000,18.1
A,THS,EMP,B-E,AT126,2001,18.1
A,THS,EMP,B-E,AT126,2002,17.7
A,THS,EMP,B-E,AT126,2003,17.2
A,THS,EMP,B-E,AT126,2004,16.8
A,THS,EMP,B-E,AT126,2005,16.3
A,THS,EMP,B-E,AT126,2006,16.8
A,THS,EMP,B-E,AT126,2007,17.7
A,THS,EMP,B-E,AT126,2008,17.3
A,THS,EMP,B-E,AT126,2009,16.7
A,THS,EMP,B-E,AT126,2010,16.3
A,THS,EMP,B-E,AT126,2011,16.3
A,THS,EMP,B-E,AT126,2012,16.0
A,THS,EMP,B-E,AT126,2013,16.5
A,THS,EMP,B-E,AT126,2014,16.4
A,THS,EMP,B-E,AT126,2015,16.7
A,THS,EMP,B-E,AT126,2016,16.5
A,THS,EMP,B-E,AT126,2017,16.1
A,THS,EMP,B-E,AT126,2018,16.6
A,THS,EMP,B-E,AT126,2019,17.0
A,THS,EMP,B-E,AT126,2020,16.9
A,THS,EMP,B-E,AT126,2021,17.2
A,THS,EMP,B-E,AT126,2022,17.8
A,THS,EMP,B-E,AT126,2023,17.9
A,THS,EMP,B-E,AT127,2000,26.7
A,THS,EMP,B-E,AT127,2001,26.5
A,THS,EMP,B-E,AT127,2002,25.9
A,THS,EMP,B-E,AT127,2003,24.7
A,THS,EMP,B-E,AT127,2004,24.5
A,THS,EMP,B-E,AT127,2005,23.4
A,THS,EMP,B-E,AT127,2006,23.2
A,THS,EMP,B-E,AT127,2007,23.7
A,THS,EMP,B-E,AT127,2008,23.8
A,THS,EMP,B-E,AT127,2009,22.7
A,THS,EMP,B-E,AT127,2010,22.7
A,THS,EMP,B-E,AT127,2011,22.9
A,THS,EMP,B-E,AT127,2012,23.1
A,THS,EMP,B-E,AT127,2013,23.3
A,THS,EMP,B-E,AT127,2014,23.3
A,THS,EMP,B-E,AT127,2015,22.8
A,THS,EMP,B-E,AT127,2016,23.0
A,THS,EMP,B-E,AT127,2017,23.3
A,THS,EMP,B-E,AT127,2018,24.0
A,THS,EMP,B-E,AT127,2019,24.6
A,THS,EMP,B-E,AT127,2020,24.5
A,THS,EMP,B-E,AT127,2021,24.7
A,THS,EMP,B-E,AT127,2022,24.6
A,THS,EMP,B-E,AT127,2023,24.6
A,THS,EMP,B-E,AT13,2000,92.1
A,THS,EMP,B-E,AT13,2001,91.2
A,THS,EMP,B-E,AT13,2002,88.3
A,THS,EMP,B-E,AT13,2003,84.3
A,THS,EMP,B-E,AT13,2004,81.2
A,THS,EMP,B-E,AT13,2005,81.6
A,THS,EMP,B-E,AT13,2006,79.6
A,THS,EMP,B-E,AT13,2007,80.1
A,THS,EMP,B-E,AT13,2008,79.4
A,THS,EMP,B-E,AT13,2009,76.7
A,THS,EMP,B-E,AT13,2010,74.8
A,THS,EMP,B-E,AT13,2011,73.0
A,THS,EMP,B-E,AT13,2012,71.9
A,THS,EMP,B-E,AT13,2013,71.5
A,THS,EMP,B-E,AT13,2014,70.6
A,THS,EMP,B-E,AT13,2015,69.9
A,THS,EMP,B-E,AT13,2016,69.8
A,THS,EMP,B-E,AT13,2017,68.1
A,THS,EMP,B-E,AT13,2018,67.8
A,THS,EMP,B-E,AT13,2019,68.1
A,THS,EMP,B-E,AT13,2020,67.8
A,THS,EMP,B-E,AT13,2021,67.5
A,THS,EMP,B-E,AT13,2022,68.5
A,THS,EMP,B-E,AT13,2023,70.1
A,THS,EMP,B-E,AT13,2024,71.5
A,THS,EMP,B-E,AT130,2000,92.1
A,THS,EMP,B-E,AT130,2001,91.2
A,THS,EMP,B-E,AT130,2002,88.3
A,THS,EMP,B-E,AT130,2003,84.3
A,THS,EMP,B-E,AT130,2004,81.2
A,THS,EMP,B-E,AT130,2005,81.6
A,THS,EMP,B-E,AT130,2006,79.6
A,THS,EMP,B-E,AT130,2007,80.1
A,THS,EMP,B-E,AT130,2008,79.4
A,THS,EMP,B-E,AT130,2009,76.7
A,THS,EMP,B-E,AT130,2010,74.8
A,THS,EMP,B-E,AT130,2011,73.0
A,THS,EMP,B-E,AT130,2012,71.9
A,THS,EMP,B-E,AT130,2013,71.5
A,THS,EMP,B-E,AT130,2014,70.6
A,THS,EMP,B-E,AT130,2015,69.9
A,THS,EMP,B-E,AT130,2016,69.8
A,THS,EMP,B-E,AT130,2017,68.1
A,THS,EMP,B-E,AT130,2018,67.8
A,THS,EMP,B-E,AT130,2019,68.1
A,THS,EMP,B-E,AT130,2020,67.8
A,THS,EMP,B-E,AT130,2021,67.5
A,THS,EMP,B-E,AT130,2022,68.5
A,THS,EMP,B-E,AT130,2023,70.1
A,THS,EMP,B-E,AT2,2000,160.6
A,THS,EMP,B-E,AT2,2001,160.9
A,THS,EMP,B-E,AT2,2002,157.5
A,THS,EMP,B-E,AT2,2003,157.4
A,THS,EMP,B-E,AT2,2004,159.3
A,THS,EMP,B-E,AT2,2005,159.8
A,THS,EMP,B-E,AT2,2006,161.6
A,THS,EMP,B-E,AT2,2007,163.9
A,THS,EMP,B-E,AT2,2008,164.6
A,THS,EMP,B-E,AT2,2009,156.0
A,THS,EMP,B-E,AT2,2010,153.1
A,THS,EMP,B-E,AT2,2011,155.9
A,THS,EMP,B-E,AT2,2012,158.8
A,THS,EMP,B-E,AT2,2013,156.7
A,THS,EMP,B-E,AT2,2014,157.5
A,THS,EMP,B-E,AT2,2015,158.2
A,THS,EMP,B-E,AT2,2016,159.9
A,THS,EMP,B-E,AT2,2017,163.2
A,THS,EMP,B-E,AT2,2018,169.9
A,THS,EMP,B-E,AT2,2019,172.8
A,THS,EMP,B-E,AT2,2020,170.6
A,THS,EMP,B-E,AT2,2021,172.2
A,THS,EMP,B-E,AT2,2022,177.2
A,THS,EMP,B-E,AT2,2023,180.3
A,THS,EMP,B-E,AT2,2024,177.8
A,THS,EMP,B-E,AT21,2000,44.7
A,THS,EMP,B-E,AT21,2001,44.7
A,THS,EMP,B-E,AT21,2002,43.4
A,THS,EMP,B-E,AT21,2003,43.3
A,THS,EMP,B-E,AT21,2004,43.9
A,THS,EMP,B-E,AT21,2005,43.2
A,THS,EMP,B-E,AT21,2006,44.0
A,THS,EMP,B-E,AT21,2007,44.3
A,THS,EMP,B-E,AT21,2008,44.5
A,THS,EMP,B-E,AT21,2009,41.4
A,THS,EMP,B-E,AT21,2010,40.9
A,THS,EMP,B-E,AT21,2011,42.0
A,THS,EMP,B-E,AT21,2012,43.0
A,THS,EMP,B-E,AT21,2013,42.0
A,THS,EMP,B-E,AT21,2014,41.7
A,THS,EMP,B-E,AT21,2015,41.7
A,THS,EMP,B-E,AT21,2016,42.3
A,THS,EMP,B-E,AT21,2017,42.4
A,THS,EMP,B-E,AT21,2018,42.4
A,THS,EMP,B-E,AT21,2019,42.9
A,THS,EMP,B-E,AT21,2020,42.4
A,THS,EMP,B-E,AT21,2021,43.5
A,THS,EMP,B-E,AT21,2022,45.5
A,THS,EMP,B-E,AT21,2023,46.6
A,THS,EMP,B-E,AT21,2024,46.0
A,THS,EMP,B-E,AT211,2000,20.6
A,THS,EMP,B-E,AT211,2001,20.7
A,THS,EMP,B-E,AT211,2002,20.2
A,THS,EMP,B-E,AT211,2003,19.9
A,THS,EMP,B-E,AT211,2004,20.3
A,THS,EMP,B-E,AT211,2005,20.2
A,THS,EMP,B-E,AT211,2006,20.1
A,THS,EMP,B-E,AT211,2007,19.8
A,THS,EMP,B-E,AT211,2008,19.7
A,THS,EMP,B-E,AT211,2009,18.6
A,THS,EMP,B-E,AT211,2010,18.3
A,THS,EMP,B-E,AT211,2011,18.9
A,THS,EMP,B-E,AT211,2012,19.3
A,THS,EMP,B-E,AT211,2013,18.8
A,THS,EMP,B-E,AT211,2014,18.9
A,THS,EMP,B-E,AT211,2015,18.6
A,THS,EMP,B-E,AT211,2016,19.1
A,THS,EMP,B-E,AT211,2017,19.5
A,THS,EMP,B-E,AT211,2018,19.3
A,THS,EMP,B-E,AT211,2019,19.7
A,THS,EMP,B-E,AT211,2020,19.5
A,THS,EMP,B-E,AT211,2021,20.5
A,THS,EMP,B-E,AT211,2022,21.9
A,THS,EMP,B-E,AT211,2023,22.5
A,THS,EMP,B-E,AT212,2000,8.8
A,THS,EMP,B-E,AT212,2001,8.7
A,THS,EMP,B-E,AT212,2002,8.4
A,THS,EMP,B-E,AT212,2003,8.1
A,THS,EMP,B-E,AT212,2004,8.1
A,THS,EMP,B-E,AT212,2005,7.9
A,THS,EMP,B-E,AT212,2006,7.9
A,THS,EMP,B-E,AT212,2007,7.9
A,THS,EMP,B-E,AT212,2008,8.0
A,THS,EMP,B-E,AT212,2009,7.1
A,THS,EMP,B-E,AT212,2010,7.2
A,THS,EMP,B-E,AT212,2011,7.2
A,THS,EMP,B-E,AT212,2012,7.4
A,THS,EMP,B-E,AT212,2013,7.1
A,THS,EMP,B-E,AT212,2014,6.9
A,THS,EMP,B-E,AT212,2015,7.0
A,THS,EMP,B-E,AT212,2016,6.9
A,THS,EMP,B-E,AT212,2017,6.9
A,THS,EMP,B-E,AT212,2018,6.9
A,THS,EMP,B-E,AT212,2019,7.0
A,THS,EMP,B-E,AT212,2020,7.0
A,THS,EMP,B-E,AT212,2021,7.2
A,THS,EMP,B-E,AT212,2022,7.5
A,THS,EMP,B-E,AT212,2023,7.7
A,THS,EMP,B-E,AT213,2000,15.4
A,THS,EMP,B-E,AT213,2001,15.3
A,THS,EMP,B-E,AT213,2002,14.8
A,THS,EMP,B-E,AT213,2003,15.3
A,THS,EMP,B-E,AT213,2004,15.5
A,THS,EMP,B-E,AT213,2005,15.2
A,THS,EMP,B-E,AT213,2006,16.0
A,THS,EMP,B-E,AT213,2007,16.5
A,THS,EMP,B-E,AT213,2008,16.8
A,THS,EMP,B-E,AT213,2009,15.6
A,THS,EMP,B-E,AT213,2010,15.4
A,THS,EMP,B-E,AT213,2011,16.0
A,THS,EMP,B-E,AT213,2012,16.3
A,THS,EMP,B-E,AT213,2013,16.1
A,THS,EMP,B-E,AT213,2014,15.9
A,THS,EMP,B-E,AT213,2015,16.2
A,THS,EMP,B-E,AT213,2016,16.4
A,THS,EMP,B-E,AT213,2017,16.0
A,THS,EMP,B-E,AT213,2018,16.2
A,THS,EMP,B-E,AT213,2019,16.2
A,THS,EMP,B-E,AT213,2020,15.8
A,THS,EMP,B-E,AT213,2021,15.9
A,THS,EMP,B-E,AT213,2022,16.1
A,THS,EMP,B-E,AT213,2023,16.4
A,THS,EMP,B-E,AT22,2000,115.9
A,THS,EMP,B-E,AT22,2001,116.2
A,THS,EMP,B-E,AT22,2002,114.0
A,THS,EMP,B-E,AT22,2003,114.2
A,THS,EMP,B-E,AT22,2004,115.5
A,THS,EMP,B-E,AT22,2005,116.6
A,THS,EMP,B-E,AT22,2006,117.5
A,THS,EMP,B-E,AT22,2007,119.6
A,THS,EMP,B-E,AT22,2008,120.1
A,THS,EMP,B-E,AT22,2009,114.6
A,THS,EMP,B-E,AT22,2010,112.1
A,THS,EMP,B-E,AT22,2011,113.8
A,THS,EMP,B-E,AT22,2012,115.8
A,THS,EMP,B-E,AT22,2013,114.7
A,THS,EMP,B-E,AT22,2014,115.8
A,THS,EMP,B-E,AT22,2015,116.5
A,THS,EMP,B-E,AT22,2016,117.6
A,THS,EMP,B-E,AT22,2017,120.8
A,THS,EMP,B-E,AT22,2018,127.5
A,THS,EMP,B-E,AT22,2019,129.9
A,THS,EMP,B-E,AT22,2020,128.2
A,THS,EMP,B-E,AT22,2021,128.7
A,THS,EMP,B-E,AT22,2022,131.7
A,THS,EMP,B-E,AT22,2023,133.7
A,THS,EMP,B-E,AT22,2024,131.8
A,THS,EMP,B-E,AT221,2000,36.4
A,THS,EMP,B-E,AT221,2001,36.9
A,THS,EMP,B-E,AT221,2002,36.3
A,THS,EMP,B-E,AT221,2003,35.9
A,THS,EMP,B-E,AT221,2004,37.0
A,THS,EMP,B-E,AT221,2005,37.5
A,THS,EMP,B-E,AT221,2006,37.8
A,THS,EMP,B-E,AT221,2007,38.5
A,THS,EMP,B-E,AT221,2008,38.4
A,THS,EMP,B-E,AT221,2009,36.4
A,THS,EMP,B-E,AT221,2010,35.4
A,THS,EMP,B-E,AT221,2011,35.8
A,THS,EMP,B-E,AT221,2012,36.2
A,THS,EMP,B-E,AT221,2013,34.8
A,THS,EMP,B-E,AT221,2014,35.7
A,THS,EMP,B-E,AT221,2015,36.5
A,THS,EMP,B-E,AT221,2016,37.4
A,THS,EMP,B-E,AT221,2017,39.7
A,THS,EMP,B-E,AT221,2018,44.4
A,THS,EMP,B-E,AT221,2019,46.2
A,THS,EMP,B-E,AT221,2020,46.1
A,THS,EMP,B-E,AT221,2021,46.3
A,THS,EMP,B-E,AT221,2022,47.5
A,THS,EMP,B-E,AT221,2023,48.3
A,THS,EMP,B-E,AT222,2000,7.3
A,THS,EMP,B-E,AT222,2001,7.3
A,THS,EMP,B-E,AT222,2002,7.0
A,THS,EMP,B-E,AT222,2003,7.1
A,THS,EMP,B-E,AT222,2004,7.4
A,THS,EMP,B-E,AT222,2005,7.5
A,THS,EMP,B-E,AT222,2006,7.4
A,THS,EMP,B-E,AT222,2007,7.6
A,THS,EMP,B-E,AT222,2008,7.8
A,THS,EMP,B-E,AT222,2009,7.4
A,THS,EMP,B-E,AT222,2010,7.4
A,THS,EMP,B-E,AT222,2011,7.4
A,THS,EMP,B-E,AT222,2012,7.5
A,THS,EMP,B-E,AT222,2013,7.6
A,THS,EMP,B-E,AT222,2014,7.6
A,THS,EMP,B-E,AT222,2015,7.5
A,THS,EMP,B-E,AT222,2016,7.6
A,THS,EMP,B-E,AT222,2017,7.7
A,THS,EMP,B-E,AT222,2018,7.8
A,THS,EMP,B-E,AT222,2019,7.8
A,THS,EMP,B-E,AT222,2020,7.5
A,THS,EMP,B-E,AT222,2021,7.5
A,THS,EMP,B-E,AT222,2022,7.6
