freq,unit,wstatus,nace_r2,geo,time,value
A,THS,EMP,TOTAL,DE243,2001,37.17
A,THS,EMP,TOTAL,DE243,2002,36.47
A,THS,EMP,TOTAL,DE243,2003,36.46
A,THS,EMP,TOTAL,DE243,2004,36.48
A,THS,EMP,TOTAL,DE243,2005,36.83
A,THS,EMP,TOTAL,DE243,2006,37.67
A,THS,EMP,TOTAL,DE243,2007,37.88
A,THS,EMP,TOTAL,DE243,2008,38.6
A,THS,EMP,TOTAL,DE243,2009,39.28
A,THS,EMP,TOTAL,DE243,2010,39.28
A,THS,EMP,TOTAL,DE243,2011,39.86
A,THS,EMP,TOTAL,DE243,2012,40.96
A,THS,EMP,TOTAL,DE243,2013,41.96
A,THS,EMP,TOTAL,DE243,2014,42.6
A,THS,EMP,TOTAL,DE243,2015,42.87
A,THS,EMP,TOTAL,DE243,2016,42.59
A,THS,EMP,TOTAL,DE243,2017,42.21
A,THS,EMP,TOTAL,DE243,2018,42.03
A,THS,EMP,TOTAL,DE243,2019,42.12
A,THS,EMP,TOTAL,DE243,2020,41.24
A,THS,EMP,TOTAL,DE243,2021,41.52
A,THS,EMP,TOTAL,DE243,2022,41.6
A,THS,EMP,TOTAL,DE243,2023,41.86
A,THS,EMP,TOTAL,DE244,2000,35.48
A,THS,EMP,TOTAL,DE244,2001,35.28
A,THS,EMP,TOTAL,DE244,2002,34.32
A,THS,EMP,TOTAL,DE244,2003,34.2
A,THS,EMP,TOTAL,DE244,2004,34.69
A,THS,EMP,TOTAL,DE244,2005,33.96
A,THS,EMP,TOTAL,DE244,2006,34.03
A,THS,EMP,TOTAL,DE244,2007,34.93
A,THS,EMP,TOTAL,DE244,2008,34.47
A,THS,EMP,TOTAL,DE244,2009,34.17
A,THS,EMP,TOTAL,DE244,2010,34.2
A,THS,EMP,TOTAL,DE244,2011,34.43
A,THS,EMP,TOTAL,DE244,2012,34.34
A,THS,EMP,TOTAL,DE244,2013,34.49
A,THS,EMP,TOTAL,DE244,2014,34.47
A,THS,EMP,TOTAL,DE244,2015,34.32
A,THS,EMP,TOTAL,DE244,2016,34.07
A,THS,EMP,TOTAL,DE244,2017,34.34
A,THS,EMP,TOTAL,DE244,2018,34.39
A,THS,EMP,TOTAL,DE244,2019,34.29
A,THS,EMP,TOTAL,DE244,2020,33.99
A,THS,EMP,TOTAL,DE244,2021,33.97
A,THS,EMP,TOTAL,DE244,2022,34.26
A,THS,EMP,TOTAL,DE244,2023,33.99
A,THS,EMP,TOTAL,DE245,2000,41.74
A,THS,EMP,TOTAL,DE245,2001,42.09
A,THS,EMP,TOTAL,DE245,2002,42.69
A,THS,EMP,TOTAL,DE245,2003,41.0
A,THS,EMP,TOTAL,DE245,2004,42.09
A,THS,EMP,TOTAL,DE245,2005,42.58
A,THS,EMP,TOTAL,DE245,2006,43.37
A,THS,EMP,TOTAL,DE245,2007,44.39
A,THS,EMP,TOTAL,DE245,2008,46.07
A,THS,EMP,TOTAL,DE245,2009,47.8
A,THS,EMP,TOTAL,DE245,2010,48.81
A,THS,EMP,TOTAL,DE245,2011,49.95
A,THS,EMP,TOTAL,DE245,2012,51.12
A,THS,EMP,TOTAL,DE245,2013,51.49
A,THS,EMP,TOTAL,DE245,2014,51.64
A,THS,EMP,TOTAL,DE245,2015,52.01
A,THS,EMP,TOTAL,DE245,2016,52.98
A,THS,EMP,TOTAL,DE245,2017,54.44
A,THS,EMP,TOTAL,DE245,2018,55.46
A,THS,EMP,TOTAL,DE245,2019,56.39
A,THS,EMP,TOTAL,DE245,2020,56.16
A,THS,EMP,TOTAL,DE245,2021,55.42
A,THS,EMP,TOTAL,DE245,2022,55.02
A,THS,EMP,TOTAL,DE245,2023,54.73
A,THS,EMP,TOTAL,DE246,2000,35.9
A,THS,EMP,TOTAL,DE246,2001,35.32
A,THS,EMP,TOTAL,DE246,2002,35.42
A,THS,EMP,TOTAL,DE246,2003,34.01
A,THS,EMP,TOTAL,DE246,2004,33.89
A,THS,EMP,TOTAL,DE246,2005,33.73
A,THS,EMP,TOTAL,DE246,2006,34.1
A,THS,EMP,TOTAL,DE246,2007,34.68
A,THS,EMP,TOTAL,DE246,2008,35.18
A,THS,EMP,TOTAL,DE246,2009,34.63
A,THS,EMP,TOTAL,DE246,2010,34.22
A,THS,EMP,TOTAL,DE246,2011,35.0
A,THS,EMP,TOTAL,DE246,2012,35.17
A,THS,EMP,TOTAL,DE246,2013,34.63
A,THS,EMP,TOTAL,DE246,2014,34.69
A,THS,EMP,TOTAL,DE246,2015,34.5
A,THS,EMP,TOTAL,DE246,2016,34.6
A,THS,EMP,TOTAL,DE246,2017,34.95
A,THS,EMP,TOTAL,DE246,2018,35.2
A,THS,EMP,TOTAL,DE246,2019,35.63
A,THS,EMP,TOTAL,DE246,2020,35.56
A,THS,EMP,TOTAL,DE246,2021,35.36
A,THS,EMP,TOTAL,DE246,2022,35.48
A,THS,EMP,TOTAL,DE246,2023,35.4
A,THS,EMP,TOTAL,DE247,2000,40.71
A,THS,EMP,TOTAL,DE247,2001,40.29
A,THS,EMP,TOTAL,DE247,2002,39.45
A,THS,EMP,TOTAL,DE247,2003,37.42
A,THS,EMP,TOTAL,DE247,2004,36.31
A,THS,EMP,TOTAL,DE247,2005,35.89
A,THS,EMP,TOTAL,DE247,2006,35.64
A,THS,EMP,TOTAL,DE247,2007,35.82
A,THS,EMP,TOTAL,DE247,2008,36.31
A,THS,EMP,TOTAL,DE247,2009,36.03
A,THS,EMP,TOTAL,DE247,2010,35.83
A,THS,EMP,TOTAL,DE247,2011,36.2
A,THS,EMP,TOTAL,DE247,2012,36.27
A,THS,EMP,TOTAL,DE247,2013,36.62
A,THS,EMP,TOTAL,DE247,2014,37.09
A,THS,EMP,TOTAL,DE247,2015,36.92
A,THS,EMP,TOTAL,DE247,2016,37.09
A,THS,EMP,TOTAL,DE247,2017,37.23
A,THS,EMP,TOTAL,DE247,2018,37.44
A,THS,EMP,TOTAL,DE247,2019,37.35
A,THS,EMP,TOTAL,DE247,2020,36.84
A,THS,EMP,TOTAL,DE247,2021,36.87
A,THS,EMP,TOTAL,DE247,2022,36.37
A,THS,EMP,TOTAL,DE247,2023,35.81
A,THS,EMP,TOTAL,DE248,2000,36.24
A,THS,EMP,TOTAL,DE248,2001,36.51
A,THS,EMP,TOTAL,DE248,2002,37.41
A,THS,EMP,TOTAL,DE248,2003,35.76
A,THS,EMP,TOTAL,DE248,2004,35.83
A,THS,EMP,TOTAL,DE248,2005,35.9
A,THS,EMP,TOTAL,DE248,2006,36.46
A,THS,EMP,TOTAL,DE248,2007,37.15
A,THS,EMP,TOTAL,DE248,2008,38.23
A,THS,EMP,TOTAL,DE248,2009,37.97
A,THS,EMP,TOTAL,DE248,2010,38.28
A,THS,EMP,TOTAL,DE248,2011,39.6
A,THS,EMP,TOTAL,DE248,2012,40.57
A,THS,EMP,TOTAL,DE248,2013,41.47
A,THS,EMP,TOTAL,DE248,2014,43.0
A,THS,EMP,TOTAL,DE248,2015,43.41
A,THS,EMP,TOTAL,DE248,2016,43.7
A,THS,EMP,TOTAL,DE248,2017,45.12
A,THS,EMP,TOTAL,DE248,2018,45.92
A,THS,EMP,TOTAL,DE248,2019,46.24
A,THS,EMP,TOTAL,DE248,2020,46.35
A,THS,EMP,TOTAL,DE248,2021,46.72
A,THS,EMP,TOTAL,DE248,2022,47.24
A,THS,EMP,TOTAL,DE248,2023,47.16
A,THS,EMP,TOTAL,DE249,2000,48.79
A,THS,EMP,TOTAL,DE249,2001,47.88
A,THS,EMP,TOTAL,DE249,2002,47.56
A,THS,EMP,TOTAL,DE249,2003,45.11
A,THS,EMP,TOTAL,DE249,2004,44.53
A,THS,EMP,TOTAL,DE249,2005,43.77
A,THS,EMP,TOTAL,DE249,2006,43.62
A,THS,EMP,TOTAL,DE249,2007,43.66
A,THS,EMP,TOTAL,DE249,2008,44.85
A,THS,EMP,TOTAL,DE249,2009,44.71
A,THS,EMP,TOTAL,DE249,2010,44.95
A,THS,EMP,TOTAL,DE249,2011,46.4
A,THS,EMP,TOTAL,DE249,2012,46.96
A,THS,EMP,TOTAL,DE249,2013,47.19
A,THS,EMP,TOTAL,DE249,2014,46.55
A,THS,EMP,TOTAL,DE249,2015,47.23
A,THS,EMP,TOTAL,DE249,2016,48.22
A,THS,EMP,TOTAL,DE249,2017,49.06
A,THS,EMP,TOTAL,DE249,2018,49.89
A,THS,EMP,TOTAL,DE249,2019,48.98
A,THS,EMP,TOTAL,DE249,2020,46.93
A,THS,EMP,TOTAL,DE249,2021,46.63
A,THS,EMP,TOTAL,DE249,2022,47.94
A,THS,EMP,TOTAL,DE249,2023,48.9
A,THS,EMP,TOTAL,DE24A,2000,38.53
A,THS,EMP,TOTAL,DE24A,2001,38.42
A,THS,EMP,TOTAL,DE24A,2002,38.33
A,THS,EMP,TOTAL,DE24A,2003,36.93
A,THS,EMP,TOTAL,DE24A,2004,36.62
A,THS,EMP,TOTAL,DE24A,2005,35.87
A,THS,EMP,TOTAL,DE24A,2006,35.11
A,THS,EMP,TOTAL,DE24A,2007,35.83
A,THS,EMP,TOTAL,DE24A,2008,36.84
A,THS,EMP,TOTAL,DE24A,2009,36.2
A,THS,EMP,TOTAL,DE24A,2010,35.53
A,THS,EMP,TOTAL,DE24A,2011,35.74
A,THS,EMP,TOTAL,DE24A,2012,35.78
A,THS,EMP,TOTAL,DE24A,2013,34.67
A,THS,EMP,TOTAL,DE24A,2014,33.9
A,THS,EMP,TOTAL,DE24A,2015,33.85
A,THS,EMP,TOTAL,DE24A,2016,34.28
A,THS,EMP,TOTAL,DE24A,2017,34.5
A,THS,EMP,TOTAL,DE24A,2018,34.87
A,THS,EMP,TOTAL,DE24A,2019,34.9
A,THS,EMP,TOTAL,DE24A,2020,34.26
A,THS,EMP,TOTAL,DE24A,2021,33.91
A,THS,EMP,TOTAL,DE24A,2022,33.79
A,THS,EMP,TOTAL,DE24A,2023,33.59
A,THS,EMP,TOTAL,DE24B,2000,37.1
A,THS,EMP,TOTAL,DE24B,2001,36.64
A,THS,EMP,TOTAL,DE24B,2002,36.75
A,THS,EMP,TOTAL,DE24B,2003,36.03
A,THS,EMP,TOTAL,DE24B,2004,35.74
A,THS,EMP,TOTAL,DE24B,2005,35.54
A,THS,EMP,TOTAL,DE24B,2006,36.15
A,THS,EMP,TOTAL,DE24B,2007,36.72
A,THS,EMP,TOTAL,DE24B,2008,36.91
A,THS,EMP,TOTAL,DE24B,2009,36.96
A,THS,EMP,TOTAL,DE24B,2010,36.94
A,THS,EMP,TOTAL,DE24B,2011,36.79
A,THS,EMP,TOTAL,DE24B,2012,36.96
A,THS,EMP,TOTAL,DE24B,2013,37.14
A,THS,EMP,TOTAL,DE24B,2014,36.6
A,THS,EMP,TOTAL,DE24B,2015,36.69
A,THS,EMP,TOTAL,DE24B,2016,36.61
A,THS,EMP,TOTAL,DE24B,2017,37.05
A,THS,EMP,TOTAL,DE24B,2018,37.73
A,THS,EMP,TOTAL,DE24B,2019,37.91
A,THS,EMP,TOTAL,DE24B,2020,37.4
A,THS,EMP,TOTAL,DE24B,2021,37.61
A,THS,EMP,TOTAL,DE24B,2022,37.93
A,THS,EMP,TOTAL,DE24B,2023,38.35
A,THS,EMP,TOTAL,DE24C,2000,38.23
A,THS,EMP,TOTAL,DE24C,2001,37.36
A,THS,EMP,TOTAL,DE24C,2002,36.02
A,THS,EMP,TOTAL,DE24C,2003,35.38
A,THS,EMP,TOTAL,DE24C,2004,35.12
A,THS,EMP,TOTAL,DE24C,2005,34.84
A,THS,EMP,TOTAL,DE24C,2006,34.88
A,THS,EMP,TOTAL,DE24C,2007,35.39
A,THS,EMP,TOTAL,DE24C,2008,36.05
A,THS,EMP,TOTAL,DE24C,2009,35.77
A,THS,EMP,TOTAL,DE24C,2010,36.56
A,THS,EMP,TOTAL,DE24C,2011,37.57
A,THS,EMP,TOTAL,DE24C,2012,37.82
A,THS,EMP,TOTAL,DE24C,2013,37.73
A,THS,EMP,TOTAL,DE24C,2014,37.34
A,THS,EMP,TOTAL,DE24C,2015,36.65
A,THS,EMP,TOTAL,DE24C,2016,36.84
A,THS,EMP,TOTAL,DE24C,2017,37.22
A,THS,EMP,TOTAL,DE24C,2018,37.57
A,THS,EMP,TOTAL,DE24C,2019,37.88
A,THS,EMP,TOTAL,DE24C,2020,37.56
A,THS,EMP,TOTAL,DE24C,2021,37.03
A,THS,EMP,TOTAL,DE24C,2022,36.93
A,THS,EMP,TOTAL,DE24C,2023,36.61
A,THS,EMP,TOTAL,DE24D,2000,41.05
A,THS,EMP,TOTAL,DE24D,2001,40.11
A,THS,EMP,TOTAL,DE24D,2002,39.67
A,THS,EMP,TOTAL,DE24D,2003,37.51
A,THS,EMP,TOTAL,DE24D,2004,36.26
A,THS,EMP,TOTAL,DE24D,2005,36.18
A,THS,EMP,TOTAL,DE24D,2006,35.93
A,THS,EMP,TOTAL,DE24D,2007,36.33
A,THS,EMP,TOTAL,DE24D,2008,36.89
A,THS,EMP,TOTAL,DE24D,2009,37.15
A,THS,EMP,TOTAL,DE24D,2010,37.35
A,THS,EMP,TOTAL,DE24D,2011,37.47
A,THS,EMP,TOTAL,DE24D,2012,38.2
A,THS,EMP,TOTAL,DE24D,2013,38.49
A,THS,EMP,TOTAL,DE24D,2014,38.03
A,THS,EMP,TOTAL,DE24D,2015,38.26
A,THS,EMP,TOTAL,DE24D,2016,38.54
A,THS,EMP,TOTAL,DE24D,2017,39.22
A,THS,EMP,TOTAL,DE24D,2018,39.48
A,THS,EMP,TOTAL,DE24D,2019,39.71
A,THS,EMP,TOTAL,DE24D,2020,38.89
A,THS,EMP,TOTAL,DE24D,2021,38.63
A,THS,EMP,TOTAL,DE24D,2022,39.35
A,THS,EMP,TOTAL,DE24D,2023,39.92
A,THS,EMP,TOTAL,DE25,2000,904.83
A,THS,EMP,TOTAL,DE25,2001,905.11
A,THS,EMP,TOTAL,DE25,2002,892.63
A,THS,EMP,TOTAL,DE25,2003,891.72
A,THS,EMP,TOTAL,DE25,2004,895.68
A,THS,EMP,TOTAL,DE25,2005,895.68
A,THS,EMP,TOTAL,DE25,2006,905.17
A,THS,EMP,TOTAL,DE25,2007,922.07
A,THS,EMP,TOTAL,DE25,2008,938.73
A,THS,EMP,TOTAL,DE25,2009,935.8
A,THS,EMP,TOTAL,DE25,2010,940.0
A,THS,EMP,TOTAL,DE25,2011,961.1
A,THS,EMP,TOTAL,DE25,2012,976.73
A,THS,EMP,TOTAL,DE25,2013,983.37
A,THS,EMP,TOTAL,DE25,2014,993.5
A,THS,EMP,TOTAL,DE25,2015,1004.59
A,THS,EMP,TOTAL,DE25,2016,1021.05
A,THS,EMP,TOTAL,DE25,2017,1036.5
A,THS,EMP,TOTAL,DE25,2018,1051.79
A,THS,EMP,TOTAL,DE25,2019,1060.88
A,THS,EMP,TOTAL,DE25,2020,1050.83
A,THS,EMP,TOTAL,DE25,2021,1048.98
A,THS,EMP,TOTAL,DE25,2022,1060.93
A,THS,EMP,TOTAL,DE25,2023,1066.87
A,THS,EMP,TOTAL,DE25,2024,1068.06
A,THS,EMP,TOTAL,DE251,2000,33.47
A,THS,EMP,TOTAL,DE251,2001,32.87
A,THS,EMP,TOTAL,DE251,2002,33.15
A,THS,EMP,TOTAL,DE251,2003,32.74
A,THS,EMP,TOTAL,DE251,2004,33.24
A,THS,EMP,TOTAL,DE251,2005,33.97
A,THS,EMP,TOTAL,DE251,2006,34.43
A,THS,EMP,TOTAL,DE251,2007,34.77
A,THS,EMP,TOTAL,DE251,2008,34.65
A,THS,EMP,TOTAL,DE251,2009,34.15
A,THS,EMP,TOTAL,DE251,2010,35.2
A,THS,EMP,TOTAL,DE251,2011,35.53
A,THS,EMP,TOTAL,DE251,2012,35.25
A,THS,EMP,TOTAL,DE251,2013,34.91
A,THS,EMP,TOTAL,DE251,2014,34.97
A,THS,EMP,TOTAL,DE251,2015,35.85
A,THS,EMP,TOTAL,DE251,2016,36.61
A,THS,EMP,TOTAL,DE251,2017,37.31
A,THS,EMP,TOTAL,DE251,2018,37.51
A,THS,EMP,TOTAL,DE251,2019,37.75
A,THS,EMP,TOTAL,DE251,2020,37.22
A,THS,EMP,TOTAL,DE251,2021,37.24
A,THS,EMP,TOTAL,DE251,2022,37.02
A,THS,EMP,TOTAL,DE251,2023,38.92
A,THS,EMP,TOTAL,DE252,2000,86.72
A,THS,EMP,TOTAL,DE252,2001,88.12
A,THS,EMP,TOTAL,DE252,2002,85.29
A,THS,EMP,TOTAL,DE252,2003,88.54
A,THS,EMP,TOTAL,DE252,2004,88.74
A,THS,EMP,TOTAL,DE252,2005,89.04
A,THS,EMP,TOTAL,DE252,2006,91.98
A,THS,EMP,TOTAL,DE252,2007,94.35
A,THS,EMP,TOTAL,DE252,2008,96.87
A,THS,EMP,TOTAL,DE252,2009,96.97
A,THS,EMP,TOTAL,DE252,2010,97.94
A,THS,EMP,TOTAL,DE252,2011,107.21
A,THS,EMP,TOTAL,DE252,2012,110.04
A,THS,EMP,TOTAL,DE252,2013,107.84
A,THS,EMP,TOTAL,DE252,2014,109.5
A,THS,EMP,TOTAL,DE252,2015,109.86
A,THS,EMP,TOTAL,DE252,2016,109.76
A,THS,EMP,TOTAL,DE252,2017,109.91
A,THS,EMP,TOTAL,DE252,2018,110.77
A,THS,EMP,TOTAL,DE252,2019,112.18
A,THS,EMP,TOTAL,DE252,2020,111.34
A,THS,EMP,TOTAL,DE252,2021,112.94
A,THS,EMP,TOTAL,DE252,2022,114.2
A,THS,EMP,TOTAL,DE252,2023,114.14
A,THS,EMP,TOTAL,DE253,2000,55.85
A,THS,EMP,TOTAL,DE253,2001,56.5
A,THS,EMP,TOTAL,DE253,2002,55.22
A,THS,EMP,TOTAL,DE253,2003,55.97
A,THS,EMP,TOTAL,DE253,2004,55.87
A,THS,EMP,TOTAL,DE253,2005,54.88
A,THS,EMP,TOTAL,DE253,2006,52.96
A,THS,EMP,TOTAL,DE253,2007,54.24
A,THS,EMP,TOTAL,DE253,2008,55.34
A,THS,EMP,TOTAL,DE253,2009,54.75
A,THS,EMP,TOTAL,DE253,2010,53.61
A,THS,EMP,TOTAL,DE253,2011,55.1
A,THS,EMP,TOTAL,DE253,2012,56.27
A,THS,EMP,TOTAL,DE253,2013,56.54
A,THS,EMP,TOTAL,DE253,2014,58.41
A,THS,EMP,TOTAL,DE253,2015,60.41
A,THS,EMP,TOTAL,DE253,2016,61.78
A,THS,EMP,TOTAL,DE253,2017,63.32
A,THS,EMP,TOTAL,DE253,2018,64.1
A,THS,EMP,TOTAL,DE253,2019,64.69
A,THS,EMP,TOTAL,DE253,2020,64.36
A,THS,EMP,TOTAL,DE253,2021,64.06
A,THS,EMP,TOTAL,DE253,2022,65.62
A,THS,EMP,TOTAL,DE253,2023,65.64
A,THS,EMP,TOTAL,DE254,2000,354.91
A,THS,EMP,TOTAL,DE254,2001,353.76
A,THS,EMP,TOTAL,DE254,2002,341.9
A,THS,EMP,TOTAL,DE254,2003,348.47
A,THS,EMP,TOTAL,DE254,2004,349.73
A,THS,EMP,TOTAL,DE254,2005,348.52
A,THS,EMP,TOTAL,DE254,2006,355.17
A,THS,EMP,TOTAL,DE254,2007,361.26
A,THS,EMP,TOTAL,DE254,2008,364.67
A,THS,EMP,TOTAL,DE254,2009,359.03
A,THS,EMP,TOTAL,DE254,2010,360.6
A,THS,EMP,TOTAL,DE254,2011,364.28
A,THS,EMP,TOTAL,DE254,2012,369.01
A,THS,EMP,TOTAL,DE254,2013,374.95
A,THS,EMP,TOTAL,DE254,2014,379.65
A,THS,EMP,TOTAL,DE254,2015,382.47
A,THS,EMP,TOTAL,DE254,2016,389.93
A,THS,EMP,TOTAL,DE254,2017,396.4
A,THS,EMP,TOTAL,DE254,2018,401.93
A,THS,EMP,TOTAL,DE254,2019,404.77
A,THS,EMP,TOTAL,DE254,2020,399.63
A,THS,EMP,TOTAL,DE254,2021,397.3
A,THS,EMP,TOTAL,DE254,2022,403.35
A,THS,EMP,TOTAL,DE254,2023,406.85
A,THS,EMP,TOTAL,DE255,2000,20.5
A,THS,EMP,TOTAL,DE255,2001,20.57
A,THS,EMP,TOTAL,DE255,2002,20.96
A,THS,EMP,TOTAL,DE255,2003,19.78
A,THS,EMP,TOTAL,DE255,2004,19.33
A,THS,EMP,TOTAL,DE255,2005,19.25
A,THS,EMP,TOTAL,DE255,2006,19.33
A,THS,EMP,TOTAL,DE255,2007,19.6
A,THS,EMP,TOTAL,DE255,2008,20.05
A,THS,EMP,TOTAL,DE255,2009,19.71
A,THS,EMP,TOTAL,DE255,2010,19.8
A,THS,EMP,TOTAL,DE255,2011,20.53
A,THS,EMP,TOTAL,DE255,2012,20.57
A,THS,EMP,TOTAL,DE255,2013,20.65
A,THS,EMP,TOTAL,DE255,2014,21.03
A,THS,EMP,TOTAL,DE255,2015,21.56
A,THS,EMP,TOTAL,DE255,2016,21.86
A,THS,EMP,TOTAL,DE255,2017,22.11
A,THS,EMP,TOTAL,DE255,2018,22.62
A,THS,EMP,TOTAL,DE255,2019,23.1
A,THS,EMP,TOTAL,DE255,2020,22.64
A,THS,EMP,TOTAL,DE255,2021,22.56
A,THS,EMP,TOTAL,DE255,2022,22.93
A,THS,EMP,TOTAL,DE255,2023,23.12
A,THS,EMP,TOTAL,DE256,2000,75.48
A,THS,EMP,TOTAL,DE256,2001,75.37
A,THS,EMP,TOTAL,DE256,2002,74.92
A,THS,EMP,TOTAL,DE256,2003,73.13
A,THS,EMP,TOTAL,DE256,2004,73.52
A,THS,EMP,TOTAL,DE256,2005,73.06
A,THS,EMP,TOTAL,DE256,2006,73.29
A,THS,EMP,TOTAL,DE256,2007,74.49
A,THS,EMP,TOTAL,DE256,2008,75.85
A,THS,EMP,TOTAL,DE256,2009,77.03
A,THS,EMP,TOTAL,DE256,2010,77.15
A,THS,EMP,TOTAL,DE256,2011,78.24
A,THS,EMP,TOTAL,DE256,2012,79.23
A,THS,EMP,TOTAL,DE256,2013,80.49
A,THS,EMP,TOTAL,DE256,2014,80.83
A,THS,EMP,TOTAL,DE256,2015,81.05
A,THS,EMP,TOTAL,DE256,2016,82.26
A,THS,EMP,TOTAL,DE256,2017,83.23
A,THS,EMP,TOTAL,DE256,2018,84.61
A,THS,EMP,TOTAL,DE256,2019,85.34
A,THS,EMP,TOTAL,DE256,2020,84.47
A,THS,EMP,TOTAL,DE256,2021,84.65
A,THS,EMP,TOTAL,DE256,2022,85.73
A,THS,EMP,TOTAL,DE256,2023,85.54
A,THS,EMP,TOTAL,DE257,2000,46.89
A,THS,EMP,TOTAL,DE257,2001,47.5
A,THS,EMP,TOTAL,DE257,2002,48.74
A,THS,EMP,TOTAL,DE257,2003,48.1
A,THS,EMP,TOTAL,DE257,2004,49.03
A,THS,EMP,TOTAL,DE257,2005,50.05
A,THS,EMP,TOTAL,DE257,2006,51.47
A,THS,EMP,TOTAL,DE257,2007,53.09
A,THS,EMP,TOTAL,DE257,2008,55.34
A,THS,EMP,TOTAL,DE257,2009,55.32
A,THS,EMP,TOTAL,DE257,2010,54.98
A,THS,EMP,TOTAL,DE257,2011,56.2
A,THS,EMP,TOTAL,DE257,2012,58.3
A,THS,EMP,TOTAL,DE257,2013,59.18
A,THS,EMP,TOTAL,DE257,2014,59.89
A,THS,EMP,TOTAL,DE257,2015,61.66
A,THS,EMP,TOTAL,DE257,2016,63.62
A,THS,EMP,TOTAL,DE257,2017,65.43
A,THS,EMP,TOTAL,DE257,2018,67.32
A,THS,EMP,TOTAL,DE257,2019,67.56
A,THS,EMP,TOTAL,DE257,2020,67.18
A,THS,EMP,TOTAL,DE257,2021,66.78
A,THS,EMP,TOTAL,DE257,2022,67.21
A,THS,EMP,TOTAL,DE257,2023,68.01
A,THS,EMP,TOTAL,DE258,2000,33.09
A,THS,EMP,TOTAL,DE258,2001,33.66
A,THS,EMP,TOTAL,DE258,2002,33.82
A,THS,EMP,TOTAL,DE258,2003,32.05
A,THS,EMP,TOTAL,DE258,2004,32.3
A,THS,EMP,TOTAL,DE258,2005,32.4
A,THS,EMP,TOTAL,DE258,2006,31.19
A,THS,EMP,TOTAL,DE258,2007,31.75
A,THS,EMP,TOTAL,DE258,2008,32.37
A,THS,EMP,TOTAL,DE258,2009,32.65
A,THS,EMP,TOTAL,DE258,2010,33.25
A,THS,EMP,TOTAL,DE258,2011,34.03
A,THS,EMP,TOTAL,DE258,2012,34.78
A,THS,EMP,TOTAL,DE258,2013,34.97
A,THS,EMP,TOTAL,DE258,2014,34.92
A,THS,EMP,TOTAL,DE258,2015,35.23
A,THS,EMP,TOTAL,DE258,2016,35.85
A,THS,EMP,TOTAL,DE258,2017,36.12
A,THS,EMP,TOTAL,DE258,2018,36.84
A,THS,EMP,TOTAL,DE258,2019,37.29
A,THS,EMP,TOTAL,DE258,2020,37.35
A,THS,EMP,TOTAL,DE258,2021,37.0
A,THS,EMP,TOTAL,DE258,2022,36.89
A,THS,EMP,TOTAL,DE258,2023,36.82
A,THS,EMP,TOTAL,DE259,2000,66.19
A,THS,EMP,TOTAL,DE259,2001,66.28
A,THS,EMP,TOTAL,DE259,2002,66.9
A,THS,EMP,TOTAL,DE259,2003,64.78
A,THS,EMP,TOTAL,DE259,2004,65.14
A,THS,EMP,TOTAL,DE259,2005,66.13
A,THS,EMP,TOTAL,DE259,2006,65.79
A,THS,EMP,TOTAL,DE259,2007,67.06
A,THS,EMP,TOTAL,DE259,2008,68.61
A,THS,EMP,TOTAL,DE259,2009,70.39
A,THS,EMP,TOTAL,DE259,2010,70.67
A,THS,EMP,TOTAL,DE259,2011,71.83
A,THS,EMP,TOTAL,DE259,2012,73.0
A,THS,EMP,TOTAL,DE259,2013,72.83
A,THS,EMP,TOTAL,DE259,2014,73.87
A,THS,EMP,TOTAL,DE259,2015,74.84
A,THS,EMP,TOTAL,DE259,2016,75.36
A,THS,EMP,TOTAL,DE259,2017,76.43
A,THS,EMP,TOTAL,DE259,2018,77.29
A,THS,EMP,TOTAL,DE259,2019,78.19
A,THS,EMP,TOTAL,DE259,2020,78.08
A,THS,EMP,TOTAL,DE259,2021,78.04
A,THS,EMP,TOTAL,DE259,2022,78.21
A,THS,EMP,TOTAL,DE259,2023,77.58
A,THS,EMP,TOTAL,DE25A,2000,40.39
A,THS,EMP,TOTAL,DE25A,2001,39.97
A,THS,EMP,TOTAL,DE25A,2002,40.78
A,THS,EMP,TOTAL,DE25A,2003,39.53
A,THS,EMP,TOTAL,DE25A,2004,39.95
A,THS,EMP,TOTAL,DE25A,2005,39.84
A,THS,EMP,TOTAL,DE25A,2006,40.5
A,THS,EMP,TOTAL,DE25A,2007,41.31
A,THS,EMP,TOTAL,DE25A,2008,42.41
A,THS,EMP,TOTAL,DE25A,2009,42.69
A,THS,EMP,TOTAL,DE25A,2010,42.79
A,THS,EMP,TOTAL,DE25A,2011,43.3
A,THS,EMP,TOTAL,DE25A,2012,43.99
A,THS,EMP,TOTAL,DE25A,2013,44.75
A,THS,EMP,TOTAL,DE25A,2014,44.64
A,THS,EMP,TOTAL,DE25A,2015,44.97
A,THS,EMP,TOTAL,DE25A,2016,45.68
A,THS,EMP,TOTAL,DE25A,2017,46.25
A,THS,EMP,TOTAL,DE25A,2018,47.11
A,THS,EMP,TOTAL,DE25A,2019,47.6
A,THS,EMP,TOTAL,DE25A,2020,47.04
A,THS,EMP,TOTAL,DE25A,2021,47.17
A,THS,EMP,TOTAL,DE25A,2022,47.61
A,THS,EMP,TOTAL,DE25A,2023,47.75
A,THS,EMP,TOTAL,DE25B,2000,48.64
A,THS,EMP,TOTAL,DE25B,2001,48.12
A,THS,EMP,TOTAL,DE25B,2002,48.71
A,THS,EMP,TOTAL,DE25B,2003,47.96
