freq,unit,geo,time,value
A,NR,AT113,2001,4.58
A,NR,AT113,2002,4.67
A,NR,AT113,2003,8.58
A,NR,AT113,2004,4.14
A,NR,AT113,2005,2.26
A,NR,AT113,2006,8.78
A,NR,AT113,2007,8.37
A,NR,AT113,2008,11.2
A,NR,AT113,2009,10.78
A,NR,AT113,2010,9.12
A,NR,AT113,2011,5.25
A,NR,AT113,2012,5.62
A,NR,AT12,1977,1.42
A,NR,AT12,1978,10.08
A,NR,AT12,1979,31.87
A,NR,AT12,1980,30.0
A,NR,AT12,1981,41.25
A,NR,AT12,1982,37.87
A,NR,AT12,1983,52.67
A,NR,AT12,1984,76.4
A,NR,AT12,1985,81.89
A,NR,AT12,1986,69.58
A,NR,AT12,1987,90.63
A,NR,AT12,1988,95.72
A,NR,AT12,1989,98.68
A,NR,AT12,1990,119.01
A,NR,AT12,1991,98.84
A,NR,AT12,1992,89.07
A,NR,AT12,1993,112.89
A,NR,AT12,1994,116.06
A,NR,AT12,1995,110.57
A,NR,AT12,1996,123.06
A,NR,AT12,1997,145.72
A,NR,AT12,1998,178.95
A,NR,AT12,1999,154.39
A,NR,AT12,2000,177.62
A,NR,AT12,2001,174.48
A,NR,AT12,2002,176.94
A,NR,AT12,2003,206.25
A,NR,AT12,2004,212.7
A,NR,AT12,2005,237.52
A,NR,AT12,2006,262.65
A,NR,AT12,2007,217.85
A,NR,AT12,2008,219.3
A,NR,AT12,2009,234.83
A,NR,AT12,2010,236.96
A,NR,AT12,2011,229.06
A,NR,AT12,2012,234.68
A,NR,AT121,1977,0.5
A,NR,AT121,1978,1.0
A,NR,AT121,1979,4.33
A,NR,AT121,1980,5.67
A,NR,AT121,1981,7.5
A,NR,AT121,1982,6.58
A,NR,AT121,1983,7.78
A,NR,AT121,1984,7.0
A,NR,AT121,1985,15.54
A,NR,AT121,1986,12.37
A,NR,AT121,1987,23.68
A,NR,AT121,1988,18.67
A,NR,AT121,1989,17.87
A,NR,AT121,1990,29.83
A,NR,AT121,1991,14.83
A,NR,AT121,1992,15.64
A,NR,AT121,1993,18.01
A,NR,AT121,1994,30.7
A,NR,AT121,1995,26.53
A,NR,AT121,1996,21.53
A,NR,AT121,1997,26.51
A,NR,AT121,1998,45.03
A,NR,AT121,1999,29.39
A,NR,AT121,2000,26.69
A,NR,AT121,2001,20.25
A,NR,AT121,2002,33.59
A,NR,AT121,2003,44.07
A,NR,AT121,2004,38.04
A,NR,AT121,2005,42.26
A,NR,AT121,2006,45.24
A,NR,AT121,2007,37.11
A,NR,AT121,2008,24.47
A,NR,AT121,2009,35.49
A,NR,AT121,2010,53.94
A,NR,AT121,2011,51.89
A,NR,AT121,2012,65.37
A,NR,AT122,1978,3.5
A,NR,AT122,1979,3.5
A,NR,AT122,1980,4.17
A,NR,AT122,1981,1.75
A,NR,AT122,1982,4.67
A,NR,AT122,1983,6.75
A,NR,AT122,1984,15.81
A,NR,AT122,1985,7.87
A,NR,AT122,1986,5.42
A,NR,AT122,1987,12.52
A,NR,AT122,1988,17.09
A,NR,AT122,1989,9.83
A,NR,AT122,1990,19.28
A,NR,AT122,1991,16.45
A,NR,AT122,1992,14.42
A,NR,AT122,1993,13.16
A,NR,AT122,1994,9.16
A,NR,AT122,1995,10.58
A,NR,AT122,1996,5.25
A,NR,AT122,1997,19.43
A,NR,AT122,1998,23.56
A,NR,AT122,1999,18.95
A,NR,AT122,2000,20.0
A,NR,AT122,2001,14.53
A,NR,AT122,2002,16.1
A,NR,AT122,2003,29.06
A,NR,AT122,2004,25.49
A,NR,AT122,2005,34.49
A,NR,AT122,2006,30.83
A,NR,AT122,2007,25.95
A,NR,AT122,2008,22.28
A,NR,AT122,2009,33.45
A,NR,AT122,2010,33.67
A,NR,AT122,2011,27.87
A,NR,AT122,2012,28.24
A,NR,AT123,1979,5.33
A,NR,AT123,1980,1.83
A,NR,AT123,1981,8.33
A,NR,AT123,1982,4.67
A,NR,AT123,1983,3.5
A,NR,AT123,1984,3.83
A,NR,AT123,1985,7.33
A,NR,AT123,1986,8.08
A,NR,AT123,1987,3.88
A,NR,AT123,1988,9.17
A,NR,AT123,1989,8.83
A,NR,AT123,1990,18.25
A,NR,AT123,1991,7.79
A,NR,AT123,1992,7.75
A,NR,AT123,1993,13.7
A,NR,AT123,1994,11.12
A,NR,AT123,1995,11.37
A,NR,AT123,1996,16.25
A,NR,AT123,1997,10.4
A,NR,AT123,1998,12.35
A,NR,AT123,1999,15.53
A,NR,AT123,2000,20.72
A,NR,AT123,2001,16.09
A,NR,AT123,2002,19.65
A,NR,AT123,2003,16.89
A,NR,AT123,2004,22.52
A,NR,AT123,2005,20.42
A,NR,AT123,2006,21.98
A,NR,AT123,2007,14.34
A,NR,AT123,2008,27.54
A,NR,AT123,2009,26.82
A,NR,AT123,2010,18.72
A,NR,AT123,2011,18.65
A,NR,AT123,2012,9.73
A,NR,AT124,1979,0.5
A,NR,AT124,1980,8.5
A,NR,AT124,1981,5.0
A,NR,AT124,1982,2.0
A,NR,AT124,1983,3.75
A,NR,AT124,1984,6.0
A,NR,AT124,1985,6.33
A,NR,AT124,1986,0.83
A,NR,AT124,1987,1.0
A,NR,AT124,1988,3.0
A,NR,AT124,1989,5.92
A,NR,AT124,1990,7.0
A,NR,AT124,1991,2.83
A,NR,AT124,1992,5.53
A,NR,AT124,1993,7.33
A,NR,AT124,1994,8.33
A,NR,AT124,1995,11.75
A,NR,AT124,1996,4.95
A,NR,AT124,1997,10.5
A,NR,AT124,1998,8.66
A,NR,AT124,1999,11.13
A,NR,AT124,2000,17.29
A,NR,AT124,2001,17.93
A,NR,AT124,2002,14.53
A,NR,AT124,2003,14.66
A,NR,AT124,2004,17.59
A,NR,AT124,2005,32.09
A,NR,AT124,2006,21.5
A,NR,AT124,2007,16.03
A,NR,AT124,2008,26.22
A,NR,AT124,2009,25.79
A,NR,AT124,2010,19.34
A,NR,AT124,2011,14.18
A,NR,AT124,2012,20.13
A,NR,AT125,1979,1.5
A,NR,AT125,1981,1.0
A,NR,AT125,1982,1.0
A,NR,AT125,1983,2.53
A,NR,AT125,1984,1.0
A,NR,AT125,1986,1.0
A,NR,AT125,1987,1.5
A,NR,AT125,1988,1.17
A,NR,AT125,1989,3.61
A,NR,AT125,1990,1.25
A,NR,AT125,1991,0.5
A,NR,AT125,1992,1.0
A,NR,AT125,1993,0.7
A,NR,AT125,1994,1.25
A,NR,AT125,1995,2.83
A,NR,AT125,1996,4.83
A,NR,AT125,1997,3.45
A,NR,AT125,1998,4.95
A,NR,AT125,1999,4.0
A,NR,AT125,2000,8.08
A,NR,AT125,2001,8.71
A,NR,AT125,2002,4.92
A,NR,AT125,2003,3.64
A,NR,AT125,2004,9.01
A,NR,AT125,2005,6.66
A,NR,AT125,2006,15.24
A,NR,AT125,2007,15.78
A,NR,AT125,2008,5.73
A,NR,AT125,2009,6.98
A,NR,AT125,2010,3.8
A,NR,AT125,2011,7.61
A,NR,AT125,2012,7.35
A,NR,AT126,1978,2.5
A,NR,AT126,1979,3.33
A,NR,AT126,1980,5.33
A,NR,AT126,1981,3.83
A,NR,AT126,1982,2.75
A,NR,AT126,1983,6.58
A,NR,AT126,1984,7.2
A,NR,AT126,1985,6.31
A,NR,AT126,1986,14.09
A,NR,AT126,1987,11.14
A,NR,AT126,1988,9.73
A,NR,AT126,1989,14.87
A,NR,AT126,1990,15.17
A,NR,AT126,1991,14.72
A,NR,AT126,1992,11.67
A,NR,AT126,1993,13.65
A,NR,AT126,1994,19.08
A,NR,AT126,1995,20.1
A,NR,AT126,1996,27.74
A,NR,AT126,1997,36.98
A,NR,AT126,1998,40.21
A,NR,AT126,1999,35.04
A,NR,AT126,2000,32.17
A,NR,AT126,2001,42.0
A,NR,AT126,2002,35.46
A,NR,AT126,2003,45.69
A,NR,AT126,2004,41.26
A,NR,AT126,2005,50.44
A,NR,AT126,2006,57.67
A,NR,AT126,2007,50.37
A,NR,AT126,2008,60.74
A,NR,AT126,2009,40.85
A,NR,AT126,2010,41.24
A,NR,AT126,2011,42.15
A,NR,AT126,2012,53.52
A,NR,AT127,1977,0.92
A,NR,AT127,1978,3.08
A,NR,AT127,1979,13.37
A,NR,AT127,1980,4.5
A,NR,AT127,1981,13.83
A,NR,AT127,1982,16.2
A,NR,AT127,1983,21.77
A,NR,AT127,1984,35.56
A,NR,AT127,1985,38.51
A,NR,AT127,1986,27.79
A,NR,AT127,1987,36.92
A,NR,AT127,1988,36.91
A,NR,AT127,1989,37.75
A,NR,AT127,1990,28.24
A,NR,AT127,1991,41.71
A,NR,AT127,1992,33.06
A,NR,AT127,1993,46.34
A,NR,AT127,1994,36.41
A,NR,AT127,1995,27.4
A,NR,AT127,1996,42.51
A,NR,AT127,1997,38.46
A,NR,AT127,1998,44.2
A,NR,AT127,1999,40.36
A,NR,AT127,2000,52.67
A,NR,AT127,2001,54.98
A,NR,AT127,2002,52.67
A,NR,AT127,2003,52.24
A,NR,AT127,2004,58.8
A,NR,AT127,2005,51.14
A,NR,AT127,2006,70.19
A,NR,AT127,2007,58.28
A,NR,AT127,2008,52.32
A,NR,AT127,2009,65.46
A,NR,AT127,2010,66.25
A,NR,AT127,2011,66.72
A,NR,AT127,2012,50.35
A,NR,AT13,1977,8.25
A,NR,AT13,1978,43.79
A,NR,AT13,1979,58.75
A,NR,AT13,1980,57.07
A,NR,AT13,1981,75.67
A,NR,AT13,1982,78.69
A,NR,AT13,1983,91.78
A,NR,AT13,1984,140.24
A,NR,AT13,1985,140.63
A,NR,AT13,1986,135.93
A,NR,AT13,1987,153.9
A,NR,AT13,1988,143.45
A,NR,AT13,1989,131.64
A,NR,AT13,1990,126.66
A,NR,AT13,1991,160.42
A,NR,AT13,1992,128.3
A,NR,AT13,1993,140.75
A,NR,AT13,1994,145.99
A,NR,AT13,1995,117.68
A,NR,AT13,1996,150.75
A,NR,AT13,1997,159.73
A,NR,AT13,1998,145.73
A,NR,AT13,1999,211.02
A,NR,AT13,2000,184.37
A,NR,AT13,2001,230.02
A,NR,AT13,2002,271.53
A,NR,AT13,2003,312.87
A,NR,AT13,2004,310.88
A,NR,AT13,2005,309.61
A,NR,AT13,2006,398.75
A,NR,AT13,2007,372.91
A,NR,AT13,2008,269.81
A,NR,AT13,2009,235.61
A,NR,AT13,2010,229.86
A,NR,AT13,2011,262.93
A,NR,AT13,2012,222.98
A,NR,AT130,1977,8.25
A,NR,AT130,1978,43.79
A,NR,AT130,1979,58.75
A,NR,AT130,1980,57.07
A,NR,AT130,1981,75.67
A,NR,AT130,1982,78.69
A,NR,AT130,1983,91.78
A,NR,AT130,1984,140.24
A,NR,AT130,1985,140.63
A,NR,AT130,1986,135.93
A,NR,AT130,1987,153.9
A,NR,AT130,1988,143.45
A,NR,AT130,1989,131.64
A,NR,AT130,1990,126.66
A,NR,AT130,1991,160.42
A,NR,AT130,1992,128.3
A,NR,AT130,1993,140.75
A,NR,AT130,1994,145.99
A,NR,AT130,1995,117.68
A,NR,AT130,1996,150.75
A,NR,AT130,1997,159.73
A,NR,AT130,1998,145.73
A,NR,AT130,1999,211.02
A,NR,AT130,2000,184.37
A,NR,AT130,2001,230.02
A,NR,AT130,2002,271.53
A,NR,AT130,2003,312.87
A,NR,AT130,2004,310.88
A,NR,AT130,2005,309.61
A,NR,AT130,2006,398.75
A,NR,AT130,2007,372.91
A,NR,AT130,2008,269.81
A,NR,AT130,2009,235.61
A,NR,AT130,2010,229.86
A,NR,AT130,2011,262.93
A,NR,AT130,2012,222.98
A,NR,AT2,1977,2.0
A,NR,AT2,1978,27.0
A,NR,AT2,1979,67.08
A,NR,AT2,1980,68.7
A,NR,AT2,1981,49.63
A,NR,AT2,1982,98.08
A,NR,AT2,1983,99.92
A,NR,AT2,1984,103.75
A,NR,AT2,1985,136.75
A,NR,AT2,1986,124.32
A,NR,AT2,1987,136.73
A,NR,AT2,1988,157.03
A,NR,AT2,1989,146.18
A,NR,AT2,1990,142.68
A,NR,AT2,1991,131.33
A,NR,AT2,1992,140.45
A,NR,AT2,1993,107.14
A,NR,AT2,1994,136.74
A,NR,AT2,1995,130.79
A,NR,AT2,1996,128.57
A,NR,AT2,1997,199.03
A,NR,AT2,1998,166.19
A,NR,AT2,1999,230.51
A,NR,AT2,2000,231.46
A,NR,AT2,2001,218.29
A,NR,AT2,2002,273.66
A,NR,AT2,2003,275.5
A,NR,AT2,2004,253.45
A,NR,AT2,2005,269.69
A,NR,AT2,2006,315.83
A,NR,AT2,2007,282.7
A,NR,AT2,2008,311.28
A,NR,AT2,2009,380.09
A,NR,AT2,2010,318.82
A,NR,AT2,2011,337.41
A,NR,AT2,2012,318.06
A,NR,AT21,1977,1.0
A,NR,AT21,1978,4.0
A,NR,AT21,1979,7.5
A,NR,AT21,1980,6.67
A,NR,AT21,1981,2.83
A,NR,AT21,1982,10.0
A,NR,AT21,1983,14.17
A,NR,AT21,1984,17.42
A,NR,AT21,1985,33.75
A,NR,AT21,1986,30.85
A,NR,AT21,1987,26.92
A,NR,AT21,1988,29.62
A,NR,AT21,1989,26.53
A,NR,AT21,1990,21.57
A,NR,AT21,1991,27.37
A,NR,AT21,1992,31.68
A,NR,AT21,1993,32.67
A,NR,AT21,1994,36.01
A,NR,AT21,1995,34.32
A,NR,AT21,1996,34.34
A,NR,AT21,1997,59.98
A,NR,AT21,1998,42.07
A,NR,AT21,1999,72.8
A,NR,AT21,2000,57.66
A,NR,AT21,2001,46.22
A,NR,AT21,2002,83.14
A,NR,AT21,2003,57.89
A,NR,AT21,2004,53.0
A,NR,AT21,2005,74.67
A,NR,AT21,2006,62.45
A,NR,AT21,2007,63.73
A,NR,AT21,2008,66.96
A,NR,AT21,2009,102.72
A,NR,AT21,2010,45.38
A,NR,AT21,2011,68.63
A,NR,AT21,2012,56.94
A,NR,AT211,1977,1.0
A,NR,AT211,1978,1.5
A,NR,AT211,1979,5.5
A,NR,AT211,1980,6.5
A,NR,AT211,1981,2.83
A,NR,AT211,1982,8.33
A,NR,AT211,1983,12.83
A,NR,AT211,1984,14.42
A,NR,AT211,1985,29.25
A,NR,AT211,1986,25.98
A,NR,AT211,1987,23.92
A,NR,AT211,1988,24.98
A,NR,AT211,1989,20.7
A,NR,AT211,1990,15.62
A,NR,AT211,1991,22.03
A,NR,AT211,1992,21.77
A,NR,AT211,1993,25.33
A,NR,AT211,1994,27.45
A,NR,AT211,1995,24.03
A,NR,AT211,1996,18.75
A,NR,AT211,1997,43.48
A,NR,AT211,1998,28.57
A,NR,AT211,1999,55.27
A,NR,AT211,2000,36.07
A,NR,AT211,2001,30.72
A,NR,AT211,2002,57.87
A,NR,AT211,2003,37.38
A,NR,AT211,2004,32.17
A,NR,AT211,2005,62.44
A,NR,AT211,2006,34.67
A,NR,AT211,2007,38.97
A,NR,AT211,2008,33.59
A,NR,AT211,2009,73.51
A,NR,AT211,2010,32.2
A,NR,AT211,2011,38.69
A,NR,AT211,2012,39.23
A,NR,AT212,1978,0.5
A,NR,AT212,1979,1.0
A,NR,AT212,1980,0.17
A,NR,AT212,1982,1.17
A,NR,AT212,1984,1.0
A,NR,AT212,1985,3.5
A,NR,AT212,1986,1.5
A,NR,AT212,1987,1.0
A,NR,AT212,1988,2.3
A,NR,AT212,1989,1.5
A,NR,AT212,1990,2.45
A,NR,AT212,1991,2.0
A,NR,AT212,1992,4.0
A,NR,AT212,1993,3.5
A,NR,AT212,1994,1.87
A,NR,AT212,1995,4.5
A,NR,AT212,1996,3.13
A,NR,AT212,1997,6.33
A,NR,AT212,1998,8.33
A,NR,AT212,1999,13.2
A,NR,AT212,2000,6.33
A,NR,AT212,2001,8.5
A,NR,AT212,2002,14.25
A,NR,AT212,2003,12.42
A,NR,AT212,2004,8.23
A,NR,AT212,2005,7.89
A,NR,AT212,2006,16.45
A,NR,AT212,2007,14.7
A,NR,AT212,2008,14.37
A,NR,AT212,2009,10.33
