freq,nace_r2,size_emp,indic_is,unit,geo,time,value,source_dataset
A,C,GE10,E_AWSELL,PC_ENT,DK03,2024,17.47,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,DK03,2025,21.69,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,DK04,2023,20.91,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,DK04,2024,29.8,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,DK04,2025,28.51,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,DK05,2023,13.94,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,DK05,2024,16.44,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,DK05,2025,18.65,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES11,2023,20.72,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES11,2024,15.4,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES11,2025,19.52,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES12,2023,24.77,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES12,2024,22.72,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES12,2025,23.53,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES13,2023,18.93,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES13,2024,31.58,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES13,2025,16.63,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES21,2023,21.06,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES21,2024,17.18,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES21,2025,11.04,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES22,2023,25.8,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES22,2024,15.99,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES22,2025,19.58,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES23,2023,26.1,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES23,2024,21.03,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES23,2025,24.19,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES24,2023,22.39,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES24,2024,16.1,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES24,2025,15.47,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES30,2023,19.7,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES30,2024,12.85,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES30,2025,21.19,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES41,2023,27.97,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES41,2024,25.71,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES41,2025,31.35,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES42,2023,31.97,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES42,2024,19.27,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES42,2025,29.13,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES43,2023,19.25,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES43,2024,20.29,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES43,2025,33.39,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES51,2023,24.77,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES51,2024,21.1,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES51,2025,23.37,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES52,2023,21.13,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES52,2024,25.43,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES52,2025,21.58,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES53,2023,23.03,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES53,2024,26.7,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES53,2025,15.51,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES61,2023,25.09,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES61,2024,37.93,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES61,2025,22.5,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES62,2023,24.6,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES62,2024,21.84,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES62,2025,19.35,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES63,2023,20.0,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES63,2024,11.11,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES63,2025,0.0,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES64,2023,0.0,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES64,2024,0.0,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES64,2025,33.33,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES70,2023,22.48,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES70,2024,14.47,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,ES70,2025,20.8,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HR02,2023,20.29,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HR02,2024,22.89,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HR02,2025,8.9,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HR03,2023,22.94,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HR03,2024,20.15,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HR03,2025,13.71,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HR05,2023,31.05,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HR05,2024,35.44,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HR05,2025,25.83,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HR06,2023,28.67,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HR06,2024,19.61,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HR06,2025,20.68,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HU11,2023,20.19,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HU11,2024,13.35,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HU11,2025,15.29,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HU12,2023,18.84,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HU12,2024,19.26,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HU12,2025,10.07,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HU21,2023,15.61,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HU21,2024,12.89,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HU21,2025,9.18,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HU22,2023,14.38,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HU22,2024,9.2,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HU22,2025,8.11,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HU23,2023,17.69,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HU23,2024,13.81,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HU23,2025,11.89,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HU31,2023,12.33,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HU31,2024,16.15,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HU31,2025,17.15,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HU32,2023,16.92,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HU32,2024,13.52,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HU32,2025,10.22,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HU33,2023,16.26,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HU33,2024,13.38,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,HU33,2025,12.83,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,LT01,2023,28.35,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,LT01,2024,32.02,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,LT01,2025,36.21,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,LT02,2023,23.06,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,LT02,2024,25.0,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,LT02,2025,27.64,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,NO02,2023,14.26,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,NO02,2024,13.99,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,NO02,2025,16.27,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,NO06,2023,16.23,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,NO06,2024,16.27,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,NO06,2025,18.51,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,NO07,2023,14.34,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,NO07,2024,16.07,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,NO07,2025,20.45,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,NO08,2023,20.22,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,NO08,2024,27.38,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,NO08,2025,19.18,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,NO09,2023,15.19,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,NO09,2024,20.1,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,NO09,2025,19.93,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,NO0A,2023,13.41,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,NO0A,2024,16.46,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,NO0A,2025,13.9,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,PL21,2025,15.27,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,PL22,2025,11.14,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,PL41,2025,14.69,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,PL42,2025,14.57,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,PL43,2025,11.02,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,PL51,2025,10.72,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,PL52,2025,12.08,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,PL61,2025,17.57,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,PL62,2025,7.16,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,PL63,2025,13.36,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,PL71,2025,14.01,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,PL72,2025,16.51,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,PL81,2025,11.51,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,PL82,2025,16.67,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,PL84,2025,12.98,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,PL91,2025,20.75,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,PL92,2025,9.11,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,RO11,2023,7.59,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,RO12,2023,9.95,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,RO21,2023,10.52,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,RO22,2023,6.03,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,RO31,2023,3.79,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,RO32,2023,17.15,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,RO41,2023,8.07,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,RO42,2023,11.13,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,SE12,2025,22.41,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,SE21,2025,17.35,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,SE22,2025,18.67,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,SE23,2025,23.28,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,SE33,2025,15.28,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,SI03,2023,11.9,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,SI03,2024,11.28,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,SI03,2025,13.72,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,SI04,2023,10.21,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,SI04,2024,11.65,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,SI04,2025,14.5,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,SK01,2023,8.1,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,SK01,2024,13.49,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,SK01,2025,12.0,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,SK02,2023,7.51,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,SK02,2024,8.64,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,SK02,2025,7.22,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,SK03,2023,14.05,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,SK03,2024,7.68,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,SK03,2025,12.45,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,SK04,2023,10.86,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,SK04,2024,7.04,isoc_r_ec_eseln2
A,C,GE10,E_AWSELL,PC_ENT,SK04,2025,9.31,isoc_r_ec_eseln2
A,C,GE10,E_DA,PC_ENT,AT12,2025,23.36,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,AT13,2025,28.15,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,AT21,2025,20.22,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,AT22,2025,23.12,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,AT31,2025,29.55,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,AT32,2025,18.47,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,AT33,2025,25.25,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,AT34,2025,30.75,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,BG31,2025,23.69,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,BG32,2025,18.07,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,BG33,2025,25.63,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,BG34,2025,15.89,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,BG41,2025,27.08,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,BG42,2025,22.8,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,CZ01,2025,54.2,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,CZ02,2025,51.06,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,CZ03,2025,51.13,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,CZ04,2025,45.01,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,CZ05,2025,48.97,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,CZ06,2025,54.1,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,CZ07,2025,54.63,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,CZ08,2025,51.01,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,DK01,2025,51.36,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,DK02,2025,56.86,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,DK03,2025,57.99,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,DK04,2025,73.43,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,DK05,2025,54.51,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,ES11,2025,40.09,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,ES12,2025,33.8,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,ES13,2025,38.38,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,ES21,2025,52.49,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,ES22,2025,55.89,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,ES23,2025,46.71,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,ES24,2025,50.93,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,ES30,2025,48.09,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,ES41,2025,45.43,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,ES42,2025,35.89,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,ES43,2025,24.6,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,ES51,2025,57.2,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,ES52,2025,50.24,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,ES53,2025,21.54,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,ES61,2025,42.72,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,ES62,2025,38.83,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,ES63,2025,14.29,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,ES64,2025,33.33,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,ES70,2025,41.57,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,HR02,2025,37.58,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,HR03,2025,35.57,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,HR05,2025,42.94,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,HR06,2025,45.92,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,HU11,2025,39.3,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,HU12,2025,41.85,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,HU21,2025,44.85,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,HU22,2025,39.13,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,HU23,2025,50.23,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,HU31,2025,47.65,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,HU32,2025,39.61,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,HU33,2025,36.2,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,LT01,2025,57.24,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,LT02,2025,52.86,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,NO02,2025,30.49,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,NO06,2025,39.09,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,NO07,2025,20.66,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,NO08,2025,40.58,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,NO09,2025,24.61,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,NO0A,2025,32.45,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,PL21,2025,20.49,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,PL22,2025,25.15,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,PL41,2025,24.54,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,PL42,2025,23.01,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,PL43,2025,23.0,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,PL51,2025,25.74,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,PL52,2025,21.3,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,PL61,2025,20.09,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,PL62,2025,20.57,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,PL63,2025,21.12,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,PL71,2025,18.33,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,PL72,2025,16.97,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,PL81,2025,25.28,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,PL82,2025,22.33,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,PL84,2025,24.37,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,PL91,2025,33.56,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,PL92,2025,19.2,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,SE12,2025,31.84,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,SE21,2025,45.34,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,SE22,2025,46.22,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,SE23,2025,43.1,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,SI03,2025,30.16,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,SI04,2025,37.71,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,SK01,2025,41.6,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,SK02,2025,38.33,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,SK03,2025,45.49,isoc_r_eb_dan2
A,C,GE10,E_DA,PC_ENT,SK04,2025,29.39,isoc_r_eb_dan2
