freq,unit,nace_r2,geo,time,value
A,CP_MEUR,B-E,AL,2008,824.54
A,CP_MEUR,B-E,AL,2009,828.02
A,CP_MEUR,B-E,AL,2010,1066.48
A,CP_MEUR,B-E,AL,2011,1055.46
A,CP_MEUR,B-E,AL,2012,1070.77
A,CP_MEUR,B-E,AL,2013,1190.25
A,CP_MEUR,B-E,AL,2014,1239.4
A,CP_MEUR,B-E,AL,2015,1312.15
A,CP_MEUR,B-E,AL,2016,1328.34
A,CP_MEUR,B-E,AL,2017,1289.63
A,CP_MEUR,B-E,AL,2018,1562.74
A,CP_MEUR,B-E,AL,2019,1627.48
A,CP_MEUR,B-E,AL,2020,1510.44
A,CP_MEUR,B-E,AL,2021,1674.22
A,CP_MEUR,B-E,AL,2022,2069.79
A,CP_MEUR,B-E,AL,2023,2502.4
A,CP_MEUR,B-E,AL0,2008,824.54
A,CP_MEUR,B-E,AL0,2009,828.02
A,CP_MEUR,B-E,AL0,2010,1066.48
A,CP_MEUR,B-E,AL0,2011,1055.46
A,CP_MEUR,B-E,AL0,2012,1070.77
A,CP_MEUR,B-E,AL0,2013,1190.25
A,CP_MEUR,B-E,AL0,2014,1239.4
A,CP_MEUR,B-E,AL0,2015,1312.15
A,CP_MEUR,B-E,AL0,2016,1328.34
A,CP_MEUR,B-E,AL0,2017,1289.63
A,CP_MEUR,B-E,AL0,2018,1562.74
A,CP_MEUR,B-E,AL0,2019,1627.48
A,CP_MEUR,B-E,AL0,2020,1510.44
A,CP_MEUR,B-E,AL0,2021,1674.22
A,CP_MEUR,B-E,AL0,2022,2069.79
A,CP_MEUR,B-E,AL0,2023,2502.4
A,CP_MEUR,B-E,AT,2000,46837.0
A,CP_MEUR,B-E,AT,2001,48794.0
A,CP_MEUR,B-E,AT,2002,48587.0
A,CP_MEUR,B-E,AT,2003,49240.0
A,CP_MEUR,B-E,AT,2004,51338.0
A,CP_MEUR,B-E,AT,2005,53898.0
A,CP_MEUR,B-E,AT,2006,57833.0
A,CP_MEUR,B-E,AT,2007,61447.0
A,CP_MEUR,B-E,AT,2008,62100.0
A,CP_MEUR,B-E,AT,2009,57816.0
A,CP_MEUR,B-E,AT,2010,59772.0
A,CP_MEUR,B-E,AT,2011,62914.0
A,CP_MEUR,B-E,AT,2012,64873.0
A,CP_MEUR,B-E,AT,2013,65332.0
A,CP_MEUR,B-E,AT,2014,66621.0
A,CP_MEUR,B-E,AT,2015,68437.0
A,CP_MEUR,B-E,AT,2016,72508.0
A,CP_MEUR,B-E,AT,2017,73898.0
A,CP_MEUR,B-E,AT,2018,76480.0
A,CP_MEUR,B-E,AT,2019,78099.0
A,CP_MEUR,B-E,AT,2020,73790.0
A,CP_MEUR,B-E,AT,2021,79973.0
A,CP_MEUR,B-E,AT,2022,89718.0
A,CP_MEUR,B-E,AT,2023,96275.0
A,CP_MEUR,B-E,AT,2024,93028.0
A,CP_MEUR,B-E,AT1,2000,16647.0
A,CP_MEUR,B-E,AT1,2001,16547.0
A,CP_MEUR,B-E,AT1,2002,16505.0
A,CP_MEUR,B-E,AT1,2003,16415.0
A,CP_MEUR,B-E,AT1,2004,17241.0
A,CP_MEUR,B-E,AT1,2005,17877.0
A,CP_MEUR,B-E,AT1,2006,18926.0
A,CP_MEUR,B-E,AT1,2007,19908.0
A,CP_MEUR,B-E,AT1,2008,20270.0
A,CP_MEUR,B-E,AT1,2009,19489.0
A,CP_MEUR,B-E,AT1,2010,19485.0
A,CP_MEUR,B-E,AT1,2011,19683.0
A,CP_MEUR,B-E,AT1,2012,20072.0
A,CP_MEUR,B-E,AT1,2013,20712.0
A,CP_MEUR,B-E,AT1,2014,20738.0
A,CP_MEUR,B-E,AT1,2015,20963.0
A,CP_MEUR,B-E,AT1,2016,22859.0
A,CP_MEUR,B-E,AT1,2017,22787.0
A,CP_MEUR,B-E,AT1,2018,22845.0
A,CP_MEUR,B-E,AT1,2019,22832.0
A,CP_MEUR,B-E,AT1,2020,21834.0
A,CP_MEUR,B-E,AT1,2021,23690.0
A,CP_MEUR,B-E,AT1,2022,25937.0
A,CP_MEUR,B-E,AT1,2023,28831.0
A,CP_MEUR,B-E,AT1,2024,27886.0
A,CP_MEUR,B-E,AT11,2000,1045.0
A,CP_MEUR,B-E,AT11,2001,1096.0
A,CP_MEUR,B-E,AT11,2002,1121.0
A,CP_MEUR,B-E,AT11,2003,1043.0
A,CP_MEUR,B-E,AT11,2004,1068.0
A,CP_MEUR,B-E,AT11,2005,1013.0
A,CP_MEUR,B-E,AT11,2006,1054.0
A,CP_MEUR,B-E,AT11,2007,1113.0
A,CP_MEUR,B-E,AT11,2008,1075.0
A,CP_MEUR,B-E,AT11,2009,1133.0
A,CP_MEUR,B-E,AT11,2010,1236.0
A,CP_MEUR,B-E,AT11,2011,1247.0
A,CP_MEUR,B-E,AT11,2012,1252.0
A,CP_MEUR,B-E,AT11,2013,1342.0
A,CP_MEUR,B-E,AT11,2014,1345.0
A,CP_MEUR,B-E,AT11,2015,1388.0
A,CP_MEUR,B-E,AT11,2016,1409.0
A,CP_MEUR,B-E,AT11,2017,1440.0
A,CP_MEUR,B-E,AT11,2018,1445.0
A,CP_MEUR,B-E,AT11,2019,1488.0
A,CP_MEUR,B-E,AT11,2020,1372.0
A,CP_MEUR,B-E,AT11,2021,1407.0
A,CP_MEUR,B-E,AT11,2022,1681.0
A,CP_MEUR,B-E,AT11,2023,1912.0
A,CP_MEUR,B-E,AT11,2024,1791.0
A,CP_MEUR,B-E,AT111,2000,107.0
A,CP_MEUR,B-E,AT111,2001,127.0
A,CP_MEUR,B-E,AT111,2002,120.0
A,CP_MEUR,B-E,AT111,2003,121.0
A,CP_MEUR,B-E,AT111,2004,124.0
A,CP_MEUR,B-E,AT111,2005,137.0
A,CP_MEUR,B-E,AT111,2006,141.0
A,CP_MEUR,B-E,AT111,2007,139.0
A,CP_MEUR,B-E,AT111,2008,131.0
A,CP_MEUR,B-E,AT111,2009,146.0
A,CP_MEUR,B-E,AT111,2010,148.0
A,CP_MEUR,B-E,AT111,2011,154.0
A,CP_MEUR,B-E,AT111,2012,164.0
A,CP_MEUR,B-E,AT111,2013,177.0
A,CP_MEUR,B-E,AT111,2014,156.0
A,CP_MEUR,B-E,AT111,2015,172.0
A,CP_MEUR,B-E,AT111,2016,192.0
A,CP_MEUR,B-E,AT111,2017,200.0
A,CP_MEUR,B-E,AT111,2018,184.0
A,CP_MEUR,B-E,AT111,2019,188.0
A,CP_MEUR,B-E,AT111,2020,182.0
A,CP_MEUR,B-E,AT111,2021,183.0
A,CP_MEUR,B-E,AT111,2022,205.0
A,CP_MEUR,B-E,AT111,2023,216.0
A,CP_MEUR,B-E,AT112,2000,441.0
A,CP_MEUR,B-E,AT112,2001,456.0
A,CP_MEUR,B-E,AT112,2002,476.0
A,CP_MEUR,B-E,AT112,2003,462.0
A,CP_MEUR,B-E,AT112,2004,520.0
A,CP_MEUR,B-E,AT112,2005,494.0
A,CP_MEUR,B-E,AT112,2006,555.0
A,CP_MEUR,B-E,AT112,2007,582.0
A,CP_MEUR,B-E,AT112,2008,582.0
A,CP_MEUR,B-E,AT112,2009,624.0
A,CP_MEUR,B-E,AT112,2010,680.0
A,CP_MEUR,B-E,AT112,2011,652.0
A,CP_MEUR,B-E,AT112,2012,675.0
A,CP_MEUR,B-E,AT112,2013,746.0
A,CP_MEUR,B-E,AT112,2014,765.0
A,CP_MEUR,B-E,AT112,2015,777.0
A,CP_MEUR,B-E,AT112,2016,761.0
A,CP_MEUR,B-E,AT112,2017,792.0
A,CP_MEUR,B-E,AT112,2018,794.0
A,CP_MEUR,B-E,AT112,2019,835.0
A,CP_MEUR,B-E,AT112,2020,782.0
A,CP_MEUR,B-E,AT112,2021,790.0
A,CP_MEUR,B-E,AT112,2022,1040.0
A,CP_MEUR,B-E,AT112,2023,1260.0
A,CP_MEUR,B-E,AT113,2000,497.0
A,CP_MEUR,B-E,AT113,2001,513.0
A,CP_MEUR,B-E,AT113,2002,526.0
A,CP_MEUR,B-E,AT113,2003,460.0
A,CP_MEUR,B-E,AT113,2004,424.0
A,CP_MEUR,B-E,AT113,2005,382.0
A,CP_MEUR,B-E,AT113,2006,358.0
A,CP_MEUR,B-E,AT113,2007,391.0
A,CP_MEUR,B-E,AT113,2008,362.0
A,CP_MEUR,B-E,AT113,2009,363.0
A,CP_MEUR,B-E,AT113,2010,408.0
A,CP_MEUR,B-E,AT113,2011,441.0
A,CP_MEUR,B-E,AT113,2012,412.0
A,CP_MEUR,B-E,AT113,2013,419.0
A,CP_MEUR,B-E,AT113,2014,424.0
A,CP_MEUR,B-E,AT113,2015,439.0
A,CP_MEUR,B-E,AT113,2016,457.0
A,CP_MEUR,B-E,AT113,2017,448.0
A,CP_MEUR,B-E,AT113,2018,467.0
A,CP_MEUR,B-E,AT113,2019,465.0
A,CP_MEUR,B-E,AT113,2020,408.0
A,CP_MEUR,B-E,AT113,2021,434.0
A,CP_MEUR,B-E,AT113,2022,436.0
A,CP_MEUR,B-E,AT113,2023,435.0
A,CP_MEUR,B-E,AT12,2000,8908.0
A,CP_MEUR,B-E,AT12,2001,8670.0
A,CP_MEUR,B-E,AT12,2002,8346.0
A,CP_MEUR,B-E,AT12,2003,8324.0
A,CP_MEUR,B-E,AT12,2004,9140.0
A,CP_MEUR,B-E,AT12,2005,9417.0
A,CP_MEUR,B-E,AT12,2006,9945.0
A,CP_MEUR,B-E,AT12,2007,10676.0
A,CP_MEUR,B-E,AT12,2008,10683.0
A,CP_MEUR,B-E,AT12,2009,9897.0
A,CP_MEUR,B-E,AT12,2010,9891.0
A,CP_MEUR,B-E,AT12,2011,10519.0
A,CP_MEUR,B-E,AT12,2012,10985.0
A,CP_MEUR,B-E,AT12,2013,10952.0
A,CP_MEUR,B-E,AT12,2014,11168.0
A,CP_MEUR,B-E,AT12,2015,11332.0
A,CP_MEUR,B-E,AT12,2016,12033.0
A,CP_MEUR,B-E,AT12,2017,12393.0
A,CP_MEUR,B-E,AT12,2018,12607.0
A,CP_MEUR,B-E,AT12,2019,13244.0
A,CP_MEUR,B-E,AT12,2020,11904.0
A,CP_MEUR,B-E,AT12,2021,12763.0
A,CP_MEUR,B-E,AT12,2022,14806.0
A,CP_MEUR,B-E,AT12,2023,15485.0
A,CP_MEUR,B-E,AT12,2024,14740.0
A,CP_MEUR,B-E,AT121,2000,1352.0
A,CP_MEUR,B-E,AT121,2001,1442.0
A,CP_MEUR,B-E,AT121,2002,1426.0
A,CP_MEUR,B-E,AT121,2003,1431.0
A,CP_MEUR,B-E,AT121,2004,1478.0
A,CP_MEUR,B-E,AT121,2005,1573.0
A,CP_MEUR,B-E,AT121,2006,1761.0
A,CP_MEUR,B-E,AT121,2007,2012.0
A,CP_MEUR,B-E,AT121,2008,1938.0
A,CP_MEUR,B-E,AT121,2009,1791.0
A,CP_MEUR,B-E,AT121,2010,1715.0
A,CP_MEUR,B-E,AT121,2011,1873.0
A,CP_MEUR,B-E,AT121,2012,1924.0
A,CP_MEUR,B-E,AT121,2013,2051.0
A,CP_MEUR,B-E,AT121,2014,2035.0
A,CP_MEUR,B-E,AT121,2015,2219.0
A,CP_MEUR,B-E,AT121,2016,2412.0
A,CP_MEUR,B-E,AT121,2017,2607.0
A,CP_MEUR,B-E,AT121,2018,2564.0
A,CP_MEUR,B-E,AT121,2019,2634.0
A,CP_MEUR,B-E,AT121,2020,2451.0
A,CP_MEUR,B-E,AT121,2021,2450.0
A,CP_MEUR,B-E,AT121,2022,2723.0
A,CP_MEUR,B-E,AT121,2023,2740.0
A,CP_MEUR,B-E,AT122,2000,1477.0
A,CP_MEUR,B-E,AT122,2001,1507.0
A,CP_MEUR,B-E,AT122,2002,1505.0
A,CP_MEUR,B-E,AT122,2003,1547.0
A,CP_MEUR,B-E,AT122,2004,1551.0
A,CP_MEUR,B-E,AT122,2005,1562.0
A,CP_MEUR,B-E,AT122,2006,1770.0
A,CP_MEUR,B-E,AT122,2007,1866.0
A,CP_MEUR,B-E,AT122,2008,1836.0
A,CP_MEUR,B-E,AT122,2009,1618.0
A,CP_MEUR,B-E,AT122,2010,1656.0
A,CP_MEUR,B-E,AT122,2011,1751.0
A,CP_MEUR,B-E,AT122,2012,1804.0
A,CP_MEUR,B-E,AT122,2013,1803.0
A,CP_MEUR,B-E,AT122,2014,1925.0
A,CP_MEUR,B-E,AT122,2015,1929.0
A,CP_MEUR,B-E,AT122,2016,2018.0
A,CP_MEUR,B-E,AT122,2017,2002.0
A,CP_MEUR,B-E,AT122,2018,2117.0
A,CP_MEUR,B-E,AT122,2019,2142.0
A,CP_MEUR,B-E,AT122,2020,2030.0
A,CP_MEUR,B-E,AT122,2021,1984.0
A,CP_MEUR,B-E,AT122,2022,2227.0
A,CP_MEUR,B-E,AT122,2023,2390.0
A,CP_MEUR,B-E,AT123,2000,815.0
A,CP_MEUR,B-E,AT123,2001,812.0
A,CP_MEUR,B-E,AT123,2002,772.0
A,CP_MEUR,B-E,AT123,2003,777.0
A,CP_MEUR,B-E,AT123,2004,787.0
A,CP_MEUR,B-E,AT123,2005,831.0
A,CP_MEUR,B-E,AT123,2006,825.0
A,CP_MEUR,B-E,AT123,2007,904.0
A,CP_MEUR,B-E,AT123,2008,876.0
A,CP_MEUR,B-E,AT123,2009,889.0
A,CP_MEUR,B-E,AT123,2010,907.0
A,CP_MEUR,B-E,AT123,2011,967.0
A,CP_MEUR,B-E,AT123,2012,968.0
A,CP_MEUR,B-E,AT123,2013,988.0
A,CP_MEUR,B-E,AT123,2014,944.0
A,CP_MEUR,B-E,AT123,2015,1016.0
A,CP_MEUR,B-E,AT123,2016,1039.0
A,CP_MEUR,B-E,AT123,2017,986.0
A,CP_MEUR,B-E,AT123,2018,974.0
A,CP_MEUR,B-E,AT123,2019,1040.0
A,CP_MEUR,B-E,AT123,2020,993.0
A,CP_MEUR,B-E,AT123,2021,953.0
A,CP_MEUR,B-E,AT123,2022,1167.0
A,CP_MEUR,B-E,AT123,2023,1217.0
A,CP_MEUR,B-E,AT124,2000,948.0
A,CP_MEUR,B-E,AT124,2001,917.0
A,CP_MEUR,B-E,AT124,2002,901.0
A,CP_MEUR,B-E,AT124,2003,910.0
A,CP_MEUR,B-E,AT124,2004,979.0
A,CP_MEUR,B-E,AT124,2005,952.0
A,CP_MEUR,B-E,AT124,2006,956.0
A,CP_MEUR,B-E,AT124,2007,1016.0
A,CP_MEUR,B-E,AT124,2008,1009.0
A,CP_MEUR,B-E,AT124,2009,978.0
A,CP_MEUR,B-E,AT124,2010,978.0
A,CP_MEUR,B-E,AT124,2011,998.0
A,CP_MEUR,B-E,AT124,2012,1008.0
A,CP_MEUR,B-E,AT124,2013,1026.0
A,CP_MEUR,B-E,AT124,2014,1082.0
A,CP_MEUR,B-E,AT124,2015,1144.0
A,CP_MEUR,B-E,AT124,2016,1195.0
A,CP_MEUR,B-E,AT124,2017,1221.0
A,CP_MEUR,B-E,AT124,2018,1248.0
A,CP_MEUR,B-E,AT124,2019,1301.0
A,CP_MEUR,B-E,AT124,2020,1255.0
A,CP_MEUR,B-E,AT124,2021,1346.0
A,CP_MEUR,B-E,AT124,2022,1497.0
A,CP_MEUR,B-E,AT124,2023,1684.0
A,CP_MEUR,B-E,AT125,2000,275.0
A,CP_MEUR,B-E,AT125,2001,265.0
A,CP_MEUR,B-E,AT125,2002,253.0
A,CP_MEUR,B-E,AT125,2003,243.0
A,CP_MEUR,B-E,AT125,2004,267.0
A,CP_MEUR,B-E,AT125,2005,267.0
A,CP_MEUR,B-E,AT125,2006,274.0
A,CP_MEUR,B-E,AT125,2007,321.0
A,CP_MEUR,B-E,AT125,2008,355.0
A,CP_MEUR,B-E,AT125,2009,362.0
A,CP_MEUR,B-E,AT125,2010,340.0
A,CP_MEUR,B-E,AT125,2011,377.0
A,CP_MEUR,B-E,AT125,2012,419.0
A,CP_MEUR,B-E,AT125,2013,424.0
A,CP_MEUR,B-E,AT125,2014,459.0
A,CP_MEUR,B-E,AT125,2015,479.0
A,CP_MEUR,B-E,AT125,2016,489.0
A,CP_MEUR,B-E,AT125,2017,557.0
A,CP_MEUR,B-E,AT125,2018,544.0
A,CP_MEUR,B-E,AT125,2019,578.0
A,CP_MEUR,B-E,AT125,2020,537.0
A,CP_MEUR,B-E,AT125,2021,550.0
A,CP_MEUR,B-E,AT125,2022,654.0
A,CP_MEUR,B-E,AT125,2023,853.0
A,CP_MEUR,B-E,AT126,2000,1353.0
A,CP_MEUR,B-E,AT126,2001,1391.0
A,CP_MEUR,B-E,AT126,2002,1371.0
A,CP_MEUR,B-E,AT126,2003,1333.0
A,CP_MEUR,B-E,AT126,2004,1554.0
A,CP_MEUR,B-E,AT126,2005,1585.0
A,CP_MEUR,B-E,AT126,2006,1766.0
A,CP_MEUR,B-E,AT126,2007,1817.0
A,CP_MEUR,B-E,AT126,2008,2104.0
A,CP_MEUR,B-E,AT126,2009,1893.0
A,CP_MEUR,B-E,AT126,2010,1801.0
A,CP_MEUR,B-E,AT126,2011,2075.0
A,CP_MEUR,B-E,AT126,2012,2226.0
A,CP_MEUR,B-E,AT126,2013,2182.0
A,CP_MEUR,B-E,AT126,2014,2121.0
A,CP_MEUR,B-E,AT126,2015,1886.0
A,CP_MEUR,B-E,AT126,2016,1791.0
A,CP_MEUR,B-E,AT126,2017,1844.0
A,CP_MEUR,B-E,AT126,2018,1853.0
A,CP_MEUR,B-E,AT126,2019,1920.0
A,CP_MEUR,B-E,AT126,2020,1681.0
A,CP_MEUR,B-E,AT126,2021,2079.0
A,CP_MEUR,B-E,AT126,2022,3009.0
A,CP_MEUR,B-E,AT126,2023,2819.0
A,CP_MEUR,B-E,AT127,2000,2688.0
A,CP_MEUR,B-E,AT127,2001,2336.0
A,CP_MEUR,B-E,AT127,2002,2117.0
A,CP_MEUR,B-E,AT127,2003,2084.0
A,CP_MEUR,B-E,AT127,2004,2524.0
A,CP_MEUR,B-E,AT127,2005,2647.0
A,CP_MEUR,B-E,AT127,2006,2592.0
A,CP_MEUR,B-E,AT127,2007,2740.0
A,CP_MEUR,B-E,AT127,2008,2563.0
A,CP_MEUR,B-E,AT127,2009,2365.0
A,CP_MEUR,B-E,AT127,2010,2495.0
A,CP_MEUR,B-E,AT127,2011,2477.0
A,CP_MEUR,B-E,AT127,2012,2637.0
A,CP_MEUR,B-E,AT127,2013,2478.0
A,CP_MEUR,B-E,AT127,2014,2602.0
A,CP_MEUR,B-E,AT127,2015,2658.0
A,CP_MEUR,B-E,AT127,2016,3090.0
A,CP_MEUR,B-E,AT127,2017,3177.0
A,CP_MEUR,B-E,AT127,2018,3307.0
A,CP_MEUR,B-E,AT127,2019,3629.0
A,CP_MEUR,B-E,AT127,2020,2958.0
A,CP_MEUR,B-E,AT127,2021,3401.0
A,CP_MEUR,B-E,AT127,2022,3529.0
A,CP_MEUR,B-E,AT127,2023,3782.0
A,CP_MEUR,B-E,AT13,2000,6694.0
A,CP_MEUR,B-E,AT13,2001,6780.0
A,CP_MEUR,B-E,AT13,2002,7038.0
A,CP_MEUR,B-E,AT13,2003,7048.0
A,CP_MEUR,B-E,AT13,2004,7033.0
A,CP_MEUR,B-E,AT13,2005,7447.0
A,CP_MEUR,B-E,AT13,2006,7927.0
A,CP_MEUR,B-E,AT13,2007,8119.0
A,CP_MEUR,B-E,AT13,2008,8513.0
A,CP_MEUR,B-E,AT13,2009,8459.0
A,CP_MEUR,B-E,AT13,2010,8357.0
A,CP_MEUR,B-E,AT13,2011,7917.0
A,CP_MEUR,B-E,AT13,2012,7835.0
A,CP_MEUR,B-E,AT13,2013,8419.0
A,CP_MEUR,B-E,AT13,2014,8225.0
A,CP_MEUR,B-E,AT13,2015,8243.0
A,CP_MEUR,B-E,AT13,2016,9416.0
A,CP_MEUR,B-E,AT13,2017,8955.0
A,CP_MEUR,B-E,AT13,2018,8793.0
A,CP_MEUR,B-E,AT13,2019,8099.0
A,CP_MEUR,B-E,AT13,2020,8559.0
A,CP_MEUR,B-E,AT13,2021,9520.0
A,CP_MEUR,B-E,AT13,2022,9450.0
A,CP_MEUR,B-E,AT13,2023,11434.0
A,CP_MEUR,B-E,AT13,2024,11355.0
A,CP_MEUR,B-E,AT130,2000,6694.0
A,CP_MEUR,B-E,AT130,2001,6780.0
A,CP_MEUR,B-E,AT130,2002,7038.0
A,CP_MEUR,B-E,AT130,2003,7048.0
A,CP_MEUR,B-E,AT130,2004,7033.0
A,CP_MEUR,B-E,AT130,2005,7447.0
A,CP_MEUR,B-E,AT130,2006,7927.0
A,CP_MEUR,B-E,AT130,2007,8119.0
A,CP_MEUR,B-E,AT130,2008,8513.0
A,CP_MEUR,B-E,AT130,2009,8459.0
A,CP_MEUR,B-E,AT130,2010,8357.0
A,CP_MEUR,B-E,AT130,2011,7917.0
A,CP_MEUR,B-E,AT130,2012,7835.0
A,CP_MEUR,B-E,AT130,2013,8419.0
A,CP_MEUR,B-E,AT130,2014,8225.0
A,CP_MEUR,B-E,AT130,2015,8243.0
A,CP_MEUR,B-E,AT130,2016,9416.0
A,CP_MEUR,B-E,AT130,2017,8955.0
A,CP_MEUR,B-E,AT130,2018,8793.0
A,CP_MEUR,B-E,AT130,2019,8099.0
A,CP_MEUR,B-E,AT130,2020,8559.0
A,CP_MEUR,B-E,AT130,2021,9520.0
A,CP_MEUR,B-E,AT130,2022,9450.0
A,CP_MEUR,B-E,AT130,2023,11434.0
A,CP_MEUR,B-E,AT2,2000,10111.0
A,CP_MEUR,B-E,AT2,2001,10804.0
A,CP_MEUR,B-E,AT2,2002,10626.0
A,CP_MEUR,B-E,AT2,2003,11170.0
A,CP_MEUR,B-E,AT2,2004,11628.0
A,CP_MEUR,B-E,AT2,2005,11790.0
A,CP_MEUR,B-E,AT2,2006,12793.0
A,CP_MEUR,B-E,AT2,2007,13841.0
A,CP_MEUR,B-E,AT2,2008,13803.0
A,CP_MEUR,B-E,AT2,2009,12418.0
A,CP_MEUR,B-E,AT2,2010,12792.0
A,CP_MEUR,B-E,AT2,2011,13759.0
A,CP_MEUR,B-E,AT2,2012,14467.0
A,CP_MEUR,B-E,AT2,2013,13928.0
A,CP_MEUR,B-E,AT2,2014,14568.0
A,CP_MEUR,B-E,AT2,2015,14876.0
A,CP_MEUR,B-E,AT2,2016,15748.0
A,CP_MEUR,B-E,AT2,2017,16597.0
A,CP_MEUR,B-E,AT2,2018,17422.0
A,CP_MEUR,B-E,AT2,2019,18136.0
A,CP_MEUR,B-E,AT2,2020,16856.0
A,CP_MEUR,B-E,AT2,2021,18160.0
A,CP_MEUR,B-E,AT2,2022,21261.0
A,CP_MEUR,B-E,AT2,2023,23019.0
A,CP_MEUR,B-E,AT2,2024,22120.0
A,CP_MEUR,B-E,AT21,2000,2818.0
A,CP_MEUR,B-E,AT21,2001,2976.0
A,CP_MEUR,B-E,AT21,2002,3002.0
A,CP_MEUR,B-E,AT21,2003,3070.0
A,CP_MEUR,B-E,AT21,2004,3319.0
A,CP_MEUR,B-E,AT21,2005,3363.0
A,CP_MEUR,B-E,AT21,2006,3508.0
A,CP_MEUR,B-E,AT21,2007,3768.0
A,CP_MEUR,B-E,AT21,2008,3770.0
A,CP_MEUR,B-E,AT21,2009,3328.0
A,CP_MEUR,B-E,AT21,2010,3597.0
A,CP_MEUR,B-E,AT21,2011,3833.0
A,CP_MEUR,B-E,AT21,2012,3966.0
A,CP_MEUR,B-E,AT21,2013,3929.0
A,CP_MEUR,B-E,AT21,2014,4238.0
A,CP_MEUR,B-E,AT21,2015,4220.0
A,CP_MEUR,B-E,AT21,2016,4438.0
A,CP_MEUR,B-E,AT21,2017,4648.0
A,CP_MEUR,B-E,AT21,2018,5080.0
A,CP_MEUR,B-E,AT21,2019,5228.0
A,CP_MEUR,B-E,AT21,2020,5148.0
A,CP_MEUR,B-E,AT21,2021,5598.0
A,CP_MEUR,B-E,AT21,2022,7096.0
A,CP_MEUR,B-E,AT21,2023,8286.0
A,CP_MEUR,B-E,AT21,2024,7451.0
A,CP_MEUR,B-E,AT211,2000,1471.0
A,CP_MEUR,B-E,AT211,2001,1559.0
A,CP_MEUR,B-E,AT211,2002,1527.0
A,CP_MEUR,B-E,AT211,2003,1529.0
A,CP_MEUR,B-E,AT211,2004,1662.0
A,CP_MEUR,B-E,AT211,2005,1706.0
A,CP_MEUR,B-E,AT211,2006,1683.0
A,CP_MEUR,B-E,AT211,2007,1808.0
A,CP_MEUR,B-E,AT211,2008,1817.0
A,CP_MEUR,B-E,AT211,2009,1566.0
A,CP_MEUR,B-E,AT211,2010,1807.0
A,CP_MEUR,B-E,AT211,2011,1955.0
A,CP_MEUR,B-E,AT211,2012,1999.0
A,CP_MEUR,B-E,AT211,2013,1998.0
A,CP_MEUR,B-E,AT211,2014,2118.0
A,CP_MEUR,B-E,AT211,2015,2138.0
A,CP_MEUR,B-E,AT211,2016,2245.0
A,CP_MEUR,B-E,AT211,2017,2512.0
A,CP_MEUR,B-E,AT211,2018,2747.0
A,CP_MEUR,B-E,AT211,2019,2827.0
A,CP_MEUR,B-E,AT211,2020,2867.0
A,CP_MEUR,B-E,AT211,2021,3124.0
A,CP_MEUR,B-E,AT211,2022,3847.0
A,CP_MEUR,B-E,AT211,2023,4472.0
A,CP_MEUR,B-E,AT212,2000,524.0
A,CP_MEUR,B-E,AT212,2001,515.0
A,CP_MEUR,B-E,AT212,2002,539.0
A,CP_MEUR,B-E,AT212,2003,519.0
A,CP_MEUR,B-E,AT212,2004,573.0
A,CP_MEUR,B-E,AT212,2005,574.0
A,CP_MEUR,B-E,AT212,2006,618.0
A,CP_MEUR,B-E,AT212,2007,679.0
A,CP_MEUR,B-E,AT212,2008,704.0
A,CP_MEUR,B-E,AT212,2009,678.0
A,CP_MEUR,B-E,AT212,2010,568.0
A,CP_MEUR,B-E,AT212,2011,546.0
A,CP_MEUR,B-E,AT212,2012,582.0
A,CP_MEUR,B-E,AT212,2013,547.0
A,CP_MEUR,B-E,AT212,2014,599.0
A,CP_MEUR,B-E,AT212,2015,565.0
A,CP_MEUR,B-E,AT212,2016,612.0
A,CP_MEUR,B-E,AT212,2017,595.0
A,CP_MEUR,B-E,AT212,2018,626.0
A,CP_MEUR,B-E,AT212,2019,687.0
A,CP_MEUR,B-E,AT212,2020,712.0
A,CP_MEUR,B-E,AT212,2021,760.0
A,CP_MEUR,B-E,AT212,2022,1071.0
A,CP_MEUR,B-E,AT212,2023,1388.0
A,CP_MEUR,B-E,AT213,2000,822.0
A,CP_MEUR,B-E,AT213,2001,902.0
A,CP_MEUR,B-E,AT213,2002,936.0
A,CP_MEUR,B-E,AT213,2003,1022.0
A,CP_MEUR,B-E,AT213,2004,1084.0
A,CP_MEUR,B-E,AT213,2005,1083.0
A,CP_MEUR,B-E,AT213,2006,1207.0
A,CP_MEUR,B-E,AT213,2007,1281.0
A,CP_MEUR,B-E,AT213,2008,1249.0
A,CP_MEUR,B-E,AT213,2009,1084.0
A,CP_MEUR,B-E,AT213,2010,1221.0
A,CP_MEUR,B-E,AT213,2011,1333.0
A,CP_MEUR,B-E,AT213,2012,1384.0
A,CP_MEUR,B-E,AT213,2013,1384.0
A,CP_MEUR,B-E,AT213,2014,1521.0
A,CP_MEUR,B-E,AT213,2015,1517.0
A,CP_MEUR,B-E,AT213,2016,1580.0
A,CP_MEUR,B-E,AT213,2017,1541.0
A,CP_MEUR,B-E,AT213,2018,1708.0
A,CP_MEUR,B-E,AT213,2019,1713.0
A,CP_MEUR,B-E,AT213,2020,1568.0
A,CP_MEUR,B-E,AT213,2021,1714.0
A,CP_MEUR,B-E,AT213,2022,2177.0
A,CP_MEUR,B-E,AT213,2023,2426.0
A,CP_MEUR,B-E,AT22,2000,7293.0
A,CP_MEUR,B-E,AT22,2001,7827.0
