freq,siec,unit,geo,time,value
A,TOTAL,PC,SI,2021,48.6
A,TOTAL,PC,SI,2022,53.91
A,TOTAL,PC,SI,2023,49.26
A,TOTAL,PC,SI,2024,46.382
A,TOTAL,PC,SK,2000,65.065
A,TOTAL,PC,SK,2001,62.537
A,TOTAL,PC,SK,2002,64.476
A,TOTAL,PC,SK,2003,64.918
A,TOTAL,PC,SK,2004,68.18
A,TOTAL,PC,SK,2005,65.99
A,TOTAL,PC,SK,2006,64.344
A,TOTAL,PC,SK,2007,69.736
A,TOTAL,PC,SK,2008,65.842
A,TOTAL,PC,SK,2009,67.692
A,TOTAL,PC,SK,2010,61.942
A,TOTAL,PC,SK,2011,63.462
A,TOTAL,PC,SK,2012,58.952
A,TOTAL,PC,SK,2013,58.4
A,TOTAL,PC,SK,2014,60.698
A,TOTAL,PC,SK,2015,58.013
A,TOTAL,PC,SK,2016,58.206
A,TOTAL,PC,SK,2017,62.541
A,TOTAL,PC,SK,2018,61.905
A,TOTAL,PC,SK,2019,69.785
A,TOTAL,PC,SK,2020,56.329
A,TOTAL,PC,SK,2021,52.584
A,TOTAL,PC,SK,2022,69.595
A,TOTAL,PC,SK,2023,58.41
A,TOTAL,PC,SK,2024,53.501
A,TOTAL,PC,TR,2000,65.384
A,TOTAL,PC,TR,2001,64.574
A,TOTAL,PC,TR,2002,67.567
A,TOTAL,PC,TR,2003,70.507
A,TOTAL,PC,TR,2004,70.222
A,TOTAL,PC,TR,2005,71.68
A,TOTAL,PC,TR,2006,72.792
A,TOTAL,PC,TR,2007,74.154
A,TOTAL,PC,TR,2008,72.379
A,TOTAL,PC,TR,2009,70.375
A,TOTAL,PC,TR,2010,70.651
A,TOTAL,PC,TR,2011,71.111
A,TOTAL,PC,TR,2012,75.623
A,TOTAL,PC,TR,2013,75.374
A,TOTAL,PC,TR,2014,76.293
A,TOTAL,PC,TR,2015,77.875
A,TOTAL,PC,TR,2016,75.481
A,TOTAL,PC,TR,2017,77.17
A,TOTAL,PC,TR,2018,73.787
A,TOTAL,PC,TR,2019,69.947
A,TOTAL,PC,TR,2020,70.644
A,TOTAL,PC,TR,2021,70.89
A,TOTAL,PC,TR,2022,71.168
A,TOTAL,PC,TR,2023,69.983
A,TOTAL,PC,TR,2024,68.11
A,TOTAL,PC,UA,2000,43.052
A,TOTAL,PC,UA,2001,43.266
A,TOTAL,PC,UA,2002,43.599
A,TOTAL,PC,UA,2003,46.5
A,TOTAL,PC,UA,2004,45.282
A,TOTAL,PC,UA,2005,42.308
A,TOTAL,PC,UA,2006,41.476
A,TOTAL,PC,UA,2007,40.904
A,TOTAL,PC,UA,2008,42.416
A,TOTAL,PC,UA,2009,36.023
A,TOTAL,PC,UA,2010,31.557
A,TOTAL,PC,UA,2011,37.587
A,TOTAL,PC,UA,2012,31.325
A,TOTAL,PC,UA,2013,26.98
A,TOTAL,PC,UA,2014,25.912
A,TOTAL,PC,UA,2015,32.221
A,TOTAL,PC,UA,2016,30.13
A,TOTAL,PC,UA,2017,36.948
A,TOTAL,PC,UA,2018,34.467
A,TOTAL,PC,UA,2019,36.786
A,TOTAL,PC,UA,2020,34.057
A,TOTAL,PC,UK,2000,-17.128
A,TOTAL,PC,UK,2001,-9.526
A,TOTAL,PC,UK,2002,-11.954
A,TOTAL,PC,UK,2003,-5.96
A,TOTAL,PC,UK,2004,4.485
A,TOTAL,PC,UK,2005,13.363
A,TOTAL,PC,UK,2006,21.132
A,TOTAL,PC,UK,2007,20.378
A,TOTAL,PC,UK,2008,26.236
A,TOTAL,PC,UK,2009,27.274
A,TOTAL,PC,UK,2010,29.008
A,TOTAL,PC,UK,2011,36.942
A,TOTAL,PC,UK,2012,43.387
A,TOTAL,PC,UK,2013,47.758
A,TOTAL,PC,UK,2014,46.773
A,TOTAL,PC,UK,2015,37.638
A,TOTAL,PC,UK,2016,35.639
A,TOTAL,PC,UK,2017,35.575
A,TOTAL,PC,UK,2018,35.513
A,TOTAL,PC,UK,2019,34.829
A,TOTAL,PC,XK,2000,27.108
A,TOTAL,PC,XK,2001,27.121
A,TOTAL,PC,XK,2002,27.186
A,TOTAL,PC,XK,2003,26.714
A,TOTAL,PC,XK,2004,27.143
A,TOTAL,PC,XK,2005,28.216
A,TOTAL,PC,XK,2006,29.47
A,TOTAL,PC,XK,2007,29.034
A,TOTAL,PC,XK,2008,27.071
A,TOTAL,PC,XK,2009,25.88
A,TOTAL,PC,XK,2010,24.605
A,TOTAL,PC,XK,2011,27.504
A,TOTAL,PC,XK,2012,27.249
A,TOTAL,PC,XK,2013,21.847
A,TOTAL,PC,XK,2014,27.178
A,TOTAL,PC,XK,2015,27.601
A,TOTAL,PC,XK,2016,23.609
A,TOTAL,PC,XK,2017,29.957
A,TOTAL,PC,XK,2018,29.274
A,TOTAL,PC,XK,2019,30.534
A,TOTAL,PC,XK,2020,29.537
A,TOTAL,PC,XK,2021,32.614
A,TOTAL,PC,XK,2022,32.238
