freq,nrg_bal,siec,unit,geo,time,value
A,FC_IND_E,TOTAL,KTOE,UA,2019,16126.577
A,FC_IND_E,TOTAL,KTOE,UA,2020,15979.57
A,FC_IND_E,TOTAL,KTOE,UK,2013,23643.762
A,FC_IND_E,TOTAL,KTOE,UK,2014,22967.703
A,FC_IND_E,TOTAL,KTOE,UK,2015,23060.44
A,FC_IND_E,TOTAL,KTOE,UK,2016,21304.966
A,FC_IND_E,TOTAL,KTOE,UK,2017,21625.725
A,FC_IND_E,TOTAL,KTOE,UK,2018,21689.348
A,FC_IND_E,TOTAL,KTOE,UK,2019,21118.796
A,FC_IND_E,TOTAL,KTOE,XK,2013,262.9
A,FC_IND_E,TOTAL,KTOE,XK,2014,245.253
A,FC_IND_E,TOTAL,KTOE,XK,2015,307.181
A,FC_IND_E,TOTAL,KTOE,XK,2016,281.257
A,FC_IND_E,TOTAL,KTOE,XK,2017,313.24
A,FC_IND_E,TOTAL,KTOE,XK,2018,281.795
A,FC_IND_E,TOTAL,KTOE,XK,2019,299.97
A,FC_IND_E,TOTAL,KTOE,XK,2020,302.386
A,FC_IND_E,TOTAL,KTOE,XK,2021,328.236
A,FC_IND_E,TOTAL,KTOE,XK,2022,298.207
A,FC_IND_E,TOTAL,KTOE,XK,2023,316.098
A,FC_IND_E,TOTAL,KTOE,XK,2024,297.778
